year,autres_ADJ arts_NOUN,autres_ADJ chars_NOUN
2000,6.37080125542866e-07,2.6508189421292627e-08
2001,7.277192972665603e-07,2.4534786646768225e-08
2002,7.439314018142795e-07,1.927737436346888e-08
2003,7.25461305250974e-07,1.7084383685528337e-08
2004,6.862664934104146e-07,1.9821561281219147e-08
2005,7.26004444118189e-07,2.477062288619436e-08
2006,7.807519075697655e-07,1.2765458912156191e-08
2007,7.533588020081083e-07,1.837460494868992e-08
2008,6.33932794258385e-07,1.3198063086861112e-08
2009,7.023547476947556e-07,3.290052674742583e-08
2010,6.126759766189593e-07,2.739800031292816e-08
2011,4.393743785469084e-07,1.414869643667771e-08
2012,3.6527630831173497e-07,2.8595723122748495e-08
2013,3.68164493558254e-07,2.5659950608769577e-08
2014,4.1966327390952074e-07,2.793424336289263e-08
2015,4.903064736438978e-07,2.5047301122071985e-08
2016,4.3436001861962836e-07,1.7606391011781852e-08
2017,3.894166475948424e-07,1.7106156491308866e-08
2018,3.7508712624756413e-07,2.5040227669137494e-08
2019,3.8519914202783667e-07,1.836711227554133e-08
