year,autres_ADJ arts_NOUN,autres_ADJ chars_NOUN
1800,1.1790616412099553e-06,0.0
1801,1.1715417755908675e-06,7.143547975374531e-09
1802,1.4456447843258502e-06,2.9091921760482364e-08
1803,1.4510523511646056e-06,5.851017448321727e-09
1804,1.3644616831953726e-06,7.4155526164076946e-09
1805,1.3162523320175978e-06,2.842877711017877e-09
1806,1.7952798190279395e-06,1.4408345627714425e-08
1807,1.3579975757238572e-06,1.1387820464392462e-08
1808,1.1806245985290786e-06,1.3596443970698147e-08
1809,1.267316122266493e-06,4.51806094758922e-08
1810,1.0951793143476607e-06,1.8721014072298203e-08
1811,9.426608720275453e-07,1.2535384286138651e-08
1812,7.92160854246049e-07,1.600324850414836e-08
1813,1.167551123559818e-06,3.163315653864629e-08
1814,7.111490525346653e-07,2.5173417128598885e-08
1815,9.440282324746363e-07,8.091670444798638e-09
1816,1.0823209795063349e-06,1.8540831092650478e-08
1817,9.528065119113194e-07,1.71256075987003e-08
1818,8.011031029653282e-07,8.344824387052086e-09
1819,8.932956419016591e-07,4.864993385922389e-08
1820,8.199738203984452e-07,2.610625848831205e-08
1821,9.338829189964315e-07,3.0570614484304315e-08
1822,1.0155949468071412e-06,8.02049271442229e-09
1823,1.038670390585139e-06,7.906149512848515e-09
1824,9.33059276064796e-07,2.4421225930382207e-08
1825,8.048175166308624e-07,1.7610886970942374e-08
1826,1.1785083608994995e-06,2.9947145208097936e-08
1827,9.106665839198058e-07,5.530363722527909e-09
1828,5.723515812405822e-07,6.604057034564903e-08
1829,1.018493314575153e-06,2.6576845613135447e-08
1830,7.211853401134505e-07,2.1917355041978226e-08
1831,5.690790239043508e-07,1.091384405071949e-08
1832,1.500473564064464e-06,1.352996914505411e-08
1833,8.490799814353522e-07,1.0425265983826648e-08
1834,7.822337124707701e-07,1.0267983796552471e-08
1835,7.169807147988649e-07,2.571449897459388e-08
1836,7.701979796159719e-07,3.024337402735e-08
1837,7.938953672237403e-07,9.045257876039159e-09
1838,6.419468800977768e-07,5.996553653631054e-08
1839,6.711815903059914e-07,2.7965899818127582e-08
1840,8.974891443358501e-07,3.184844388215424e-08
1841,7.268061033016693e-07,3.852329122366882e-09
1842,7.151010565920046e-07,2.4149754196400863e-08
1843,8.777669622261897e-07,2.126487963494128e-08
1844,5.889226031285943e-07,1.920996517412732e-08
1845,7.88486195280047e-07,1.3392547515422848e-08
1846,8.172883865231739e-07,7.610851504580296e-09
1847,5.921759553828565e-07,3.55952778363644e-08
1848,7.055659239085799e-07,4.505324113779352e-08
1849,4.172948635527973e-07,1.8434713311421547e-08
1850,6.476702196778206e-07,1.5614691761811628e-08
1851,6.255955879996833e-07,3.8696633453128015e-08
1852,1.0254109383822652e-06,3.190167419120371e-08
1853,5.219468448558473e-07,3.523439673358553e-08
1854,5.813948740218677e-07,9.871762074453727e-09
1855,7.997554156702336e-07,1.4859423913549108e-08
1856,6.849421083643392e-07,1.6049286344355096e-08
1857,6.716956666430463e-07,4.393358121745905e-09
1858,5.55921614076027e-07,1.663849857891364e-08
1859,5.835630898509692e-07,5.092173349652285e-09
1860,5.451425864055892e-07,4.57718396518203e-09
1861,7.748328363921253e-07,1.9335450573976232e-08
1862,6.704691488668146e-07,1.0843167252971853e-08
1863,6.218302814886556e-07,1.1487627737949424e-08
1864,6.458498544859026e-07,1.582260189536555e-08
1865,7.827482351174808e-07,1.97687466396701e-08
1866,7.167048048373204e-07,1.556996132023869e-08
1867,5.794256665581088e-07,1.0190904120577216e-08
1868,5.685795168020036e-07,3.951899429921468e-08
1869,6.431594505862392e-07,2.3440891894210836e-08
1870,5.395739641755881e-07,2.0069171213776826e-08
1871,2.347280185777123e-07,2.1242353653860846e-08
1872,4.922534344586893e-07,2.3584624031514068e-08
1873,4.704999520543929e-07,7.781805422268917e-09
1874,4.63032222342008e-07,1.3144139998644278e-08
1875,6.545427266857473e-07,1.1443054503956773e-08
1876,5.39909145835793e-07,2.0556450763820067e-08
1877,5.133397468215506e-07,1.2369632429454214e-08
1878,5.78544717910745e-07,1.0266450800600069e-08
1879,4.838585692112929e-07,1.4051448005147904e-08
1880,5.78889705282748e-07,1.3477476912271413e-08
1881,4.69249755052914e-07,1.3945014920579979e-08
1882,5.770219146938871e-07,2.0631693686823382e-08
1883,5.118664372361081e-07,2.8437025179073316e-08
1884,4.964475914803756e-07,1.1883054540362536e-08
1885,4.434597338232038e-07,3.86738152613475e-09
1886,4.1495771796462577e-07,1.936039240035825e-08
1887,4.4919002384347095e-07,1.1752064210668323e-08
1888,3.956543519478828e-07,1.0779045211961602e-08
1889,5.275244894242803e-07,9.397704836544563e-09
1890,3.604912581778308e-07,1.7696843102044113e-08
1891,3.3018460143807715e-07,8.286486163910922e-09
1892,4.3503474578265866e-07,1.9432388143059143e-08
1893,3.966020190038222e-07,2.0938616174248637e-08
1894,4.3039514707743365e-07,3.150769645188234e-09
1895,3.936173929020015e-07,1.2037228991346183e-08
1896,4.239963872221253e-07,2.0639602027472392e-08
1897,4.067045964450955e-07,1.2236098356765979e-08
1898,4.0796739986248554e-07,6.7900258748920805e-09
1899,4.405479838709425e-07,1.6029977345510815e-08
1900,5.211817092343196e-07,1.349673794948103e-08
1901,3.867407447621929e-07,8.38310842965484e-09
1902,4.0067915785257924e-07,8.347482705062248e-09
1903,4.4605820015419795e-07,5.940242076007962e-09
1904,5.165014957952963e-07,1.1824175416563776e-08
1905,4.3814844374878703e-07,9.28936660926638e-09
1906,4.3674127397919094e-07,1.1317205839134203e-08
1907,4.3817025563441803e-07,1.6457098794830927e-08
1908,4.813161229577645e-07,1.3751889405000384e-08
1909,4.3732818877373347e-07,1.320236009405562e-08
1910,3.8210677644201496e-07,4.809735720812114e-09
1911,3.8679119196416423e-07,9.576673676292558e-09
1912,3.9643694671465113e-07,1.5628263128064646e-08
1913,4.2636038166676826e-07,2.0681659052002033e-08
1914,4.205555033109931e-07,6.696743604095445e-09
1915,2.4503984263901657e-07,4.712304768617059e-09
1916,2.6150158305426885e-07,8.789969641043172e-09
1917,2.6538747521787087e-07,2.4126133979507358e-08
1918,3.331049205357317e-07,2.412139110674616e-08
1919,3.8949199382409816e-07,2.5781975665495338e-08
1920,4.793222956323007e-07,1.9687803387569147e-08
1921,5.44480556641247e-07,2.196096815509918e-08
1922,5.747411826462212e-07,1.1066902949607993e-08
1923,4.872720182902412e-07,1.8047112249064412e-08
1924,4.6538765363646206e-07,7.734974438733389e-09
1925,5.290123565870886e-07,1.4297631523163545e-08
1926,6.119230118173391e-07,3.343841648018042e-09
1927,6.879071619003696e-07,1.3379070296082318e-08
1928,4.650398696126601e-07,4.570416489713125e-09
1929,5.158008338224107e-07,8.912325100141061e-09
1930,6.344176508576993e-07,1.995684684175103e-08
1931,4.961330288821841e-07,1.9389105432310316e-08
1932,4.7235602629314144e-07,2.6302888755935783e-08
1933,4.1523796490139375e-07,1.3764794637438627e-08
1934,4.900466397117498e-07,9.585264137967897e-09
1935,5.074552547057465e-07,7.180970484910176e-09
1936,3.989031025497525e-07,7.274828739411987e-09
1937,4.4698469991999445e-07,2.0145789036973838e-08
1938,4.395207824359204e-07,1.2965214679638848e-08
1939,3.685866110103575e-07,9.176430282309411e-09
1940,5.020850113446329e-07,2.7893612752905028e-08
1941,5.135614391527099e-07,3.246652724442356e-08
1942,5.097475888060643e-07,3.6410540360520827e-08
1943,5.05162915942492e-07,9.00002916637277e-08
1944,4.884042805741728e-07,7.711646787811333e-08
1945,6.600867350492479e-07,1.5031677946808486e-07
1946,7.419948699904921e-07,5.4292307538617024e-08
1947,6.46111232072144e-07,5.8412268799656886e-08
1948,5.957794666500149e-07,1.522064252412747e-08
1949,6.420323277467332e-07,6.8719057111366055e-09
1950,6.03024975287525e-07,1.2762433776458693e-08
1951,6.620730284012666e-07,4.477788806411809e-08
1952,4.123018431112513e-07,3.4797853487589236e-08
1953,5.904057341910018e-07,3.124409886368085e-08
1954,6.058972523703687e-07,1.172704333640695e-08
1955,5.715835231789868e-07,1.220129064449793e-08
1956,5.180357991463325e-07,3.488456457034772e-08
1957,4.788590559634542e-07,3.975766915687018e-08
1958,4.897167880102415e-07,1.7371711180658167e-08
1959,5.805309966078198e-07,1.705164542897819e-08
1960,6.131858114599709e-07,2.6991250123842292e-08
1961,6.072691003389252e-07,1.945484662257968e-08
1962,5.327243437491802e-07,3.55149545328004e-08
1963,6.491917368123268e-07,1.4225316924409981e-08
1964,5.366060200628908e-07,1.2167936880302932e-08
1965,5.52129188591266e-07,2.0793764932136583e-08
1966,5.001784657565622e-07,2.99110034518435e-08
1967,5.827656757162458e-07,3.5498416650625586e-08
1968,7.626424238793561e-07,1.9313088017725022e-08
1969,6.131373062601142e-07,3.0429777808649305e-08
1970,6.185285226223414e-07,2.989171221656761e-08
1971,6.941974959318031e-07,1.7470551227916076e-08
1972,6.628149584742005e-07,2.257264597460562e-08
1973,5.838482834974457e-07,2.3706776985932265e-08
1974,4.483580520187047e-07,1.406392957647995e-08
1975,5.180312570018941e-07,2.4559364319998167e-08
1976,4.462264597826504e-07,2.2282755196556536e-08
1977,5.159814682187402e-07,1.1165885105413054e-08
1978,5.358413313061305e-07,1.7821774278559133e-08
1979,5.846121222674583e-07,2.3993090181306798e-08
1980,6.282091256082367e-07,3.0699812469947574e-08
1981,5.496902595325537e-07,2.340453342242199e-08
1982,4.637004069607542e-07,2.7933760193832313e-08
1983,6.258478242315846e-07,1.8314416649900522e-08
1984,6.164345762726953e-07,1.681712546997005e-08
1985,5.492204770973785e-07,1.9851341903631692e-08
1986,5.802661675602394e-07,1.6185110141009318e-08
1987,5.848051882750838e-07,2.13878585952898e-08
1988,6.22442299924586e-07,2.338656024392094e-08
1989,6.536353298614017e-07,1.7013178421620978e-08
1990,7.333884077809216e-07,2.669838927715773e-08
1991,6.002140580108062e-07,1.3481369798284959e-08
1992,6.727641643777815e-07,1.5427843891302473e-08
1993,6.392245301967137e-07,2.8803878393546256e-08
1994,6.150564355600352e-07,3.745197929561073e-08
1995,7.054608470724588e-07,2.277429267394382e-08
1996,6.469767610539634e-07,2.6156651955488996e-08
1997,6.722442336126733e-07,2.8289877107567918e-08
1998,7.414440945652245e-07,1.5734826774860267e-08
1999,7.376304775874587e-07,1.9194844824710344e-08
