year,vos_DET ans_NOUN,vos_DET chants_NOUN
1882,1.0648616211028639e-08,1.0182739385022899e-07
1883,1.9589950994713945e-08,7.330433204888465e-08
1884,2.3766109080725073e-08,7.790002509722171e-08
1885,9.023890079618013e-09,7.799219092774479e-08
1886,1.355227396970804e-08,9.809265177906923e-08
1887,1.3710741875172516e-08,5.7454538016088463e-08
1888,1.7119660356001987e-08,6.847863875947269e-08
1889,2.192797943223468e-08,7.26755846613969e-08
1890,1.3108772733971819e-08,6.554386322576988e-08
1891,5.736798147637501e-09,7.649064404091632e-08
1892,1.8178685001757344e-08,7.710270333305402e-08
1893,4.926733243593162e-09,5.6041589591160346e-08
1894,1.1342770278588432e-08,7.246770139524017e-08
1895,2.2268873856035043e-08,7.282523384333217e-08
1896,1.4152869098893461e-08,5.4252667136545085e-08
1897,2.4472196713531957e-08,5.3605764938069456e-08
1898,1.3014216371232123e-08,4.2437662717276226e-08
1899,3.8693048765026106e-09,4.477338322317337e-08
1900,6.22926377147337e-09,5.710158612615146e-08
1901,1.0618603774048552e-08,4.470991088467713e-08
1902,4.419255628107521e-09,4.61566664888835e-08
1903,1.83607493653426e-08,6.750275449718401e-08
1904,9.674325340824907e-09,4.1384612181616376e-08
1905,1.754658074393234e-08,7.586316064234211e-08
1906,1.4403716441790948e-08,5.658602986180483e-08
1907,7.199980611716228e-09,5.3999856586273154e-08
1908,1.9154416719402434e-08,4.371136186342994e-08
1909,1.430255680556769e-08,8.801573425643028e-08
1910,6.412980813053082e-09,6.840513000483384e-08
1911,1.4365010514438836e-08,7.874153684639396e-08
1912,1.66701485393439e-08,1.01062772372984e-07
1913,9.545381374209683e-09,9.227202291128833e-08
1914,4.68772043404897e-09,7.768222687332127e-08
1915,1.1780762143587253e-08,8.835571119192309e-08
1916,3.2962386153911893e-09,1.9777431248257926e-08
1917,1.7546279096336548e-08,4.93489080710674e-08
1918,9.189101035644853e-09,4.135095643675868e-08
1919,1.5653341733923298e-08,5.98510148108744e-08
1920,4.543339038320937e-09,6.133507657324344e-08
1921,2.2718242842501013e-09,6.664017493385188e-08
1922,2.0658220023506146e-08,7.156597581214896e-08
1923,1.2739137744688378e-08,6.794206752758214e-08
1924,1.804827398643738e-08,6.059063650809549e-08
1925,5.499089184013428e-09,6.3789434401329e-08
1926,1.114613823460786e-08,6.130376117852165e-08
1927,5.574612438330462e-09,7.692965475758484e-08
1928,5.713020723163709e-09,8.912312221553975e-08
1929,1.3368487650211591e-08,5.7930112706827686e-08
1930,2.100720708497761e-09,6.512234307365361e-08
1931,1.0264820993199919e-08,4.448089008235456e-08
1932,1.0959536389520963e-08,5.2605774403247096e-08
1933,3.4411986593596566e-09,3.555905436769535e-08
1934,2.3963160344919743e-09,6.230421512043449e-08
1935,1.0771455727365264e-08,7.061287554677165e-08
1936,1.2124714565686645e-09,5.334874542128887e-08
1937,1.510934133364117e-08,6.04373666668323e-08
1938,3.8895642262559704e-09,5.963998717106733e-08
1939,1.6823455517567254e-08,3.6705722017416065e-08
1940,0.0,2.7893612530860423e-08
1941,2.9515025978810172e-09,7.083605968460915e-08
1942,6.068423541449874e-09,4.247896612241675e-08
1943,1.7419411690866582e-08,6.967764676346633e-08
1944,1.6065930807940276e-08,8.354284020128944e-08
1945,4.357008087652048e-09,6.753362491451753e-08
1946,5.568441707737293e-09,5.986074658181906e-08
1947,1.0728784083369192e-08,6.43727064986166e-08
1948,2.174377566888097e-09,3.8051605866229465e-08
1949,6.8719057111366055e-09,6.577395517126661e-08
1950,4.2541445921528975e-09,7.338399576894972e-08
1951,1.0661401539380222e-08,5.757157062191709e-08
1952,4.2179215675730575e-09,4.428817668156171e-08
1953,7.54167928107563e-09,3.986316032822401e-08
1954,3.224936762080688e-08,4.788542851130728e-08
1955,2.815682353940474e-09,4.786660134925569e-08
1956,6.976913269340912e-09,4.0117252186888663e-08
1957,7.068030161150318e-09,5.477723385993727e-08
1958,1.5717262158432277e-08,3.143452542708758e-08
1959,3.8753737996444215e-09,3.2553141515734296e-08
1960,1.5225833038812198e-08,5.1906251741229426e-08
1961,6.948159103625784e-09,4.585785307043011e-08
1962,3.170978146727066e-09,5.200404373795209e-08
1963,1.1638896069143811e-08,5.6254664038135616e-08
1964,6.6923653285755336e-09,7.057402973131843e-08
1965,1.2038495533772675e-08,6.292849796807332e-08
1966,7.200797291773142e-09,4.2096966357263454e-08
1967,1.7256175155466735e-08,6.409435915344375e-08
1968,2.3804503673785504e-08,9.83620103145455e-08
1969,8.629339909305145e-09,4.814263288022147e-08
1970,1.3796174869185052e-08,6.48420224180768e-08
1971,1.2845993713206383e-08,8.735275791593722e-08
1972,1.3338381954497436e-08,5.694463123262494e-08
1973,8.821126051827832e-09,5.62346771371125e-08
1974,5.625571564138454e-09,2.8690414932697195e-08
1975,5.711480177694739e-09,3.369773304839896e-08
1976,2.285410749536254e-09,3.7709275646502505e-08
1977,1.23412418062685e-08,2.9383909361246907e-08
1978,5.346532105932056e-09,3.029701511891858e-08
1979,8.777960247563499e-09,2.925986741786346e-08
1980,3.97960553399912e-09,3.581644764105718e-08
1981,5.69299452024552e-09,3.0362638236969275e-08
1982,9.311253101884631e-09,3.3520512143780934e-08
1983,3.157658134966823e-09,3.0945049189767815e-08
1984,6.958810416790584e-09,3.015484395518797e-08
1985,3.609334831011779e-09,2.7671566149578553e-08
1986,7.1933827783254856e-09,4.1961398355994106e-08
1987,7.332980445085013e-09,3.360949207831254e-08
1988,2.398621523624911e-09,2.3986215624827167e-08
1989,2.7440609784434855e-09,3.23799209667186e-08
1990,6.538381391862913e-09,3.5416230836915474e-08
1991,5.2753188484189195e-09,3.165191042597826e-08
1992,2.2039776670368383e-09,3.801861381269589e-08
1993,2.7696036575264316e-09,3.21274047365705e-08
1994,6.329911705904578e-09,4.11444278647366e-08
1995,3.795715741716776e-09,4.392185282142691e-08
1996,3.736664311304594e-09,3.362998035605358e-08
1997,2.3974471297094624e-09,5.226435051408629e-08
1998,8.582632382569955e-09,3.528415759568304e-08
1999,9.140402212892695e-09,3.336246995333525e-08
2000,2.6508188977203417e-09,3.534425085938153e-08
2001,5.695575122643959e-09,3.1982846593336944e-08
2002,5.6955880012310445e-09,3.680226168256695e-08
2003,1.6667691671301554e-09,2.666830634101558e-08
2004,7.047666006343434e-09,3.92026433537751e-08
2005,7.656374201303606e-09,2.972474733020647e-08
2006,2.4707338397433887e-09,2.8825228648443613e-08
2007,4.393927444112933e-09,3.555086680595565e-08
2008,2.9802078582719105e-09,3.533674908240414e-08
2009,6.198650481792356e-09,3.051643249207814e-08
2010,1.8895172093635892e-09,3.731796349715211e-08
2011,1.911985902935953e-09,2.3708626839535896e-08
2012,2.0425516833455504e-09,3.948933191555426e-08
2013,2.2313000336282585e-09,3.430623918276865e-08
2014,3.4647124058651002e-09,4.8939062136099665e-08
2015,5.319781060109108e-09,4.078498760939908e-08
2016,9.942432044329763e-09,7.684671876617699e-08
2017,5.031222660711876e-10,4.024977973138277e-08
2018,5.937373259712331e-09,4.2077906714510505e-08
2019,3.3162841361900064e-09,4.1581100784782166e-08
