year,ses_DET oies_NOUN,ses_DET choix_NOUN
1800,1.8864987794131594e-08,4.873455012877059e-07
1801,5.714838380299625e-08,4.4528113107844547e-07
1802,4.475680270843441e-09,3.8043282302169246e-07
1803,0.0,2.2428900692261777e-07
1804,7.4155526164076946e-09,2.84262853256223e-07
1805,5.685755422035754e-09,4.5770332235406386e-07
1806,1.729001475325731e-08,2.1900684998854558e-07
1807,2.562259604488304e-08,2.4768510797912313e-07
1808,6.798221985349073e-09,2.515342032438639e-07
1809,5.421673421324158e-08,1.942766267859497e-07
1810,4.680253518074551e-09,3.603795164508483e-07
1811,2.757784400841956e-08,1.3036799373367103e-07
1812,1.0668832928217853e-08,1.8403736135041981e-07
1813,0.0,3.0195287559209305e-07
1814,9.440030979135372e-09,3.681612383843458e-07
1815,1.0788894222457657e-08,3.964918731114153e-07
1816,2.3176038865813098e-09,2.850652833785716e-07
1817,1.556873407970727e-09,2.506566261217813e-07
1818,3.5763532135746345e-09,3.6717227169802413e-07
1819,0.0,4.2542815548163304e-07
1820,1.6613073583471305e-08,4.177001358129928e-07
1821,9.861488403650753e-09,3.5797203246090703e-07
1822,2.0051231786055723e-09,4.571680989329252e-07
1823,3.261286707356703e-08,2.8560964970836267e-07
1824,1.9368560089105813e-08,4.0505553222658364e-07
1825,7.044354433105582e-09,3.7599241409225215e-07
1826,3.5231937367541377e-09,2.5190835628574604e-07
1827,2.8573547083965423e-08,3.3550872835519385e-07
1828,1.3758452155343548e-08,3.246994655370372e-07
1829,8.57317605795771e-10,5.186771545595548e-07
1830,7.305785310052215e-09,4.3834709373413716e-07
1831,1.091384405071949e-08,5.082732934535983e-07
1832,1.7588959622116818e-08,4.478419821651869e-07
1833,8.108539617524002e-09,3.509839316961916e-07
1834,6.534171426153534e-09,3.173740505957312e-07
1835,2.0420337421001022e-08,3.1689338442220105e-07
1836,1.68018754465038e-08,3.1587524906839803e-07
1837,9.74104708006962e-09,2.887524619410442e-07
1838,8.2058102535143e-09,2.922530990545624e-07
1839,7.690622583211848e-09,3.2999762045182734e-07
1840,8.280594876453051e-09,4.089339995516639e-07
1841,2.5682194149112547e-09,2.882826315442344e-07
1842,4.695785538189057e-09,3.917626898441995e-07
1843,7.088293507706567e-09,3.981258034357893e-07
1844,1.0977122322231025e-08,3.72124464576018e-07
1845,1.339254718235594e-08,4.3637383573269517e-07
1846,1.5807152919933287e-08,3.729317468170734e-07
1847,7.011190739092399e-09,3.5972801448735936e-07
1848,1.045878850192139e-08,3.7088471227519904e-07
1849,1.5920887719289567e-08,6.192387651537956e-07
1850,8.146795238417326e-09,3.007525108955633e-07
1851,1.870337307252612e-08,3.5342924498138473e-07
1852,1.3672145193766028e-08,2.1875432953954999e-07
1853,1.2541057081705276e-08,2.7948641445618705e-07
1854,2.0782657927931325e-08,2.6497889660248575e-07
1855,1.3798036491152743e-08,3.0780234183680477e-07
1856,2.174419400091665e-08,3.851828846990202e-07
1857,1.4644527368545823e-08,3.568383037944045e-07
1858,7.34051397444091e-09,2.6621598259168877e-07
1859,2.6479302084325695e-08,2.754865835452591e-07
1860,2.380135608048839e-08,2.778350740584301e-07
1861,2.5466203590340797e-08,3.9991372524639246e-07
1862,1.3553958982948089e-08,3.469813312229064e-07
1863,2.2975255475898848e-08,3.2265250826668535e-07
1864,1.821996631345968e-08,3.337130607405925e-07
1865,2.7299698113214532e-08,2.767624582844519e-07
1866,7.784980660119345e-09,2.7247430911536696e-07
1867,5.338092634588065e-09,3.0960936214796675e-07
1868,1.1361710683388537e-08,2.894766066852128e-07
1869,1.9534076356464425e-08,3.6577557427364127e-07
1870,7.454262984651905e-09,3.8704829519176087e-07
1871,2.230447138096281e-08,5.873511019771627e-07
1872,3.205089793567595e-08,4.813682146220799e-07
1873,8.979006871356887e-09,3.525756611111319e-07
1874,3.226288780577846e-08,3.823749800124787e-07
1875,3.2612703648737806e-08,3.3413717898111983e-07
1876,5.441413541973361e-09,2.7872129226835796e-07
1877,2.22653372405901e-08,3.3459855330875143e-07
1878,1.509772218355465e-08,3.381889652764869e-07
1879,7.94212251520321e-09,4.325402400695566e-07
1880,1.3477476912271413e-08,2.9072842711030944e-07
1881,2.6495528548942104e-08,3.4165286844078935e-07
1882,1.5972924316542958e-08,3.3476586835945454e-07
1883,1.7062215640351042e-08,4.08229300141727e-07
1884,1.8484752395409032e-08,3.3338568350416153e-07
1885,1.933690724209569e-08,3.403295609771817e-07
1886,3.033128009866104e-08,2.5297578787331076e-07
1887,1.828098916689669e-08,3.780247226359279e-07
1888,2.9800888867725916e-08,3.037154416851706e-07
1889,1.50363277384713e-08,3.420764702610768e-07
1890,2.3595790488162294e-08,2.8773757065891914e-07
1891,1.5298128430707436e-08,2.4859457559145426e-07
1892,2.570090096298827e-08,2.1626367185945128e-07
1893,1.539604177480669e-08,3.029940960352917e-07
1894,1.5753848003896564e-08,2.785280459605133e-07
1895,1.865770427045277e-08,3.3282938183276656e-07
1896,1.1794058174530164e-08,2.5180313745210015e-07
1897,1.5149455578900017e-08,1.8703751170079386e-07
1898,1.4711722506888236e-08,2.0370077491449479e-07
1899,3.8693048765026106e-08,2.2165589719236323e-07
1900,2.855079306307573e-08,2.206197633469742e-07
1901,7.824234593556412e-09,1.9895911096412533e-07
1902,2.160524809058373e-08,2.450231582074025e-07
1903,1.7820727560291516e-08,2.1006856965044562e-07
1904,2.0961038238453966e-08,2.687312479210391e-07
1905,7.225062881310862e-09,2.5184504437447686e-07
1906,3.806696469155213e-08,2.4074783500083186e-07
1907,4.525702124169584e-08,2.3091366596617036e-07
1908,2.1610112144188065e-08,2.175745343890867e-07
1909,2.2003934396774838e-08,2.2058943383029828e-07
1910,2.672075316567657e-08,2.463653592243986e-07
1911,3.724261865567513e-08,2.0855867188807053e-07
1912,1.8753916364300238e-08,2.0629307329045332e-07
1913,2.227255713194154e-08,2.020439047178968e-07
1914,3.281404303834279e-08,2.410827733001497e-07
1915,7.068456930880984e-09,1.2723222653221455e-07
1916,2.966614687238689e-08,2.1645299685957298e-07
1917,1.315970976634162e-08,1.4585344487727525e-07
1918,1.9526840588923733e-08,2.653352986214941e-07
1919,1.012863304339362e-08,2.3387935144114635e-07
1920,1.2872793941909322e-08,2.3701085893890195e-07
1921,1.7417319808643583e-08,1.6735771701803515e-07
1922,2.7298360905092522e-08,1.741192798832003e-07
1923,2.7601466001669905e-08,1.7728633094904467e-07
1924,2.7072411756812187e-08,1.6759111343134236e-07
1925,1.8696901804560184e-08,1.583737656574158e-07
1926,1.7833821197577038e-08,1.827966649159407e-07
1927,7.246995892273844e-08,1.739279027468399e-07
1928,2.5137291359556002e-08,2.2623560891332772e-07
1929,2.2280811862174232e-08,1.6599206054124238e-07
1930,1.3654685049324655e-08,1.6700729865704034e-07
1931,2.167017854048936e-08,1.36864277244797e-07
1932,7.6716757391182e-09,1.917918845961708e-07
1933,1.8353059516584835e-08,1.5026567545817215e-07
1934,1.9170528275935794e-08,1.5815686182918398e-07
1935,2.752705263731059e-08,1.8072109142508452e-07
1936,2.9099314957647948e-08,1.5155893073881543e-07
1937,2.5182236740306507e-08,1.7879388369834714e-07
1938,1.1668692678767911e-08,1.7762343418326054e-07
1939,2.141167065872196e-08,1.7435216914662988e-07
1940,2.028626333583361e-08,1.7496902726676922e-07
1941,1.1806010391524069e-08,1.682356449705935e-07
1942,6.068423541449874e-09,1.4260795921927638e-07
1943,3.4838823381733164e-08,1.800005835495e-07
1944,6.4263723231761105e-09,2.7633401344928643e-07
1945,1.5249527862692958e-08,2.0477938544871677e-07
1946,2.3665877257883494e-08,2.519719881632909e-07
1947,3.457052732969146e-08,2.0861524818727162e-07
1948,1.522064252412747e-08,1.95693983684464e-07
1949,2.1597417965146803e-08,3.808999133880775e-07
1950,2.4461330738745346e-08,1.8718236471926275e-07
1951,1.9190522948520083e-08,2.1216189116657347e-07
1952,2.5307528517259925e-08,2.3304016316672005e-07
1953,2.693456835345387e-08,2.639587615149708e-07
1954,1.3681550115052232e-08,2.345408702808527e-07
1955,1.220129064449793e-08,2.477800462585833e-07
1956,1.2209597999301991e-08,2.3198236842603137e-07
1957,3.180613461495341e-08,2.509150762719514e-07
1958,2.1507833736222892e-08,2.622301167320984e-07
1959,1.5501495198577686e-08,2.898779651872019e-07
1960,2.4914999841030294e-08,3.14897922848445e-07
1961,1.876002997391879e-08,3.9535027518411425e-07
1962,1.2683912586908264e-08,3.3866047566277757e-07
1963,1.6165133231993423e-08,3.692116541387236e-07
1964,1.946869854219102e-08,4.544724392374633e-07
1965,2.0246559984116175e-08,4.3721626941106706e-07
1966,5.095948907296588e-08,4.835612141818046e-07
1967,1.972134178185314e-08,4.7627041599440645e-07
1968,1.886394726535734e-08,5.021403186589168e-07
1969,4.587175481129968e-08,4.891473084356335e-07
1970,1.7935028046034418e-08,5.987540188101548e-07
1971,3.596878228595557e-08,6.674778241233525e-07
1972,2.0007572487656944e-08,7.141164353186014e-07
1973,2.5360738176161135e-08,7.007282114557256e-07
1974,1.0688586016271984e-08,8.112074176835904e-07
1975,1.4278700888326057e-08,8.887063316365129e-07
1976,1.3712464053128315e-08,9.164497072333688e-07
1977,1.116588582705802e-08,1.0631098206204115e-06
1978,2.1386128423728223e-08,1.0740589182489657e-06
1979,2.8089471748593553e-08,1.05979239073406e-06
1980,2.6720207435548815e-08,1.171709527625353e-06
1981,1.4548763582755697e-08,1.3119190107602208e-06
1982,3.2279010242497463e-08,1.3892389940650673e-06
1983,2.273513821648976e-08,1.36852900034512e-06
1984,2.7835240168361253e-08,1.51064176279192e-06
1985,1.9851341903631692e-08,1.6151773003514336e-06
1986,1.498621315931814e-08,1.6358950993833332e-06
1987,1.2221633483022742e-08,1.6279216232817362e-06
1988,1.5591039570495013e-08,1.7575899349253632e-06
1989,1.8659615408367358e-08,1.7386371595762284e-06
1990,1.471135746555774e-08,1.8754256352337961e-06
1991,1.4653663171770859e-08,2.1171611876980023e-06
1992,2.5345743781546304e-08,2.0981867692171363e-06
1993,1.0524494165053966e-08,2.243932929246739e-06
1994,2.479215582829042e-08,2.1912044552152565e-06
1995,2.1689803730851054e-08,2.313759758010292e-06
1996,2.028475121207407e-08,2.390397739304717e-06
1997,1.1507746866534774e-08,2.452109093553645e-06
1998,1.6211639697338853e-08,2.5781274430869416e-06
1999,1.7366764665238676e-08,2.639748181820778e-06
2000,1.1928684817696933e-08,2.7299016878146176e-06
2001,1.401987734239718e-08,2.8136140954870825e-06
2002,1.9715496790695397e-08,2.8701381324935937e-06
2003,1.5417615628621206e-08,2.996434211866017e-06
2004,1.673820673731008e-08,3.2207833129405117e-06
2005,2.7022498017004182e-08,3.2255854165441633e-06
2006,1.4412614379732958e-08,3.15100938763635e-06
2007,1.477957436990529e-08,3.1680216068252776e-06
2008,1.830699147831183e-08,3.0657823373303472e-06
2009,2.0026408975581944e-08,3.10743108400402e-06
2010,2.8815136610127468e-08,3.1493527430370705e-06
2011,2.7532598423363197e-08,3.1494233851958597e-06
2012,4.765953676155732e-08,2.835061764017155e-06
2013,4.0442312609911824e-08,2.67365521366969e-06
2014,5.543539623176219e-08,2.61845635662894e-06
2015,4.189327339199078e-08,2.503400217790386e-06
2016,4.0391132216655024e-08,2.4682088550775916e-06
2017,2.3646747338013085e-08,2.888173376902614e-06
2018,5.3436360447634e-08,2.927899537041867e-06
2019,3.4693431849586176e-08,2.795882693362728e-06
