year,mes_DET ans_NOUN,mes_DET chants_NOUN
1890,2.6217545023854427e-08,1.0552562201837645e-07
1891,3.6970476458009216e-08,1.1154884838049384e-07
1892,4.638699313552763e-08,9.277398493878763e-08
1893,2.8328715429015716e-08,1.0222971358331279e-07
1894,4.852185342407722e-08,1.2414032490859483e-07
1895,2.768562623600701e-08,9.088107910670828e-08
1896,4.540712200684638e-08,8.196870421306457e-08
1897,2.6802883135168543e-08,9.089673091988715e-08
1898,3.225262235062587e-08,8.487532465739633e-08
1899,5.085372123403431e-08,8.844125609641651e-08
1900,4.360484651133589e-08,8.669058504384708e-08
1901,2.51493244007861e-08,7.153585546149088e-08
1902,3.093478850857423e-08,8.838510867636984e-08
1903,2.106085861264262e-08,8.856361266573742e-08
1904,2.042357571951925e-08,7.73946045029561e-08
1905,4.02539197530416e-08,1.1714922920624815e-07
1906,3.5494874317532066e-08,8.282136887416414e-08
1907,6.274269059858284e-08,1.2239967039917587e-07
1908,5.206072462016209e-08,1.1787333975554759e-07
1909,3.740668841345496e-08,1.248723261459972e-07
1910,5.557916771259386e-08,1.0688301654848686e-07
1911,3.77746552926439e-08,1.1332397298335906e-07
1912,5.365703970028335e-08,1.927485904218429e-07
1913,4.0302722548180014e-08,1.5431699651458075e-07
1914,4.2859158888575166e-08,1.0647822623610637e-07
1915,1.5314990164938536e-08,9.895840102913667e-08
1916,1.9777431248257926e-08,7.691223391503854e-08
1917,2.5222776423028392e-08,1.326937377754689e-07
1918,5.972915850804839e-08,9.30396506504394e-08
1919,6.997964874244644e-08,8.471220486194753e-08
1920,4.0890050456710014e-08,8.556621500233064e-08
1921,6.285380305115496e-08,1.1813485678580093e-07
1922,8.779743332354428e-08,1.1288241219542527e-07
1923,1.252681860464122e-07,1.1996021109794697e-07
1924,6.832561139091808e-08,1.6630195331934772e-07
1925,4.5092530598367375e-08,1.143810492987285e-07
1926,5.907453304310195e-08,7.356451270368325e-08
1927,5.797596847045838e-08,1.4382500546084032e-07
1928,3.9991142619655307e-08,1.2797165882538764e-07
1929,5.570203187588163e-08,1.3591296155190946e-07
1930,3.571225359877417e-08,1.2814396177507348e-07
1931,5.47457119637329e-08,1.0150767515426651e-07
1932,6.466126656334836e-08,7.67167575022043e-08
1933,3.555905236929391e-08,5.964744498321295e-08
1934,3.9539216345474415e-08,1.0064527344866292e-07
1935,3.351119648442591e-08,1.1250187359479469e-07
1936,4.849885826274658e-08,1.3822174738109538e-07
1937,3.399601800069263e-08,1.0072894207624472e-07
1938,7.779128363694099e-08,9.205302298198603e-08
1939,5.6587986740908036e-08,3.976453299969762e-08
1940,2.2822046474857416e-08,4.564409095131339e-08
1941,7.083605924051994e-08,7.969057236323351e-08
1942,5.158160121254696e-08,1.213684714951313e-07
1943,6.967764676346633e-08,1.1612940831184915e-07
1944,2.5705489292704442e-08,1.2852744291080853e-07
1945,3.921307367704685e-08,8.714016175304096e-08
1946,5.0115975369635635e-08,1.1554516365919199e-07
1947,6.556479115182867e-08,8.106192295187498e-08
1948,7.392884038281977e-08,1.0110855797051954e-07
1949,3.926803215925645e-08,7.853606598384744e-08
1950,8.295581910289229e-08,1.0316300524948474e-07
1951,5.117472801074996e-08,5.224087029631619e-08
1952,4.5342655408120436e-08,7.592258999267187e-08
1953,2.9089333830611963e-08,6.248820039189695e-08
1954,4.104465189946893e-08,1.114069103635984e-07
1955,2.3464019616170617e-08,7.226918263825155e-08
1956,6.45364459650466e-08,1.125027264681222e-07
1957,2.2971097746182778e-08,6.361226995155178e-08
1958,6.700517385382909e-08,9.761247526940409e-08
1959,4.417926346977907e-08,7.13068788460447e-08
1960,6.021124887567453e-08,6.782416345219033e-08
1961,7.156603948343943e-08,8.615717561610836e-08
1962,5.2638239544933185e-08,9.1324174555929e-08
1963,5.496145316641332e-08,6.918676742628804e-08
1964,5.779770062552814e-08,7.30076219479514e-08
1965,8.043903410026587e-08,9.904398456939134e-08
1966,6.536108188015533e-08,1.0413460338476455e-07
1967,7.148986402860658e-08,1.2030019047593044e-07
1968,9.027746100676026e-08,2.0525770749735273e-07
1969,4.859680741153838e-08,7.90265839434312e-08
1970,6.990062084710758e-08,8.461654332769797e-08
1971,5.6522371449929665e-08,1.3770904994103716e-07
1972,4.052815893995643e-08,9.131661488082088e-08
1973,3.804110765281976e-08,9.978898513063328e-08
1974,4.5004571680440364e-08,4.387945962136541e-08
1975,4.283610222088896e-08,7.824728154304239e-08
1976,3.4852513541849817e-08,7.256179390680018e-08
1977,3.0559267116814226e-08,5.818014114922221e-08
1978,4.8712848088605654e-08,6.772274185884442e-08
1979,3.101546042216796e-08,7.373486621276015e-08
1980,4.2070113837056056e-08,6.481071679331762e-08
1981,2.84649726012276e-08,7.211126462625117e-08
1982,2.545075850068912e-08,7.386927503016949e-08
1983,2.5261265079734585e-08,6.125856510941219e-08
1984,2.5515636714601442e-08,7.712681571181434e-08
1985,2.7070011343610645e-08,5.233535493864849e-08
1986,4.2560845514572065e-08,7.313272276654459e-08
1987,3.910922785621551e-08,5.560843385765679e-08
1988,2.3986215624827167e-08,6.29638166049773e-08
1989,3.2379922076941625e-08,7.738252549849278e-08
1990,2.8877850832831342e-08,6.756327408652396e-08
1991,3.458264485889373e-08,7.385445854879436e-08
1992,3.4712649255030925e-08,6.116038042680572e-08
1993,3.3789166409281535e-08,5.594599628011565e-08
1994,3.164955936219016e-08,6.857404488691543e-08
1995,3.904164591617132e-08,6.778063710299875e-08
1996,3.5765218342476146e-08,5.3914732234261464e-08
1997,2.8289877107567918e-08,8.58286119953533e-08
1998,2.5271084558298185e-08,7.581325167649311e-08
1999,4.067479020264386e-08,7.358023945691627e-08
2000,4.0204088058715115e-08,7.864095707965646e-08
2001,2.5411029003219454e-08,6.221320592025847e-08
2002,4.600282615951912e-08,7.667137724709505e-08
2003,2.7918383604941255e-08,7.292115339341265e-08
2004,2.7309704941913537e-08,7.752432540364396e-08
2005,2.38698731891418e-08,6.845699229707236e-08
2006,2.5942706427528606e-08,5.8062247121348776e-08
2007,2.876025217979361e-08,5.312657558320666e-08
2008,1.660401513503551e-08,6.386159545623826e-08
2009,2.5271420511785436e-08,6.818515529971592e-08
2010,2.3146586702882388e-08,5.054458673825479e-08
2011,1.797266777070483e-08,4.282848450887222e-08
2012,2.7234022259570168e-08,6.74042038018019e-08
2013,3.0122549399269616e-08,6.805465274650757e-08
2014,2.988314290464089e-08,7.882220409705099e-08
2015,3.635183642991535e-08,8.533815221145602e-08
2016,3.728412201198239e-08,1.3960831879433755e-07
2017,2.6917040429896844e-08,6.666370189201132e-08
2018,2.71054010347882e-08,5.472709369014339e-08
2019,2.4234384055077385e-08,8.571318677041972e-08
