year,nouveaux_ADJ ans_NOUN,nouveaux_ADJ champs_NOUN
1903,0.0,1.3338544135876873e-07
1904,5.374625189347171e-10,1.0426772689697827e-07
1905,0.0,8.566860287828604e-08
1906,1.0288369045596824e-09,1.224315866465986e-07
1907,5.142843373384665e-10,1.27542520544921e-07
1908,9.822778146428846e-10,8.987841937369012e-08
1909,1.1001967115120692e-09,7.701377313651392e-08
1910,5.344150677544235e-10,8.069667245536039e-08
1911,1.5961122423746588e-09,1.0055507004835817e-07
1912,0.0,7.657849465658728e-08
1913,5.30298971401777e-10,1.4742310838755657e-07
1914,0.0,8.973636766995696e-08
1915,0.0,1.6257450852208422e-07
1916,0.0,1.5162697764026234e-07
1917,0.0,1.414668702182098e-07
1918,0.0,1.412824275348612e-07
1919,1.8415696745321952e-09,1.0681104356535798e-07
1920,7.572231730534895e-10,1.438723984392709e-07
1921,0.0,1.1737758853769265e-07
1922,0.0,1.0107771686307387e-07
1923,0.0,1.0191310195750702e-07
1924,0.0,1.0442215625516837e-07
1925,1.0998177923937646e-09,1.0008341888578798e-07
1926,3.343841648018042e-09,1.1926367449177633e-07
1927,0.0,1.0145794959726118e-07
1928,2.2852082448565625e-09,9.597874850442167e-08
1929,3.342121912552898e-09,1.1586022452547695e-07
1930,2.100720708497761e-09,1.1448928205481934e-07
1931,0.0,1.1975625113791466e-07
1932,2.1919073223131136e-09,1.20554901172909e-07
1933,3.4411986593596566e-09,1.2961848483428184e-07
1934,0.0,7.668211310374318e-08
1935,1.196828414151696e-09,1.029272453934027e-07
1936,0.0,1.066974846253288e-07
1937,0.0,8.687871400070435e-08
1938,0.0,1.335417039172171e-07
1939,0.0,1.2082300315796601e-07
1940,0.0,1.52146981236001e-07
1941,0.0,1.5052663115966425e-07
1942,0.0,1.2440268903901597e-07
1943,0.0,1.2774235358392616e-07
1944,0.0,2.1207029021752533e-07
1945,2.178504043826024e-09,1.4595977404496807e-07
1946,0.0,1.4338736775698635e-07
1947,0.0,1.1444036118746226e-07
1948,0.0,1.2067795296388795e-07
1949,4.908504269707237e-09,2.1008398221056268e-07
1950,0.0,1.4676798798518575e-07
1951,1.0661401761424827e-09,1.4499507017262658e-07
1952,0.0,1.7715269962081948e-07
1953,0.0,1.6053002127591753e-07
1954,0.0,1.417017756466521e-07
1955,0.0,1.482925995333062e-07
1956,8.72114158667614e-10,1.3866615233837365e-07
1957,1.7670075402875796e-09,1.5638016748198424e-07
1958,2.4816730892496253e-09,1.3483756333698693e-07
1959,0.0,1.379633118858692e-07
1960,0.0,1.543345860000045e-07
1961,0.0,1.7926251416611194e-07
1962,6.341956404476434e-10,1.5601212055571523e-07
1963,1.2932106496776896e-09,1.8104948651398445e-07
1964,6.083968329129164e-10,1.3080531857667665e-07
1965,5.472043373977442e-10,1.4008431037382252e-07
1966,0.0,1.362612351840653e-07
1967,0.0,1.2276535699129454e-07
1968,8.982831700699023e-10,1.486658618432557e-07
1969,4.5417578031781147e-10,1.45790423289327e-07
1970,0.0,1.5083817572758562e-07
1971,0.0,1.4901353040386311e-07
1972,0.0,1.169673495837742e-07
1973,5.513203782392395e-10,2.1666890859250998e-07
1974,0.0,1.907068849504867e-07
1975,1.1422960355389478e-09,1.5078308024385478e-07
1976,5.713526873840635e-10,1.9483127289277036e-07
1977,0.0,2.2037932012608508e-07
1978,5.940591352171509e-10,1.7405932339897845e-07
1979,0.0,2.1535261396365968e-07
1980,1.7055452605774235e-09,2.30248602406391e-07
1981,0.0,2.1317102039120073e-07
1982,6.207502289967692e-10,2.4209259663621197e-07
1983,0.0,2.740847264703916e-07
1984,5.799008495621649e-10,2.592156818082003e-07
1985,6.015558051686298e-10,2.8152811637482955e-07
1986,0.0,2.7814411396320793e-07
1987,6.110816852533674e-10,2.9759678454865934e-07
1988,1.1993107618124554e-09,2.76441141977557e-07
1989,0.0,2.733084727424284e-07
1990,2.179460389939436e-09,2.8441957056202227e-07
1991,1.1722930404189924e-09,3.370342369635182e-07
1992,0.0,3.515344246807217e-07
1993,0.0,3.7001905184297357e-07
1994,0.0,3.4181525165877247e-07
1995,0.0,3.8824748571641976e-07
1996,5.338092190498855e-10,3.9875547486190044e-07
1997,4.79489448146353e-10,3.9797623685444705e-07
1998,1.9072516899143466e-09,3.881257271132199e-07
1999,1.3710603763428253e-09,3.779556436711573e-07
2000,0.0,3.8878675923115225e-07
2001,1.3143635069212678e-09,3.259621621509723e-07
2002,1.752488598683044e-09,3.7678503872484725e-07
2003,4.1669229178253886e-10,3.871071498906531e-07
2004,4.404791253964646e-10,3.4577610108499357e-07
2005,4.5037495954858286e-10,4.571305964873318e-07
2006,0.0,3.594917927784991e-07
2007,1.1983438685803094e-09,3.411285547372245e-07
2008,0.0,3.474070808806573e-07
2009,0.0,3.437866666899936e-07
2010,4.723793023408973e-10,3.160217545428168e-07
2011,0.0,2.8335631441223086e-07
2012,3.404252713057332e-10,2.5361683242408617e-07
2013,2.789125042035323e-10,2.312184648189941e-07
2014,4.330890368553497e-10,1.9683896823607938e-07
2015,8.866301581811342e-10,1.9439366383267043e-07
2016,4.1426800878596737e-10,1.7171409183447395e-07
2017,5.031222660711876e-10,2.1885819023736985e-07
2018,5.162933414126769e-10,2.1890838297622395e-07
2019,5.1019755087367e-10,1.8877310026255145e-07
