year,soixante - dix ans,soixante - dix chants
1800,8.370787445421968e-07,0.0
1801,8.446394872407836e-07,0.0
1802,1.2169711212095535e-06,0.0
1803,7.11428103095102e-07,0.0
1804,9.894995796067008e-07,0.0
1805,1.1302491282894067e-06,0.0
1806,1.0238178447252722e-06,0.0
1807,1.2086000398259245e-06,0.0
1808,1.621086411773831e-06,0.0
1809,1.4208015883809821e-06,0.0
1810,1.3000952177044667e-06,0.0
1811,2.38679754893667e-06,0.0
1812,1.9716188965901438e-06,0.0
1813,2.2501519381101787e-06,0.0
1814,1.2691307347267866e-06,0.0
1815,1.5698577469080988e-06,0.0
1816,1.264037278403407e-06,0.0
1817,1.2812987758570316e-06,0.0
1818,1.7190829395552498e-06,0.0
1819,1.5557180947922689e-06,0.0
1820,1.4502573222330284e-06,0.0
1821,1.676209992140798e-06,0.0
1822,1.5504173784819386e-06,0.0
1823,1.801831080783245e-06,0.0
1824,1.2678803309462694e-06,0.0
1825,1.531946280941554e-06,0.0
1826,1.2782086731277786e-06,0.0
1827,1.5463226530343377e-06,0.0
1828,1.3781773375853845e-06,0.0
1829,1.180052286109401e-06,0.0
1830,1.4975064068778465e-06,0.0
1831,1.5180545815951518e-06,0.0
1832,1.5686195915520784e-06,0.0
1833,1.5664791845892978e-06,0.0
1834,1.364514373491943e-06,0.0
1835,1.4441312945479012e-06,0.0
1836,1.545070233532897e-06,0.0
1837,1.4476013348030392e-06,7.590987838312913e-10
1838,1.3888366119374496e-06,0.0
1839,1.3252231401139625e-06,0.0
1840,1.3736157065125099e-06,0.0
1841,1.4973212749680442e-06,0.0
1842,1.327672640272226e-06,0.0
1843,1.6432337535121633e-06,0.0
1844,1.3308358184360713e-06,0.0
1845,1.3292781719798086e-06,0.0
1846,1.3396210798433117e-06,0.0
1847,1.4449641163594151e-06,2.9452997818424365e-09
1848,1.2940445097697761e-06,0.0
1849,1.0871440530024756e-06,0.0
1850,1.40948366755822e-06,0.0
1851,1.3368929590029666e-06,0.0
1852,1.487341400263631e-06,0.0
1853,1.4819474358773732e-06,0.0
1854,1.567990471684766e-06,0.0
1855,1.6569060488080822e-06,0.0
1856,1.3162716783199357e-06,0.0
1857,1.3438439250279544e-06,5.349697573819867e-09
1858,1.5219844549108075e-06,0.0
1859,1.5139691598164973e-06,0.0
1860,1.5776536166356436e-06,0.0
1861,1.6131848212808109e-06,0.0
1862,1.7492183239653514e-06,0.0
1863,1.7950075346107042e-06,0.0
1864,1.6352316514200993e-06,0.0
1865,1.6820314066023911e-06,0.0
1866,1.7811925232535941e-06,0.0
1867,1.6630088559566047e-06,0.0
1868,1.447692283385038e-06,0.0
1869,1.3521856061515791e-06,0.0
1870,1.5394056447348703e-06,0.0
1871,1.2073197517281642e-06,0.0
1872,1.3472661812841125e-06,0.0
1873,1.2851871780128477e-06,0.0
1874,1.3477417155627336e-06,2.6220656756947847e-09
1875,1.3869056676441005e-06,0.0
1876,1.2690628317102437e-06,0.0
1877,1.2151494654943917e-06,0.0
1878,1.3453199301238783e-06,0.0
1879,1.3111752412697797e-06,0.0
1880,1.3731148165163631e-06,0.0
1881,1.2909779467662474e-06,0.0
1882,1.348284584423709e-06,0.0
1883,1.265136287287305e-06,0.0
1884,1.2636400832377603e-06,7.27484239515519e-10
1885,1.273403655410732e-06,0.0
1886,1.1904588177458209e-06,0.0
1887,1.2568579457195028e-06,0.0
1888,1.3516763655019304e-06,0.0
1889,1.424988191445209e-06,6.91406210062695e-10
1890,1.2845887606971473e-06,0.0
1891,1.2058687417493275e-06,0.0
1892,1.3440097710315513e-06,0.0
1893,1.2634871886518795e-06,0.0
1894,1.1628170959454565e-06,0.0
1895,1.5077244039929383e-06,0.0
1896,1.434860546822847e-06,0.0
1897,1.4397515322173149e-06,0.0
1898,1.3615094562879904e-06,0.0
1899,1.3549010979829745e-06,0.0
1900,1.3886866767620631e-06,0.0
1901,1.3993707721482451e-06,0.0
1902,1.1836256739172768e-06,1.0814305007045277e-09
1903,1.5713175969267468e-06,0.0
1904,1.2647968681278599e-06,0.0
1905,1.4136479791204692e-06,0.0
1906,1.24864459216667e-06,0.0
1907,1.3231628948062735e-06,0.0
1908,1.645903897617984e-06,8.679783114473594e-09
1909,1.4352310646614796e-06,0.0
1910,1.460433544764328e-06,2.9491791231350817e-09
1911,1.5806913165050673e-06,0.0
1912,1.3995702357050277e-06,0.0
1913,1.452243010291454e-06,0.0
1914,1.5548779366270082e-06,0.0
1915,1.1767216232527744e-06,0.0
1916,1.1621720066301577e-06,0.0
1917,1.2362548744704327e-06,0.0
1918,1.2144826158078104e-06,0.0
1919,1.3063945321079018e-06,0.0
1920,1.1004913638146263e-06,0.0
1921,1.0780478181260378e-06,0.0
1922,1.1499168017792272e-06,0.0
1923,1.0347107615160667e-06,0.0
1924,1.0359064450682354e-06,0.0
1925,1.062548225405635e-06,0.0
1926,1.1765454832612932e-06,0.0
1927,1.2367365194165814e-06,0.0
1928,1.0627386668460304e-06,0.0
1929,1.1429272888108244e-06,0.0
1930,1.1497910357149976e-06,0.0
1931,9.6860947351729e-07,0.0
1932,1.1134257462686037e-06,0.0
1933,9.706302570577918e-07,0.0
1934,1.0552970426402908e-06,0.0
1935,1.116806854994934e-06,0.0
1936,1.030832121884373e-06,0.0
1937,1.0209636442937153e-06,0.0
1938,1.0456856944784931e-06,0.0
1939,9.606213708934774e-07,0.0
1940,1.1089583296097771e-06,0.0
1941,1.1417753214004733e-06,0.0
1942,1.184267219400681e-06,0.0
1943,1.156094132426233e-06,0.0
1944,1.274252696248368e-06,0.0
1945,1.4153446983300455e-06,0.0
1946,1.1963747752474774e-06,0.0
1947,1.1456010220456392e-06,0.0
1948,1.2092226135962392e-06,0.0
1949,1.1054028377088798e-06,0.0
1950,1.333897454713906e-06,0.0
1951,1.1173709708600654e-06,0.0
1952,1.1715322862926314e-06,0.0
1953,1.2027344027387699e-06,0.0
1954,1.2481765629956953e-06,0.0
1955,1.2060265639490808e-06,0.0
1956,1.1981439094199686e-06,0.0
1957,9.710325414857834e-07,0.0
1958,1.0512106580762293e-06,0.0
1959,1.0966677272961078e-06,0.0
1960,1.1334634208992611e-06,0.0
1961,1.1218472639740185e-06,0.0
1962,1.1729370932300753e-06,0.0
1963,1.2046257644726666e-06,7.132183177382956e-10
1964,1.1154202965713012e-06,0.0
1965,1.168155947084415e-06,1.2067726817832636e-09
1966,1.1793409200322458e-06,0.0
1967,1.073340772705933e-06,0.0
1968,1.1719895951500803e-06,4.940934328345747e-10
1969,1.0979037305958173e-06,0.0
1970,1.1623002897920287e-06,0.0
1971,1.1944629001447993e-06,1.133266480657369e-09
1972,1.0989440255571026e-06,0.0
1973,1.0517003232735078e-06,0.0
1974,1.0106346479688e-06,1.24385801658633e-09
1975,1.237219525052069e-06,6.315566958292607e-10
1976,1.0836619281917592e-06,0.0
1977,1.0345995384852813e-06,0.0
1978,1.0076942906778186e-06,1.3086939310014145e-09
1979,1.004221271472261e-06,0.0
1980,9.774462519374083e-07,6.261667295781592e-10
1981,9.97772986011114e-07,6.962825871426048e-10
1982,9.928048179119742e-07,0.0
1983,1.016992996483168e-06,0.0
1984,1.0386423134889355e-06,0.0
1985,1.0890665684826217e-06,0.0
1986,1.1159106456659629e-06,0.0
1987,1.175565280675528e-06,0.0
1988,1.3329686225915793e-06,0.0
1989,1.381573277114967e-06,0.0
1990,1.5080209223583552e-06,5.969995608978707e-10
1991,1.534180064766133e-06,1.2859849851665217e-09
1992,1.389868764078983e-06,0.0
1993,1.4400854198015622e-06,1.8198214046805106e-09
1994,1.3428858949282585e-06,1.154674023062796e-09
1995,1.3162064576022203e-06,0.0
1996,1.306711176596309e-06,0.0
1997,1.2609284922859842e-06,0.0
1998,1.251735945118071e-06,5.202560049433202e-10
1999,1.2188673892410407e-06,0.0
2000,1.2669637357021202e-06,0.0
2001,1.2225537702192923e-06,0.0
2002,1.2730514242775826e-06,0.0
2003,1.2629065011537932e-06,0.0
2004,1.1631884611063015e-06,0.0
2005,1.2532110247320816e-06,0.0
2006,1.3758425509990957e-06,4.487418492349349e-10
2007,1.341193581083644e-06,8.726048217333471e-10
2008,1.4132467001104487e-06,4.6488379812359426e-10
2009,1.396763629202269e-06,0.0
2010,1.6037921426459434e-06,2.0707451309220914e-09
2011,1.56484740898577e-06,0.0
2012,1.8099150906891737e-06,0.0
2013,1.9294337576525322e-06,0.0
2014,2.14055025082871e-06,2.395155185297426e-10
2015,1.9135757298727185e-06,9.805666278950298e-10
2016,1.930274933670262e-06,6.877464153731694e-10
