year,vos_DET armes_NOUN,vos_DET charmes_NOUN
1929,1.7156225595726937e-07,1.4371123580048106e-07
1930,1.9536702566824715e-07,1.2499288004619302e-07
1931,1.5169124267799816e-07,5.474571374008974e-08
1932,1.797364044264782e-07,7.123699008459994e-08
1933,1.7779526628736164e-07,5.161797900221643e-08
1934,1.6414765369177076e-07,1.1262685184476595e-07
1935,1.7114645789462202e-07,7.420336256558357e-08
1936,1.4064669340285718e-07,8.851041943813698e-08
1937,1.1835650770564143e-07,8.56196029630496e-08
1938,1.3483823035898013e-07,4.2785206488815675e-08
1939,1.330582453107354e-07,8.564668441124468e-08
1940,1.4453962249305619e-07,5.832300642438781e-08
1941,1.741386483899987e-07,8.559357844717397e-08
1942,2.730790669147609e-07,1.3957374278561474e-07
1943,2.3225881329302922e-07,1.0451646748066423e-07
1944,2.4741533799499393e-07,5.462416652335378e-08
1945,2.3309993357756298e-07,5.446259976338297e-08
1946,1.8375857724350908e-07,1.4477948173663435e-07
1947,2.2768863083832969e-07,1.0728784172187034e-07
1948,1.9895554226323497e-07,8.045197219530564e-08
1949,1.4921852420357595e-07,9.9151785226681e-08
1950,1.8399175072403295e-07,1.5527627272859945e-07
1951,1.737808492663362e-07,1.19407697507512e-07
1952,1.571175785031187e-07,7.697707182785507e-08
1953,1.583752587963616e-07,6.464296320451979e-08
1954,1.074978999149323e-07,6.645324401866048e-08
1955,1.3609131155334353e-07,8.25933459402961e-08
1956,1.4651517776798073e-07,9.59325556770807e-08
1957,1.7581725320070518e-07,7.068029939105713e-08
1958,1.5882707327108392e-07,1.6958098791874932e-07
1959,1.8446779748160225e-07,7.13068791791116e-08
1960,2.0070417150463982e-07,1.806337519560941e-07
1961,1.8273658763945377e-07,1.0630683711099209e-07
1962,2.1943169725702205e-07,1.5791470797665852e-07
1963,2.1661278193363387e-07,8.987814137384476e-08
1964,2.208480465171192e-07,1.2107096791780236e-07
1965,1.8604947138456396e-07,1.1053527382287598e-07
1966,1.9442153087467773e-07,9.804162592885746e-08
1967,2.07567122600949e-07,1.7404084395877817e-07
1968,2.2546908251541709e-07,2.1154568896619708e-07
1969,2.9067248608072305e-07,8.6747573124768e-08
1970,1.8072989638184822e-07,1.3980123869661298e-07
1971,2.0091133912103487e-07,1.7059480050818365e-07
1972,1.7493801163226408e-07,1.0465499800105249e-07
1973,1.8028175929885037e-07,5.788864099187663e-08
1974,1.5020276866728466e-07,3.937900250328141e-08
1975,1.696309643861582e-07,6.33974299724116e-08
1976,1.3312518176711308e-07,5.942067948794261e-08
1977,1.251754544462358e-07,4.64265763611138e-08
1978,1.7940585461673209e-07,8.554451724762657e-08
1979,1.6912202660535058e-07,6.027532473140695e-08
1980,1.5236203276813853e-07,7.220141040598094e-08
1981,1.3346909755185266e-07,5.186950668978341e-08
1982,1.347028026899011e-07,3.9107265537019487e-08
1983,1.2630632095778083e-07,6.189009837953563e-08
1984,1.7686975795072613e-07,5.4510681302133435e-08
1985,1.3655316744021206e-07,2.8874678648094232e-08
1986,1.528593760458108e-07,7.792830936104167e-08
1987,1.656031316521478e-07,1.0693929164418137e-07
1988,1.6970247418424123e-07,4.6173464829379895e-08
1989,1.6629009791380156e-07,5.488122312158339e-08
1990,1.2368437218857053e-07,5.721083584653286e-08
1991,1.5063965808082003e-07,5.685621423667797e-08
1992,1.223207550804517e-07,5.2895464675017934e-08
1993,1.6451445983278745e-07,7.311753802419219e-08
1994,1.3609310611784053e-07,5.06392969779057e-08
1995,1.3501902618173744e-07,9.27239074410835e-08
1996,1.1049851056377236e-07,3.9501880655379296e-08
1997,1.4576479800965103e-07,4.5551499017193464e-08
1998,1.1538872768390718e-07,6.103205341112528e-08
1999,1.403051808068767e-07,8.546276397680685e-08
2000,1.2017045347700872e-07,5.080736398266339e-08
2001,1.577236239391766e-07,5.607951134023459e-08
2002,1.4545654813957754e-07,7.053766371001302e-08
2003,1.3042468438584365e-07,5.291992000167056e-08
2004,1.4623906929855934e-07,5.197653651922707e-08
2005,1.4907410861297876e-07,7.971636728498765e-08
2006,1.449497286643009e-07,6.341550595756473e-08
2007,1.7855323908300136e-07,8.428351705447312e-08
2008,1.5454505852829925e-07,6.684180142713103e-08
2009,2.2029049606686613e-07,7.915199540242668e-08
2010,2.565019472378083e-07,9.731013816960399e-08
2011,3.6021815397191403e-07,7.953861813625451e-08
2012,3.9931882955812625e-07,1.348084008867545e-07
2013,5.42484839272106e-07,1.3387800468223077e-07
2014,4.909064141855879e-07,1.4616755583674035e-07
2015,5.370762217182801e-07,2.1035301145388985e-07
2016,5.439339236801288e-07,1.8414212732409396e-07
2017,4.734380389948001e-07,8.678858809396672e-08
2018,5.235214715071379e-07,1.4094807943010323e-07
2019,5.214219234161988e-07,1.9566076758792406e-07
