year,beaux_ADJ ans_NOUN,beaux_ADJ chants_NOUN
1920,1.3630017114962811e-08,1.3781462371298403e-07
1921,1.2873671018098776e-08,1.1510576314321952e-07
1922,3.6151885041135756e-08,1.6083899367913546e-07
1923,4.458698299458774e-08,1.242065934548009e-07
1924,3.351822286390416e-08,1.1731378180002139e-07
1925,1.6497267552040284e-08,8.35861513337477e-08
1926,2.452150482668003e-08,1.0031524766418443e-07
1927,5.4631200896437804e-08,1.0368778902147824e-07
1928,1.9424270192303084e-08,1.4625332767082e-07
1929,2.33948540540041e-08,1.1586022452547695e-07
1930,5.2518016602221e-09,9.87338708569041e-08
1931,3.5356606531422585e-08,6.957267828511249e-08
1932,9.863582839386709e-09,6.794912366103745e-08
1933,1.0323596200123575e-08,7.455930273181366e-08
1934,1.0783422155213884e-08,8.02765853791243e-08
1935,2.2739740757060645e-08,1.0651773152403621e-07
1936,1.4549657478823974e-08,9.578524640119213e-08
1937,1.7627565185307503e-08,7.302848814561003e-08
1938,5.704694316932546e-08,7.130867629712156e-08
1939,2.5999884911698246e-08,7.494084997006212e-08
1940,5.0715658339584024e-09,1.1918179865233469e-07
1941,2.6563522936839945e-08,8.264207451702532e-08
1942,6.068423541449874e-09,7.888950648293758e-08
1943,3.193558839598154e-08,1.1903264152124393e-07
1944,2.5705489292704442e-08,9.639558129492798e-08
1945,4.357008087652048e-09,1.0892519952676594e-07
1946,5.4292307538617024e-08,1.238978342144037e-07
1947,3.5762614203349585e-08,8.106191984325051e-08
1948,1.848220954059343e-08,7.936478141346015e-08
1949,2.2579119018928395e-08,7.853606831531579e-08
1950,4.679559140186029e-08,8.827350228557407e-08
1951,2.2388944032059044e-08,1.140769967378219e-07
1952,2.2144087452602434e-08,5.377849987553418e-08
1953,9.69644453618912e-09,7.864893802889128e-08
1954,2.34540866728139e-08,7.329401796596358e-08
1955,1.407841132561316e-08,8.447047150639264e-08
1956,3.314033847345854e-08,7.500181453679033e-08
1957,6.184526224473075e-09,5.3893728590992396e-08
1958,3.3088973339090444e-08,5.046068451974861e-08
1959,1.3951345856355601e-08,5.735553543217975e-08
1960,2.6991250123842292e-08,6.505583627358646e-08
1961,2.431855783413539e-08,6.114380113331208e-08
1962,3.7417542841922113e-08,5.200404373795209e-08
1963,1.4225316924409981e-08,8.535189977010305e-08
1964,2.311907998375773e-08,5.536411151751963e-08
1965,4.268193976031398e-08,7.223097497899289e-08
1966,2.326411419062424e-08,5.095948907296588e-08
1967,3.747054933000982e-08,6.754559933597193e-08
1968,2.7397636159776084e-08,9.521801302980748e-08
1969,7.2668124850849836e-09,6.267625707323532e-08
1970,2.851209579546321e-08,7.587896533323146e-08
1971,3.648262136835001e-08,6.114692752134943e-08
1972,1.1799337507056862e-08,8.31083823982226e-08
1973,1.8193572870472963e-08,7.167164994825725e-08
1974,1.406392957647995e-08,4.725480096112733e-08
1975,1.1422960355389478e-08,5.0832174025572385e-08
1976,5.713526984862938e-09,4.342280490732264e-08
1977,9.990529292736028e-09,3.761140376923322e-08
1978,1.900989232694883e-08,5.643561706847322e-08
1979,1.462993370893173e-08,4.9156575698816596e-08
1980,1.989802811408481e-08,4.60497204812782e-08
1981,1.5181319312773667e-08,3.6055631369436014e-08
1982,9.932003663948308e-09,5.5867520387664626e-08
1983,1.2630632539867293e-08,3.031351525351056e-08
1984,3.479405208395292e-09,3.653375202361531e-08
1985,7.218669662023558e-09,4.030423994549892e-08
1986,1.3787316177626963e-08,4.076250093021372e-08
1987,6.110816741511371e-09,5.560843163721074e-08
1988,6.596209356501959e-09,4.9771397669928774e-08
1989,1.1525056464734007e-08,5.2137160366783064e-08
1990,9.262707045820662e-09,4.5223803368799054e-08
1991,4.68917216167597e-09,6.740685165596005e-08
1992,1.2672871640972971e-08,4.35285585353995e-08
1993,6.647049133334804e-09,5.483815357365529e-08
1994,1.318731612798274e-08,4.747434090290881e-08
1995,1.7351842629409475e-08,5.856247042856921e-08
1996,9.60856638698715e-09,4.911044726441105e-08
1997,1.4864173003559245e-08,4.171558032339817e-08
1998,1.0489884516573511e-08,6.055524437442728e-08
1999,2.0108885223635298e-08,3.656160885157078e-08
2000,1.2812291672048559e-08,4.859834490389403e-08
2001,1.4896119893137438e-08,4.906957329353645e-08
2002,7.009954394732176e-09,6.528019724783007e-08
2003,6.667076668520622e-09,4.791961316641391e-08
2004,1.0571499231559756e-08,5.7702767009004674e-08
2005,1.306087415997581e-08,4.77397463782836e-08
2006,8.64756888319107e-09,5.47679341877938e-08
2007,2.1969636776475454e-08,4.913209750156966e-08
2008,5.5346713878634546e-09,5.236650935103171e-08
2009,6.198650481792356e-09,3.623826216880843e-08
2010,1.2754241218715379e-08,2.645324137517946e-08
2011,1.911985902935953e-09,3.250376323649107e-08
2012,1.327658516458996e-08,4.085103100237575e-08
2013,1.0319762822064149e-08,4.3231437985014054e-08
2014,1.797319448826329e-08,4.742324932749398e-08
2015,9.087958829923082e-09,5.098123523339382e-08
2016,1.6156452176119274e-08,4.4533809528957136e-08
2017,4.2765391228272165e-09,3.5218558736005434e-08
2018,1.4714360396794746e-08,4.181976009931532e-08
2019,1.403043281555938e-08,4.081580584625044e-08
