year,aux_ADP ans_NOUN,aux_ADP champs_NOUN
1800,2.5153315874604232e-08,4.430127843679799e-06
1801,3.0955374485941434e-08,4.9981023142464664e-06
1802,6.713520406265161e-08,4.278750338926329e-06
1803,9.751696339321825e-09,3.574971794151338e-06
1804,4.943701892301533e-09,5.106844005453581e-06
1805,1.1371510844071508e-08,4.95229304675604e-06
1806,7.204172636221529e-08,4.129431849797527e-06
1807,3.131650672116848e-08,3.6668782570359326e-06
1808,2.4926813502190726e-08,3.743554316315567e-06
1809,9.036122072814123e-09,4.823030216094537e-06
1810,1.4040760554223652e-08,3.7371824657128627e-06
1811,8.774768645025688e-08,4.996603960361057e-06
1812,2.1337665856435706e-08,3.00594380675534e-06
1813,1.7254450312975678e-08,3.867872469642819e-06
1814,1.8880061958270744e-08,4.156760517126656e-06
1815,4.315557688983063e-08,3.13956827380224e-06
1816,2.3176038865813098e-08,2.781124702977422e-06
1817,1.5568734412774177e-08,3.0000950070885324e-06
1818,2.6226590676969863e-08,3.541781872007377e-06
1819,4.968504008218133e-08,3.724307859442888e-06
1820,1.6613073583471305e-08,5.426541774156135e-06
1821,1.0847637454958203e-08,4.404140749869612e-06
1822,4.110502516141423e-08,3.7345419201528784e-06
1823,1.1859224047228167e-08,4.9008242539727576e-06
1824,7.831634540877985e-08,5.925095113212819e-06
1825,2.0252518551089338e-08,4.988283273554828e-06
1826,1.6735169472426037e-08,6.015853293739326e-06
1827,1.198245475064752e-08,4.115512296731794e-06
1828,1.9261833017480967e-08,3.26809101736103e-06
1829,1.971830487779158e-08,2.761419967023393e-06
1830,2.5048405571936883e-08,3.1926281565120007e-06
1831,9.354723218280014e-09,3.5454403661816514e-06
1832,2.3000947924067816e-08,3.7951563172100578e-06
1833,2.5483982257767934e-08,3.684752296173599e-06
1834,2.7070139907436896e-08,5.141459758384315e-06
1835,1.663879345414898e-08,4.763232880122814e-06
1836,2.3522625958172227e-08,5.256970784017767e-06
1837,1.2524203452102256e-08,4.8099898357634174e-06
1838,2.398621434807069e-08,5.078134075908736e-06
1839,1.6080393461237463e-08,3.76071447050208e-06
1840,3.3759350870354865e-08,3.6249898265339198e-06
1841,8.988767952189392e-09,3.779134769121839e-06
1842,1.609983613093391e-08,3.5654427752440654e-06
1843,3.366939316240547e-08,3.6681916704139894e-06
1844,1.1525978838022866e-08,3.759664521485462e-06
1845,1.0044410247989077e-08,3.2967986784981917e-06
1846,1.4050803187615202e-08,3.5255806123402067e-06
1847,1.887628364727334e-08,3.5951229389041828e-06
1848,2.091757700384278e-08,3.3025633925376496e-06
1849,4.77626631578687e-08,3.4481291706356387e-06
1850,2.2403687793826066e-08,3.589342213672353e-06
1851,1.805842853030981e-08,3.476892409537413e-06
1852,2.148479971708639e-08,3.4271511726302606e-06
1853,1.4332636411040767e-08,3.735443247165904e-06
1854,1.8184825922862302e-08,3.55383439831769e-06
1855,1.963566731433275e-08,3.912273996320437e-06
1856,1.4496130074093116e-08,3.73948384613243e-06
1857,2.147864064383498e-08,4.692594728794575e-06
1858,2.936205545367443e-08,3.7911307284588247e-06
1859,2.4442432078330967e-08,4.0467501065677425e-06
1860,2.8378539518314483e-08,4.02334474713939e-06
1861,2.640939672504672e-08,3.892084826873088e-06
1862,2.93669109308059e-08,3.839384769221965e-06
1863,2.697095197179422e-08,4.009182241304643e-06
1864,2.828889567041415e-08,3.870783855219884e-06
1865,1.7415323849689912e-08,3.3658645133272103e-06
1866,2.0435575009969398e-08,3.893949966027321e-06
1867,2.329349513274792e-08,4.019098412300082e-06
1868,1.6795571822214583e-08,3.5903004445003717e-06
1869,1.611561362135916e-08,3.640663530646293e-06
1870,1.0321287380321564e-08,3.293064279930036e-06
1871,1.8056001360733376e-08,3.879916118165738e-06
1872,1.6932550250814415e-08,3.687062740453939e-06
1873,1.5563611732716254e-08,3.2204704911720228e-06
1874,2.569081986036892e-08,3.2949970094620085e-06
1875,3.71899266937703e-08,3.975317184767846e-06
1876,3.5066884507273244e-08,3.770899482447021e-06
1877,1.5462039648639347e-08,3.951479042640926e-06
1878,3.200716980344964e-08,3.842672120057955e-06
1879,3.2990356002571275e-08,3.7859489250280376e-06
1880,2.1820677709172287e-08,3.6607394342524913e-06
1881,1.882577010947628e-08,4.110990441397178e-06
1882,1.6638462163598433e-08,3.848809172701806e-06
1883,2.0221884611260066e-08,3.698077112090914e-06
1884,2.2445769687351458e-08,3.4526875900553478e-06
1885,2.9005360890899112e-08,3.626959127700502e-06
1886,2.1296431229611557e-08,3.614585033062667e-06
1887,2.219834327465975e-08,3.8076687189914082e-06
1888,2.5362458577760094e-08,3.910891194891519e-06
1889,1.8795410117178335e-08,4.128725231922203e-06
1890,1.966316010015845e-08,3.5374022928635895e-06
1891,2.995883363610119e-08,3.589323220865026e-06
1892,3.573051987615372e-08,3.6394983631282685e-06
1893,2.155445777418663e-08,3.5958995106000202e-06
1894,2.8987080291642542e-08,4.0109297145818346e-06
1895,2.106515117894503e-08,3.906682586318766e-06
1896,2.0639601361338578e-08,3.721025166214531e-06
1897,3.146425364697336e-08,3.7424980945388597e-06
1898,1.810673555535658e-08,3.4006713569567637e-06
1899,1.9346524382513053e-08,3.6548347424059102e-06
1900,1.9206897072798768e-08,3.5574286130213295e-06
1901,1.956058603980182e-08,3.2817074853142003e-06
1902,1.816805017540446e-08,2.791005279334513e-06
1903,2.052083747372535e-08,3.3632571749819817e-06
1904,3.171028861714831e-08,3.3510788490787036e-06
1905,3.302885742684225e-08,3.5196376337864876e-06
1906,2.1091156710006942e-08,3.3828158230164718e-06
1907,2.6228502036929058e-08,3.3953050930790596e-06
1908,2.357466755142923e-08,3.7778404333721483e-06
1909,1.8153245295859932e-08,3.486523345586079e-06
1910,3.580580976159098e-08,3.903367584712214e-06
1911,2.2345571171200618e-08,3.235319461225572e-06
1912,2.813087401909442e-08,3.675767592525858e-06
1913,2.1742257771961704e-08,3.538685115600515e-06
1914,2.7456649620560825e-08,3.704638494639312e-06
1915,5.772573496987121e-08,3.0523954652750263e-06
1916,1.9777432136436346e-08,3.518185296869092e-06
1917,2.9609346086090227e-08,4.446884990016997e-06
1918,4.135095377222342e-08,4.163811311741483e-06
1919,3.222746869369075e-08,4.303748397660456e-06
1920,3.028892603396116e-08,3.677075728347745e-06
1921,4.013556204052193e-08,3.427425529167749e-06
1922,2.5822774307737717e-08,3.498616901964624e-06
1923,2.866306125781648e-08,3.7060274955535988e-06
1924,1.2891624101563082e-08,3.922921425925097e-06
1925,2.859526304632709e-08,3.986839516301188e-06
1926,4.124071217859182e-08,3.6737673241304947e-06
1927,2.8987985345452216e-08,3.7427947248147575e-06
1928,3.1992915872081085e-08,3.3249779320954076e-06
1929,3.899142186902793e-08,3.5326228484677813e-06
1930,3.046045016219523e-08,3.113268149945725e-06
1931,2.5091785538222666e-08,2.95398725924656e-06
1932,3.835837791843488e-08,3.033599636381723e-06
1933,4.014731747048472e-08,3.1211672677500246e-06
1934,2.7557634396657704e-08,3.1667316910954924e-06
1935,2.393656828303392e-08,2.9812996018563354e-06
1936,2.7886844389257703e-08,2.9584304606089518e-06
1937,3.52551301485704e-08,2.9438033237738637e-06
1938,4.408173026604345e-08,3.2024079459347377e-06
1939,3.8235126176289214e-08,3.052692548521918e-06
1940,3.2965178364818826e-08,3.79860281718436e-06
1941,3.5418031174572207e-08,3.831050477742792e-06
1942,4.247896434605991e-08,4.0112278369974774e-06
1943,5.8064704155924574e-08,3.7538830603978113e-06
1944,2.5705489292704442e-08,3.013968651544019e-06
1945,2.3963544037997053e-08,3.056441144622113e-06
1946,3.3410650246423756e-08,3.338280706088881e-06
1947,4.649139739854036e-08,3.0600875522424076e-06
1948,4.348755133776194e-08,3.060436426949309e-06
1949,2.748762406579175e-08,2.822389902235045e-06
1950,3.403315673722318e-08,2.9534399885733364e-06
1951,4.904244754744269e-08,3.1557750226340886e-06
1952,2.8470970470095835e-08,2.9504361904741927e-06
1953,2.908933460776808e-08,2.781802354689944e-06
1954,4.299915934424803e-08,3.3148442355468433e-06
1955,5.255940260795455e-08,2.5754108179398827e-06
1956,6.453644840753725e-08,2.7096587533748107e-06
1957,3.622365363220581e-08,2.7582987804919412e-06
1958,3.474342219478288e-08,2.8373795295522086e-06
1959,1.7826720544178443e-08,2.4368351176917713e-06
1960,2.629916601160076e-08,2.9413540971745533e-06
1961,1.59807664878997e-08,2.5798515856934046e-06
1962,2.2831043222648617e-08,2.763824578977392e-06
1963,2.4571002898987615e-08,2.920716188015149e-06
1964,1.5818317711246976e-08,2.936123099317456e-06
1965,3.17378508474242e-08,2.8996358238941866e-06
1966,1.883285383197375e-08,2.8670250600271174e-06
1967,2.9582014060558492e-08,2.802895870956945e-06
1968,3.099077011681217e-08,3.0469765697205276e-06
1969,1.544197603120523e-08,2.606969093932321e-06
1970,2.2993624615441632e-08,2.6493255198545285e-06
1971,3.185806496386334e-08,2.8358816273055254e-06
1972,2.359867534718063e-08,2.7949039100860773e-06
1973,2.095017431757995e-08,2.682173608548055e-06
1974,2.1939729255571194e-08,2.4848150559364512e-06
1975,1.2565256390928425e-08,2.6004369537702132e-06
1976,2.4568165224447824e-08,2.488240930631491e-06
1977,1.7042667277422652e-08,2.525840882228181e-06
1978,2.435642376674707e-08,2.7439592518163636e-06
1979,1.6385525603013207e-08,2.6263655819036558e-06
1980,1.4781391888263329e-08,2.763551808726561e-06
