year,aux_ADP ans_NOUN,aux_ADP champs_NOUN
1981,1.7078983727270014e-08,2.8034835253265555e-06
1982,3.6003513170790313e-08,2.4861047140944947e-06
1983,1.7051353551345017e-08,2.4238183726765783e-06
1984,1.565732282715615e-08,2.5840381852049177e-06
1985,1.7445117905801055e-08,2.600525665030773e-06
1986,2.577628777089558e-08,2.5506535532571206e-06
1987,1.527704190928958e-08,2.515823418036689e-06
1988,1.499138480021145e-08,2.436399846317272e-06
1989,2.1952489270837816e-08,2.6189318962366315e-06
1990,2.1794604121438965e-08,2.3401955999702295e-06
1991,1.817054207098323e-08,2.300038874025745e-06
1992,1.8733810502880033e-08,2.3995806834875566e-06
1993,1.6617622111692043e-08,2.4145405319586644e-06
1994,1.6352272202979634e-08,2.4670830818251943e-06
1995,1.897857726529395e-08,2.3571393832355625e-06
1996,2.3487605638194964e-08,2.347692960924519e-06
1997,1.3905193996244236e-08,2.445396269479261e-06
1998,1.6211639364271946e-08,2.456063253220009e-06
1999,2.7421206777455964e-08,2.4030117327100697e-06
2000,1.546311012567969e-08,2.5306485280651714e-06
2001,1.664860438399529e-08,2.5021101599520534e-06
2002,1.6210519815373914e-08,2.596749990146918e-06
2003,1.7501076365888935e-08,2.418065282228099e-06
2004,2.6869226871228946e-08,2.617767368207069e-06
2005,1.1709748948263154e-08,2.3216829578842635e-06
2006,1.564798118858235e-08,2.351726980265312e-06
2007,9.986198562517146e-09,2.4286436204334905e-06
2008,1.3623806749407663e-08,2.2947599962463983e-06
2009,1.5735035052699686e-08,2.3144806462482848e-06
2010,8.502827775203059e-09,2.3009595455647514e-06
2011,1.3766299045148145e-08,2.188841538242059e-06
2012,9.872332590310506e-09,2.28459403572856e-06
2013,1.0319762655530695e-08,2.259191285602924e-06
2014,6.063246668630562e-09,2.637728906407233e-06
2015,8.644643945121544e-09,2.5710058224603927e-06
2016,1.3256576725240166e-08,2.9458598191922647e-06
2017,1.8615523900145092e-08,2.5455469980784073e-06
2018,3.872200171617379e-09,2.4384533965360333e-06
2019,4.5917777913295765e-09,2.442315642170456e-06
