year,quelques_DET ans_NOUN,quelques_DET champs_NOUN
1800,3.458580977167003e-08,5.282196191558342e-07
1801,2.857419123536431e-08,5.81008571032271e-07
1802,6.713520406265161e-09,2.842056971985585e-07
1803,3.900678446910888e-09,2.847495252922272e-07
1804,4.2021465418429216e-08,2.002199321893272e-07
1805,1.9900143755080535e-08,2.75759134638065e-07
1806,2.5935023018064385e-08,1.7866348400730203e-07
1807,3.131650672116848e-08,3.245528716888657e-07
1808,6.798221985349073e-09,3.4444323659954534e-07
1809,5.421673243688474e-08,3.614448758071376e-07
1810,3.978215445954447e-08,2.386929338626942e-07
1811,1.504245972228091e-08,2.0056614635777237e-07
1812,2.1337665856435706e-08,1.6269970748439277e-07
1813,1.1502966579257645e-08,9.2023734410418e-08
1814,1.2586708564299443e-08,8.181360611203559e-08
1815,2.966945888971395e-08,9.440282422445989e-08
1816,2.5493642752394408e-08,2.201723674488676e-07
1817,1.5568734412774177e-08,2.5065661901635394e-07
1818,1.907388358368678e-08,1.6093589039201106e-07
1819,1.9666995143552413e-08,1.966699549882378e-07
1820,1.7799721696576398e-08,2.242764969295763e-07
1821,7.297501347647284e-08,1.5876995540509142e-07
1822,6.115625694746996e-08,1.1328945959121484e-07
1823,2.371844876059015e-08,1.7492355652848346e-07
1824,1.0021123841852386e-07,1.877908104574999e-07
1825,2.2894151241459326e-08,1.7258668627562201e-07
1826,2.201995996653494e-08,4.5184959063249153e-07
1827,2.1199728195142598e-08,2.2213628803058327e-07
1828,1.742737265608696e-08,1.2199160881465332e-07
1829,1.2859763920403111e-08,1.5603180081313894e-07
1830,2.817945699007396e-08,1.586398981068271e-07
1831,9.510635434750725e-08,1.1069756400416964e-07
1832,1.488296597074168e-08,1.596536414183447e-07
1833,9.26690302271993e-09,2.3398929549500735e-07
1834,1.866906118586087e-08,1.8015645331104224e-07
1835,3.025235173481633e-08,3.26725391630589e-07
1836,3.22596004909137e-08,2.0162250446986718e-07
1837,5.427154992077021e-08,1.934293725192049e-07
1838,3.1560809521380406e-08,2.3733729292985117e-07
1839,1.1186360504567006e-08,2.3491357126204093e-07
1840,4.458782187910515e-08,1.4522889557611052e-07
1841,2.6966304744746594e-08,2.3306591501182083e-07
1842,3.287049921141261e-08,1.9521051441984127e-07
1843,4.193906921745594e-08,1.9610944246295503e-07
1844,2.3600813969792966e-08,1.3282318533924808e-07
1845,1.729870580113868e-08,1.2890326672732044e-07
1846,1.5807153586067102e-08,1.937839968491062e-07
1847,1.833696128272777e-08,2.011672428636757e-07
1848,2.413566457803995e-08,1.0619692458746499e-07
1849,3.2679717376637996e-08,1.6256065649145057e-07
1850,2.7834883731259197e-08,1.642936986456789e-07
1851,2.063820425668439e-08,1.6639551536634656e-07
1852,2.018269107395554e-08,1.523467654251931e-07
1853,2.6276500530997282e-08,1.7557479115026808e-07
1854,3.013485427860729e-08,3.2109206138386526e-07
1855,4.139410947345823e-08,1.7778240035681847e-07
1856,2.381507024917795e-08,2.0760528940400036e-07
1857,3.465871334373816e-08,1.3717041014160714e-07
1858,2.88726889063895e-08,1.7568297083769835e-07
1859,1.680417205385254e-08,1.9604866974276547e-07
1860,3.7532908503390416e-08,2.1650080483937018e-07
1861,2.4994607272788016e-08,2.494744855141562e-07
1862,2.5752522003763545e-08,1.7394247553426112e-07
1863,2.0977407033662132e-08,1.4284615179604998e-07
1864,1.7740493518658695e-08,1.850764954625106e-07
1865,1.3179164426446732e-08,1.3085026884240847e-07
1866,2.5787747603978062e-08,1.1920751852301237e-07
1867,3.445495977416613e-08,1.417020918381695e-07
1868,2.519335706718806e-08,1.4770222733773153e-07
1869,2.7347706321734222e-08,1.4797062775073755e-07
1870,2.6376624884250077e-08,1.496586676807965e-07
1871,2.2304472935275044e-08,1.2957835826554742e-07
1872,1.9956219454719815e-08,1.2941305560509875e-07
1873,2.454261771589472e-08,1.4067110054583054e-07
1874,1.1351757034372412e-08,1.3144139821008594e-07
1875,2.6891177895560503e-08,1.5905845884844894e-07
1876,2.176565305767042e-08,1.414767432095232e-07
1877,2.906863472151855e-08,1.3977683588350942e-07
1878,1.8721174777081018e-08,1.1474268357680728e-07
1879,5.8649524126153096e-08,1.5273312836683317e-07
1880,2.9522092326317306e-08,1.3284941058344657e-07
1881,2.5798277791810875e-08,1.6106492140011142e-07
1882,4.725323421439498e-08,1.8834739812234602e-07
1883,4.297150424381613e-08,1.554557393923517e-07
1884,2.706695845233753e-08,1.6174158012915996e-07
1885,3.351730470946279e-08,2.19151608860102e-07
1886,3.872078235822585e-08,2.0392945287994735e-07
1887,3.3950408484528793e-08,1.5799996955223605e-07
1888,2.53624587998047e-08,1.5217475191064977e-07
1889,4.510898587994916e-08,1.8231548448710555e-07
1890,2.3595791986963377e-08,1.428856242213783e-07
1891,2.7409146508006188e-08,1.4469479481249437e-07
1892,2.820830591332424e-08,2.219053376606439e-07
1893,1.4780200174868696e-08,1.582713062830976e-07
1894,3.3398158905129094e-08,1.2981170538495235e-07
1895,3.5509824414248214e-08,1.396318558555265e-07
1896,3.125425407368709e-08,1.397595807972607e-07
1897,7.982597294287075e-08,1.7421873543810307e-07
1898,1.4145887239358501e-08,1.595656078379193e-07
1899,5.638130140539488e-08,1.6582734652104136e-07
1900,3.529916137168243e-08,1.6403727975955462e-07
1901,3.688567695725453e-08,1.6598554886115835e-07
1902,3.240787266323153e-08,1.3257765729690618e-07
1903,5.4542223182352245e-08,1.63626672211592e-07
1904,3.117282609821359e-08,1.8649949495852525e-07
1905,3.354493349760901e-08,1.4811378612478165e-07
1906,4.784091645060329e-08,1.4660926161980115e-07
1907,3.188562835987341e-08,1.805138039046028e-07
1908,5.991894691526056e-08,1.6305811723071884e-07
1909,3.300590289967431e-08,1.68330092975566e-07
1910,3.7409055186898854e-08,1.7208165203896897e-07
1911,2.128149745317387e-08,1.8142475433080563e-07
1912,2.6047105361470813e-08,1.7086902159846318e-07
1913,3.4469432752537443e-08,1.426504212531654e-07
1914,2.6117300322425763e-08,1.7411533104194632e-07
1915,1.4136914527895783e-08,2.1087563872868031e-07
1916,3.625862321499085e-08,1.3184954328337994e-07
1917,3.3995917192441993e-08,1.9739564471876747e-07
1918,2.5270027848023346e-08,1.3439060531084124e-07
1919,2.2098836149897494e-08,1.6758284004936286e-07
1920,3.407504101105019e-08,1.400862799094682e-07
1921,3.104826579169995e-08,1.060184651180407e-07
1922,3.2462917132214386e-08,1.6452795392751796e-07
1923,3.927900760203329e-08,1.7197836132964994e-07
1924,3.351822286390416e-08,1.5856698531990787e-07
1925,5.2791253146722283e-08,1.495752250946225e-07
1926,4.6813780962828844e-08,1.2929519943583045e-07
1927,6.912519356916391e-08,1.70583138725533e-07
1928,5.8272810354864646e-08,1.5767937533439635e-07
1929,6.015819509208598e-08,2.0943964673669768e-07
1930,6.72230648923744e-08,1.7751089753659244e-07
1931,6.158892773555635e-08,1.6309659667257392e-07
1932,5.150982262946968e-08,1.4137802306635194e-07
1933,5.964744387298992e-08,1.3420675282205252e-07
1934,6.11060571031885e-08,1.270047480517178e-07
1935,3.2314367182095793e-08,1.6875280817174598e-07
1936,4.7286387694356335e-08,1.6732106011829728e-07
1937,4.5328027109547975e-08,1.1709740110887878e-07
1938,6.871563829058402e-08,1.153904101158787e-07
1939,5.199977159975333e-08,1.682345578402078e-07
1940,2.5357829613881222e-08,1.44539632707108e-07
1941,4.427253941230447e-08,8.854507926869815e-08
1942,5.765002475399683e-08,1.7598428314613557e-07
1943,3.774205836748479e-08,1.6258117518930248e-07
1944,2.5705489292704442e-08,1.1888788797875804e-07
1945,3.485606603348401e-08,1.546737875557369e-07
1946,1.3921104269343232e-08,1.4060315223218822e-07
1947,2.8610090296865565e-08,9.655905142125221e-08
1948,2.5005341797168512e-08,1.5981675005605211e-07
1949,1.47255123650325e-08,1.492185219831299e-07
1950,1.914365110877725e-08,1.2975141228110942e-07
1951,2.1322803078760444e-08,1.3220138050940022e-07
1952,3.690681360524195e-08,1.6238998234996416e-07
1953,1.939288907237824e-08,1.831550715536423e-07
1954,1.8567819282111486e-08,1.377927558721126e-07
1955,2.0648337706319353e-08,1.342141953131204e-07
1956,3.750090726839517e-08,1.8314397820518025e-07
1957,3.710716001137371e-08,1.873027981602604e-07
1958,2.481672983778438e-08,1.4145535764953365e-07
1959,3.642851353902188e-08,1.1548613976231081e-07
1960,3.045166674375821e-08,1.2111458147501253e-07
1961,3.821487437605242e-08,1.125601780671559e-07
1962,3.741754373010053e-08,1.4269401571453955e-07
1963,2.90972388405919e-08,1.370803248690322e-07
1964,3.3461826975944575e-08,1.2350456035647994e-07
1965,3.3379464525751246e-08,1.2038495533772675e-07
1966,3.323444852654234e-08,1.213057356785896e-07
1967,3.451234892315469e-08,1.3509120133647912e-07
1968,4.626158478515663e-08,1.378864702417104e-07
1969,5.0867688172751e-08,1.33073502439629e-07
1970,3.6329927954881214e-08,1.1266876009941029e-07
1971,4.830093669472291e-08,1.325706566746021e-07
1972,3.642404422521395e-08,1.0362896851745518e-07
1973,4.465695235822409e-08,1.2956029049604467e-07
1974,3.600365872102884e-08,1.3726394954005627e-07
1975,3.369773260430975e-08,1.0452008591954609e-07
1976,2.399681336973103e-08,1.0969971686591862e-07
1977,1.82180240893004e-08,8.521333993982694e-08
1978,1.9009891771837317e-08,1.0693064300681954e-07
1979,2.4578287849408298e-08,8.894999736774878e-08
1980,3.183684260665842e-08,1.193881615790815e-07
1981,2.9097527054489092e-08,1.2524588388629354e-07
1982,2.9796011546956436e-08,1.1670104616001709e-07
1983,1.5156758848000607e-08,1.0609730827226826e-07
1984,1.5077422255149742e-08,1.1424046419961087e-07
1985,2.285912037436333e-08,9.504581743868812e-08
1986,3.2969669661042644e-08,1.0909963332750294e-07
1987,2.3832186002437084e-08,9.532874400974833e-08
1988,2.2786904585458956e-08,1.0194141619734864e-07
1989,1.7013178421620978e-08,9.988382076997482e-08
1990,2.942271454253742e-08,9.371679521308351e-08
1991,2.9307326343541718e-08,6.799299612225695e-08
1992,2.3141765059797592e-08,9.587302862712477e-08
1993,3.268132309219851e-08,8.585771738012227e-08
1994,1.9517228500021133e-08,8.123387029712603e-08
1995,2.4943273557731516e-08,6.452716183602547e-08
1996,3.469759835006414e-08,7.206424434968994e-08
1997,3.06873251254558e-08,7.815678149114547e-08
1998,2.6224710625299963e-08,7.962776038539232e-08
1999,3.244842794458691e-08,1.0282952711548887e-07
2000,2.3415566707818414e-08,8.526800909791632e-08
2001,1.883921035839009e-08,9.112920729137386e-08
2002,1.840113017514966e-08,8.587193978115693e-08
2003,2.291807565946158e-08,7.375453847657809e-08
2004,1.4976290207968646e-08,7.532192780601576e-08
2005,2.5220997068586826e-08,6.575474076342402e-08
2006,2.635449503074483e-08,7.823991143851572e-08
2007,3.2355283563489934e-08,5.9517744066539535e-08
2008,2.000996635054264e-08,7.5782426556259e-08
2009,1.7165492360859957e-08,9.15492970321452e-08
2010,1.5588516810716158e-08,9.06968224967386e-08
2011,1.3001504706178224e-08,7.150827729951459e-08
2012,1.9063814638009546e-08,8.340419199726057e-08
2013,1.7292575871241667e-08,7.112268729514426e-08
2014,2.187099648609525e-08,8.293655096025532e-08
2015,2.1057465660057062e-08,8.289992248222688e-08
2016,2.1127669169729302e-08,1.0170279729493359e-07
2017,1.6854595330517697e-08,6.666370033769908e-08
2018,1.626323964387666e-08,7.09903336115758e-08
2019,2.2448692738041842e-08,7.729493001207288e-08
