year,mes_DET airs_NOUN,mes_DET chairs_NOUN
1859,3.360834455179429e-08,1.8841042281891873e-08
1860,1.876645361331697e-08,1.647786196379286e-08
1861,1.7920661843362495e-08,8.960331143725853e-09
1862,2.5300723294208183e-08,3.0722306698649504e-08
1863,1.9479021062807078e-08,2.297525603101036e-08
1864,8.151037178549814e-09,2.0137857936752823e-08
1865,1.3179164537469035e-08,2.3534222570731345e-08
1866,3.503241252644784e-08,3.600553544202967e-08
1867,1.5043715606566366e-08,1.5043715606566366e-08
1868,1.2349684830326169e-08,2.124145792592458e-08
1869,1.6115613732381462e-08,3.2231227464762924e-08
1870,1.490852596930381e-08,1.6628741494884025e-08
1871,1.5931766128574054e-08,3.3987768155441245e-08
1872,1.8746751706544273e-08,2.2375155617204712e-08
1873,3.112722185560912e-08,1.915521447015678e-08
1874,2.3898437007119355e-08,2.2106054320403246e-08
1875,2.7463329999033448e-08,1.4303817685856757e-08
1876,4.353130833578689e-08,1.874264610179921e-08
1877,8.040260901509555e-09,6.308512467967375e-08
1878,2.355244521634603e-08,2.7175898753561967e-08
1879,2.077170613290491e-08,1.5273313280772527e-08
1880,2.6954953824542827e-08,7.701415505323439e-09
1881,2.9284532132578533e-08,1.673401861523871e-08
1882,2.6621540527571597e-08,3.660461800336634e-08
1883,1.895801765572358e-08,1.5166413291911596e-08
1884,2.3105939384038265e-08,1.8484752395409032e-08
1885,2.6427105892512515e-08,1.160214413431504e-08
1886,1.677900662855336e-08,9.034849313138693e-09
1887,2.154545164501087e-08,2.6768590899450828e-08
1888,1.9021844543942734e-08,1.1413106904001324e-08
1889,1.3156787381785051e-08,1.8168897220061098e-08
1890,1.2453334363726754e-08,1.769684337959987e-08
1891,2.6771723837804018e-08,1.9122660788184476e-08
1892,1.6298132621272998e-08,8.149066310636499e-09
1893,1.23168328869383e-08,2.8328715817593775e-08
1894,1.827446460822557e-08,1.2603078580752936e-08
1895,2.7083764564395096e-08,4.273216336336816e-08
1896,9.435246361988447e-09,2.0639602027472392e-08
1897,9.322741689743452e-09,1.748014144542509e-08
1898,1.5277558773618694e-08,1.640922953072277e-08
1899,1.9346524382513053e-08,2.7085134135518274e-08
1900,1.9206896184620348e-08,1.2977633190303095e-08
1901,6.147612641171918e-09,1.1736351501756559e-08
1902,7.365425880312415e-09,1.276673788908056e-08
1903,1.0800440541913758e-08,1.9440792975444765e-08
1904,1.2361637935498493e-08,1.2361637935498493e-08
1905,9.28936660926638e-09,1.4966201611343877e-08
1906,9.259531807970234e-09,1.0802787775432421e-08
1907,1.7485666858885196e-08,1.8514235478050978e-08
1908,1.7680999775393502e-08,1.7189861978295085e-08
1909,1.9803540807217246e-08,8.251475058784763e-09
1910,1.6566866878342523e-08,2.137660315426615e-08
1911,2.2877608141236294e-08,1.5961123089880402e-08
1912,1.2502610502451716e-08,1.771203250733322e-08
1913,3.712092677687906e-08,2.015136124633443e-08
1914,1.1384464038144415e-08,1.1384464482233625e-08
1915,2.1205371680821372e-08,2.3561523843085297e-08
1916,1.2086208478478966e-08,6.592477230782379e-09
1917,1.864292187292449e-08,7.676497326691845e-09
1918,1.8378202071289707e-08,1.2635013924011673e-08
1919,1.2890987832747669e-08,3.314825353095685e-08
1920,1.2872794385998532e-08,1.817335615328375e-08
1921,3.634918854800162e-08,1.5145495135815423e-08
1922,2.87739485571592e-08,9.591316185719734e-09
1923,2.7601466001669905e-08,2.229349149729387e-08
1924,1.675911143195208e-08,7.734974438733389e-09
1925,2.859526304632709e-08,1.2097996160420621e-08
1926,3.343841470382358e-08,1.6719207018844884e-08
1927,3.4562596340492746e-08,1.8953681513167453e-08
1928,2.5137291359556002e-08,3.085031208271971e-08
1929,2.4508894691521732e-08,1.7824649978237517e-08
1930,2.6259009189288918e-08,1.575540586884472e-08
1931,1.8248570654577634e-08,2.0529641986399838e-08
1932,2.082311922890767e-08,6.575722188983946e-09
1933,1.261772819560747e-08,1.261772819560747e-08
1934,1.1981580172459871e-09,1.1981580172459871e-08
1935,1.196828414151696e-08,1.4361940969820353e-08
1936,1.8187071404440758e-08,1.4549657478823974e-08
1937,1.510934133364117e-08,1.2591118259130951e-08
1938,1.5558256905023882e-08,1.5558256905023882e-08
1939,6.117620188206274e-09,7.647025235257843e-09
1940,2.028626333583361e-08,1.01431314458722e-08
1941,5.9030051957620344e-09,1.7709015143196893e-08
1942,6.37184480734021e-08,4.2478965012193726e-08
1943,1.1612940831184915e-08,1.7419411690866582e-08
1944,1.927911696952833e-08,8.996921252446555e-08
1945,1.3071024262956144e-08,3.267756110147957e-08
1946,9.744772988540262e-09,2.227376683094917e-08
1947,2.3841741692010032e-08,1.7881306213496373e-08
1948,2.2830963786191205e-08,1.195907639583993e-08
1949,1.2762110479513922e-08,7.853606653895895e-09
1950,2.3397795700930146e-08,2.2334258664713502e-08
1951,1.2793681780642885e-08,1.2793681780642885e-08
1952,1.7926166329118587e-08,2.6362009020175492e-08
1953,2.693456835345387e-08,1.939288907237824e-08
1954,2.14995790059902e-08,1.172704333640695e-08
1955,1.595553333899602e-08,1.3139850985055546e-08
1956,2.0058624983221307e-08,6.976913269340912e-09
1957,1.9437083054185678e-08,1.943708272111877e-08
1958,2.7298403371123214e-08,1.1581140491045971e-08
1959,2.1702094343822864e-08,2.4802393583378546e-08
1960,3.114374991231017e-08,2.4915000840231016e-08
1961,1.9454845512356655e-08,2.084447814354462e-08
1962,3.044139235131027e-08,1.9025868547295488e-08
1963,2.0044765847160306e-08,1.8751554975438012e-08
1964,2.068549243006146e-08,1.0951143103454797e-08
1965,2.2435377389218303e-08,9.302474013317408e-09
1966,1.2185964348709888e-08,3.268054138416687e-08
1967,1.5284040699725665e-08,2.6130778651989317e-08
1968,2.290622133638287e-08,1.392338955241712e-08
1969,1.7712854627482955e-08,2.40713160237771e-08
1970,2.299362514279757e-08,2.6672605457633836e-08
1971,2.9288864888954436e-08,3.083038535578453e-08
1972,2.3598675014113724e-08,2.1546616935097518e-08
1973,1.5436970424165253e-08,2.5360736732871203e-08
1974,1.1813700295792984e-08,1.6314158246544253e-08
1975,1.4278700888326057e-08,2.6272809705574218e-08
1976,1.8854638628162945e-08,2.6282224285800737e-08
1977,1.410427652448476e-08,2.4094804818020066e-08
1978,2.1386128423728223e-08,4.396037511789075e-08
1979,2.6919078188747392e-08,2.8674669083628146e-08
1980,1.762396628635088e-08,3.467941978030353e-08
1981,1.771153890217647e-08,1.960920381627318e-08
1982,1.7381006189864934e-08,3.2279011907832e-08
1983,1.3893695083311286e-08,3.0945048745678605e-08
1984,9.278413259927731e-09,2.3775934998582215e-08
1985,2.045289804186723e-08,1.6242006184441493e-08
1986,1.8582905048081244e-08,2.817408106814412e-08
1987,1.8332450224534114e-08,2.7498675003734263e-08
1988,1.2592763276586538e-08,3.657897762465723e-08
1989,1.481792966107065e-08,3.7868044033828596e-08
1990,1.7435683119515488e-08,2.1249738968442955e-08
1991,1.4653663449326615e-08,2.168742041508409e-08
1992,2.4794748032519465e-08,3.471264720111833e-08
1993,1.2186256725943423e-08,3.2681323702821174e-08
1994,1.4242301560329906e-08,4.2726906235301954e-08
1995,1.3013881861034804e-08,3.5788175978268555e-08
1996,1.4946657245218375e-08,3.042712570788808e-08
1997,1.2466725429760572e-08,3.7400176622348624e-08
1998,1.5734826774860267e-08,2.7655149059668815e-08
1999,1.919484465817689e-08,2.4222066796752983e-08
2000,2.2973763780242962e-08,1.9439337695104086e-08
2001,1.3581756164171566e-08,3.24209663560282e-08
2002,1.6648641576466616e-08,2.5849206664041446e-08
2003,2.333476845084448e-08,3.3752076022963706e-08
2004,1.805964444656638e-08,2.995257997184808e-08
2005,1.7114248795913056e-08,2.3419498673682426e-08
2006,1.4824404093172205e-08,2.8825229092532823e-08
2007,2.5964116190380082e-08,3.954534766315021e-08
2008,2.256442965808958e-08,5.151501847322493e-08
2009,2.8132335794239793e-08,5.054283924721403e-08
2010,3.5900827866086615e-08,6.707786193160814e-08
2011,3.862211614413802e-08,8.221540048758413e-08
2012,3.7106354211502435e-08,1.6102115374394543e-07
2013,3.988448804559397e-08,1.2076911470870755e-07
2014,5.954974247046607e-08,1.654400101358533e-07
2015,4.832134492538387e-08,1.0307075237747654e-07
2016,5.054069562859809e-08,1.3732985060244118e-07
2017,4.578412787781261e-08,1.778537175312067e-07
2018,4.904786887749424e-08,2.1090582880134434e-07
2019,4.336679171323965e-08,1.8341602370242072e-07
