year,aurons_VERB assez_ADV,aurons_VERB chassé_VERB
1800,1.1633408547595536e-07,0.0
1801,5.000483582762172e-08,0.0
1802,8.503792514602537e-08,0.0
1803,6.826187615160961e-08,0.0
1804,2.4718509905596875e-08,0.0
1805,2.55858996212055e-08,0.0
1806,2.5935023018064385e-08,0.0
1807,5.124519120158766e-08,5.693910232196231e-09
1808,2.2660739062985158e-08,0.0
1809,3.162642769893864e-08,0.0
1810,4.680253340438867e-08,0.0
1811,4.262030373070047e-08,0.0
1812,4.267533171287141e-08,0.0
1813,6.901780125190271e-08,0.0
1814,3.1466771410748606e-09,0.0
1815,4.5852800667489646e-08,0.0
1816,4.1716869958463576e-08,0.0
1817,8.251429051142622e-08,0.0
1818,6.795070817133819e-08,9.536941902865692e-09
1819,8.177329391401145e-08,0.0
1820,6.526564533260171e-08,0.0
1821,6.114122896860863e-08,0.0
1822,5.714601059025881e-08,0.0
1823,3.063632902922109e-08,5.929612356680991e-09
1824,7.747424035642325e-08,0.0
1825,1.3032055790063168e-07,0.0
1826,4.227832306469281e-08,0.0
1827,4.424290978022327e-08,0.0
1828,6.512333783348367e-08,9.172301251858528e-10
1829,3.943661042171698e-08,0.0
1830,5.0096812032052185e-08,4.174734336004349e-09
1831,5.456922025359745e-08,3.1182412207897414e-09
1832,6.088486514954639e-08,4.058990921151917e-09
1833,3.938433579264711e-08,1.2741991461950875e-08
1834,6.72086244435377e-08,0.0
1835,8.470658485748572e-08,1.5126175867408165e-09
1836,6.922372364215335e-08,0.0
1837,7.375364674544471e-08,6.262101948095733e-09
1838,4.797243136067664e-08,6.312161904276081e-09
1839,4.61437359433603e-08,1.3982950353153e-09
1840,6.497082694068013e-08,0.0
1841,6.613164771351876e-08,0.0
1842,4.360372329870188e-08,6.708265054555795e-10
1843,7.088293330070883e-08,2.3627644285539873e-09
1844,4.610391357573462e-08,9.330554107123135e-09
1845,5.524425716885162e-08,5.580227946389016e-10
1846,7.903576459966644e-08,5.854501328173001e-10
1847,5.123562374365065e-08,0.0
1848,4.98803736093123e-08,4.82713291560799e-09
1849,3.016589289472904e-08,8.379414939696517e-10
1850,3.326607966869233e-08,4.073397619208663e-09
1851,4.450112811582585e-08,1.9348316282474798e-09
1852,4.948014620254071e-08,5.208436348880241e-09
1853,5.3747385209135246e-08,1.1943863675867306e-09
1854,7.481757080540774e-08,5.195664454227256e-10
1855,6.102978034050466e-08,3.1841622671890946e-09
1856,2.7439103433835044e-08,5.177189232874468e-10
1857,3.270611159678083e-08,6.345961978126979e-09
1858,6.312841804856362e-08,7.829881631948865e-09
1859,3.513599722282379e-08,8.656694916453489e-09
1860,5.858795404378725e-08,0.0
1861,1.046943935989475e-07,3.772770984511453e-09
1862,6.731799828685325e-08,4.517986262886353e-10
1863,6.692791743034832e-08,4.495158911765884e-09
1864,7.240038968348017e-08,3.835782358407869e-09
1865,5.036323358353911e-08,8.943004559114343e-09
1866,3.405929049904444e-08,9.731225825149181e-10
1867,3.591080499631971e-08,7.76449837758264e-09
1868,3.902500367303219e-08,1.0867722721741302e-08
1869,3.369628132077196e-08,9.767038289254515e-10
1870,4.931282049369656e-08,6.307453670473251e-09
1871,6.372706451429622e-08,9.559059321873065e-09
1872,6.591599799321557e-08,1.2094679036067646e-08
1873,3.352162636360845e-08,1.1373408881354408e-08
1874,4.062734149101743e-08,8.364453130127458e-09
1875,3.776207790906483e-08,5.149374260327022e-09
1876,3.4462285469771814e-08,5.441413541973361e-09
1877,3.896434108696667e-08,9.27722432209066e-09
1878,3.200716847118201e-08,6.039088784604019e-09
1879,4.581993806596074e-08,0.0
1880,4.685027832351807e-08,5.776061406947974e-09
1881,4.811030152040985e-08,5.5780060570498335e-09
1882,3.4608003574021495e-08,2.6621540527571597e-09
1883,5.8769852984141835e-08,6.319338941018771e-10
1884,4.7532218161450146e-08,2.6406787867472303e-09
1885,2.2559724754955823e-08,5.80107206715752e-09
1886,4.130216879616455e-08,2.5813855497602844e-09
1887,4.83140425444617e-08,3.9173548849191775e-09
1888,2.53624587998047e-08,1.9021844099853524e-09
1889,4.573549716724301e-08,1.8795409673089125e-09
1890,5.505684796958121e-08,7.209825181320184e-09
1891,3.1871099537283953e-08,8.92390783491237e-09
1892,6.017771880806322e-08,6.8953633913793055e-09
1893,3.571881634911733e-08,5.542574843531156e-09
1894,2.9617234886814003e-08,1.8904617871129403e-09
1895,5.236194766666813e-08,6.018614495673091e-10
1896,3.4202766840962795e-08,0.0
1897,2.3889525024856084e-08,1.7480140668268973e-09
1898,4.413516663248629e-08,0.0
1899,2.432134493801641e-08,3.3165470370022376e-09
1900,3.5818267463127995e-08,1.038210628578895e-09
1901,4.079779358789892e-08,3.353243460679778e-09
1902,3.2407871941586563e-08,5.4013122863239005e-09
1903,4.482182802689749e-08,0.0
1904,3.708491291831706e-08,9.674325340824907e-09
1905,3.560923644840841e-08,5.676835002077496e-09
1906,3.2922780945909835e-08,3.600929110447737e-09
1907,4.1142747875255736e-08,0.0
1908,3.6835416494795936e-08,6.875944702500192e-09
1909,4.8408654862441836e-08,5.500983557560346e-10
1910,2.778958396731923e-08,2.137660271017694e-09
1911,2.6601870928288918e-08,7.980561100850991e-09
1912,2.7609932118366487e-08,8.335073964360618e-09
1913,3.818152549683873e-08,2.121195885607108e-09
1914,1.339348720819089e-08,6.027069510139427e-09
1915,6.361611326610728e-08,3.416420923940677e-08
1916,4.504859418830165e-08,1.538244731591476e-08
1917,5.812205117194935e-08,1.4256351654751143e-08
1918,5.054005569604669e-08,2.2972752589112133e-09
1919,7.734592344377234e-08,1.1049418269237776e-08
1920,5.3005621225565847e-08,7.572231730534895e-09
1921,4.543648302046677e-08,3.7863738810983705e-09
1922,2.2133805899215986e-08,5.902348387820666e-09
1923,3.8217415010421973e-08,2.1231896241147297e-09
1924,3.351822286390416e-08,5.156649773851996e-09
1925,3.189471442510694e-08,1.0998177923937646e-09
1926,3.343841470382358e-08,4.458455382660986e-09
1927,4.4596898618465275e-08,4.4596899506643695e-09
1928,3.6563331917705e-08,0.0
1929,2.5622934884950155e-08,1.1140406375176326e-09
1930,2.3107928015519974e-08,5.2518016602221e-09
1931,3.763767608688795e-08,4.5621426636444085e-09
1932,3.9454331357546835e-08,6.575722188983946e-09
1933,1.9500125958415992e-08,2.2941324395731044e-09
1934,2.516131836216573e-08,2.3963160344919743e-09
1935,6.103825000991492e-08,1.196828414151696e-09
1936,5.2136272188363364e-08,2.424942913137329e-09
1937,5.288269733227935e-08,2.5182236296217297e-09
1938,1.5558256905023882e-08,0.0
1939,3.211750509990452e-08,3.058810094103137e-09
1940,2.028626333583361e-08,2.5357829169792012e-09
1941,3.836953510472085e-08,2.9515025978810172e-09
1942,3.6410540360520827e-08,6.068423541449874e-09
1943,3.774205836748479e-08,1.1612940831184915e-08
1944,3.534504600111177e-08,9.639558484764166e-09
1945,3.0499055725385915e-08,6.535512131478072e-09
1946,5.0115975369635635e-08,4.1763312808029696e-09
1947,3.5762614203349585e-08,3.5762612871081956e-09
1948,2.8266908813634473e-08,3.2615663503321457e-09
1949,3.8286334103077024e-08,7.853606653895895e-09
1950,2.5524867552917385e-08,2.1270722960764488e-09
1951,2.9851925376078725e-08,1.1727541604500402e-08
1952,4.2179216563908994e-08,0.0
1953,2.477980309834038e-08,4.3095309543161875e-09
1954,2.9317607896928166e-08,9.772536113672459e-10
1955,2.815682265122632e-08,3.754243138587299e-09
1956,2.616342520411763e-08,0.0
1957,3.534015036166238e-08,1.7670075402875796e-09
1958,4.715178647529683e-08,8.272243445794913e-10
1959,3.8753739772801055e-08,3.100299128533379e-09
1960,4.844583401109048e-08,3.460416619915918e-09
1961,3.960450811746341e-08,3.47407969059077e-09
1962,3.424656469519505e-08,6.341956293454132e-09
1963,3.36234755593523e-08,1.939815863494232e-09
1964,3.6503809752730376e-08,1.8251904432275978e-09
1965,3.173785145804686e-08,3.830430195250756e-09
1966,2.6033651678858405e-08,4.431259803538978e-09
1967,2.465167803222812e-08,7.888536934785861e-09
1968,2.8745061442236874e-08,4.4914158503495116e-10
1969,3.133812853661766e-08,2.7250546263957176e-09
1970,3.081145649730388e-08,1.3796175313274261e-09
1971,2.7747345754391972e-08,2.569198631618974e-09
1972,2.8728821988011077e-08,1.0260293725750103e-09
1973,2.260413545229767e-08,3.3079223804577396e-09
1974,3.1503201824989446e-08,4.500457340128605e-09
1975,1.6563292959403952e-08,0.0
1976,2.6853577139718254e-08,0.0
1977,2.11564152863275e-08,4.7014254711541525e-09
1978,2.0792070287711795e-08,4.158414057542359e-09
1979,3.3356247541860284e-08,1.7555920051037788e-09
1980,1.3644362084619388e-08,1.7055452605774235e-09
1981,1.707898356073656e-08,3.795329828193417e-09
1982,1.3035754697909852e-08,3.7245013739806154e-09
1983,1.4525227243211702e-08,1.2630632095778083e-09
1984,1.2177918229383522e-08,1.739702604197646e-09
1985,1.0828004270990732e-08,1.2031116103372597e-09
1986,8.991728250862252e-09,3.5966913891627428e-09
1987,2.4443266966045485e-08,1.2221633705067347e-09
1988,1.9188972188999287e-08,2.398621523624911e-09
1989,2.359892548042808e-08,2.1952488715726304e-09
1990,1.198703181159999e-08,2.724325431913144e-09
1991,1.641210189973208e-08,1.1722930404189924e-09
1992,1.597883780846132e-08,2.2039776670368383e-09
1993,1.550978012687665e-08,1.661762283333701e-09
1994,1.8989736005892155e-08,1.5824779264761446e-09
1995,1.3556126887692699e-08,3.795715741716776e-09
1996,1.4412848692302305e-08,5.338092190498855e-10
1997,1.6782131240233866e-08,2.876936688878118e-09
1998,1.859570453177639e-08,2.3840645013706308e-09
1999,2.4679085441903226e-08,1.8280804647829996e-09
2000,1.678851901942835e-08,4.4180314962005696e-10
2001,1.445799924226776e-08,2.190605918883648e-09
2002,1.62105191492401e-08,8.76244299341522e-10
2003,1.12506919336397e-08,5.8336921959778465e-09
2004,1.3214373595360485e-08,2.642874807889939e-09
2005,1.216012357474483e-08,2.251874686720612e-09
2006,1.8942293067425453e-08,2.0589450144825605e-09
2007,1.3181781888249589e-08,1.1983438685803094e-09
2008,1.8732734474724566e-08,2.554463751636149e-09
2009,2.0503227560197956e-08,1.907277002999308e-09
2010,2.739800031292816e-08,1.4171379625338432e-09
2011,2.5238215073386527e-08,3.823971805871906e-09
2012,3.880847998516401e-08,4.085103366691101e-09
2013,4.0721225502693414e-08,3.3469500504423877e-09
2014,4.2442724890179306e-08,7.362513709807672e-09
2015,4.1671619044336694e-08,4.211493376260478e-09
2016,4.743368720028229e-08,4.764082017771898e-09
2017,3.823729244345486e-08,4.024978128569501e-09
2018,4.336864023457565e-08,3.0977600484760615e-09
2019,3.800971626333194e-08,3.5713827450933877e-09
