year,nos_DET airs_NOUN,nos_DET chères_ADJ
1974,1.518904385600095e-08,2.3064843424069892e-08
1975,1.1994108817248161e-08,3.0270844053603696e-08
1976,1.656922776760439e-08,5.0850390120871225e-08
1977,1.8218024422367307e-08,4.348818594124282e-08
1978,2.8514838157356337e-08,3.742572651788123e-08
1979,2.1067103284089228e-08,3.862302433432774e-08
1980,2.0466542682839872e-08,3.2405358507681115e-08
1981,1.4548763749289151e-08,4.491140259688109e-08
1982,1.9864007771985825e-08,3.786576474595904e-08
1983,2.2103606056589342e-08,4.4207212113178684e-08
1984,2.145633182237816e-08,6.088958781624854e-08
1985,1.6843562988810845e-08,4.451512869430019e-08
1986,1.7983456501724504e-08,3.746553551842169e-07
1987,1.588812459374367e-08,5.1330861339238254e-08
1988,1.739000587974715e-08,3.837794426697627e-08
1989,1.3720305114262032e-08,1.2128750048745474e-07
1990,2.2339469218923824e-08,3.378163659917277e-08
1991,1.9928982464278988e-08,4.3374841496302e-08
1992,1.2672871640972971e-08,5.840540651114168e-08
1993,1.4955860494492157e-08,6.093128179784912e-08
1994,1.1077346151466827e-08,2.8273606655915273e-07
1995,2.006306776269895e-08,5.31400172754104e-08
1996,1.921713232988509e-08,4.911044637623263e-08
1997,1.1507746533467866e-08,7.911575639063528e-08
1998,2.193339376788117e-08,6.627699766781348e-08
1999,1.736676483177213e-08,6.261175722332979e-08
2000,1.9439339027371716e-08,5.522539447966324e-08
2001,1.095302959441824e-08,8.587175237551037e-08
2002,1.3143664545633982e-08,5.695587979026584e-08
2003,9.167230530238157e-09,6.708746136396826e-08
2004,4.625030919358508e-08,4.448839252546577e-08
2005,1.7564622978305522e-08,4.999161884455816e-08
2006,1.6059770735488144e-08,5.5591515391029134e-08
2007,2.1570189912001325e-08,6.79061509245571e-08
2008,2.6396125840655316e-08,7.620817221720699e-08
2009,2.574823909640145e-08,6.19865021533883e-08
2010,2.3618965894200983e-08,7.699782678116662e-08
2011,2.3708625951357476e-08,7.571464499811498e-08
2012,2.6212745751763578e-08,6.774463079395332e-08
2013,2.6217775839221247e-08,7.335399021535238e-08
2014,2.8583876265919628e-08,7.73063915104899e-08
2015,3.125371372814101e-08,7.71368271479389e-08
2016,3.0655832650161585e-08,1.338085664492894e-07
2017,2.213738048428837e-08,6.741838598500749e-08
2018,3.536609383125722e-08,7.150662817423381e-08
2019,3.775461876465158e-08,5.688702575668003e-08
