year,nos_DET airs_NOUN,nos_DET chères_ADJ
1800,3.772997558826319e-08,1.2576657937302116e-08
1801,6.191074786165984e-08,2.8574191901498125e-08
1802,4.475680270843441e-09,8.951360541686881e-09
1803,7.021221204439598e-08,1.950339267864365e-08
1804,8.404293261321527e-08,3.460591457837836e-08
1805,1.8762992382015398e-07,7.675770063997334e-08
1806,1.2391177506287931e-07,1.2391177328652248e-07
1807,3.131650672116848e-08,6.832692367453319e-08
1808,7.478043961839376e-08,2.4926814390369145e-08
1809,1.8072244145628247e-08,2.0331274441787173e-08
1810,6.786367467981336e-08,1.193464669313471e-07
1811,4.763445815569867e-08,1.504245972228091e-08
1812,2.9339290108509886e-08,7.20146218213813e-08
1813,5.463909147351842e-08,2.5881675469463516e-08
1814,3.461344899591268e-08,4.090680150170556e-08
1815,8.091670444798638e-09,6.203614333344376e-08
1816,9.270415546325239e-09,3.476405829871965e-08
1817,8.095742032310227e-08,9.652615062805125e-08
1818,3.099506074022429e-08,2.7418707060355985e-07
1819,1.0040518816367694e-07,3.415846450138815e-08
1820,5.93324074316115e-08,3.085285271708926e-08
1821,5.719663320746804e-08,8.57949515875589e-08
1822,5.413832582235045e-08,2.2056354964661296e-08
1823,2.8659792761231984e-08,2.025950813777655e-07
1824,3.621078548121659e-08,4.29476756380609e-08
1825,6.95629991387392e-08,6.78019147493103e-08
1826,4.4039921931471326e-08,6.253668560773917e-08
1827,3.3182182335167454e-08,6.359918519605046e-08
1828,4.769596628761974e-08,1.4950850868444832e-07
1829,3.172075158097698e-08,7.80159017388371e-08
1830,9.706257486641334e-08,4.4878393001823724e-08
1831,5.1450980143030733e-08,3.1182412651986624e-08
1832,3.111892965534935e-08,7.84738247716632e-08
1833,3.8225973497674204e-08,9.961920266476909e-08
1834,8.681113605746305e-08,6.72086200026456e-08
1835,5.52105419160398e-08,1.0588323107185715e-07
1836,3.1587525484155776e-08,3.373816507834526e-07
1837,1.8090515530033713e-08,7.444943328493991e-08
1838,4.86036455527028e-08,1.1488134976644915e-07
1839,5.593180230079042e-08,1.2304996355183562e-07
1840,4.58617570586739e-08,1.1019561574343584e-07
1841,5.3290552415319326e-08,1.7849124800406457e-07
1842,1.8783141708667017e-08,1.5965670918660635e-07
1843,3.839492035417891e-08,1.163661513814418e-07
1844,4.390849023261367e-08,9.056125760409373e-08
1845,1.7298706467272496e-08,1.205329258624488e-07
1846,4.5665111247927825e-08,1.4343528853544285e-07
1847,2.6426796750911308e-08,7.442648364275328e-08
1848,2.172209789819135e-08,8.447483018647617e-08
1849,2.1786478399121734e-08,4.4410900290614563e-08
1850,2.308258650884909e-08,7.875235219501064e-08
1851,1.1608989325395669e-08,1.3221349748349098e-07
1852,3.8412219849348617e-08,1.7773788574260152e-07
1853,3.1054046445433414e-08,1.3795161990515226e-07
1854,3.273268500691984e-08,1.480764395545009e-07
1855,3.980202833986368e-08,2.1121610416230396e-07
1856,5.539592606851329e-08,2.3090263923108978e-07
1857,3.954022459451423e-08,1.2789553860415026e-07
1858,4.9426128856389084e-08,1.9085336688817733e-07
1859,4.277425569298998e-08,1.4054398533858148e-07
1860,1.51047069019139e-08,3.4923913005968643e-07
1861,5.470517772110384e-08,2.9616252605890736e-07
1862,3.343309987191567e-08,2.4351946681377967e-07
1863,1.9978482868054925e-08,1.7531119489433422e-07
1864,2.4453112201783256e-08,3.1741100414706125e-07
1865,2.8241066374334878e-08,2.7440903238584724e-07
1866,3.2113044667880786e-08,3.391332281665882e-07
1867,1.8925964795357686e-08,2.470080975314204e-07
1868,2.7663294210888978e-08,1.5708799239178006e-07
1869,4.102156014873515e-08,1.8996888861977368e-07
1870,1.3188312220080434e-08,2.2076087802247457e-07
1871,1.6993883855676017e-08,2.442870830066113e-07
1872,3.4469832321804006e-08,1.669065676779269e-07
1873,2.7535620894525437e-08,1.5803052466623058e-07
1874,2.509335778055899e-08,1.75653505962714e-07
1875,1.94531928343622e-08,1.6706859717885436e-07
1876,3.0834675479596285e-08,1.396629372152347e-07
1877,3.834585893258691e-08,2.529589604449711e-07
1878,5.4955707762260886e-08,2.4156355138416075e-07
1879,4.4598075343849075e-08,2.4498394513017274e-07
1880,2.3104245627791897e-08,1.8740110352410966e-07
1881,4.671580100534811e-08,1.694319360368013e-07
1882,1.3976308999019693e-08,1.2778338809305012e-07
1883,3.6652167523243406e-08,1.3333804993465037e-07
1884,2.772712726084592e-08,1.2279156180738937e-07
1885,2.707166935067562e-08,1.9594733036143452e-07
1886,2.774989482645651e-08,1.9747599422359485e-07
1887,2.3504128421336645e-08,1.8738013451979896e-07
1888,2.346027505595316e-08,2.1050840182113006e-07
1889,4.322944491264025e-08,1.6978520456234492e-07
1890,1.7696843102044113e-08,2.1301756447655862e-07
1891,1.9122660899206778e-08,2.0779957843330976e-07
1892,1.817868566789116e-08,1.8868222539936141e-07
1893,2.894455697344256e-08,1.4657031588427571e-07
1894,4.2220313245522334e-08,2.1236187031092868e-07
1895,2.8889349357186234e-08,2.269017604916712e-07
1896,2.8895442705234586e-08,1.58040372344459e-07
1897,2.097616802476665e-08,1.2119563974621883e-07
1898,1.2448381103702388e-08,2.5632347622206453e-07
1899,8.844125432005967e-09,1.630635662053237e-07
1900,1.5573159761750333e-08,1.339291735291681e-07
1901,2.4590450786732276e-08,1.4530720893191074e-07
1902,2.356936334990678e-08,1.1833784352432986e-07
1903,2.1060859722865644e-08,1.4580594243085443e-07
1904,1.8811189050893518e-08,1.3866533521422753e-07
1905,2.5287720029076866e-08,1.429530307461846e-07
1906,2.006231891726884e-08,1.260325186436262e-07
1907,1.5942813902380948e-08,1.177711101973955e-07
1908,3.14328898465277e-08,1.2082016942471796e-07
1909,1.870334465081669e-08,2.1948924944226178e-07
1910,1.4963622119168463e-08,1.2291546669374043e-07
1911,1.7025197585063268e-08,2.489934969318597e-07
1912,2.344239469209697e-08,1.5940829634075726e-07
1913,1.909076252637476e-08,1.638623849942178e-07
1914,4.754688076591407e-08,1.25898779401723e-07
1915,2.1205371680821372e-08,3.67559762182168e-07
1916,2.307367052978293e-08,2.6919280671222623e-07
1917,4.496233962925089e-08,3.8821142567257994e-07
1918,2.5270027848023346e-08,2.6074073566917377e-07
1919,3.4069039145379065e-08,2.9280958280253344e-07
1920,2.953170330499688e-08,2.3095307355447403e-07
1921,3.7863738422405646e-08,2.445997466793415e-07
1922,3.6889677090812256e-08,1.335406354385782e-07
1923,2.653987030143412e-08,1.9533344719491197e-07
1924,5.156649840465377e-08,1.0957880913764484e-07
1925,2.969508017258704e-08,1.0338287070865704e-07
1926,1.0031524944054127e-08,8.025219822016538e-08
1927,1.8953683067479687e-08,1.092624057896785e-07
1928,2.2852082337543322e-08,9.026572644899034e-08
1929,1.7824650200282122e-08,1.0471982037074667e-07
1930,2.625900974440043e-08,8.507918858313701e-08
1931,3.5356604755065746e-08,7.29942852828458e-08
1932,1.53433514782364e-08,8.767629489092599e-08
1933,2.408839039347299e-08,7.111810318427558e-08
1934,2.6359476379411717e-08,7.668211665645686e-08
1935,2.393656917121234e-08,6.103824823355808e-08
1936,2.9099314957647948e-08,7.759817588492979e-08
1937,1.6368453259474336e-08,1.2968852081129967e-07
1938,1.2965214124527336e-08,5.575042183458834e-08
1939,2.2941076593951948e-08,1.1776419128750604e-07
1940,1.0143131667916805e-08,1.9525529015851362e-07
1941,1.0920559567750843e-07,5.017554416397729e-08
1942,4.5513175450651033e-08,1.456421614420833e-07
1943,2.6129116648121453e-08,6.967764765164475e-08
1944,3.213186161588055e-08,1.3495382056305516e-07
1945,2.6142049414090707e-08,8.06046500656521e-08
1946,2.227376683094917e-08,7.65660699286741e-08
1947,1.668921911779364e-08,1.1801662047616901e-07
1948,1.8482209318548826e-08,6.84928909144844e-08
1949,1.0798709482173763e-08,5.104844191805569e-08
1950,1.8080114516649815e-08,5.211327192000681e-08
1951,2.1322804077961166e-08,6.823296905267284e-08
1952,2.319856839960721e-08,3.585233443459401e-08
1953,1.4005975934594517e-08,4.9559604642368527e-08
1954,2.6385848173049453e-08,6.938500729525288e-08
1955,7.508486277174597e-09,3.566531159293618e-08
1956,2.3547081839936368e-08,4.6222050187338937e-08
1957,2.6505112771246786e-08,3.3573142932397104e-08
1958,1.4062814024384807e-08,2.5643954071341568e-08
1959,2.402731746897757e-08,3.952881511004591e-08
1960,1.6610000486139143e-08,3.6680417148104993e-08
1961,1.0422239238305764e-08,5.1416379376334476e-08
1962,1.6489086374082973e-08,4.56620847799627e-08
1963,1.939815952312074e-08,5.108182010715723e-08
1964,6.692365273064382e-09,5.171373174128746e-08
1965,2.1340969214023175e-08,9.357193886394555e-08
1966,2.1602391320207914e-08,3.3788354447672475e-08
1967,3.1061113570096666e-08,3.6484483212362306e-08
1968,3.278733495815089e-08,7.365921961266508e-08
1969,1.907538335621517e-08,5.495526919641058e-08
1970,2.4373242757391722e-08,5.288533655445349e-08
1971,3.185806363159571e-08,4.573173573163558e-08
1972,3.026786604687359e-08,3.231992518060167e-08
1973,3.69384653975402e-08,4.2451670623222526e-08
