year,ces_DET armes_NOUN,ces_DET charmes_NOUN
1923,8.630765790940131e-07,9.978990966885704e-08
1924,7.992807127266133e-07,8.895221093041528e-08
1925,8.534586157793456e-07,8.798542383559038e-08
1926,1.3542558008339256e-06,1.2149290729013273e-07
1927,8.584903241626307e-07,9.476841267286318e-08
1928,7.895394418255819e-07,8.455270794627268e-08
1929,7.530914842845959e-07,7.798284151760981e-08
1930,8.518422589531838e-07,7.667630308461071e-08
1931,7.915317326023796e-07,7.071321128648833e-08
1932,1.0521155076048672e-06,7.890866182691525e-08
1933,7.765638372347894e-07,7.570637206022468e-08
1934,9.501392810307152e-07,6.470053115492647e-08
1935,6.247444304108285e-07,6.103824823355808e-08
1936,7.66281971209537e-07,7.396075929477774e-08
1937,1.0085485797617366e-06,5.666003266568964e-08
1938,8.077328459421551e-07,6.352954917687725e-08
1939,7.692907502132584e-07,7.188203987595898e-08
1940,7.734138023351989e-07,6.085879133976846e-08
1941,5.932520110718542e-07,7.083605924051994e-08
1942,7.706898230708248e-07,1.0012898599143227e-07
1943,7.432282345121166e-07,7.258088263739637e-08
1944,9.350371499294852e-07,8.032965226334454e-08
1945,1.1981772587432715e-06,9.585417615198821e-08
1946,8.63108446935712e-07,9.883983942415853e-08
1947,7.712803267168056e-07,7.033313687010434e-08
1948,7.632065148754918e-07,8.480072377636816e-08
1949,1.017042052353645e-06,9.031647829615963e-08
1950,7.806355313277891e-07,7.55110649564017e-08
1951,7.686870446832472e-07,7.249752975724277e-08
1952,8.89981471630108e-07,4.428817668156171e-08
1953,6.205724645269584e-07,7.110726052417249e-08
1954,8.463016456516925e-07,1.2508846136682905e-07
1955,1.1131331234537356e-06,7.133062140951552e-08
1956,8.694978319567781e-07,9.244409948649945e-08
1957,1.3835669534500994e-06,8.569986675865948e-08
1958,1.5345012087664145e-06,6.286905085417516e-08
1959,1.0362750089143447e-06,5.115493673102378e-08
1960,1.0962600214270424e-06,7.266874946232349e-08
1961,8.316946917830137e-07,8.893643865803824e-08
1962,1.0039317288601524e-06,6.722473600007106e-08
1963,1.0947027817564958e-06,8.664511597089586e-08
1964,9.5944177758156e-07,7.483281105891137e-08
1965,8.082207969550836e-07,7.387258271762676e-08
1966,9.233637570105202e-07,7.477750862960875e-08
1967,1.0467102242728288e-06,9.318334015517848e-08
1968,9.89009791396711e-07,9.701458214550485e-08
1969,1.1372561772304834e-06,6.721801248943393e-08
1970,1.0167781141490195e-06,5.656431634193382e-08
1971,8.976780350167246e-07,8.11866831540442e-08
1972,9.106010878667803e-07,8.362139114481693e-08
1973,8.832152218474221e-07,6.22992022414337e-08
1974,9.827873839185486e-07,4.2754345397355564e-08
1975,8.321626410179306e-07,5.254561852297002e-08
1976,1.354677266363069e-06,4.685092047651551e-08
1977,8.421428603355707e-07,3.4673012905273026e-08
1978,9.831678795535481e-07,7.366332921421304e-08
1979,8.444397394669068e-07,7.432006476904007e-08
1980,9.846681052749773e-07,4.3207145417056836e-08
1981,8.925350556410194e-07,3.479052335109145e-08
1982,9.261593447718042e-07,5.897127230980459e-08
1983,1.128546998074853e-06,4.547027643297952e-08
1984,9.452383764596561e-07,9.336403472559596e-08
1985,1.0852066623101564e-06,6.797580764938971e-08
1986,1.0388443030251437e-06,6.234264748883334e-08
1987,1.0510605079616653e-06,7.394088452628012e-08
1988,9.144744481659473e-07,3.657897718056802e-08
1989,1.0367062515115322e-06,3.9514481020574976e-08
1990,9.845712583000932e-07,5.285191462256478e-08
1991,1.0955078408869667e-06,4.1030256969776246e-08
1992,9.802190561458701e-07,5.4548448424895923e-08
1993,9.028907896890814e-07,5.262247171344825e-08
1994,8.904075912141707e-07,4.800183317499318e-08
1995,1.022674240402921e-06,7.699880022471461e-08
1996,1.110323218256326e-06,3.5231408901381656e-08
1997,1.050081877451703e-06,4.6510475470995516e-08
1998,8.849647770148295e-07,5.531029856342684e-08
1999,8.870760552781576e-07,4.204585191125432e-08
2000,7.378112840683571e-07,4.638933104317289e-08
2001,9.997925189964008e-07,5.870823893694421e-08
2002,9.572969190685399e-07,5.301278083180705e-08
2003,1.0479811436425734e-06,4.083584637104565e-08
2004,8.818392274179132e-07,4.669078856878173e-08
2005,9.966798018012923e-07,4.773974726646202e-08
2006,8.556975359397256e-07,5.929761615064422e-08
2007,8.496257919432537e-07,5.1928233713027794e-08
2008,9.792111370643397e-07,4.5554605421216365e-08
2009,7.524207532583205e-07,5.769512956277367e-08
2010,9.924688981755025e-07,5.290648097400208e-08
2011,7.494984970435326e-07,4.474047132774217e-08
2012,8.098717074744854e-07,6.434037924663016e-08
2013,9.153908635539665e-07,6.72179121252725e-08
2014,9.798639695191014e-07,6.669571028794508e-08
2015,8.779855065199627e-07,8.179162946930774e-08
2016,1.0043927858305324e-06,9.507450959844732e-08
2017,8.190830698140417e-07,3.2451386688947537e-08
2018,8.854430930682611e-07,6.737628410746765e-08
2019,8.188670435060885e-07,6.607058278262912e-08
