year,ces_DET oies_NOUN,ces_DET choix_NOUN
1865,1.6473956032658776e-08,1.4685354443599863e-07
1866,2.8707117127879656e-08,1.605652215630471e-07
1867,2.135237053835226e-08,1.6353974174876384e-07
1868,3.062721931623713e-08,1.783294578672212e-07
1869,2.5882651910613674e-08,2.4026914147157186e-07
1870,1.834895568819661e-08,2.001182970445825e-07
1871,1.0621176826930423e-08,2.389764830468266e-07
1872,1.5118347462816928e-08,2.2072788397053955e-07
1873,2.2148216927142528e-08,2.436303851993671e-07
1874,2.8080662239915455e-08,2.2643768815555632e-07
1875,1.4303817685856757e-08,2.0597498107122192e-07
1876,1.8138044621807126e-08,2.0435530601048413e-07
1877,1.1751150386096754e-08,1.7503028715282198e-07
1878,1.932508364443919e-08,1.8358829834141943e-07
1879,2.5659166347224982e-08,2.1260451532612024e-07
1880,2.695495404658743e-08,1.9702787668052224e-07
1881,1.4642266288333872e-08,2.0847797088663356e-07
1882,1.7304001120876933e-08,2.0964462521533278e-07
1883,2.4013488364449387e-08,1.7062215462715358e-07
1884,3.1027976632458376e-08,1.6966360760761745e-07
1885,1.5469525438405185e-08,1.733876011655866e-07
1886,2.2587123282846733e-08,1.5359243832335778e-07
1887,3.852065377785152e-08,1.7693385956363272e-07
1888,3.360525724360741e-08,1.864140699581185e-07
1889,2.255449160770695e-08,2.518584913957511e-07
1890,1.7696843102044113e-08,1.9990878996622996e-07
1891,4.0157585701194876e-08,1.6445487460714503e-07
1892,3.259626435436758e-08,1.8805537393973282e-07
1893,2.0322774685332945e-08,1.638138833470748e-07
1894,1.260307880279754e-08,1.7392248707892577e-07
1895,9.629782971032341e-09,2.1426266982871311e-07
1896,2.9485144881213898e-08,1.4860513175563028e-07
1897,7.57472740087195e-09,1.742187372144599e-07
1898,2.602843285348655e-08,1.8163319737141137e-07
1899,1.0502398950507086e-08,1.5698321931267856e-07
1900,1.661137050135153e-08,1.7597669810243133e-07
1901,2.235495566438317e-09,1.5816130982670984e-07
1902,1.8659078726557254e-08,1.6253039092362087e-07
1903,9.720396265677778e-09,1.576864292474056e-07
1904,2.2573425795258117e-08,1.7306292576790838e-07
1905,9.289366220688322e-09,1.641121372131238e-07
1906,6.687439879637935e-09,1.666715725434642e-07
1907,2.571421719999023e-08,1.506853095634142e-07
1908,1.4243027868232616e-08,1.149265003164146e-07
1909,1.8153245739949142e-08,1.7823186482246456e-07
1910,1.0688301244066167e-08,1.60324518105881e-07
1911,1.4897047262429908e-08,1.6493159549213487e-07
1912,2.865181703004538e-08,1.2710987817854402e-07
1913,2.1742258216050914e-08,1.5060490810014926e-07
1914,1.339348720819089e-08,1.7210631142461352e-07
1915,1.4136914638918086e-08,9.660224442598064e-08
1916,1.4283700444650549e-08,1.4283701066375443e-07
1917,1.754627876326964e-08,1.6230308652609438e-07
1918,1.378365155346728e-08,1.6310654515905298e-07
1919,1.2890988054792274e-08,1.4824635741206293e-07
1920,2.8774480576032602e-08,1.2115570591220148e-07
1921,1.5902769490150348e-08,1.0980483544642539e-07
1922,2.1396013683006032e-08,1.4608312604025286e-07
1923,1.4862327812892318e-08,1.1783702369427829e-07
1924,1.8048273875415077e-08,1.2118127123983413e-07
1925,1.319781373076978e-08,1.0778214765139182e-07
1926,2.1177663178661987e-08,1.2037829311140058e-07
1927,1.6723837870102898e-08,1.0703256236865855e-07
1928,1.3711249469139375e-08,1.4396811920391883e-07
1929,1.559656914729146e-08,1.3591295555670513e-07
1930,1.6805765667982087e-08,1.2604324339804407e-07
1931,1.4826963656844327e-08,7.755642528195494e-08
1932,1.4247397928102146e-08,1.3151443667425156e-07
1933,2.5235457501437963e-08,1.2158902151782058e-07
1934,3.5944740517379614e-09,1.2341027755269351e-07
1935,1.4361940969820353e-08,1.1010821410195604e-07
1936,1.9399543305098632e-08,1.0427254437672673e-07
1937,5.036447148221157e-09,1.4605697273850637e-07
1938,9.075649898271365e-09,1.3224518724541667e-07
1939,1.3764645423464117e-08,1.5294049937608634e-07
1940,1.2678914584896006e-08,8.875239898564757e-08
1941,2.066051907334554e-08,7.378756272657938e-08
1942,6.068423541449874e-09,1.0923162463427616e-07
1943,2.3225881884414434e-08,1.4225853028904112e-07
1944,0.0,8.996921252446555e-08
1945,1.3071024262956144e-08,1.4160276862185128e-07
1946,1.1136883415474585e-08,1.614848139652736e-07
1947,1.549713202209091e-08,1.788130603586069e-07
1948,1.087188805648509e-08,1.7612458513838192e-07
1949,8.835307596655184e-09,3.1218086604667405e-07
1950,1.0635361258337639e-08,1.818646779838673e-07
1951,1.4925962243950153e-08,1.876406781065043e-07
1952,1.2653764258629963e-08,1.5079069015655477e-07
1953,1.0773827607835074e-08,2.251729966928906e-07
1954,1.563605800392054e-08,2.5017692451001494e-07
1955,1.1262729415761896e-08,1.9052784061557304e-07
1956,1.5698054856017052e-08,2.145400763708949e-07
1957,2.0320586824329467e-08,1.7493375281674162e-07
1958,2.0680608225909225e-08,2.398950655901899e-07
1959,2.712761748568937e-08,2.3019720707395663e-07
1960,1.3841666590685975e-08,2.7268082902764945e-07
1961,2.779263619245853e-08,2.7375747535529626e-07
1962,1.331810878246742e-08,3.34221109454802e-07
1963,1.422531736849919e-08,3.465804567781561e-07
1964,9.734349160073208e-09,3.4982818419848627e-07
1965,1.1491290807796872e-08,3.61702078066628e-07
1966,8.862519607077957e-09,4.846690515591945e-07
1967,1.3311906243984595e-08,4.2992525806084814e-07
1968,1.4372530499073832e-08,4.850729098393458e-07
1969,1.6804503566447693e-08,6.09958078712225e-07
1970,1.5175792178467873e-08,5.964546403447457e-07
1971,1.798439097644433e-08,5.93484919875209e-07
1972,1.3851396252206882e-08,5.663682145495841e-07
1973,1.2129047988196362e-08,6.814320059334023e-07
1974,1.5751600079827455e-08,6.581918796655373e-07
1975,8.567220266542108e-09,6.37401186054376e-07
1976,7.998937512354587e-09,6.741961868783619e-07
1977,8.815172591880582e-09,8.021807360591993e-07
1978,1.425741957827853e-08,7.687125247457516e-07
1979,1.1703946700691858e-08,7.496377634197415e-07
1980,9.66475621755336e-09,8.05585841590073e-07
1981,9.48832451497239e-09,9.241627623168824e-07
1982,8.069752865935698e-09,9.131235714221475e-07
1983,1.7051352996233504e-08,9.201415309689764e-07
1984,7.538710988796993e-09,9.951098434157757e-07
1985,1.0828004715079942e-08,1.0749802186182933e-06
1986,1.4386764946028308e-08,1.0652200757022001e-06
1987,1.2832715334809564e-08,1.0406721173694677e-06
1988,1.2592763165564236e-08,1.0014245077627493e-06
1989,1.7013179087754793e-08,1.0509754133636307e-06
1990,9.262706268664544e-09,1.1703702114118641e-06
1991,7.619904984768056e-09,1.1541225148903322e-06
1992,1.2121877501769518e-08,1.1653531828414998e-06
1993,1.2186256670432272e-08,1.1964688155785552e-06
1994,1.3714809232734382e-08,1.2554325508062902e-06
1995,1.6267353131205198e-08,1.236318780684087e-06
1996,1.0676184603042316e-08,1.2848788344399509e-06
1997,1.822059936262832e-08,1.4005887010171136e-06
1998,1.3350762273489636e-08,1.3331689672213543e-06
1999,9.597422329088445e-09,1.3683182658041915e-06
2000,1.1928685039741538e-08,1.355893829213528e-06
2001,1.22673927682726e-08,1.4256463316542067e-06
2002,1.6210519815373914e-08,1.3410918597855925e-06
2003,1.2084076406182476e-08,1.4913416634954046e-06
2004,1.8940602419803554e-08,1.5064386218455184e-06
2005,1.4862373554080932e-08,1.548389093386504e-06
2006,6.588624035241963e-09,1.513736378910835e-06
2007,1.3581230362547103e-08,1.4140456983113836e-06
2008,1.277231942431456e-08,1.3649351160438528e-06
2009,2.1933686200625857e-08,1.2998092415728024e-06
2010,1.700565521733921e-08,1.310380156382962e-06
2011,2.2179037717506844e-08,1.1827545165488118e-06
2012,2.5531894598529448e-08,9.943822334435026e-07
2013,3.1796024591024263e-08,1.0040849929282558e-06
2014,2.3819897165822113e-08,8.265504192195294e-07
2015,3.036708307035951e-08,7.784612989780726e-07
2016,2.4856080527158042e-08,8.057512559389579e-07
2017,1.9370207215985147e-08,8.900232728592528e-07
2018,2.4007639431999905e-08,8.175505143981354e-07
2019,2.4744581716973357e-08,8.703970166834551e-07
