year,ces_DET ans_NOUN,ces_DET chants_NOUN
1956,1.3081711935925e-08,6.314106675286979e-07
1957,7.068030161150318e-09,5.424713016566329e-07
1958,1.2408365446248126e-08,5.26941916323409e-07
1959,1.6276571201956358e-08,6.293607057727968e-07
1960,1.5917916984520275e-08,5.95191682162266e-07
1961,1.04222386276831e-08,5.475149587041983e-07
1962,1.0781325554543031e-08,5.454082536715532e-07
1963,1.099229041123806e-08,5.476747171329066e-07
1964,6.69236516204208e-09,5.457319658397353e-07
1965,1.2038495422750373e-08,6.303794073403424e-07
1966,8.862519385033352e-09,7.383586759779348e-07
1967,1.3804939524852955e-08,6.21222255858811e-07
1968,2.7846778827278484e-08,7.824046424076414e-07
1969,1.2262746040825334e-08,5.572736956338531e-07
1970,1.4715919871566285e-08,5.509272598125392e-07
1971,2.3122787906615372e-08,5.934848821276262e-07
1972,1.0260293503705498e-08,7.787562932293213e-07
1973,1.0475086797967492e-08,5.237543634351027e-07
1974,7.875800345225059e-09,5.406174277133857e-07
1975,8.567220266542108e-09,4.94614182500186e-07
1976,6.8562320265641574e-09,4.4736915238985375e-07
1977,8.227494963097826e-09,4.5780131330275253e-07
1978,8.910887139279566e-09,5.061383934190644e-07
1979,1.1118749476679568e-08,4.5352794497688365e-07
1980,1.0801786243241907e-08,4.82669280543746e-07
1981,1.3283654287654656e-08,5.199601740280002e-07
1982,2.483000915987077e-09,4.8604743652092e-07
1983,6.315316158911344e-09,6.378469175061241e-07
1984,7.538711266352749e-09,5.311891628778653e-07
1985,1.0828004826102244e-08,4.758306504371035e-07
1986,1.019062523255343e-08,5.377053535760012e-07
1987,9.166225667378569e-09,4.790880483440674e-07
1988,7.195864348830128e-09,5.576795198969364e-07
1989,6.0369343968247335e-09,4.5386771452271546e-07
1990,7.628111586832631e-09,5.323332166184969e-07
1991,9.37834432335194e-09,4.847431762655674e-07
1992,9.366905251440016e-09,4.931399963936656e-07
1993,4.985286850001103e-09,6.098667473253272e-07
1994,7.3848970827405935e-09,4.378189037979041e-07
1995,6.506941097050856e-09,6.013498117241056e-07
1996,8.540947504798169e-09,5.781153733508404e-07
1997,9.589788629860152e-09,5.629206158985767e-07
1998,5.244941925219848e-09,5.81711759650716e-07
1999,8.683382124452521e-09,6.430273176150081e-07
2000,5.743440834038438e-09,5.67275237450815e-07
2001,3.94309060403053e-09,5.402033984580612e-07
2002,3.066854992184176e-09,5.888361567230049e-07
2003,6.667076501987168e-09,5.162817373616235e-07
2004,7.047666006343434e-09,6.527900771047257e-07
2005,1.0808999362232896e-08,5.80082944345861e-07
2006,7.41220168576362e-09,5.596212444558546e-07
2007,6.7906151812735516e-09,5.192823442357053e-07
2008,7.663391587975354e-09,4.959917125901825e-07
2009,9.059566208335923e-09,6.198650206457046e-07
2010,8.0304479732618e-09,4.270308959775093e-07
2011,5.353560678100777e-09,4.879388346701319e-07
2012,5.446804396402882e-09,4.670634808356944e-07
2013,1.1435412616833673e-08,4.2534157129736627e-07
2014,6.929424548052232e-09,4.4305009794243233e-07
2015,5.541438599654391e-09,4.5860945130371533e-07
2016,9.528164313099552e-09,5.406197578494698e-07
2017,9.307761950072546e-09,3.9595723233532e-07
2018,7.744400343234759e-09,4.2878161576886953e-07
2019,3.5713829116268414e-09,3.8341347108339363e-07
