year,mes_DET airs_NOUN,mes_DET chères_ADJ
1899,1.9346524382513053e-08,3.073333658676347e-07
1900,1.9206896184620348e-08,4.905545125666322e-07
1901,6.147612641171918e-09,1.7995739387544063e-07
1902,7.365425880312415e-09,1.5221879801075033e-07
1903,1.0800440541913758e-08,1.5660638652548187e-07
1904,1.2361637935498493e-08,1.4887711419220295e-07
1905,9.28936660926638e-09,1.8114264044299944e-07
1906,9.259531807970234e-09,1.2706135610329738e-07
1907,1.7485666858885196e-08,3.7954185039268395e-07
1908,1.7680999775393502e-08,2.4556945454889956e-07
1909,1.9803540807217246e-08,1.8758353625969448e-07
1910,1.6566866878342523e-08,2.036121387050116e-07
1911,2.2877608141236294e-08,1.9259754413525343e-07
1912,1.2502610502451716e-08,1.9379047522249948e-07
1913,3.712092677687906e-08,2.3492244061174006e-07
1914,1.1384464038144415e-08,1.7746370861715377e-07
1915,2.1205371680821372e-08,2.0616333706868772e-07
1916,1.2086208478478966e-08,1.5821945242855406e-07
1917,1.864292187292449e-08,1.7765606852293558e-07
1918,1.8378202071289707e-08,1.608092716764986e-07
1919,1.2890987832747669e-08,1.869193195780383e-07
1920,1.2872794385998532e-08,1.05254018833989e-07
1921,3.634918854800162e-08,1.2570760432595307e-07
1922,2.87739485571592e-08,2.0658219135327727e-07
1923,2.7601466001669905e-08,1.6656422729965925e-06
1924,1.675911143195208e-08,1.8048273808801696e-07
1925,2.859526304632709e-08,1.2097996049398319e-07
1926,3.343841470382358e-08,1.2149291261920325e-07
1927,3.4562596340492746e-08,1.9622635916149989e-07
1928,2.5137291359556002e-08,2.1252436255281282e-07
1929,2.4508894691521732e-08,1.8270267077014068e-07
1930,2.6259009189288918e-08,8.928062777968648e-08
1931,1.8248570654577634e-08,1.8362624398804428e-07
1932,2.082311922890767e-08,1.2274680916135594e-07
1933,1.261772819560747e-08,9.979476445209912e-08
1934,1.1981580172459871e-09,1.5336423153655687e-07
1935,1.196828414151696e-08,1.1250187270661627e-07
1936,1.8187071404440758e-08,1.0548501849783065e-07
1937,1.510934133364117e-08,2.7826370274652845e-07
1938,1.5558256905023882e-08,6.35295513973233e-08
1939,6.117620188206274e-09,1.667051519049778e-07
1940,2.028626333583361e-08,1.572185368559076e-07
1941,5.9030051957620344e-09,1.6233264332754516e-07
1942,6.37184480734021e-08,1.3350532412914617e-07
1943,1.1612940831184915e-08,1.654844101750541e-07
1944,1.927911696952833e-08,2.0564391434163554e-07
1945,1.3071024262956144e-08,9.585417615198821e-08
1946,9.744772988540262e-09,1.4199526710001464e-07
1947,2.3841741692010032e-08,1.680842851570219e-07
1948,2.2830963786191205e-08,9.349823493209897e-08
1949,1.2762110479513922e-08,1.1093219676183708e-07
1950,2.3397795700930146e-08,1.0103593606203276e-07
1951,1.2793681780642885e-08,7.676208957363428e-08
1952,1.7926166329118587e-08,9.490323327199235e-08
1953,2.693456835345387e-08,6.141081776434021e-08
1954,2.14995790059902e-08,1.0749789902675388e-07
1955,1.595553333899602e-08,8.447046795367896e-08
1956,2.0058624983221307e-08,7.412970259856877e-08
1957,1.9437083054185678e-08,6.626278281629538e-08
1958,2.7298403371123214e-08,7.941353441509591e-08
1959,2.1702094343822864e-08,7.983270222666761e-08
1960,3.114374991231017e-08,9.204708550925034e-08
1961,1.9454845512356655e-08,1.4452170926659846e-07
1962,3.044139235131027e-08,1.122526314123462e-07
1963,2.0044765847160306e-08,1.538920688659573e-07
1964,2.068549243006146e-08,1.4662364278272833e-07
1965,2.2435377389218303e-08,1.088936656401529e-07
1966,1.2185964348709888e-08,9.748771589990213e-08
1967,1.5284040699725665e-08,8.578783861068473e-08
1968,2.290622133638287e-08,1.0644655334957065e-07
1969,1.7712854627482955e-08,1.875745918589189e-07
1970,2.299362514279757e-08,7.863820128406473e-08
1971,2.9288864888954436e-08,6.834068311256658e-08
1972,2.3598675014113724e-08,8.31083779573305e-08
1973,1.5436970424165253e-08,6.670976815392748e-08
1974,1.1813700295792984e-08,4.1629229396988876e-08
1975,1.4278700888326057e-08,5.31167669848287e-08
1976,1.8854638628162945e-08,6.056338497373304e-08
1977,1.410427652448476e-08,7.228441356588178e-08
1978,2.1386128423728223e-08,1.081187597229416e-07
1979,2.6919078188747392e-08,7.841644567019301e-08
1980,1.762396628635088e-08,6.253666051669882e-08
1981,1.771153890217647e-08,6.325549684049747e-08
1982,1.7381006189864934e-08,5.338451902758834e-08
1983,1.3893695083311286e-08,8.14675757965233e-08
1984,9.278413259927731e-09,7.770671217599556e-08
1985,2.045289804186723e-08,1.0707693132161467e-07
1986,1.8582905048081244e-08,1.1629301654991764e-07
1987,1.8332450224534114e-08,5.866384222841248e-08
1988,1.2592763276586538e-08,6.056519508135239e-08
1989,1.481792966107065e-08,8.177301991096897e-08
1990,1.7435683119515488e-08,5.5031375012504213e-08
1991,1.4653663449326615e-08,6.5648411151642e-08
1992,2.4794748032519465e-08,9.862800176563269e-08
1993,1.2186256725943423e-08,1.0081357793012558e-07
1994,1.4242301560329906e-08,9.389369548529203e-08
1995,1.3013881861034804e-08,9.706187320546178e-08
1996,1.4946657245218375e-08,6.19218685216083e-08
1997,1.2466725429760572e-08,1.0452869680932508e-07
1998,1.5734826774860267e-08,1.3922937114330125e-07
1999,1.919484465817689e-08,6.718195821875383e-08
2000,2.2973763780242962e-08,9.852210069993816e-08
2001,1.3581756164171566e-08,9.463417249833128e-08
2002,1.6648641576466616e-08,7.798574408468539e-08
2003,2.333476845084448e-08,7.458792339321008e-08
2004,1.805964444656638e-08,6.739330959959489e-08
2005,1.7114248795913056e-08,9.277724100087426e-08
2006,1.4824404093172205e-08,9.182894267212305e-08
2007,2.5964116190380082e-08,8.867744227814e-08
2008,2.256442965808958e-08,9.110920773380826e-08
2009,2.8132335794239793e-08,1.025161386891682e-07
2010,3.5900827866086615e-08,1.313214479381486e-07
2011,3.862211614413802e-08,1.3039745017096038e-07
2012,3.7106354211502435e-08,1.4536159032019214e-07
2013,3.988448804559397e-08,1.70415540345914e-07
2014,5.954974247046607e-08,1.647903857815436e-07
2015,4.832134492538387e-08,1.8175917837481848e-07
2016,5.054069562859809e-08,2.197691735261742e-07
2017,4.578412787781261e-08,1.4741482523561444e-07
2018,4.904786887749424e-08,1.8560746273266204e-07
2019,4.336679171323965e-08,1.5943673581375606e-07
