year,nos_DET armes_NOUN,nos_DET charmes_NOUN
1979,4.769358170619853e-07,4.096381456264453e-09
1980,4.519694698501553e-07,9.664756106531058e-09
1981,3.8269573465754547e-07,1.2651098835192442e-08
1982,5.400526745802381e-07,1.1794254461960918e-08
1983,4.717541131071812e-07,1.136756910824488e-08
1984,4.3666532612007813e-07,1.3917620833581168e-08
1985,5.155333280271179e-07,5.414002135495366e-09
1986,4.4838751733777826e-07,1.7983456501724504e-08
1987,4.7542153858159963e-07,1.2832715334809564e-08
1988,4.6113500040689814e-07,5.396898483667201e-09
1989,4.807595015421384e-07,9.878619700032232e-09
1990,4.674942566396112e-07,7.628111475810329e-09
1991,4.4078218763843324e-07,1.2309076702354815e-08
1992,4.3473459321319297e-07,8.264915862810085e-09
1993,4.5033757523071927e-07,1.4401939196773128e-08
1994,4.2621408447018894e-07,4.747434001473039e-09
1995,4.804291382498604e-07,1.572510655023507e-08
1996,3.5551695276581086e-07,5.871901187504136e-09
1997,3.850300291929898e-07,1.102825741838842e-08
1998,3.971851647577296e-07,9.536258005482523e-09
1999,3.7704159439044815e-07,8.683382013430219e-09
2000,4.157367676782542e-07,5.743440834038438e-09
2001,4.057002076507388e-07,6.571817756650944e-09
2002,4.5301830997601655e-07,5.257465907071435e-09
2003,3.491881290784704e-07,9.167230530238157e-09
2004,4.0832416203784305e-07,7.928623979580607e-09
2005,3.886735893132709e-07,8.106749160852189e-09
2006,3.6772757017189406e-07,1.070651389767363e-08
2007,4.0264353451391344e-07,7.190063044948403e-09
2008,4.3511032465914923e-07,5.5346713878634546e-09
2009,4.200777734553185e-07,4.291373478793048e-09
2010,3.906576964141095e-07,1.2281861749841028e-08
2011,4.4893432082915297e-07,9.942326906209331e-09
2012,5.429783094257346e-07,9.872332978888565e-09
2013,6.253218067797661e-07,1.6176926076472142e-08
2014,6.67390207098606e-07,1.9055916761212544e-08
2015,7.057576212332606e-07,2.0392493207954665e-08
2016,1.0416769136156745e-06,2.0299133179912943e-08
2017,5.710437562811421e-07,1.635147306444651e-08
2018,6.745372687078088e-07,1.4714360341283594e-08
2019,6.318796579307673e-07,1.8367111442874062e-08
