year,nos_DET armes_NOUN,nos_DET charmes_NOUN
1800,2.094013488829205e-06,8.174827570428533e-08
1801,2.052579279876454e-06,1.6906396638205479e-07
1802,2.9472355720372434e-06,5.818384352096473e-08
1803,1.4003435175879986e-06,5.460949736857401e-08
1804,1.5547942950888682e-06,6.426812149129546e-08
1805,1.2650806127112446e-06,9.097208675257207e-08
1806,1.8644399091272135e-06,2.881669125542885e-08
1807,2.149451162836158e-06,2.2775640928784924e-08
1808,1.6995554652510236e-06,0.0
1809,1.5722852069188775e-06,5.421673421324158e-08
1810,2.026549807965239e-06,6.31834211617388e-08
1811,1.253538407297583e-06,1.0028307073639553e-08
1812,1.3282697324257242e-06,4.000812481308458e-08
1813,1.535646013905989e-06,4.601186631703058e-08
1814,4.288920994355294e-06,5.034683425719777e-08
1815,2.308823280117167e-06,2.6972236000233352e-08
1816,1.9699632218816987e-06,1.3905623319487859e-08
1817,2.6544691777985463e-06,9.49692804397273e-08
1818,2.08620608077581e-06,3.695565098382758e-08
1819,1.961523985016811e-06,3.415846561161118e-08
1820,2.661651677726695e-06,4.15326857350351e-08
1821,2.4486075602681012e-06,7.100271659510327e-08
1822,2.4101579754187696e-06,2.2056354964661296e-08
1823,2.9351579158287677e-06,4.842516432290722e-08
1824,2.9448631693185234e-06,5.052667617633233e-08
1825,2.4602408430496325e-06,6.60408261410339e-08
1826,2.5261298688405986e-06,5.2847905607222856e-08
1827,2.808503118956196e-06,3.96342727526644e-08
1828,2.515962165716701e-06,4.035812395386529e-08
1829,2.9911810912608416e-06,3.0006116702452346e-08
1830,2.550762577158139e-06,8.55820516676431e-08
1831,2.4400238487487513e-06,1.870944643656003e-08
1832,2.166148121318656e-06,3.788391467196561e-08
1833,2.701302271646e-06,1.0425265983826648e-08
1834,2.286026667519536e-06,1.4001796166951408e-08
1835,2.6092654223930367e-06,4.310960122211327e-08
1836,2.9020199505680466e-06,3.5619976301859424e-08
1837,2.692703795048601e-06,1.6698937344017395e-08
1838,2.3872597196827883e-06,4.102905393210676e-08
1839,2.3840931149266e-06,1.4682097759788348e-08
1840,2.4758980394778973e-06,2.1019972595848202e-08
1841,2.3043347816553705e-06,3.017657901338566e-08
1842,2.3458803362075287e-06,1.1404051036834062e-08
1843,1.844728295452569e-06,1.4767278067040479e-08
1844,2.104314383188921e-06,2.1954245643662773e-09
1845,2.21702463321094e-06,1.6182660544927785e-08
1846,2.089471628607953e-06,2.2247105491146613e-08
1847,2.2338732215132495e-06,1.1325769655456952e-08
1848,2.3073695700759345e-06,6.43617736884039e-09
1849,2.6252707456819735e-06,1.4245005841573288e-08
1850,2.5112495425361203e-06,8.146795238417326e-09
1851,2.276651816401909e-06,1.6768540334055615e-08
1852,2.125693104204629e-06,1.1067927019325907e-08
1853,2.01433266866502e-06,9.555090940693844e-09
1854,2.1723073935220327e-06,1.1430461910322265e-08
1855,2.4650722068031428e-06,1.6451505047143655e-08
1856,2.422406922164555e-06,8.283502495043393e-09
1857,2.281129095393908e-06,2.4895696171256532e-08
1858,2.077365483188487e-06,2.300027723833864e-08
1859,2.697833483722434e-06,1.5785736939832873e-08
1860,3.054354863252229e-06,6.408057640072684e-09
1861,2.556523888586071e-06,4.71596389717277e-09
1862,2.3823341237516615e-06,2.4397126097142063e-08
1863,2.1881433411863327e-06,2.097740736672904e-08
1864,2.1418049591659383e-06,2.5412058901608248e-08
1865,1.9716970669492184e-06,1.1767110841276462e-08
1866,1.9491645275593328e-06,1.8002767276925624e-08
1867,1.6543234124810624e-06,1.358787216076962e-08
1868,1.6568338097044943e-06,2.5687344473723783e-08
1869,1.689209305766326e-06,2.1487483792270723e-08
1870,2.1382268187153386e-06,1.7202147262196377e-08
1871,3.807692017687714e-06,9.559059321873065e-09
1872,2.538672966068134e-06,6.652073114565837e-09
1873,1.83710482559718e-06,1.0774807712721213e-08
1874,1.9393581744964195e-06,1.5533982988813477e-08
1875,1.5568275610888804e-06,4.291145216939185e-08
1876,1.3234726736754965e-06,1.9951848617694168e-08
1877,1.605578273000674e-06,4.2056747417973384e-08
1878,1.4674985475693347e-06,1.268208649207736e-08
1879,1.59086832418609e-06,8.55305515301552e-09
1880,1.6525953565604823e-06,1.7969969068332148e-08
1881,1.4830523831221853e-06,1.045876096839038e-08
1882,1.2445569979036009e-06,2.861815673327328e-08
1883,1.4446009206636745e-06,6.256145468341856e-08
1884,1.544797109787055e-06,1.4523733327109767e-08
1885,1.5591993225427814e-06,8.379326565943757e-09
1886,1.4139538819790687e-06,7.744156427236248e-09
1887,1.4905534788667296e-06,4.570247291724172e-09
1888,2.0416779022980336e-06,1.268122939990235e-08
1889,1.5048858212907135e-06,1.3783300722991498e-08
1890,1.3842863921809112e-06,5.898947996740844e-09
1891,1.2665575663817208e-06,8.286486163910922e-09
1892,1.387848591605234e-06,2.1312942521944933e-08
1893,1.2846456929338501e-06,4.310891643655168e-09
1894,1.3649133734361385e-06,1.764431090123253e-08
1895,1.6918324874382051e-06,3.0093072478365457e-09
1896,1.4129281389330117e-06,5.89702897624278e-10
1897,1.249830069660618e-06,8.740070001067579e-09
1898,1.377243581401899e-06,5.6583546736987955e-09
1899,1.209434097759754e-06,7.185851913504848e-09
1900,1.092716697570495e-06,8.30568502863116e-09
1901,1.1188655317795337e-06,4.470991132876634e-09
1902,1.1175805685326168e-06,4.419255628107521e-09
1903,1.1615873667381038e-06,2.1600881083827517e-09
1904,1.1281338805346763e-06,9.13686282189019e-09
1905,1.0146052620285673e-06,6.192911072844254e-09
1906,9.717364708450305e-07,1.2346042410626978e-08
1907,8.927976153927375e-07,1.337139288182243e-08
1908,9.577208643918311e-07,7.367083831866239e-09
1909,8.33949084011465e-07,1.0451868703853506e-08
1910,1.0223359758754214e-06,1.2291546447329438e-08
1911,1.0646068488995297e-06,2.128149656499545e-09
1912,1.1023134938170642e-06,1.5628263128064646e-08
1913,1.008098401200641e-06,9.015082902408267e-09
1914,1.4525236764484362e-06,2.0090231700464756e-09
1915,2.914560402800248e-06,5.890381071793627e-09
1916,2.679841923480808e-06,7.69122365795738e-09
1917,2.0978769779134154e-06,6.57985488317081e-09
1918,2.5017328653120785e-06,2.2972752589112133e-09
1919,1.988895231619381e-06,2.2098836538475553e-08
1920,1.1638519659129543e-06,4.543339038320937e-09
1921,8.496622836418055e-07,1.59027695456615e-08
1922,8.89041228191445e-07,1.4755870969551665e-09
1923,8.163663931526344e-07,8.492758496458919e-09
1924,9.294861076369898e-07,9.02413699321869e-09
1925,7.599741120856152e-07,4.399271169575059e-09
1926,7.89146628932258e-07,6.687683296036084e-09
1927,7.849054366459995e-07,6.689535148041159e-09
1928,6.192914074887312e-07,9.14083297942625e-09
1929,7.118719498322434e-07,2.0052731475317387e-08
1930,6.911370906692582e-07,6.302162347537887e-09
1931,7.413481633022911e-07,1.2545892325022123e-08
1932,7.781271218476604e-07,5.479768305782784e-09
1933,6.090921740309341e-07,4.588264879146209e-09
1934,7.428579813506531e-07,1.1981580172459871e-08
1935,5.146361896635199e-07,9.574627313213568e-09
1936,5.759239503078106e-07,4.849885826274658e-09
1937,4.3817090533693204e-07,0.0
1938,5.575042285599352e-07,2.5930428915188486e-09
1939,5.872915096460929e-07,1.2235240376412548e-08
1940,8.34272605665376e-07,0.0
1941,8.972568039666839e-07,5.9030051957620344e-09
1942,8.374424478319042e-07,3.034211815133858e-08
1943,9.377449465830523e-07,1.4516175816936538e-08
1944,1.1021228729646282e-06,3.2131861615880553e-09
1945,1.0957874962969072e-06,1.5249527862692958e-08
1946,7.962871677591465e-07,1.6705325123211878e-08
1947,6.329982191743966e-07,3.337843779149807e-08
1948,7.479858776804349e-07,6.523132700664291e-09
1949,5.055759224603662e-07,2.846932467548413e-08
1950,6.040885569547072e-07,2.1270722072586068e-08
1951,6.738006010920117e-07,2.0256663124662566e-08
1952,4.987692072688787e-07,9.49032352703938e-09
1953,4.848222463493812e-07,7.541679392097933e-09
1954,5.159899121309763e-07,1.2704296947774196e-08
1955,4.373693158754577e-07,1.0324168187025862e-08
1956,5.660020967468427e-07,7.849027205963921e-09
1957,4.38217883313996e-07,1.5903067307476704e-08
1958,4.3015665784906787e-07,2.0680609225109947e-08
1959,4.3094158108658576e-07,2.325224457422337e-09
1960,5.017604287615995e-07,2.0070416439921246e-08
1961,6.142172566114823e-07,1.876002997391879e-08
1962,6.221458974664529e-07,2.029426049432459e-08
1963,4.894802341226523e-07,1.8751554975438012e-08
1964,5.603334756187905e-07,7.909158661334459e-09
1965,5.105416498452087e-07,1.641613067704384e-08
1966,5.527996425058745e-07,1.2185964237687585e-08
1967,7.148986398419765e-07,1.3311906243984595e-08
1968,6.907797320820919e-07,1.3474247717581989e-08
1969,1.3806944245686736e-06,8.629339909305145e-09
1970,6.166890500480804e-07,1.241655755990223e-08
1971,5.878326998498551e-07,2.671966659040237e-08
1972,5.160927738501186e-07,1.231235235987782e-08
1973,4.5428798678415205e-07,6.615844760915479e-09
1974,4.950503313949639e-07,6.1881286761433785e-09
1975,4.5748956445379463e-07,3.4268881066168433e-09
1976,5.1078929708126e-07,2.856763492431469e-09
1977,4.754316549338e-07,5.289103821581875e-09
1978,4.5742553211880477e-07,7.128709622605811e-09
