year,ses_DET airs_NOUN,ses_DET chairs_NOUN
1891,3.2189810639238203e-07,1.4660706160185555e-07
1892,2.9336638940336e-07,1.9557759145527598e-07
1893,2.6542775843907407e-07,1.6997229623783028e-07
1894,2.671852543656428e-07,1.203594033327704e-07
1895,3.3403309451784935e-07,1.6972493233069486e-07
1896,2.8836471965831834e-07,1.332728540859307e-07
1897,2.3656457681653364e-07,1.3168372148264496e-07
1898,2.6028431676650143e-07,1.2165463303404067e-07
1899,2.758261761215408e-07,1.492446219941712e-07
1900,2.797977547430719e-07,1.4846411833246975e-07
1901,2.425512741766056e-07,1.5033707301270738e-07
1902,2.587719691860002e-07,1.1048138981450961e-07
1903,2.5381036650173883e-07,1.474260082900969e-07
1904,2.98829173850379e-07,1.5156443566866074e-07
1905,2.332663022741599e-07,1.1147239287190303e-07
1906,2.9270411161519405e-07,1.6924366796899903e-07
1907,3.162848578597277e-07,1.460567484734554e-07
1908,4.066630143739758e-07,1.3850117763780645e-07
1909,3.762672777796183e-07,1.2542242178170682e-07
1910,3.270620183570827e-07,1.3146610555736515e-07
1911,2.803837286791122e-07,1.5216269844131602e-07
1912,2.906857154982845e-07,1.0835596064850961e-07
1913,3.399216428334739e-07,1.6810477010409386e-07
1914,3.127379333278668e-07,9.710278181529475e-08
1915,2.155879403886729e-07,7.657495215696031e-08
1916,1.8678684909900767e-07,7.910972987801301e-08
1917,1.9849227905766043e-07,1.041810300250745e-07
1918,2.802675931334875e-07,9.878283968589585e-08
1919,3.020174208501203e-07,9.76031905297603e-08
1920,3.150048288880214e-07,9.010955714927604e-08
1921,3.5819095334233e-07,1.4236765011332864e-07
1922,4.124265977623054e-07,1.2099814528099273e-07
1923,3.290944050604594e-07,1.3800733222879558e-07
1924,3.3518223752082577e-07,1.3020541000940966e-07
1925,3.4534278370301763e-07,1.088819612249381e-07
1926,3.1655033794208975e-07,1.0142986051064895e-07
1927,4.5934807424430346e-07,1.4048022833890172e-07
1928,3.462090392147843e-07,1.7139061192494864e-07
1929,4.3558989482050947e-07,1.0249173687526536e-07
1930,3.256117029337702e-07,1.0713675457907357e-07
1931,3.0110142468231516e-07,1.1063196048155532e-07
1932,3.1015487511609763e-07,1.0849940945689696e-07
1933,3.131490657892755e-07,8.144169938439916e-08
1934,3.6783452550537277e-07,6.470053470764014e-08
1935,3.0638806425287157e-07,7.180970573728018e-08
1936,4.510393734058482e-07,8.729794132023017e-08
1937,2.8455927836290584e-07,8.436049148130564e-08
1938,2.917173134164841e-07,1.0890780011152401e-07
1939,2.309401638811437e-07,8.717608945829625e-08
1940,2.535782828161359e-07,8.368083825871508e-08
1941,3.128592642731576e-07,6.788455753081735e-08
1942,3.0948960283438964e-07,1.153000468434584e-07
1943,3.01936453617202e-07,9.580676163523094e-08
1944,3.148922420592726e-07,1.4138019643894495e-07
1945,3.2895411239408645e-07,1.372457543169503e-07
1946,4.051041377906017e-07,7.656607525774461e-08
1947,3.540498747511833e-07,1.001353173712971e-07
1948,4.163933002843123e-07,1.1959076662293455e-07
1949,3.1218087470641365e-07,1.2173090535583242e-07
1950,2.690746514488751e-07,7.232045939886689e-08
1951,2.825271465667356e-07,1.1407700228893702e-07
1952,2.0878712359007068e-07,8.64673932454707e-08
1953,3.2429219665175424e-07,9.588706628704813e-08
1954,3.1369841035910895e-07,8.893007685806253e-08
1955,2.778139780446054e-07,9.948744583709868e-08
1956,3.4622931632810605e-07,9.244410015263327e-08
1957,2.783037000853028e-07,9.188438954144118e-08
1958,3.217902624363944e-07,9.099468134543542e-08
1959,2.8212721403519936e-07,8.680837737529146e-08
1960,3.335841540774709e-07,7.543708191448673e-08
1961,2.4596482628425065e-07,8.476754409514342e-08
1962,3.0060874589565856e-07,9.830032166036062e-08
1963,2.7933350033038096e-07,7.435960902579808e-08
1964,2.895968895799683e-07,8.395876149869252e-08
1965,2.746965828137604e-07,1.0670484340558062e-07
1966,2.980022166809704e-07,9.194864447614748e-08
1967,3.2096484048338425e-07,1.1438378444417197e-07
1968,3.876091945187454e-07,1.1228539253949066e-07
1969,2.529759104419327e-07,1.0536877770306319e-07
1970,2.441923028229098e-07,1.1910697850225915e-07
1971,3.088176994126002e-07,1.469581674129472e-07
1972,4.022035220430098e-07,1.2876668264993896e-07
1973,2.558126541707395e-07,9.427578362419808e-08
1974,2.0533337030670396e-07,7.98831161219482e-08
1975,1.7591359346980084e-07,9.252598198727924e-08
1976,2.2968377733079137e-07,1.0112942749884724e-07
1977,2.1685324647080506e-07,7.698584036930356e-08
1978,2.697028369524901e-07,9.148510526912901e-08
1979,2.574868407378972e-07,1.4395853908943934e-07
1980,2.8084645453674284e-07,9.949013435317511e-08
1981,2.4732899239765516e-07,1.2840866148167152e-07
1982,2.5140385639943474e-07,9.559553593163628e-08
1983,2.911360601487445e-07,1.3704236145883897e-07
1984,2.8183180766916394e-07,1.1656007004035018e-07
1985,2.424270011402996e-07,1.1489715623369534e-07
1986,2.649562569345676e-07,1.3487591754568484e-07
1987,3.0126327388302343e-07,1.1610552075325131e-07
1988,2.758414856529612e-07,1.3732108028463585e-07
1989,2.820894806632168e-07,1.1250650366889658e-07
1990,2.838747201749925e-07,9.644112397566573e-08
1991,3.2062213728423217e-07,1.1840159608311751e-07
1992,2.6833428190542463e-07,1.234227471336169e-07
1993,3.22381882966738e-07,1.2629392331930944e-07
1994,3.048907606384432e-07,1.33983134809057e-07
1995,3.399876735699081e-07,1.1387146425789751e-07
1996,2.807836549933995e-07,1.3291849754182294e-07
1997,3.342041541287699e-07,1.395314246366297e-07
1998,2.9610082297182316e-07,1.4113662416548323e-07
1999,2.883796819119766e-07,1.2430946938479792e-07
2000,3.4593186448717006e-07,1.2547209271573934e-07
2001,2.9704614989967126e-07,1.2004519955866044e-07
2002,3.2552475470737363e-07,1.2705541729829406e-07
2003,3.55021846143444e-07,1.5000922459762478e-07
2004,3.470975600272652e-07,1.484414657859645e-07
2005,3.2607145872276533e-07,1.1124261423134385e-07
2006,3.6525684521393487e-07,1.3094889261822118e-07
2007,4.809353253421023e-07,1.5458635216347716e-07
2008,5.20259151315372e-07,1.528420821017562e-07
2009,5.163952465636612e-07,1.9168134191005493e-07
2010,6.608586202716538e-07,2.498886493285113e-07
2011,6.611647318521818e-07,3.1968405878046724e-07
2012,8.180419168724029e-07,3.8638269117541313e-07
2013,7.829073780385443e-07,4.0219184249679074e-07
2014,9.523628090590819e-07,4.590743660770613e-07
2015,9.234253326440012e-07,3.637400318723394e-07
2016,9.399741180970977e-07,4.687442665129993e-07
2017,8.636093760117092e-07,4.46772581597088e-07
2018,9.961880245157317e-07,4.6208253579038683e-07
2019,1.0020280143407945e-06,4.6683076782016997e-07
