year,mes_DET arts_NOUN,mes_DET chars_NOUN
1894,1.8904617871129403e-09,7.561847370496366e-09
1895,3.0093072478365457e-09,6.6204761672850054e-09
1896,4.1279202278587945e-09,2.4177818858106548e-08
1897,4.07869948926276e-09,9.322741689743452e-09
1898,6.790025763869778e-09,1.13167097914868e-09
1899,5.527578395003729e-10,3.3165470370022376e-09
1900,5.19105292084987e-09,3.633737311048435e-09
1901,0.0,4.470991132876634e-09
1902,3.437198747846537e-09,6.874397495693074e-09
1903,1.0800440541913758e-09,5.940242076007962e-09
1904,0.0,2.042357571951925e-08
1905,0.0,6.192910850799649e-09
1906,0.0,1.0802787109298606e-08
1907,5.142843373384665e-10,1.1828539925318182e-08
1908,9.822778146428846e-10,9.822778146428846e-09
1909,0.0,6.60118004702781e-09
1910,2.6720753387721174e-09,9.085056262847502e-09
1911,5.320374141248863e-10,5.320374141248863e-10
1912,1.5628263128064646e-09,4.167536982180309e-09
1913,6.363587878865928e-09,4.242391882236518e-09
1914,1.3393487430235496e-09,2.678697486047099e-09
1915,1.1780761921542648e-09,7.068456930880984e-09
1916,1.0987462051303964e-09,4.394984820521586e-09
1917,3.289927441585405e-09,9.869782324756216e-09
1918,4.594550517822427e-09,1.1486376294556067e-09
1919,9.207848372660976e-10,5.524709190130039e-09
1920,0.0,1.514446346106979e-09
1921,0.0,9.0872969149558e-09
1922,0.0,1.8444838267850372e-08
1923,1.0615948120573648e-09,9.554353752605493e-09
1924,1.289162443462999e-09,2.062659898438568e-08
1925,0.0,2.0896537833436923e-08
1926,0.0,1.3375366259005261e-08
1927,0.0,3.3447675740205796e-09
1928,0.0,6.8556245125250825e-09
1929,2.2280812750352652e-09,6.684243825105796e-09
1930,2.100720708497761e-09,7.352522701786768e-09
1931,2.2810713318222042e-09,2.2810713318222042e-09
1932,3.287861094491973e-09,7.6716757391182e-09
1933,0.0,4.588264879146209e-09
1934,1.1981580172459871e-09,0.0
1935,2.393656828303392e-09,0.0
1936,1.2124714565686645e-09,9.699771208460106e-09
1937,0.0,1.2591118148108649e-09
1938,3.8895642262559704e-09,9.075650453382877e-09
1939,0.0,1.2235240376412548e-08
1940,0.0,2.2822046474857416e-08
1941,0.0,1.1806010391524069e-08
1942,3.034211770724937e-09,0.0
1943,0.0,5.806470415592457e-09
1944,0.0,1.927911696952833e-08
1945,4.357008087652048e-09,5.2284097051824574e-08
1946,1.3921104269343232e-09,1.8097434661967782e-08
1947,2.3841741914054637e-09,2.9802177392568296e-08
1948,0.0,1.6307832417794543e-08
1949,2.945102384188658e-09,1.1780410202888447e-08
1950,0.0,1.595304155443955e-08
1951,0.0,4.477788728696197e-08
1952,6.326882129314981e-09,8.43584291310151e-09
1953,5.386913581872932e-09,8.619061908632375e-09
1954,9.772536113672459e-10,3.518113089739927e-08
1955,0.0,9.385608290557457e-09
1956,0.0,2.3547081617891763e-08
1957,5.301022731885041e-09,7.068030161150318e-09
1958,7.445019267748876e-09,2.3162282425381875e-08
1959,7.750747821333448e-10,1.1626121398933265e-08
1960,1.3841666701708277e-09,1.3841666701708277e-09
1961,2.08444772553662e-09,2.362374207365292e-08
1962,6.341956404476434e-10,1.5220695814832652e-08
1963,0.0,8.405868889838075e-09
1964,0.0,2.3119079761713124e-08
1965,3.2832261354087677e-09,1.4227313105408257e-08
1966,2.215629901769489e-09,9.416426860475724e-09
1967,9.860671168482327e-10,1.2818872408004722e-08
1968,3.1439910674890825e-09,2.5151927984801148e-08
1969,1.3625273409534344e-09,4.9959335557403506e-09
1970,0.0,2.0234390607498653e-08
1971,1.541519245584766e-09,1.2332153964678128e-08
1972,3.5911027485013847e-09,1.846852848430558e-08
1973,3.859242703185828e-09,1.1577728109557484e-08
1974,1.1251143350321513e-09,1.4626486688484874e-08
1975,5.711480177694739e-10,1.028066431985053e-08
1976,2.856763492431469e-09,3.4281161798155324e-09
1977,2.9383909749824966e-09,3.526069214387917e-09
1978,0.0,2.3762365408686037e-09
1979,0.0,7.607565244427406e-09
1980,1.1370301367108482e-09,5.116635559687666e-09
1981,1.2651099057237047e-09,1.644642821929665e-08
1982,1.8622506869903077e-09,5.586751949948621e-09
1983,6.315316047889041e-10,9.472974182855864e-09
1984,1.739702604197646e-09,8.118611560803402e-09
1985,1.2031116103372597e-09,1.3234227269620646e-08
1986,2.3977941854269602e-09,7.193382445258578e-09
1987,6.110816852533674e-10,1.1610551631235921e-08
1988,0.0,2.99827696004229e-09
1989,1.0976244357863152e-09,6.585746725740194e-09
1990,0.0,1.035243724079038e-08
1991,1.1722930404189924e-09,8.206051504977552e-09
1992,3.30596661157756e-09,9.91789939064347e-09
1993,5.539207426075166e-10,4.985286850001103e-09
1994,5.274926606624319e-10,9.494867891923775e-09
1995,1.0844901643380922e-09,4.880205572987961e-09
1996,1.067618438099771e-09,2.6690460952494277e-09
1997,3.835915585170824e-09,8.630809844589749e-09
1998,1.9072516899143466e-09,1.4304387896402204e-08
1999,4.570201106446348e-09,8.683382013430219e-09
2000,1.3254094488601709e-09,3.976228346580513e-09
2001,0.0,5.257454110951798e-09
2002,4.38122149670761e-10,3.504977197366088e-09
2003,4.1669229178253886e-10,6.667076668520622e-09
2004,0.0,4.845270407116686e-09
2005,2.7022496462691947e-09,7.205999352777326e-09
2006,1.2353669198716943e-09,8.235780224463696e-09
2007,1.997239706952314e-09,8.787855249048349e-09
2008,0.0,6.3861596011349775e-09
2009,9.53638501499654e-10,8.582746735541491e-09
2010,1.4171379625338432e-09,9.919965293647692e-09
2011,2.6767803251726008e-09,9.177532400705957e-09
2012,4.425528610241258e-09,1.8042539517981737e-08
2013,4.183687563052985e-09,8.925200245535336e-09
2014,4.980523993225461e-09,1.1693404244894623e-08
2015,2.881548111233201e-09,8.64464377858809e-09
2016,2.6927420848643635e-09,1.7606389901558828e-08
2017,2.264050280587071e-09,4.2010708384276896e-08
2018,4.130346731301415e-09,1.2132893745242512e-08
2019,3.06118530524202e-09,9.693753078021672e-09
