year,mes_DET airs_NOUN,mes_DET chers_ADJ
1935,1.196828414151696e-08,5.02667937496426e-07
1936,1.8187071404440758e-08,6.316976248754713e-07
1937,1.510934133364117e-08,6.068918874113649e-07
1938,1.5558256905023882e-08,5.743590025808487e-07
1939,6.117620188206274e-09,6.056443933033506e-07
1940,2.028626333583361e-08,9.813480019715826e-07
1941,5.9030051957620344e-09,5.224159722594379e-07
1942,6.37184480734021e-08,5.309870618752655e-07
1943,1.1612940831184915e-08,3.9774321614061137e-07
1944,1.927911696952833e-08,4.980438372825802e-07
1945,1.3071024262956144e-08,6.426586649510568e-07
1946,9.744772988540262e-09,9.689088455999695e-07
1947,2.3841741692010032e-08,1.8775372310209093e-06
1948,2.2830963786191205e-08,2.488575039372165e-06
1949,1.2762110479513922e-08,1.829890315274696e-06
1950,2.3397795700930146e-08,1.9877490717856716e-06
1951,1.2793681780642885e-08,1.3070878682741593e-06
1952,1.7926166329118587e-08,1.1852360186637156e-06
1953,2.693456835345387e-08,1.1495674214767604e-06
1954,2.14995790059902e-08,1.3622914893929305e-06
1955,1.595553333899602e-08,1.382499989599495e-06
1956,2.0058624983221307e-08,1.5314324597337503e-06
1957,1.9437083054185678e-08,8.587656541436672e-07
1958,2.7298403371123214e-08,6.932140055315728e-07
1959,2.1702094343822864e-08,1.6578849321158273e-06
1960,3.114374991231017e-08,1.1038729486045895e-06
1961,1.9454845512356655e-08,6.920366717455551e-07
1962,3.044139235131027e-08,3.621257085306695e-07
1963,2.0044765847160306e-08,7.17085322898825e-07
1964,2.068549243006146e-08,1.1784646181678404e-06
1965,2.2435377389218303e-08,9.570604039277342e-07
1966,1.2185964348709888e-08,7.211875419077529e-07
1967,1.5284040699725665e-08,7.173638353896727e-07
1968,2.290622133638287e-08,5.991548714390227e-07
1969,1.7712854627482955e-08,4.86422250395302e-07
1970,2.299362514279757e-08,6.750928411014545e-07
1971,2.9288864888954436e-08,7.512337272252978e-07
1972,2.3598675014113724e-08,6.417813603887268e-07
1973,1.5436970424165253e-08,5.65103398519895e-07
1974,1.1813700295792984e-08,7.060092619970426e-07
1975,1.4278700888326057e-08,5.962785420976502e-07
1976,1.8854638628162945e-08,5.627823989051706e-07
1977,1.410427652448476e-08,4.954126961997929e-07
1978,2.1386128423728223e-08,3.552473563095404e-07
1979,2.6919078188747392e-08,3.768670858717016e-07
1980,1.762396628635088e-08,4.457158092607827e-07
1981,1.771153890217647e-08,2.675707504451452e-07
1982,1.7381006189864934e-08,1.856043230219484e-07
1983,1.3893695083311286e-08,2.147207449620936e-07
1984,9.278413259927731e-09,1.9832609265968415e-07
1985,2.045289804186723e-08,2.3159897843960664e-07
1986,1.8582905048081244e-08,2.1520202780900277e-07
1987,1.8332450224534114e-08,2.3954402328385527e-07
1988,1.2592763276586538e-08,2.7524182300009414e-07
1989,1.481792966107065e-08,2.8318709288654986e-07
1990,1.7435683119515488e-08,1.7381196171228908e-07
1991,1.4653663449326615e-08,2.2097724716729772e-07
1992,2.4794748032519465e-08,1.9284804736452443e-07
1993,1.2186256725943423e-08,2.4760257577582934e-07
1994,1.4242301560329906e-08,2.278768294061706e-07
1995,1.3013881861034804e-08,2.9064335738127056e-07
1996,1.4946657245218375e-08,2.3594366815871126e-07
1997,1.2466725429760572e-08,3.7687869736124924e-07
1998,1.5734826774860267e-08,2.1170493991196082e-07
1999,1.919484465817689e-08,2.362794004062696e-07
2000,2.2973763780242962e-08,2.275286300479351e-07
2001,1.3581756164171566e-08,2.335185926849448e-07
2002,1.6648641576466616e-08,3.8905248000986603e-07
2003,2.333476845084448e-08,2.337643736360917e-07
2004,1.805964444656638e-08,1.83239318080064e-07
2005,1.7114248795913056e-08,2.256378538456616e-07
2006,1.4824404093172205e-08,2.3471972365740612e-07
2007,2.5964116190380082e-08,2.452610358416596e-07
2008,2.256442965808958e-08,3.018524736830841e-07
2009,2.8132335794239793e-08,3.776408472599968e-07
2010,3.5900827866086615e-08,2.928751675068675e-07
2011,3.862211614413802e-08,2.2867351873179231e-07
2012,3.7106354211502435e-08,2.393189658667083e-07
2013,3.988448804559397e-08,2.85048584791614e-07
2014,5.954974247046607e-08,2.789093371535767e-07
2015,4.832134492538387e-08,3.1652697018991205e-07
2016,5.054069562859809e-08,3.827836427827691e-07
2017,4.578412787781261e-08,2.6615167897370284e-07
2018,4.904786887749424e-08,2.966105220325588e-07
2019,4.336679171323965e-08,3.313733102916494e-07
