year,figures_NOUN égales_ADJ,figures_NOUN légales_ADJ
1859,1.8331824946926645e-08,0.0
1860,1.0481750933877265e-07,0.0
1861,1.8863854478468056e-08,0.0
1862,7.680577063240435e-09,1.3553959066214816e-09
1863,1.298601426391599e-08,4.994620828036034e-10
1864,8.630509973350797e-09,2.3973640850272204e-09
1865,2.0710114512212385e-08,0.0
1866,8.758103242634263e-09,9.731225825149181e-10
1867,8.249779526181555e-09,9.7056229719783e-10
1868,4.44588676984381e-09,0.0
1869,3.027781758646597e-08,9.767038289254515e-10
1870,2.1789386295267832e-08,1.7202146374017957e-09
1871,2.1242353653860846e-08,0.0
1872,2.237515595027162e-08,0.0
1873,5.8064241581501363e-08,0.0
1874,4.600449043934418e-08,0.0
1875,2.1169650921137873e-08,0.0
1876,1.813804439976252e-09,0.0
1877,1.1751150386096754e-08,0.0
1878,1.0266450689577766e-08,0.0
1879,9.774920428640144e-09,0.0
1880,1.5402831010646878e-08,0.0
1881,1.1853262871230896e-08,0.0
1882,6.05640053663592e-08,0.0
1883,4.044376922252013e-08,0.0
1884,1.7824581810543805e-08,0.0
1885,1.4180398244523218e-08,0.0
1886,1.419762035714811e-08,0.0
1887,8.487601843576442e-09,0.0
1888,7.60873763994141e-09,0.0
1889,1.8795409673089125e-09,0.0
1890,1.4419650362640368e-08,0.0
1891,1.529812720946211e-08,0.0
1892,3.1342561879199593e-09,0.0
1893,1.7859408174558666e-08,0.0
1894,1.9534772022211655e-08,0.0
1895,4.3935887594770406e-08,0.0
1896,3.538217402399013e-08,0.0
1897,2.7385553380554484e-08,0.0
1898,8.091447467606372e-08,1.13167097914868e-09
1899,3.205995469102163e-08,0.0
1900,2.128331799688965e-08,0.0
1901,7.041810712316021e-08,0.0
1902,2.7988617645746672e-08,0.0
1903,2.8621166769937645e-08,5.400220270956879e-10
1904,1.827372564378038e-08,0.0
1905,2.4255567332431838e-08,0.0
1906,7.098974608155117e-08,0.0
1907,2.6742784653421836e-08,1.5428529565042481e-09
1908,3.388858571540254e-08,0.0
1909,3.025541034373802e-08,0.0
1910,4.702852485216624e-08,0.0
1911,3.564650674636738e-08,1.0640748282497725e-09
1912,1.4065437481391996e-08,0.0
1913,8.484783542428431e-09,0.0
1914,3.0135347106607924e-08,6.696743715117748e-10
1915,5.536958247454038e-08,0.0
1916,2.7468654906215306e-08,0.0
1917,3.83824856342585e-08,0.0
1918,1.378365155346728e-08,0.0
1919,2.762354434082681e-08,0.0
1920,5.3005623890101106e-08,0.0
1921,2.120369263503008e-08,0.0
1922,2.1396013294427974e-08,0.0
1923,1.2739137300599168e-08,0.0
1924,1.2891624656674594e-08,0.0
1925,3.299453510408057e-08,0.0
1926,1.4489979882625903e-08,0.0
1927,5.0171511389862644e-08,0.0
1928,1.82816659588525e-08,0.0
1929,3.007909721297608e-08,0.0
1930,1.575540586884472e-08,0.0
1931,7.185374961693469e-08,1.1405356659111021e-09
1932,5.4797681947604815e-09,0.0
1933,2.6382522388956886e-08,0.0
1934,1.0783422155213884e-08,0.0
1935,1.4361940969820353e-08,0.0
1936,1.2124714565686645e-08,0.0
1937,2.6441348666139675e-08,2.5182236296217297e-09
1938,1.0372171899142302e-08,0.0
1939,1.2235240376412548e-08,0.0
1940,7.607348528892999e-09,0.0
1941,0.0,0.0
1942,2.4273694165799498e-08,0.0
1943,1.4516175816936538e-08,0.0
1944,6.42637232317611e-08,0.0
1945,2.6142048525912287e-08,0.0
1946,9.744772988540262e-09,0.0
1947,1.907339353124371e-08,0.0
1948,4.783630713767195e-08,0.0
1949,1.7670615193310368e-08,0.0
1950,3.403315540495555e-08,0.0
1951,5.330700769690111e-09,0.0
1952,3.47978517112324e-08,0.0
1953,1.2928593307037772e-08,0.0
1954,4.202190595492539e-08,0.0
1955,1.407841132561316e-08,1.8771215692936494e-09
1956,1.5698054411927842e-08,8.72114158667614e-10
1957,1.1485549233913872e-08,0.0
1958,9.926692356998501e-09,0.0
1959,1.240119618106661e-08,0.0
1960,1.1073333361366622e-08,0.0
1961,1.111705438816557e-08,0.0
1962,8.244543714397423e-09,0.0
1963,5.819448034571906e-09,0.0
1964,7.909158661334459e-09,2.4335873316516654e-09
1965,1.4774516721161035e-08,0.0
1966,6.6468897053084675e-09,0.0
1967,1.232583901611406e-08,0.0
1968,8.982831367632116e-09,0.0
1969,4.5417578031781147e-10,1.8167031212712459e-09
1970,2.2993624781975086e-09,0.0
1971,5.652237344833111e-09,0.0
1972,4.104117490300041e-09,1.0260293725750103e-09
1973,4.9618833486420044e-09,0.0
1974,6.1881286761433785e-09,0.0
1975,2.2845920710778955e-09,0.0
1976,6.2848797277581525e-09,1.142705374768127e-09
1977,5.289103821581875e-09,2.3507127355770763e-09
1978,1.1881182260253809e-08,0.0
1979,5.266775904289034e-09,0.0
1980,1.7055452605774235e-09,0.0
1981,1.4548763971333756e-08,1.2651099057237047e-09
1982,3.1037510339615437e-09,6.207502289967692e-10
1983,6.315316047889041e-10,0.0
1984,6.378909234161512e-09,5.799008495621649e-10
1985,1.2031116103372597e-09,0.0
1986,1.7983456390702202e-09,0.0
1987,6.110816741511371e-09,1.8332451112712533e-09
1988,2.99827696004229e-09,0.0
1989,1.0427432473036902e-08,0.0
1990,4.903785877363731e-09,1.089730194969718e-09
1991,1.7584396161396398e-09,1.1722930404189924e-09
1992,1.0468894195980738e-08,5.509944167592096e-10
1993,3.877445031719162e-09,0.0
1994,3.164955852952289e-09,1.5824779264761446e-09
1995,4.880205739521415e-09,0.0
1996,2.6690460952494277e-09,5.338092190498855e-10
1997,2.876936688878118e-09,0.0
1998,1.43043876743576e-09,4.291316191284977e-09
1999,4.113180906983871e-09,1.3710603763428253e-09
2000,1.7672125984802278e-09,0.0
2001,1.7524847129024579e-09,2.6287270138425356e-09
2002,1.752488598683044e-09,4.38122149670761e-10
2003,1.2500769308587678e-09,4.1669229178253886e-10
2004,2.642874807889939e-09,0.0
2005,1.3511248786457486e-09,0.0
2006,2.0589450144825605e-09,4.1178899179428186e-10
2007,2.7961355453243186e-09,7.988958938831558e-10
2008,8.514879357157668e-10,0.0
2009,4.76819250749827e-10,0.0
2010,3.7790344187271785e-09,1.4171379625338432e-09
2011,2.2943831279320648e-09,0.0
2012,2.382976926895708e-09,0.0
2013,2.5102124823206395e-09,5.578250084070646e-10
2014,1.9489005964601347e-09,4.330890368553497e-10
2015,4.211493376260478e-09,1.329945265027277e-09
2016,3.314144070287739e-09,0.0
2017,5.282783654969592e-09,2.515611330355938e-10
2018,5.421080029321956e-09,1.0325866828253538e-09
2019,5.612172948588068e-09,5.1019755087367e-10
