year,hauteurs_NOUN égales_ADJ,hauteurs_NOUN egales_ADJ
1908,8.594931211192147e-08,0.0
1909,3.850688656825696e-08,0.0
1910,9.405705181375623e-08,0.0
1911,1.0374729697559815e-07,1.0640748282497725e-09
1912,7.657848877240525e-08,0.0
1913,9.333262229738182e-08,0.0
1914,5.826167132072513e-08,0.0
1915,5.065727726183411e-08,0.0
1916,5.054232432577521e-08,0.0
1917,2.8512703309502285e-08,0.0
1918,6.202643021424592e-08,0.0
1919,4.788081003903599e-08,0.0
1920,8.405176998849129e-08,0.0
1921,7.118382683302116e-08,0.0
1922,6.566362475979304e-08,0.0
1923,4.671016995416721e-08,0.0
1924,7.73497496053821e-08,0.0
1925,1.1328123150633473e-07,1.0998177923937646e-09
1926,5.4616079880887014e-08,0.0
1927,3.902228784546935e-08,0.0
1928,3.6563331695660395e-08,0.0
1929,3.676334259239411e-08,0.0
1930,6.302162214311124e-08,0.0
1931,5.246464152008912e-08,0.0
1932,4.055028668403793e-08,2.1919073223131136e-09
1933,5.047091278242988e-08,1.1470662197865522e-09
1934,7.788026934463232e-08,0.0
1935,1.579813559970944e-07,0.0
1936,4.849885826274658e-08,0.0
1937,2.5182236740306507e-08,0.0
1938,8.557041297763135e-08,0.0
1939,3.5176316970364496e-08,0.0
1940,4.81798743123818e-08,0.0
1941,3.5418032950929046e-08,0.0
1942,3.6410540360520827e-08,0.0
1943,1.4516175816936538e-08,0.0
1944,6.105053707017305e-08,0.0
1945,4.7927088075994106e-08,0.0
1946,5.8468636154884734e-08,0.0
1947,3.695469885656166e-08,0.0
1948,2.717971980814582e-08,0.0
1949,4.810334175431308e-08,0.0
1950,4.1477910883713776e-08,0.0
1951,1.4606121112592518e-07,0.0
1952,6.537778318715937e-08,0.0
1953,9.050015137290757e-08,0.0
1954,9.186183702603046e-08,0.0
1955,6.851493861148583e-08,9.385607846468247e-10
1956,9.854889970739578e-08,0.0
1957,6.891329462632712e-08,0.0
1958,9.34763519921944e-08,8.272243445794913e-10
1959,6.355612924835441e-08,0.0
1960,3.8756667208872386e-08,6.920833350854139e-10
1961,2.292892631317045e-08,0.0
1962,1.7757477988045167e-08,6.341956404476434e-10
1963,1.2932106940866106e-08,0.0
1964,1.2776333768727e-08,0.0
1965,1.3132904541635071e-08,0.0
1966,2.437192847537517e-08,0.0
1967,2.859594694371026e-08,4.930335584241163e-10
1968,9.431973424511852e-09,0.0
1969,4.360087402233148e-08,0.0
1970,4.7826741678136386e-08,0.0
1971,1.490135304038631e-08,0.0
1972,1.0773308467548759e-08,0.0
1973,1.4885650545526374e-08,0.0
1974,1.4626486688484874e-08,0.0
1975,2.7415104408845536e-08,1.1422960355389478e-09
1976,1.085570122683066e-08,0.0
1977,2.11564152863275e-08,0.0
1978,9.504946163474415e-09,0.0
1979,1.345953881681794e-08,0.0
1980,1.591842213599648e-08,0.0
1981,5.06043967840597e-09,0.0
1982,6.828252629986764e-09,0.0
1983,1.6419821946556112e-08,6.315316047889041e-10
1984,6.378909400694965e-09,0.0
1985,1.2632671797518924e-08,0.0
1986,7.1933827783254856e-09,0.0
1987,1.2221633316489289e-08,0.0
1988,1.139345240375178e-08,0.0
1989,7.134558721588746e-09,2.1952488715726304e-09
1990,2.016000799631712e-08,0.0
1991,1.582595565707834e-08,0.0
1992,6.61193322315512e-09,0.0
1993,1.0524494165053966e-08,0.0
1994,1.002236071911966e-08,0.0
1995,1.0844901643380922e-09,0.0
1996,1.6014276571496566e-09,0.0
1997,9.110299181713799e-09,4.79489448146353e-10
1998,4.7681290027412615e-09,0.0
1999,8.683382013430219e-09,0.0
2000,3.5344251969604557e-09,0.0
2001,4.8193329327261836e-09,0.0
2002,6.571832411594869e-09,0.0
2003,2.9168460979889232e-09,0.0
2004,3.9643119897903034e-09,0.0
2005,2.702249757291497e-09,0.0
2006,3.294311934354255e-09,0.0
2007,4.7933754743212376e-09,0.0
2008,5.960415716543821e-09,0.0
2009,2.860915504498962e-09,0.0
2010,7.085689368580006e-09,0.0
2011,2.2943831279320648e-09,0.0
2012,3.4042526575461807e-09,0.0
2013,1.3945624655065103e-09,0.0
2014,1.7323561474213989e-09,0.0
2015,3.546520632724537e-09,0.0
2016,4.349814286541687e-09,0.0
2017,1.0062445321423752e-09,0.0
2018,3.872199894061623e-09,0.0
2019,2.5509878653906526e-09,0.0
