year,deux_DET ans_NOUN,deux_DET lents_ADJ
1882,3.1965148309609503e-05,0.0
1883,3.178627571287507e-05,0.0
1884,3.18584695833124e-05,0.0
1885,3.1833060688768455e-05,0.0
1886,3.253578302064852e-05,0.0
1887,3.179912778250582e-05,0.0
1888,3.195225986019068e-05,0.0
1889,3.074615801779146e-05,0.0
1890,3.231377991141926e-05,0.0
1891,3.154346518385864e-05,0.0
1892,3.065239866373304e-05,0.0
1893,3.1418393291460234e-05,1.2316833108982905e-09
1894,3.152282101837045e-05,0.0
1895,3.274788468843326e-05,0.0
1896,3.278040458098985e-05,0.0
1897,3.210926990959706e-05,0.0
1898,3.32315192963506e-05,0.0
1899,3.468334239187243e-05,0.0
1900,3.3337982358716545e-05,0.0
1901,3.3795664421631955e-05,0.0
1902,3.1959074135556875e-05,1.4730852093691738e-09
1903,3.471207753591443e-05,0.0
1904,3.506029383970599e-05,5.374625189347171e-10
1905,3.591010840864328e-05,0.0
1906,3.436212386986881e-05,0.0
1907,3.316722597901389e-05,0.0
1908,3.454523653090291e-05,0.0
1909,3.37133274115331e-05,1.1001967115120692e-09
1910,3.3754188734747004e-05,5.344150677544235e-10
1911,3.3795017770898994e-05,0.0
1912,3.3738815545802936e-05,0.0
1913,3.5336472137714736e-05,0.0
1914,3.413932836338063e-05,0.0
1915,2.880278543671011e-05,2.3561523843085297e-09
1916,3.375677863459714e-05,0.0
1917,3.629228478985169e-05,0.0
1918,3.277867313045135e-05,5.743188147278033e-09
1919,3.135364443096478e-05,0.0
1920,3.053881027881289e-05,6.057785384427916e-09
1921,3.2526465020055184e-05,0.0
1922,3.241569652345788e-05,1.4755870969551665e-09
1923,3.0924257202968874e-05,1.0615948120573648e-09
1924,3.166698650147737e-05,0.0
1925,3.0753105420444626e-05,0.0
1926,3.0308580107885064e-05,0.0
1927,3.102717823821877e-05,0.0
1928,3.161014262786921e-05,0.0
1929,3.247651284254971e-05,0.0
1930,3.192990504885529e-05,0.0
1931,3.186314438607951e-05,0.0
1932,3.183416583851795e-05,0.0
1933,3.212588285350648e-05,0.0
1934,3.025828209501924e-05,1.1981580172459871e-09
1935,3.052989586649346e-05,1.196828414151696e-09
1936,2.985468540828151e-05,0.0
1937,3.0250160534706083e-05,0.0
1938,2.9403809890027333e-05,0.0
1939,2.8419404770829715e-05,0.0
1940,2.8238477625563974e-05,0.0
1941,2.830786206686753e-05,2.9515025978810172e-09
1942,2.9547154781539575e-05,3.034211770724937e-09
1943,2.72352497177053e-05,0.0
1944,2.6357765818829648e-05,0.0
1945,3.167109116475331e-05,0.0
1946,2.8896035473735537e-05,2.7842208538686464e-09
1947,3.090605014222092e-05,0.0
1948,2.8923570425831713e-05,1.0871887834440486e-09
1949,3.0817552215012256e-05,0.0
1950,2.9563114708253124e-05,0.0
1951,2.901074094552314e-05,0.0
1952,2.819891517447104e-05,0.0
1953,2.8738107403114554e-05,0.0
1954,2.967430668832094e-05,1.9545072227344917e-09
1955,3.0218841402529506e-05,0.0
1956,2.8564355375237938e-05,0.0
1957,2.7685474378813524e-05,8.835037701437898e-10
1958,2.8815533710258023e-05,0.0
1959,3.0154283535921422e-05,0.0
1960,2.7950478170168935e-05,6.920833350854139e-10
1961,2.8317917212916655e-05,0.0
1962,2.8539438403640816e-05,1.2683912808952869e-09
1963,2.8809499553972273e-05,0.0
1964,2.898706770793069e-05,0.0
1965,2.7918912564928178e-05,0.0
1966,2.7853237270392128e-05,1.1078149508847446e-09
1967,2.82567400518019e-05,0.0
1968,2.878683199014631e-05,0.0
1969,2.9208952128101373e-05,0.0
1970,2.94916239909071e-05,0.0
1971,2.9077164299451397e-05,0.0
1972,2.9384454819592065e-05,0.0
1973,2.9168707897042623e-05,0.0
1974,3.0379213058040477e-05,0.0
1975,3.079972702835221e-05,0.0
1976,3.0367395879693504e-05,0.0
1977,2.945560663647484e-05,0.0
1978,2.9466521709764493e-05,0.0
1979,2.8042656367688323e-05,0.0
1980,2.771567733361735e-05,0.0
1981,2.9305006364666042e-05,0.0
1982,2.9563850603153696e-05,0.0
1983,3.001859249707195e-05,0.0
1984,3.0197757041605655e-05,0.0
1985,2.9871455808461178e-05,6.015558051686298e-10
1986,3.0494546535919653e-05,5.994485463567401e-10
1987,2.9938114721517195e-05,0.0
1988,3.1518486593995476e-05,2.398621523624911e-09
1989,3.1872269119048724e-05,0.0
1990,3.098811225754616e-05,0.0
1991,3.103704398199625e-05,0.0
1992,3.092235738222371e-05,5.509944167592096e-10
1993,3.151255145894538e-05,0.0
1994,3.140796889056219e-05,0.0
1995,3.1086910212252405e-05,0.0
1996,3.155079343741818e-05,0.0
1997,3.172781612192921e-05,0.0
1998,3.189639960510249e-05,0.0
1999,3.065827991122205e-05,0.0
2000,3.055157048947876e-05,0.0
2001,3.080167039115622e-05,4.3812117822561447e-10
2002,3.058968832192477e-05,4.38122149670761e-10
2003,3.0203524147509597e-05,0.0
2004,3.1639175404052367e-05,1.3214374039449694e-09
2005,3.0624595638073515e-05,0.0
2006,3.0840113595331786e-05,4.1178899179428186e-10
2007,3.0767078897042666e-05,3.994479469415779e-10
2008,3.1596162898495095e-05,0.0
2009,2.983982540172292e-05,0.0
2010,2.999041703333205e-05,0.0
2011,2.901056268456159e-05,7.64794394481072e-10
2012,2.9604743531308486e-05,0.0
2013,2.9754664637948736e-05,0.0
2014,3.193771794940403e-05,6.496335691608124e-10
2015,3.0203721735233557e-05,2.2165753954528356e-10
2016,2.9458390372383292e-05,8.285360175719347e-10
2017,3.022280566256086e-05,5.031222660711876e-10
2018,2.9940882996015716e-05,2.5814667070633845e-10
2019,2.963125416499679e-05,7.65296326310505e-10
