year,mais_CONJ imiter_VERB,mais_CONJ limiter_VERB
1800,6.288328968651058e-09,0.0
1801,3.5717739876872656e-08,0.0
1802,1.7902721083373763e-08,0.0
1803,1.3652374120098898e-08,0.0
1804,2.2246657849223084e-08,2.4718509461507665e-09
1805,3.1271653710973624e-08,0.0
1806,5.4751712497136396e-08,0.0
1807,5.693910232196231e-09,0.0
1808,3.6257183921861724e-08,0.0
1809,1.3554183553310395e-08,0.0
1810,9.360507036149102e-09,0.0
1811,7.521229861140455e-09,0.0
1812,1.600324850414836e-08,0.0
1813,1.1502966579257645e-08,0.0
1814,3.1466771410748606e-09,0.0
1815,2.697223555614414e-09,0.0
1816,0.0,0.0
1817,1.0898113522728181e-08,0.0
1818,3.33792957718515e-08,0.0
1819,7.245735234029382e-09,0.0
1820,5.933240565525466e-09,0.0
1821,1.8736827200882544e-08,0.0
1822,1.7043547018147365e-08,0.0
1823,1.778883640390916e-08,0.0
1824,1.6842225392110777e-08,1.6842225392110777e-09
1825,2.2013607825499548e-08,0.0
1826,8.807984341885344e-10,0.0
1827,2.949527377893446e-08,0.0
1828,5.5033806956039655e-09,0.0
1829,2.4004893739437705e-08,8.57317605795771e-10
1830,3.1310507520032616e-09,0.0
1831,1.2472964883158966e-08,0.0
1832,2.705993873419743e-09,1.3529969367098715e-09
1833,1.0425265983826648e-08,0.0
1834,1.8669061851994684e-09,9.334530925997342e-10
1835,1.663879345414898e-08,0.0
1836,6.720749901045764e-09,0.0
1837,6.957891041103892e-09,0.0
1838,1.5780404538645598e-08,0.0
1839,4.894032734625853e-09,4.894032845648155e-09
1840,6.369688498875092e-09,0.0
1841,1.5409316489467528e-08,0.0
1842,8.049918065466954e-09,0.0
1843,1.3585895075607368e-08,0.0
1844,1.3172547497219966e-08,0.0
1845,1.897277490670035e-08,0.0
1846,2.2247105935235822e-08,5.854501328173001e-10
1847,1.3483059113639229e-08,3.775256551818984e-09
1848,2.413566457803995e-09,0.0
1849,1.1731181137619728e-08,5.865590679832167e-09
1850,5.431196825611551e-09,1.0183494048021657e-08
1851,5.8044946626978344e-09,0.0
1852,7.1615997576657264e-09,0.0
1853,7.763511389313749e-09,1.1943863675867306e-09
1854,4.156531618892956e-09,5.195664454227256e-10
1855,7.960405667972736e-09,5.306937111981824e-10
1856,2.019103728656546e-08,4.141751386299575e-09
1857,1.513267822161879e-08,4.881509085841174e-10
1858,1.1255455178993401e-08,5.8724113904951025e-09
1859,8.14747758148826e-09,1.0184346921349174e-08
1860,1.373155189554609e-08,1.8308735638683515e-09
1861,9.903523778831413e-09,9.431927461278633e-10
1862,2.3041730301542884e-08,1.3553959066214816e-09
1863,1.6482248899052365e-08,4.994620717013731e-09
1864,9.589455562952764e-09,6.712619016191468e-09
1865,1.4120533187167439e-08,4.706844358715045e-10
1866,4.3790516213171315e-09,2.919367858567057e-09
1867,1.455843445796745e-08,4.367530337390235e-09
1868,1.1361710239299327e-08,4.93987406535723e-10
1869,2.6859355184427613e-08,4.395167230164532e-09
1870,6.880858549607183e-09,8.027668307875047e-09
1871,2.1242354542039266e-09,1.0621177271019633e-09
1872,1.330414645117628e-08,6.047339295989218e-10
1873,1.2570609442263958e-08,0.0
1874,4.182226565063729e-09,0.0
1875,6.293679688518239e-09,2.2886108563824337e-09
1876,1.1487427675760387e-08,6.04601479992084e-10
1877,2.4739263970730008e-09,4.329371194877751e-09
1878,1.8721174777081018e-08,4.8312708278430705e-09
1879,1.221865053580018e-09,1.221865053580018e-09
1880,4.492492378105339e-09,2.5671385017744797e-09
1881,2.7890030285249168e-09,9.761510710859511e-09
1882,3.9932310791357395e-09,2.6621540527571597e-09
1883,1.4534479841898928e-08,5.055470986281563e-09
1884,6.601696966868076e-10,2.6406787867472303e-09
1885,7.734762830224895e-09,6.445635802876382e-09
1886,1.22615813058502e-08,3.2267319372003556e-09
1887,9.793387212297944e-09,3.917354718385724e-09
1888,1.77537216039525e-08,1.9021844099853524e-09
1889,4.385595664402331e-09,2.506054641582267e-09
1890,3.932631831293776e-09,1.3108772956016423e-09
1891,3.1871101313640793e-09,6.374220040683554e-10
1892,5.641661138255927e-09,5.014809900671935e-09
1893,1.2316833108982905e-09,1.8475249663474358e-09
1894,2.520615716150587e-09,1.1342770722677642e-08
1895,3.0093072478365457e-09,4.213030146971164e-09
1896,1.179405795248556e-09,5.3073260231073505e-09
1897,1.1653427112179315e-09,2.913356778044829e-09
1898,7.921697076085366e-09,0.0
1899,5.527578395003729e-09,1.6582735185011188e-09
1900,5.191053142894475e-10,5.19105292084987e-09
1901,3.353243460679778e-09,6.147612863216523e-09
1902,9.329539363278627e-09,9.820567470342212e-09
1903,1.0800440319869153e-08,4.3201759947208984e-09
1904,2.1498500757388683e-09,3.2247751136083025e-09
1905,4.64468330463319e-09,1.2901897328276846e-08
1906,4.115347618238729e-09,8.745113522223846e-09
1907,1.5428529565042481e-09,5.65712765521198e-09
1908,4.4202499438483756e-09,5.893666887857307e-09
1909,2.750491778780173e-09,1.0451868703853506e-08
1910,4.809735498767509e-09,8.01622634938326e-09
1911,4.25629931299909e-09,5.3203741412488625e-09
1912,5.209421227725386e-10,7.814131786076928e-09
1913,6.893886794756554e-09,4.242391826725367e-09
1914,8.036092680185902e-09,1.3393487430235496e-09
1915,7.0684572639478915e-09,5.890381071793627e-09
1916,1.0987462051303964e-09,1.0987462051303964e-09
1917,1.973956376133401e-08,8.773139215101367e-09
1918,2.2972752589112133e-09,1.2635013924011673e-08
1919,6.4454939163738345e-09,1.657412718181206e-08
1920,3.028892692213958e-09,4.543339038320937e-09
1921,2.2718242842501013e-09,8.330022227553968e-09
1922,5.90234855435412e-09,2.21338064543275e-09
1923,5.307974060286824e-09,5.307974060286824e-09
1924,1.289162443462999e-09,7.734974771800296e-09
1925,2.1996355847875293e-09,6.598906754362588e-09
1926,1.1146138456652466e-09,8.916910432255065e-09
1927,4.4596899506643695e-09,2.2298449753321847e-09
1928,3.4278122562625413e-09,4.570416489713125e-09
1929,3.342121912552898e-09,6.684243603061191e-09
1930,7.3525223687198604e-09,9.453243188239924e-09
1931,6.843213995466613e-09,1.2545892325022123e-08
1932,7.671675517073595e-09,3.2878609834696704e-09
1933,5.735331098932761e-09,1.2617728417652074e-08
1934,4.7926320689839486e-09,5.990790086229936e-09
1935,4.787313656606784e-09,7.180970484910176e-09
1936,3.6374143697059935e-09,2.424942913137329e-09
1937,1.2591118148108649e-09,2.0145788592884628e-08
1938,2.5930428915188486e-09,1.0372171566075394e-08
1939,0.0,7.647025235257843e-09
1940,0.0,5.0715658339584024e-09
1941,1.7709016475464523e-08,2.3612020783048138e-08
1942,1.517105907566929e-08,9.102635090130207e-09
1943,1.1612940831184915e-08,2.9032352077962287e-09
1944,0.0,6.4263723231761105e-09
1945,4.357008087652048e-09,6.535512131478072e-09
1946,1.3921104269343232e-09,1.2528993842408909e-08
1947,2.3841741914054637e-09,1.549713202209091e-08
1948,1.0871887834440486e-09,1.4133454406817236e-08
1949,4.908504269707237e-09,7.853606653895895e-09
1950,2.1270722960764488e-09,8.508289184305795e-09
1951,3.198420528427448e-09,5.330700991734716e-09
1952,0.0,0.0
1953,0.0,6.464296320451979e-09
1954,2.9317608341017376e-09,5.86352189024808e-09
1955,4.6928039232341234e-09,8.447047061821422e-09
1956,5.232684952005684e-09,8.72114158667614e-09
1957,4.4175189062301e-09,2.032058654677371e-08
1958,6.617794867658233e-09,4.963346067476948e-09
1959,7.750747821333448e-09,6.975672928177801e-09
1960,5.536666680683311e-09,1.3149583422134015e-08
1961,3.4740795795684676e-09,1.876002997391879e-08
1962,3.170978202238217e-09,9.512934440181198e-09
1963,7.112658684249595e-09,1.3578711932638043e-08
1964,1.2776333657704697e-08,1.2167936436213722e-08
1965,4.924838870046244e-09,1.2585700037703873e-08
1966,3.3234448526542337e-09,9.416427193542631e-09
1967,7.888536712741256e-09,1.1832805402178792e-08
1968,7.63540675130514e-09,9.88111459321317e-09
1969,4.9959335557403506e-09,1.2716921293787209e-08
1970,3.219107563845469e-09,1.241655755990223e-08
1971,2.0553589941130213e-09,1.284599360218408e-08
1972,4.617132232098697e-09,1.7955513964551528e-08
1973,7.1671648615989625e-09,9.37244637455592e-09
1974,4.500457340128605e-09,1.7439272248509496e-08
1975,6.8537762132336866e-09,1.599214494163448e-08
1976,6.284879505713548e-09,1.9997344224975677e-08
1977,6.464460078348111e-09,1.5279633558407113e-08
1978,7.128709622605811e-09,1.0099005187669263e-08
1979,2.3407893401383717e-09,1.1703946256602649e-08
1980,5.116635559687666e-09,1.0801786576308814e-08
1981,4.427884614521815e-09,1.2651099279281652e-08
1982,2.483000915987077e-09,1.5518756057986138e-08
1983,1.8945948143667124e-09,1.1999099935877666e-08
1984,1.7397025486864948e-09,9.278413592994639e-09
1985,3.609334831011779e-09,1.2031116103372597e-08
1986,8.991728306373403e-09,8.991728250862252e-09
1987,6.110816852533674e-09,1.4054878594293996e-08
1988,2.398621523624911e-09,8.99483043603766e-09
1989,2.7440609784434855e-09,9.329807593161377e-09
1990,1.089730194969718e-09,1.3076762783725826e-08
1991,5.275318515352012e-09,1.641210189973208e-08
1992,4.958949750832886e-09,1.322386600222103e-08
1993,2.7696037130375828e-09,1.2740177357528637e-08
1994,4.747433890450736e-09,1.318731657207195e-08
1995,8.133675954979935e-09,1.4098372247417501e-08
1996,7.473329066698398e-09,7.473329288743003e-09
1997,6.233362714880286e-09,8.630810288678958e-09
1998,6.198567881199324e-09,1.7642078464774613e-08
1999,3.6561609850771504e-09,1.416762307471231e-08
2000,5.3016377954406835e-09,1.192868515076384e-08
2001,6.571817534606339e-09,2.1467937649788382e-08
2002,5.6955877791864395e-09,1.8839252380331573e-08
2003,4.583615265119079e-09,1.7084383685528337e-08
2004,4.845270240583233e-09,1.2773894386697293e-08
2005,5.854874363109275e-09,1.306087415997581e-08
2006,4.529678965248252e-09,1.4000825387938676e-08
2007,4.393927444112933e-09,1.1983438241713884e-08
2008,3.8316956274542235e-09,1.2772319202269955e-08
2009,5.245011758248097e-09,7.1522885392028e-09
2010,6.613310343794865e-09,1.1809482725055886e-08
2011,3.441574775164824e-09,1.6825476123472072e-08
2012,3.744678012118641e-09,9.531907485538227e-09
2013,3.6258624436236175e-09,7.809550117698905e-09
2014,2.8150787256819854e-09,1.0394136662483788e-08
2015,5.763096222466402e-09,9.752931573459023e-09
2016,4.349814286541687e-09,9.113896304313585e-09
2017,2.2640501695647686e-09,8.804639684001359e-09
2018,3.0977600484760615e-09,8.002546625363038e-09
2019,4.846876677788714e-09,8.16316081397872e-09
