year,tes_DET eaux_NOUN,tes_DET lots_NOUN
1875,5.4926659998066896e-08,5.721527140956084e-10
1876,5.441413430951059e-08,0.0
1877,5.2570936381890476e-08,1.2369631985365004e-09
1878,4.1065803202400275e-08,0.0
1879,4.215434479259983e-08,1.832797580370027e-09
1880,7.63723717600584e-08,6.417846254436199e-10
1881,3.067903492359747e-08,6.972507571312292e-10
1882,4.5256619785050134e-08,6.655385131892899e-10
1883,4.7395041335995813e-08,6.319338941018771e-10
1884,5.3473745431631414e-08,6.601696966868076e-10
1885,5.1565084646654213e-08,0.0
1886,6.13079063072064e-08,1.2906927748801422e-09
1887,5.549585813113822e-08,1.3057849246322917e-09
1888,4.5652425617603853e-08,0.0
1889,5.388017676466461e-08,6.265136742733546e-10
1890,4.063719782898545e-08,0.0
1891,4.971891587324251e-08,0.0
1892,3.322311670217459e-08,0.0
1893,3.879802457085191e-08,0.0
1894,3.7179081591176555e-08,6.301539290376468e-10
1895,2.9491210584708938e-08,6.018614495673091e-10
1896,5.48423693125244e-08,1.179405795248556e-09
1897,3.787363744844896e-08,0.0
1898,3.3384293107729945e-08,5.6583548957434e-10
1899,5.30647525920358e-08,5.527578395003729e-10
1900,3.8932899570909285e-08,0.0
1901,3.632680295462265e-08,0.0
1902,4.075535509073802e-08,2.455141867585553e-09
1903,5.508224765193859e-08,5.400220270956879e-10
1904,4.407192566446838e-08,1.6123875568041512e-09
1905,2.7868098273486908e-08,5.160759042333041e-10
1906,4.3211151101729683e-08,1.5432553013283723e-09
1907,4.577130496841164e-08,0.0
1908,5.255186374952814e-08,4.911389073214423e-10
1909,3.135560788791736e-08,0.0
1910,5.557916726850465e-08,5.344150677544235e-10
1911,6.916486583463666e-08,2.128149656499545e-09
1912,6.720153034045495e-08,0.0
1913,7.106006372215035e-08,5.30298971401777e-10
1914,6.830678656033484e-08,0.0
1915,2.7095752974659604e-08,0.0
1916,7.031975557403314e-08,2.197492410260793e-09
1917,4.934891040253575e-08,0.0
1918,1.2405286398120552e-07,1.1486376294556067e-09
1919,8.655377492505778e-08,1.8415696745321952e-09
1920,7.117897693476039e-08,1.514446346106979e-09
1921,9.541661505352295e-08,0.0
1922,7.377935717922668e-08,2.2133805899215986e-09
1923,7.749642350063368e-08,3.1847844361720945e-09
1924,1.0828964380760198e-07,0.0
1925,9.018506119673475e-08,1.0998177923937646e-09
1926,6.35329865383838e-08,2.229227691330493e-09
1927,8.807887319495222e-08,0.0
1928,6.28432237359533e-08,1.1426041224282812e-09
1929,6.350031611646045e-08,4.4561625500705304e-09
1930,5.566909955234678e-08,0.0
1931,5.588624940600084e-08,0.0
1932,4.7126007984843454e-08,0.0
1933,5.04709138926529e-08,0.0
1934,2.156684431042777e-08,0.0
1935,3.710168261505942e-08,0.0
1936,5.941110048368614e-08,0.0
1937,4.658713681493509e-08,1.2591118148108649e-09
1938,7.649476674309597e-08,1.2965214457594243e-09
1939,5.964679594683275e-08,0.0
1940,2.7893612752905028e-08,0.0
1941,4.7224041566096275e-08,0.0
1942,6.675266206457309e-08,3.034211770724937e-09
1943,8.129058670647282e-08,2.9032352077962287e-09
1944,1.0282195717081777e-07,6.4263723231761105e-09
1945,6.099811411530709e-08,0.0
1946,8.909506732379668e-08,0.0
1947,6.675687558299614e-08,0.0
1948,7.827759329614992e-08,1.0871887834440486e-09
1949,5.301184635708722e-08,9.817008317369869e-10
1950,7.657459955012769e-08,1.0635361480382244e-09
1951,3.731490494374157e-08,1.0661401761424827e-09
1952,5.799642011083961e-08,0.0
1953,6.572034605412114e-08,1.0773827385790469e-09
1954,5.277169390360825e-08,9.772536113672459e-10
1955,4.411235732248997e-08,9.385607846468247e-10
1956,5.05826205365878e-08,1.744228317335228e-09
1957,3.8874164776103726e-08,8.835037701437898e-10
1958,7.279573904783732e-08,1.6544486891589827e-09
1959,6.975673072506794e-08,7.750747821333448e-10
1960,5.190624918771647e-08,0.0
1961,5.2806009509520635e-08,6.948159270159238e-10
1962,5.8345999365272405e-08,0.0
1963,8.470530055149084e-08,1.2932106496776896e-09
1964,6.023128817922441e-08,0.0
1965,4.870118530675427e-08,0.0
1966,7.311578609225933e-08,5.539074754423723e-10
1967,7.148986735927565e-08,4.930335584241163e-10
1968,7.096436943632156e-08,0.0
1969,5.813450071334714e-08,0.0
1970,6.024329768372638e-08,4.5987250119061684e-10
1971,5.9091569859504034e-08,0.0
1972,4.206720438659772e-08,0.0
1973,4.134902831243181e-08,1.102640756478479e-09
1974,4.106667361725158e-08,0.0
1975,3.8838066096502644e-08,1.1422960355389478e-09
1976,4.685091936629249e-08,0.0
1977,4.760193350605846e-08,5.876781838942691e-10
1978,6.059403057090407e-08,0.0
1979,4.271940534650298e-08,0.0
1980,4.4912690011500445e-08,0.0
1981,4.427884686686312e-08,0.0
1982,4.2831765689754775e-08,0.0
1983,4.736487024814551e-08,0.0
1984,5.161117666574455e-08,0.0
1985,5.293691107688403e-08,0.0
1986,4.3160296780975216e-08,0.0
1987,4.0331391115699944e-08,0.0
1988,4.197587677445824e-08,0.0
1989,3.786804469996241e-08,5.488122178931576e-10
1990,4.7948126857821904e-08,5.44865097484859e-10
1991,3.634108391992186e-08,0.0
1992,5.785441348216125e-08,5.509944167592096e-10
1993,3.8220531850541306e-08,1.1078414852150331e-09
1994,4.483687721101859e-08,2.1099706426497278e-09
1995,2.602776427718112e-08,5.422450821690461e-10
1996,3.0427125041754266e-08,1.6014276571496566e-09
1997,3.068732568056731e-08,9.58978896292706e-10
1998,4.529722885671106e-08,1.43043876743576e-09
1999,3.747565005540743e-08,4.570201161957499e-10
2000,2.960081113556612e-08,1.3254094488601709e-09
2001,3.767842238211472e-08,8.762423564512289e-10
2002,4.2935970945290336e-08,4.38122149670761e-10
2003,4.0419152136372816e-08,0.0
2004,3.7440725186854706e-08,4.404791253964646e-10
2005,3.1976622238971686e-08,4.5037495954858286e-10
2006,3.37666967720196e-08,0.0
2007,4.03442428353884e-08,3.994479469415779e-10
2008,4.214865234608567e-08,1.2772318758180745e-09
2009,4.8635562244214725e-08,0.0
2010,3.164941375644048e-08,4.723793023408973e-10
2011,3.2121365900472654e-08,0.0
2012,3.7446780898342524e-08,6.808505426114664e-10
2013,3.514297408635514e-08,5.578250084070646e-10
2014,5.132104963223583e-08,1.0827225782605865e-09
2015,3.856841301885794e-08,1.7732603163622684e-09
2016,5.654758217232825e-08,2.0713400439298368e-10
2017,4.6538809472806975e-08,1.0062445321423752e-09
2018,3.5366094608413334e-08,1.8070267504555204e-09
2019,3.6479124387867046e-08,1.2754939326953263e-09
