year,sommes_VERB à_ADP,sommes_VERB a_ADP,sommes_VERB là_ADV
1852,1.6940439309109934e-06,2.6042182188490415e-08,1.3476828542025032e-07
1853,1.8966856032420765e-06,2.8665273044126138e-08,1.4631233113959752e-07
1854,1.9016132455362822e-06,1.7145692421394187e-08,1.5846777046135685e-07
1855,1.9518913632055046e-06,3.502578493908004e-08,1.8308932681065926e-07
1856,1.6976003962554387e-06,1.6567005267642543e-08,1.3408920551682968e-07
1857,1.8032294519798597e-06,1.854973458170761e-08,1.6743575770306052e-07
1858,2.0734505596919917e-06,2.9851423111182385e-08,1.7372549621086364e-07
1859,2.1305652353476034e-06,3.157147498988877e-08,1.7262468077205995e-07
1860,2.1329676656023366e-06,2.3343638411166268e-08,1.7484842373960419e-07
1861,2.123598505932023e-06,2.7352589526685733e-08,1.7779183281163569e-07
1862,2.0755628611368593e-06,3.2077703299160376e-08,1.7800866203288024e-07
1863,2.1991315861669136e-06,3.246503504916731e-08,1.7780850214421662e-07
1864,2.067486775558791e-06,3.068625931135216e-08,2.2631115825788584e-07
1865,2.1086661945446394e-06,3.435996337453062e-08,2.9417776659101946e-07
1866,2.0683719412772916e-06,3.113992219638817e-08,2.218719430402416e-07
1867,2.0964146187907318e-06,3.202855580752839e-08,2.8291890430409694e-07
1868,2.201701818194124e-06,2.173544610961642e-08,2.469936930538097e-07
1869,2.283045205331291e-06,2.344089111705472e-08,2.554080538175185e-07
1870,2.3331845113716554e-06,2.121598097204469e-08,2.6433966127115127e-07
1871,2.2389442619896727e-06,4.142259091288736e-08,2.5597037733859906e-07
1872,2.3379013782687252e-06,3.0841430520567314e-08,3.150663872020232e-07
1873,2.081333832393284e-06,2.334541709947402e-08,3.196526279225509e-07
1874,2.1317405298759695e-06,1.9118748417756848e-08,3.0231521463974786e-07
1875,2.2588590127270436e-06,2.746333060965611e-08,2.860763572698488e-07
1876,2.0205782220727997e-06,3.3857683767735125e-08,2.611878358038666e-07
1877,2.182003072448424e-06,2.9068635387652364e-08,3.339800684898364e-07
1878,2.0544980543490965e-06,1.6305539585204087e-08,2.1559546325988777e-07
1879,2.2048554910725215e-06,4.4598073012380723e-08,2.9813506330356176e-07
1880,2.208380919910269e-06,3.786529356730739e-08,2.7404203706282715e-07
1881,2.2702483875036705e-06,3.346803589820979e-08,3.2352434686799825e-07
1882,2.2575065941055072e-06,5.124646529353072e-08,2.775295513401943e-07
1883,2.3286763735086424e-06,5.308244688251307e-08,3.437720295096369e-07
1884,2.362747409279109e-06,2.6406786979293884e-08,3.0367806402864517e-07
1885,2.157998778784531e-06,3.029448758518072e-08,2.384885249284707e-07
1886,2.1735265818279004e-06,3.0331280376216796e-08,2.7040013605983404e-07
1887,2.2022063603799324e-06,2.807437582408312e-08,3.532148298290849e-07
1888,2.2616973183176015e-06,3.2971196217701504e-08,2.618673988763476e-07
1889,2.525476702430751e-06,3.696430717070598e-08,2.89449303636502e-07
1890,2.454617742841947e-06,3.998175790442815e-08,2.680744159988535e-07
1891,2.2073922991694417e-06,2.5496880939890332e-08,3.499446847854415e-07
1892,2.51618075708393e-06,3.82379252705789e-08,3.4915615287900437e-07
1893,2.294626028742641e-06,3.69504986608149e-08,3.1592676918990037e-07
1894,2.3063632852426963e-06,5.5453547531669756e-08,3.4784497415785154e-07
1895,2.566938974268851e-06,4.4537747712070086e-08,3.906080792148714e-07
1896,2.3818099634809187e-06,3.8920390355023926e-08,3.455658941220463e-07
1897,2.4087632937153103e-06,2.855089586972781e-08,3.501854735077359e-07
1898,2.445540985718253e-06,3.22526236828935e-08,3.6326639474282274e-07
1899,2.3459042495233007e-06,3.814029092552573e-08,3.1120265475692577e-07
1900,2.434084763081046e-06,3.218452870878963e-08,3.5402982234700175e-07
1901,2.40595204559213e-06,2.6267072628094468e-08,3.1520488619207754e-07
1902,2.0313843833719147e-06,3.7318158174759475e-08,2.877426368286251e-07
1903,2.434419229757623e-06,3.294134343079236e-08,3.828756121038168e-07
1904,2.242293703602627e-06,2.6873125946735854e-08,3.9181017541523033e-07
1905,2.4322657736775e-06,4.28343005509646e-08,3.333850315812015e-07
1906,2.2264030121732503e-06,3.7038128120059355e-08,3.307710585431778e-07
1907,2.18827995013271e-06,2.9314207505848344e-08,3.4817048799595796e-07
1908,2.4164035039575538e-06,4.32202229561085e-08,3.757212709842861e-07
1909,2.34671961152344e-06,3.3005901733940135e-08,3.7241659356368473e-07
1910,2.3327218059421284e-06,2.672075405385499e-08,4.259288175489928e-07
1911,2.379271336394595e-06,3.245428303877418e-08,3.4316414598833944e-07
1912,2.4499909159203526e-06,2.969370144212391e-08,4.198793419618596e-07
1913,2.6594493647280615e-06,2.8105845206738422e-08,3.8022434978302044e-07
1914,2.5896308670780854e-06,3.415339322465627e-08,4.11180053561111e-07
1915,3.139572982036043e-06,4.830112398934716e-08,6.42051531940524e-07
1916,3.244597564844298e-06,4.285110155599625e-08,7.317649988181074e-07
1917,3.078275312873302e-06,4.1672412076643184e-08,6.119265094639559e-07
1918,2.9784173420921434e-06,2.5270027848023346e-08,6.616152745664294e-07
1919,2.7816909096145537e-06,2.9465114348425914e-08,4.935406536787923e-07
1920,2.3973684619704727e-06,2.4988364266675944e-08,4.868945211455866e-07
1921,2.4141918402165174e-06,2.271824267596756e-08,4.4376298546922044e-07
1922,2.451688033033861e-06,2.8036154064992047e-08,5.031752152717672e-07
1923,2.4214978111558594e-06,1.4862327368803108e-08,5.806923581985757e-07
1924,2.537071623009979e-06,1.2891624545652292e-08,5.298457494973263e-07
1925,2.761642463156022e-06,2.639562746153956e-08,5.070160113973543e-07
1926,2.7007092739950167e-06,1.1146138789719373e-08,4.904300681118912e-07
1927,2.4873920665413607e-06,1.7838759802657478e-08,6.321610612758377e-07
1928,2.310345507794409e-06,1.4853853924634564e-08,4.66182484615274e-07
1929,2.4308367301273393e-06,6.684243825105796e-09,5.425378049039864e-07
1930,2.4851526632119203e-06,1.155396411878229e-08,4.863168214797042e-07
1931,2.6346374397689942e-06,1.4826963656844327e-08,4.824465804631473e-07
1932,2.454936293361243e-06,1.3151443933878681e-08,5.172901182959322e-07
1933,2.3285444967768854e-06,2.294132461777565e-08,5.21915126228123e-07
1934,2.519726422178792e-06,1.677421224144382e-08,6.266366199270124e-07
1935,2.3266343305294868e-06,2.0346083040578833e-08,5.660998567691422e-07
1936,2.3849313492974034e-06,1.333718602225531e-08,5.516745318345784e-07
1937,2.202186578870169e-06,1.3850229851897211e-08,4.809807023775647e-07
1938,2.331145651623956e-06,2.074434313215079e-08,5.173120598556125e-07
1939,2.1503435618797084e-06,1.988226561167039e-08,4.894096150565019e-07
1940,2.1199145976424916e-06,5.0715658339584024e-09,5.299786494106229e-07
1941,2.464504632371245e-06,1.7709015143196893e-08,6.02106524638657e-07
1942,2.4091641535051167e-06,2.730790571447983e-08,7.069713205964945e-07
1943,2.174523160647368e-06,8.709705623388686e-09,5.835502747686405e-07
1944,2.609107241369202e-06,1.2852744646352221e-08,6.233581189007964e-07
1945,3.030299012607429e-06,1.5249528306782167e-08,8.910081419344351e-07
1946,2.589325504231965e-06,1.3921104269343232e-08,8.08816139397095e-07
1947,2.90869252239645e-06,1.3112958274774655e-08,8.237321935666841e-07
1948,2.601642790978076e-06,7.61032148410834e-09,7.838631290724152e-07
1949,2.2480949155578855e-06,1.8652315691980448e-08,6.50867661988741e-07
1950,2.6396967314212816e-06,1.914365022059883e-08,7.402211394946789e-07
1951,2.4862388272595126e-06,1.7058242818279723e-08,6.97255700288224e-07
1952,2.3883981157268863e-06,1.0544803585865736e-08,7.370817911578342e-07
1953,2.5781769181776326e-06,2.0470272588113403e-08,7.078404564708762e-07
1954,2.426520723020076e-06,8.795282280260608e-09,7.417355050165497e-07
1955,2.540684135965421e-06,1.1262729415761896e-08,7.273845881172747e-07
1956,2.489885901013622e-06,1.4825940475304833e-08,8.136825044857687e-07
1957,2.3156633233156754e-06,1.2369052837524208e-08,6.908999239385594e-07
1958,2.339390448469203e-06,9.926692023931594e-09,7.138946216400655e-07
1959,2.29654665417911e-06,1.7826720211111535e-08,6.998925528023392e-07
1960,2.3233237698150333e-06,1.5225833260856803e-08,7.432975053234259e-07
1961,2.381829062869656e-06,1.389631876236308e-08,7.941745820971846e-07
1962,2.4441899313387694e-06,1.7757477988045167e-08,7.813290494596004e-07
1963,2.385973630225635e-06,1.939815996720995e-08,7.507088071179169e-07
1964,2.5187628125422634e-06,2.3119079428646216e-08,7.477196959371213e-07
1965,2.3436762148776324e-06,1.4227312661319047e-08,7.10271251591621e-07
1966,2.3950958620844176e-06,2.2156298573605682e-08,7.931955110507261e-07
1967,2.4188225324905943e-06,1.824224149515885e-08,7.084892104103346e-07
1968,2.5821150302363094e-06,2.0660512578540846e-08,7.338973659898329e-07
1969,2.4916082566051045e-06,1.7712855182594467e-08,7.230478331621271e-07
1970,2.3352324660663726e-06,2.1614007472692265e-08,7.344164032474509e-07
1971,2.3939794573379913e-06,1.695671192347703e-08,7.204033067864657e-07
1972,2.3721800062048715e-06,2.2059631621385023e-08,7.28993882148643e-07
1973,2.3436630272044567e-06,1.2129048210240967e-08,7.746051551293931e-07
1974,2.256416792079108e-06,1.012602890426706e-08,7.420129009005905e-07
1975,2.2411848021874903e-06,1.4278700444236847e-08,7.379232442872308e-07
1976,2.2751264623366296e-06,3.256710323640277e-08,7.376163466688013e-07
1977,2.316039626748534e-06,1.2928920156696222e-08,8.638869530841475e-07
1978,2.487919573468389e-06,1.3663359998972169e-08,7.73464989833883e-07
1979,2.3390336991724325e-06,1.5800327934911707e-08,7.361782650150417e-07
1980,2.2354013253789162e-06,8.527725858797908e-09,8.05585841590073e-07
1981,2.5226290745195e-06,8.223214442715232e-09,8.514189744346368e-07
1982,2.3315378712140955e-06,1.6760256515979677e-08,9.062953267857665e-07
1983,2.4737094008742133e-06,1.0104505565600164e-08,8.494100143252581e-07
1984,2.3398999928758712e-06,1.4497521405587577e-08,8.663718631396478e-07
1985,2.2606466245633783e-06,1.744511857193487e-08,8.62630997744418e-07
1986,2.4679295620444464e-06,1.0790073612376716e-08,8.937777806750091e-07
1987,2.324554770893883e-06,1.099947066762752e-08,8.61625153447676e-07
1988,2.3164686808740953e-06,1.6790350665374376e-08,9.594485845809686e-07
1989,2.460325276842923e-06,2.195248804959249e-08,8.978568075690418e-07
1990,2.402854988758918e-06,9.262706268664544e-09,9.398922884429339e-07
1991,2.5620463475206634e-06,1.0550637363770932e-08,9.730032388688414e-07
1992,2.4486191705364035e-06,8.8159105016139e-09,8.689182209309365e-07
1993,2.4394669253524626e-06,1.606370197970719e-08,9.089839636544639e-07
1994,2.641683295223629e-06,1.529728738125513e-08,1.0444355211802758e-06
1995,2.5518054371787002e-06,7.049186179219902e-09,1.0335190836485708e-06
1996,2.471536618031678e-06,2.508903329534462e-08,1.0259813052471145e-06
1997,2.3768291157466592e-06,1.2946215210973833e-08,9.61376372288214e-07
1998,2.423163323328481e-06,6.675380914700213e-09,1.0590015335765202e-06
1999,2.408495902272989e-06,1.7366764470949647e-08,1.115586087507836e-06
2000,2.470121444275719e-06,1.457950349337267e-08,1.0165890671487432e-06
2001,2.4057233076746343e-06,1.2705513752209185e-08,1.0659488225428504e-06
2002,2.4547985049139243e-06,1.752488554274123e-08,1.1176496172993211e-06
2003,2.3130589852371486e-06,1.3334153614597e-08,1.0379804962212802e-06
2004,2.394004013694939e-06,7.04766583980998e-09,1.078733362191997e-06
2005,2.363567773500108e-06,1.2610498978382623e-08,9.773136753210565e-07
2006,2.644508867888362e-06,1.1941880984078779e-08,1.0957704716929584e-06
2007,2.4841667709551984e-06,1.1583990322527882e-08,1.178371462629002e-06
2008,2.6213056116830558e-06,1.1920830961242856e-08,1.1154492085552192e-06
2009,2.69307520284201e-06,1.192048149079028e-08,1.2235182111908216e-06
2010,3.0407056783587905e-06,1.1337103256181535e-08,1.5593241187161766e-06
2011,2.9670197818632005e-06,1.0324724131205443e-08,1.5093216916284291e-06
2012,3.2902103157539386e-06,8.851057164971365e-09,1.7358285049340338e-06
2013,3.2551879485254176e-06,5.857162421740725e-09,1.7133595520135714e-06
2014,3.664366431621602e-06,1.9489006242157103e-09,1.8276357423019363e-06
2015,3.5494022085913457e-06,2.4382328933647557e-09,1.6748443840697291e-06
2016,3.7076986245665466e-06,4.764082156549776e-09,1.7647817003307864e-06
2017,3.6906533296132693e-06,2.0124891197959016e-09,1.9106068975816015e-06
2018,3.7764275475637987e-06,6.45366671214731e-09,2.047877615041216e-06
2019,3.6537796859192895e-06,3.57138285611569e-09,2.032626980508212e-06
