year,suis_VERB à_ADP,suis_VERB a_ADP,suis_VERB las_ADJ
1850,2.1100199774082284e-06,1.6293590476834652e-08,3.0346811286108277e-07
1851,1.9961012185376603e-06,2.3217980205103572e-08,2.824854163918644e-07
1852,2.135458998964168e-06,3.64590551082955e-08,3.0664668315694144e-07
1853,2.34816366173618e-06,3.224843125870791e-08,2.388772770700598e-07
1854,2.176463794967276e-06,3.273268706083243e-08,2.556267020281666e-07
1855,2.933674750238424e-06,3.237231638308913e-08,3.555647936082096e-07
1856,2.5554606963851256e-06,2.3815069694066437e-08,2.992415488733968e-07
1857,2.3792474621586734e-06,3.661131847687571e-08,2.64089635493292e-07
1858,3.1999747989175376e-06,4.061751113226819e-08,3.748555741367454e-07
1859,2.8429603844415396e-06,3.309912677273985e-08,3.45758564890275e-07
1860,2.758210939646233e-06,5.126445934422463e-08,3.5930892750002386e-07
1861,2.8130723421782022e-06,4.291527133659656e-08,3.664303847017436e-07
1862,3.146777544316137e-06,4.4276266236709105e-08,2.8689211717392027e-07
1863,3.0781848181504756e-06,3.096664996649068e-08,2.9518210453716165e-07
1864,3.1755482723383466e-06,3.164520401277571e-08,3.38028314672556e-07
1865,2.9780203476548195e-06,3.341859527994373e-08,3.3795143394854676e-07
1866,2.5641779757279437e-06,3.1626483321112175e-08,3.4156602168877725e-07
1867,2.6957368390867487e-06,2.426405742994575e-08,2.7903666932616034e-07
1868,2.3666937067901017e-06,3.309715523869272e-08,2.736690305482625e-07
1869,2.982853402500041e-06,3.8091449106048e-08,3.8189119777598535e-07
1870,2.817711674651946e-06,2.8096838189384243e-08,2.310821685114206e-07
1871,2.7158350803802023e-06,4.779529705345453e-08,2.2410684152873728e-07
1872,2.8730908070428995e-06,4.4145575639475965e-08,2.606403199933993e-07
1873,3.0349042390298564e-06,3.052862318497773e-08,2.5739819875525427e-07
1874,2.9681857540708734e-06,2.6885740689319704e-08,2.8080663128093875e-07
1875,3.375128926563775e-06,4.1194996247551074e-08,3.587397543469706e-07
1876,3.1040240173751954e-06,3.264847947548333e-08,3.736437008683424e-07
1877,3.2383695725002326e-06,2.4120782149417153e-08,4.0634242282067135e-07
1878,2.476630243108957e-06,3.925407654481461e-08,2.4881046556402e-07
1879,2.8677172849711496e-06,4.948553466999073e-08,2.8897107995362603e-07
1880,3.2621912851027446e-06,7.187987627332859e-08,3.7929470408926136e-07
1881,3.2979960451484658e-06,3.625704092513615e-08,3.1306558412325103e-07
1882,3.0455041724053444e-06,6.455723600140573e-08,3.088098594616895e-07
1883,2.8576050681294873e-06,4.739504311235265e-08,2.635164264574996e-07
1884,2.5264694158977363e-06,3.30084857225188e-08,2.7066957386523427e-07
1885,2.4345165456907125e-06,2.6427106392112876e-08,2.139951078561353e-07
1886,2.147067334590247e-06,3.872078385702693e-08,2.174817268496554e-07
1887,2.3993798095034435e-06,3.9173548849191775e-08,2.2981814140621282e-07
1888,2.2534545678354334e-06,4.3116179737623384e-08,2.447477243094909e-07
1889,2.3268717086466495e-06,3.508476542624095e-08,2.468463833338319e-07
1890,2.2835481559013715e-06,3.473824922162194e-08,1.9663158923322044e-07
1891,2.167872253266978e-06,4.46195412839856e-08,1.9887566793386213e-07
1892,2.449107796564931e-06,2.1312942743989538e-08,2.1438312103327917e-07
1893,2.1634516542690108e-06,3.8182183526025426e-08,2.297089309877265e-07
1894,2.1494549855560763e-06,2.3315696040526745e-08,2.1236186853457184e-07
1895,2.439946229060297e-06,3.250051894276851e-08,2.0523475541267544e-07
1896,2.2373328647518065e-06,3.243365909177953e-08,2.1877977474105137e-07
1897,2.1879309315409046e-06,3.4377610647062795e-08,2.2316312708881014e-07
1898,2.3335055630013812e-06,3.055511632599206e-08,2.2011001021837728e-07
1899,2.3182662971521495e-06,3.150719685152126e-08,2.2331417426357802e-07
1900,2.23526740228408e-06,3.633737222230593e-08,2.3204007959520823e-07
1901,2.1203675260039745e-06,3.4650181890416576e-08,2.1516645176689053e-07
1902,1.866889874690969e-06,4.419255578147485e-08,1.6154834270309948e-07
1903,2.0877250790363178e-06,3.7261521201870096e-08,2.2680924871565367e-07
1904,2.1912346710450947e-06,3.278521365501774e-08,1.9886113022948848e-07
1905,2.2635088043898577e-06,3.5093161820931584e-08,2.3068592724939663e-07
1906,2.2032543256500503e-06,2.2634412455424524e-08,2.057673782474012e-07
1907,2.333307975277421e-06,2.468564819224639e-08,2.514850336865493e-07
1908,2.5244539756386075e-06,2.9959472680474164e-08,2.971390529182827e-07
1909,2.4176822535082465e-06,3.245580249000568e-08,3.108055750544736e-07
1910,2.9376797101576813e-06,4.221879024157715e-08,3.564548478607321e-07
1911,2.397360503891832e-06,2.500575924102577e-08,2.2451979475590633e-07
1912,2.4426976779068355e-06,3.5424062572175785e-08,2.745364895417879e-07
1913,2.2664978587272344e-06,4.0302721660001595e-08,2.2802855426107271e-07
1914,2.2594813344767317e-06,4.218948657097599e-08,2.625123443067423e-07
1915,1.9237984361097915e-06,2.0027295377644805e-08,1.284103063881048e-07
1916,2.1601349544653203e-06,2.52711618298207e-08,1.9008309948276292e-07
1917,2.2875960894452874e-06,2.851270441972531e-08,2.4235797013716365e-07
1918,2.128425421688007e-06,3.9053678513312207e-08,2.4006527610254125e-07
1919,2.1555572402576217e-06,3.6831393046554695e-08,2.35720918340121e-07
1920,2.17095885091112e-06,3.483226640454973e-08,1.9839247045183583e-07
1921,2.311959860890056e-06,1.8174594496045415e-08,2.0370690378967993e-07
1922,2.5704728159325896e-06,2.8036154786637013e-08,3.0544651963282377e-07
1923,2.652925331858569e-06,5.6264525483129546e-08,3.0786250704295526e-07
1924,2.6002405775216175e-06,2.5783248314148466e-08,3.8803790403107996e-07
1925,2.973907385239727e-06,2.749544458779951e-08,3.134480834887654e-07
1926,2.7330331704433775e-06,1.0031524499964917e-08,3.6113488022238016e-07
1927,3.3469973459432367e-06,2.0068604555945058e-08,4.5600330622619367e-07
1928,2.302347411387018e-06,1.7139062169491126e-08,3.47351658547268e-07
1929,2.8530580493679736e-06,3.676334170421569e-08,3.275279425452027e-07
1930,2.567080628068652e-06,3.2561171536826805e-08,2.814965682773618e-07
1931,2.49891354542342e-06,1.596749932275543e-08,2.395125022758293e-07
1932,2.2916390207683435e-06,2.0823119339929974e-08,1.8302425530691835e-07
1933,2.354926891712239e-06,2.2941323951641834e-08,2.213837859699197e-07
1934,2.354380512770149e-06,1.677421224144382e-08,2.3723528386199177e-07
1935,2.416396455373615e-06,2.154291145473053e-08,2.5253078206333157e-07
1936,2.1266748717607697e-06,1.2124714565686645e-08,2.0490767838055035e-07
1937,2.166931380997994e-06,1.76275650742852e-08,1.951623289642157e-07
1938,2.154818730559782e-06,5.186085638708704e-08,2.087399479933083e-07
1939,1.9086974134552293e-06,2.2941075705773528e-08,2.3858717668190366e-07
1940,1.6634735402476508e-06,2.028626333583361e-08,1.0143131845552489e-07
1941,2.370056563449907e-06,5.312704765003673e-08,2.2136269706152234e-07
1942,2.3757877443131292e-06,3.034211815133858e-08,4.2175543057965115e-07
1943,2.6042018816951895e-06,2.322588210645904e-08,2.52581457971246e-07
1944,2.6026807518064743e-06,1.2852744646352221e-08,3.052526835745084e-07
1945,2.5423141778446734e-06,1.089252021913012e-08,2.418139501969563e-07
1946,2.8580027446878375e-06,2.3665878146061914e-08,2.784220782814373e-07
1947,3.453476210779627e-06,2.622591566137089e-08,4.053096063216799e-07
1948,2.595119667603285e-06,2.8266909479768287e-08,2.815818902490719e-07
1949,2.3904415229480946e-06,8.933477502193199e-08,2.5033369865923305e-07
1950,2.9438681394822197e-06,3.6160229255344234e-08,2.3291441664241574e-07
1951,2.948943802039139e-06,1.4925962688039363e-08,2.6440275746608677e-07
1952,2.7753924314311007e-06,2.0035126779838208e-08,2.984179445775226e-07
1953,2.4553553430450847e-06,1.4005975490505307e-08,2.3702419582605216e-07
1954,2.7666048936225707e-06,2.443134050622575e-08,3.000168646849488e-07
1955,2.582919250926352e-06,2.7218262754757916e-08,2.3745587895973586e-07
1956,2.6695413453126093e-06,1.3953826316637219e-08,2.5727368324623967e-07
1957,2.4579073851782596e-06,2.3854602404504988e-08,2.403130281436461e-07
1958,2.427903382340446e-06,2.1507833292133682e-08,2.2996836435140722e-07
1959,2.570147898950381e-06,2.7902691490666598e-08,2.2089631102062413e-07
1960,2.5759341042430606e-06,2.214666650068864e-08,2.830620928762073e-07
1961,2.7764845071942545e-06,1.8065213658324808e-08,2.563870680205582e-07
1962,2.8367571758280974e-06,1.395230431189276e-08,2.409943533621117e-07
1963,2.5793085569603136e-06,2.327779202726532e-08,2.7610047936832416e-07
1964,3.12411771119514e-06,2.190228565179808e-08,3.0115643312456086e-07
1965,2.448739451210713e-06,5.855086282480215e-08,3.1464250582757813e-07
1966,2.5025540253409417e-06,2.6587558710211567e-08,2.5202788833667e-07
1967,2.525317995605292e-06,2.9582013283402375e-08,2.657450863807753e-07
1968,2.744255198194878e-06,2.6948495185363797e-08,3.247293705044285e-07
1969,2.2904084744368447e-06,2.4525491859606063e-08,2.2436283586557693e-07
1970,2.292924364155624e-06,2.1154134721701467e-08,2.3085598854777345e-07
1971,2.5938629732991103e-06,2.312278823968228e-08,2.682243405160989e-07
1972,2.2998449367150897e-06,2.8728822876189497e-08,1.887894001129098e-07
1973,2.338701051485259e-06,1.8744892471556085e-08,2.3706776630660897e-07
1974,1.9121318928227993e-06,2.3064843146514136e-08,1.5470321557131683e-07
1975,1.9950200567109277e-06,1.9990180621931586e-08,1.6106373834645638e-07
1976,1.9774515749304555e-06,4.627956828873181e-08,1.6854903606144944e-07
1977,1.909954107759404e-06,1.7630345294783467e-08,1.7160202503418986e-07
1978,2.1118801214470295e-06,4.039602119476626e-08,1.9782169147219975e-07
1979,2.185711991842254e-06,2.8089472303705065e-08,1.825815729716851e-07
1980,2.2069755232223542e-06,2.6720207546571118e-08,1.3928618614045263e-07
1981,2.198760967075941e-06,2.84649726012276e-08,1.454876326079102e-07
1982,2.1173789264139486e-06,2.917526009671434e-08,1.558083084773898e-07
1983,2.19394087253022e-06,3.5997300584789116e-08,1.5851443890824157e-07
1984,2.0922823296132265e-06,2.087643063974909e-08,1.455551199569527e-07
1985,2.2353813164954772e-06,6.075713665509852e-08,1.2933449511365325e-07
1986,2.4067858248599805e-06,2.5776287104761764e-08,1.684450410266436e-07
1987,2.191339035562123e-06,2.3221104594739472e-08,1.5032608757792332e-07
1988,2.1431683308037464e-06,3.238139062444745e-08,1.1453418125029202e-07
1989,2.365380623814417e-06,3.018467154003446e-08,1.322637501743884e-07
1990,2.2050689949537627e-06,2.1794604121438965e-08,1.4384438884462725e-07
1991,2.4952257717814064e-06,1.582595621218985e-08,1.1078169137590521e-07
1992,2.0386794403748354e-06,3.4712649199519774e-08,1.0854589760356248e-07
1993,2.5757315142982407e-06,1.6617622222714346e-08,1.4845075213543169e-07
1994,2.4887103791115806e-06,2.848460389781593e-08,1.53500366195658e-07
1995,2.4249200123449555e-06,4.934430175573823e-08,1.6104678479678114e-07
1996,2.35463244280254e-06,3.256236347226604e-08,1.393242001768158e-07
1997,2.212364279330359e-06,2.733089854434212e-08,1.2562622941914015e-07
1998,2.4765663511061575e-06,2.0026142966145244e-08,1.459047496155108e-07
1999,2.4852754449966596e-06,2.5136106140966064e-08,1.371060278643199e-07
2000,2.4727721665840363e-06,2.8275401131594435e-08,1.161942293492757e-07
2001,2.5459221433266066e-06,1.708672603406569e-08,1.2836950702421746e-07
2002,2.508249281163444e-06,2.9354183750385232e-08,1.6254331569598435e-07
2003,2.758502887445502e-06,3.000184461976474e-08,1.4250876745336427e-07
2004,2.7366968424757943e-06,2.730970624642559e-08,1.2950086158980412e-07
2005,2.76665332421544e-06,2.8823997633153908e-08,1.396162332412132e-07
2006,2.934408257715404e-06,2.6766283744983355e-08,1.461850871464776e-07
2007,3.358957883392577e-06,2.6763012805908204e-08,1.5658359586723236e-07
2008,3.492377800284885e-06,3.3633772655861094e-08,1.6774312427969562e-07
2009,3.872725756082218e-06,2.3364143508786128e-08,1.554430753003544e-07
2010,4.885346697847126e-06,2.5980861351193596e-08,1.8517268074447202e-07
2011,5.297730695019709e-06,2.3708625701557295e-08,1.8813942403994588e-07
2012,6.149782620923361e-06,1.8042539268181557e-08,2.1719132803355023e-07
2013,6.793192824261496e-06,1.3387799757680341e-08,2.426538685540436e-07
2014,7.560435278719524e-06,1.2343037703033133e-08,3.0359541369762155e-07
2015,7.886796993261669e-06,1.2412822214535879e-08,3.4600742537804763e-07
2016,8.289916877401993e-06,1.4913648760384035e-08,3.2520037507310917e-07
2017,8.984254236565903e-06,1.559679052576257e-08,2.56592358027774e-07
2018,9.595570190867875e-06,1.8070266172287575e-08,2.790565645227616e-07
2019,9.51365382206859e-06,1.5305926248654345e-08,3.4259764447597263e-07
