year,sommes_VERB en_ADP,sommes_VERB lents_ADJ
1800,1.4746131000720197e-06,0.0
1801,1.631110080779763e-06,4.7623651688866175e-09
1802,1.4076014167585527e-06,0.0
1803,1.2150613883932238e-06,0.0
1804,1.3619899164041271e-06,0.0
1805,1.1001936854881933e-06,2.842877711017877e-09
1806,1.5099946040209034e-06,5.76333825108577e-09
1807,1.2099559398848214e-06,5.693910232196231e-09
1808,1.0038708069259883e-06,0.0
1809,1.2063222811775631e-06,0.0
1810,1.4766200138183194e-06,2.3401267590372754e-09
1811,1.0980995739373611e-06,2.2563691359778204e-08
1812,1.2642567526199855e-06,0.0
1813,1.2423204225342488e-06,0.0
1814,1.5670451603000402e-06,0.0
1815,1.6291230622300645e-06,5.394447111228828e-09
1816,1.562064994686807e-06,0.0
1817,1.446335431865009e-06,6.227493631882908e-09
1818,1.5867086631260463e-06,0.0
1819,1.6654839782859199e-06,0.0
1820,1.835744683376106e-06,2.3732962262101864e-09
1821,2.017660563069512e-06,9.86148829262845e-10
1822,2.079312707792269e-06,1.0025615893027862e-09
1823,1.6948807797234622e-06,0.0
1824,1.9764352146012243e-06,0.0
1825,1.7337916915494134e-06,4.4027217427355936e-09
1826,1.5466820286746952e-06,0.0
1827,1.4950417153158924e-06,5.530363722527909e-09
1828,1.8133639514417155e-06,1.1006761724274838e-08
1829,1.5774644452903885e-06,8.57317605795771e-10
1830,1.6542385310458485e-06,7.305785310052215e-09
1831,2.005029045903939e-06,1.5591206103948707e-09
1832,1.886077711787948e-06,0.0
1833,1.9414160306041595e-06,5.791814139399776e-09
1834,1.915445636768709e-06,6.534171426153534e-09
1835,2.324893330296618e-06,3.781543966852041e-09
1836,2.333444399482687e-06,2.016224964762614e-09
1837,2.0957168089807965e-06,4.174734336004349e-09
1838,1.995905677176779e-06,1.2624323808552163e-09
1839,2.2386702767107636e-06,1.3982950353153e-09
1840,2.171426785935182e-06,6.369688665408546e-10
1841,2.323596618225565e-06,5.778493683550323e-09
1842,2.614881623230758e-06,0.0
1843,2.3999780296435347e-06,0.0
1844,2.457228902130737e-06,7.1351298203126134e-09
1845,2.43576960201608e-06,4.464182357111213e-09
1846,2.51216647484398e-06,4.0981511517657054e-09
1847,2.1977386950311484e-06,7.011190739092399e-09
1848,2.6645773232303327e-06,0.0
1849,2.91100877802819e-06,1.1731181359664333e-08
1850,2.453543174851802e-06,3.394498016007219e-09
1851,2.7429462079453515e-06,1.2898877521649865e-09
1852,2.6530472041486064e-06,0.0
1853,2.874290885301889e-06,9.555090940693844e-09
1854,2.6305649498681305e-06,2.5978321716024766e-09
1855,2.8546014618768822e-06,4.2455496895854594e-09
1856,2.5062772692763247e-06,1.0354378465748937e-09
1857,2.645289669089834e-06,2.4407544874094356e-09
1858,3.305188783997437e-06,1.468102750479261e-09
1859,2.9697555419261334e-06,5.092173349652285e-09
1860,3.114315859420458e-06,1.373155145145688e-09
1861,3.17290050588781e-06,8.017138064531082e-09
1862,3.1336753636423964e-06,3.162590411776023e-09
1863,3.366873897903133e-06,1.4983863039219614e-09
1864,3.3409664865757804e-06,3.3563094525845827e-09
1865,3.576730932763894e-06,4.706844247692743e-09
1866,3.5241635032434715e-06,4.865612801552288e-09
1867,3.5653606573760044e-06,2.426405742994575e-09
1868,3.762702135645668e-06,0.0
1869,4.11973678637878e-06,2.9301114867763545e-09
1870,3.751788199224393e-06,2.8670243956696595e-09
1871,4.6871255108271725e-06,1.0621177271019633e-09
1872,4.556670319288969e-06,9.675742873582749e-09
1873,3.963333710998995e-06,4.788803575905831e-09
1874,3.887678303726716e-06,0.0
1875,4.177858954790281e-06,8.58229043387837e-09
1876,3.905121047864668e-06,6.04601479992084e-09
1877,3.6323424410511507e-06,0.0
1878,3.7303450426406926e-06,2.4156354694326865e-09
1879,3.953955456381664e-06,1.832797580370027e-09
1880,3.8173348002601415e-06,2.5671385017744797e-09
1881,4.3654868022713345e-06,6.972507571312292e-10
1882,4.278081632946851e-06,6.655385131892899e-10
1883,4.295254711905727e-06,6.319338941018771e-10
1884,4.483212251216173e-06,4.621187876807653e-09
1885,4.20642163589946e-06,6.445635691854079e-10
1886,4.208949121675687e-06,3.2267319927115068e-09
1887,4.488635568122845e-06,1.1099172247952538e-08
1888,4.491691470320802e-06,3.804368819970705e-09
1889,4.74584112453158e-06,6.265136853755848e-09
1890,4.531047579803271e-06,6.554386478008212e-10
1891,4.587526291288668e-06,5.736798147637501e-09
1892,4.9822137953015044e-06,6.268512375839919e-10
1893,4.605879894370446e-06,6.15841644346915e-09
1894,4.61398713014205e-06,1.2603078580752936e-09
1895,4.866651579504833e-06,6.018614495673091e-10
1896,4.556044586934149e-06,5.307326134129653e-09
1897,4.649134552892065e-06,2.330685422435863e-09
1898,4.732647994387662e-06,1.13167097914868e-09
1899,4.719446224044077e-06,5.527578395003729e-09
1900,4.760195679409662e-06,8.30568502863116e-09
1901,4.735338279715506e-06,4.470991132876634e-09
1902,3.921843926946167e-06,4.419255628107521e-09
1903,4.804575837624725e-06,0.0
1904,4.843612259719521e-06,2.1498500757388683e-09
1905,4.8392439566669054e-06,9.28936660926638e-09
1906,4.5999299800314475e-06,1.0288369045596824e-09
1907,4.838387212657835e-06,7.71426478252124e-09
1908,5.021895503887208e-06,1.4734167219643268e-09
1909,4.9536356527823955e-06,7.151278680339601e-09
1910,4.974870080332039e-06,1.6032452032632705e-09
1911,4.751625965582207e-06,1.0108711201439746e-08
1912,4.857264229940483e-06,3.646594803896619e-09
1913,4.685191470343852e-06,3.181793939432964e-09
1914,5.0680955610005185e-06,8.036092680185902e-09
1915,6.05648983764695e-06,8.246533234057551e-09
1916,6.6935617724084295e-06,8.789969641043172e-09
1917,6.40658527117921e-06,2.631941953268324e-08
1918,6.164738351799315e-06,9.189101035644853e-09
1919,5.7751626627577934e-06,2.762354567309444e-09
1920,5.394457730290014e-06,3.028892692213958e-09
1921,5.0904009185614996e-06,0.0
1922,5.242023235041415e-06,1.4755870969551665e-09
1923,5.122195034346078e-06,1.0615948120573648e-09
1924,5.530506768991472e-06,5.156649773851996e-09
1925,5.140548182680504e-06,4.399271169575059e-09
1926,5.264321316644782e-06,2.229227691330493e-09
1927,5.078471986053046e-06,5.574612327308159e-09
1928,4.998893018637318e-06,4.570416489713125e-09
1929,5.207025878917193e-06,7.798284684668033e-09
1930,5.2150389819871634e-06,2.100720708497761e-09
1931,5.546424745261902e-06,7.983749661377715e-09
1932,5.251809852779843e-06,9.863582839386709e-09
1933,5.1870333663828205e-06,1.261772819560747e-08
1934,5.401296220952645e-06,3.5944740517379614e-09
1935,4.769361112266779e-06,2.393656828303392e-09
1936,5.42217230758979e-06,2.424942913137329e-09
1937,5.055333986092592e-06,5.0364472592434595e-09
1938,5.275545845506713e-06,1.2965214457594243e-09
1939,5.2458594836934935e-06,4.588215141154706e-09
1940,5.284571670927107e-06,2.5357829169792012e-09
1941,5.067729944130406e-06,2.9515025978810172e-09
1942,5.155126018507872e-06,6.068423541449874e-09
1943,5.315823727869429e-06,5.806470415592457e-09
1944,5.523466825252399e-06,3.2131861615880553e-09
1945,6.30894783171243e-06,4.357008087652048e-09
1946,6.300691893557087e-06,0.0
1947,6.481377567979507e-06,7.152522574216391e-09
1948,6.320915417745709e-06,4.348755133776194e-09
1949,5.7174256653524935e-06,9.817008317369869e-10
1950,6.018551175657194e-06,4.2541445921528975e-09
1951,5.672931820299709e-06,6.396841278899501e-09
1952,5.735319064115174e-06,2.1089607837865287e-09
1953,5.869580945727648e-06,1.0773827385790469e-09
1954,5.79413654122618e-06,5.863521668203475e-09
1955,5.702695489162579e-06,0.0
1956,5.867584150109906e-06,3.488456634670456e-09
1957,5.493626304087229e-06,6.184526224473075e-09
1958,5.317398063198198e-06,8.272243445794913e-10
1959,5.479003448272124e-06,3.8753737996444215e-09
1960,5.580960078077624e-06,2.076250060767393e-09
1961,5.700269866792951e-06,3.47407969059077e-09
1962,5.372271061787615e-06,3.170978146727066e-09
1963,5.6021885939117055e-06,1.2932106496776896e-09
1964,5.41716553925653e-06,6.083968329129164e-10
1965,5.489554041560041e-06,2.73602163147757e-09
1966,5.499193321156781e-06,5.539074976468328e-09
1967,5.2858126764476765e-06,1.4791006197611978e-09
1968,5.582829999184469e-06,5.838840522187638e-09
1969,5.625421181321144e-06,4.995933444718048e-09
1970,5.701959253201494e-06,3.6789800095249348e-09
1971,5.600853455689503e-06,1.0276794970565106e-09
1972,5.3256053433869965e-06,4.104117490300041e-09
1973,5.43932674190728e-06,1.6539611902288698e-09
1974,5.402236638474278e-06,1.1251143350321513e-09
1975,5.2882596719427966e-06,1.1422960355389478e-09
1976,5.650678303936729e-06,2.285410749536254e-09
1977,5.64406127523398e-06,1.1753563677885381e-09
1978,5.416631211119238e-06,2.970295565063452e-09
1979,5.284917278913781e-06,3.5111840102075575e-09
1980,5.797148332931101e-06,3.97960553399912e-09
1981,5.4387073760153726e-06,2.5302198114474095e-09
1982,5.772356416855473e-06,1.2415004579935385e-09
1983,5.811353730678093e-06,2.5261264191556165e-09
1984,5.937604782957351e-06,4.059305780401701e-09
1985,5.504837190528633e-06,2.4062232206745193e-09
1986,5.697758297174005e-06,2.3977941854269602e-09
1987,5.38546282768948e-06,0.0
1988,5.3897024372417945e-06,3.597932174415064e-09
1989,5.940892151556909e-06,3.2928733073589456e-09
1990,5.4557340263272636e-06,1.6345953479657283e-09
1991,5.944697932136478e-06,2.9307325455363298e-09
1992,5.366685400076676e-06,3.30596661157756e-09
1993,5.6317121561733074e-06,2.2156829704300662e-09
1994,6.198566097737057e-06,1.5824779264761446e-09
1995,5.775994395662565e-06,1.626735190995987e-09
1996,5.789694569102721e-06,4.270473752399084e-09
1997,6.0410875448724255e-06,3.3564262480467733e-09
1998,5.771343694505049e-06,0.0
1999,5.6912713262136094e-06,2.285100553223174e-09
2000,5.706329375243513e-06,6.627047355323157e-09
2001,5.727996267523849e-06,1.3143635069212678e-09
2002,5.7652491705084685e-06,3.066854992184176e-09
2003,5.574509486905299e-06,7.500461585152607e-09
2004,5.850443812960293e-06,4.845270407116686e-09
2005,5.3626145017915405e-06,2.251874686720612e-09
2006,6.055357061995892e-06,4.117890028965121e-09
2007,5.7604388530307915e-06,4.7933754743212376e-09
2008,5.935296485404251e-06,2.554463751636149e-09
2009,5.98455835643108e-06,2.384096253749135e-09
2010,6.255246717046248e-06,2.8342759250676863e-09
2011,6.366531124513131e-06,4.206369030868018e-09
2012,6.57599503028905e-06,3.4042526575461807e-09
2013,6.570062851096736e-06,3.6258624991347688e-09
2014,6.908419891260564e-06,5.197068553286499e-09
2015,6.666572062385967e-06,3.546520632724537e-09
2016,6.871877758385381e-06,5.178350193091319e-09
2017,7.074905170156853e-06,4.528100561174142e-09
2018,7.2185553108283784e-06,5.937373259712331e-09
2019,7.014961283857701e-06,4.08158040698936e-09
