year,énormes_ADJ lames_NOUN
1912,8.335073964360618e-09
1913,2.4393752795504042e-08
1914,2.0090231700464756e-09
1915,7.068456930880984e-09
1916,0.0
1917,0.0
1918,1.1486376294556067e-09
1919,1.1049418269237776e-08
1920,3.028892692213958e-09
1921,3.0290989716519334e-09
1922,9.591316185719734e-09
1923,1.1677542488541803e-08
1924,5.156649773851996e-09
1925,9.898360353588487e-09
1926,2.229227691330493e-09
1927,6.689535148041159e-09
1928,5.713020723163709e-09
1929,5.570202965543558e-09
1930,6.302162347537887e-09
1931,2.2810713318222042e-09
1932,1.0959536611565568e-09
1933,1.261772819560747e-08
1934,1.0783422155213884e-08
1935,4.787313656606784e-09
1936,7.274828739411987e-09
1937,1.3850230295986421e-08
1938,5.186085783037697e-09
1939,9.176430282309411e-09
1940,5.0715658339584024e-09
1941,8.854508237732261e-09
1942,3.034211770724937e-09
1943,5.806470415592457e-09
1944,6.4263723231761105e-09
1945,1.742803235060819e-08
1946,8.352662561605939e-09
1947,4.7683483828109274e-09
1948,5.435944139264848e-09
1949,3.9268033269479474e-09
1950,1.701657836861159e-08
1951,1.3859822622919182e-08
1952,5.272402070488624e-09
1953,9.69644453618912e-09
1954,1.2704297169818801e-08
1955,5.631364707880948e-09
1956,4.360570571293465e-09
1957,4.417518795207798e-09
1958,5.790570245522986e-09
1959,7.750747821333448e-10
1960,2.7683333403416555e-09
1961,9.03260666262895e-09
1962,3.170978146727066e-09
1963,8.405868889838075e-09
1964,2.4335873316516654e-09
1965,8.755269398363907e-09
1966,5.539074976468328e-09
1967,4.437302081328198e-09
1968,4.940557296606585e-09
1969,4.995933444718048e-09
1970,9.197450023812337e-10
1971,2.0553589941130213e-09
1972,0.0
1973,3.3079223804577396e-09
1974,4.500457340128605e-09
1975,5.711480177694739e-10
1976,2.856763492431469e-09
1977,5.876781727920388e-09
1978,2.970295565063452e-09
1979,2.3407893401383717e-09
1980,4.548120546843393e-09
1981,4.427884725544118e-09
1982,4.345251713999687e-09
1983,4.4207211225000265e-09
1984,2.8995041922996734e-09
1985,3.0077789148208467e-09
1986,3.5966913891627428e-09
1987,5.49973533381376e-09
1988,4.197587610832443e-09
1989,1.0976244357863152e-09
1990,1.6345953479657283e-09
1991,3.5168792322792797e-09
1992,2.7549720282848966e-09
1993,2.7696036575264316e-09
1994,3.164955852952289e-09
1995,2.1689803286761844e-09
1996,1.067618438099771e-09
1997,3.3564262480467733e-09
1998,5.72175506974304e-09
1999,2.285100553223174e-09
2000,1.7672125984802278e-09
2001,6.133696661692056e-09
2002,1.3143663935011318e-09
2003,2.9168460979889232e-09
2004,1.3214374039449694e-09
2005,5.404499514582994e-09
2006,4.529678854225949e-09
2007,5.192823504529542e-09
2008,2.9802078582719105e-09
2009,2.384096253749135e-09
2010,6.613310343794865e-09
2011,6.118355155848576e-09
2012,8.510632198976964e-09
2013,8.925200134513034e-09
2014,1.4941571535587173e-08
2015,9.087958829923082e-09
2016,1.0356700386182638e-08
2017,4.528100561174142e-09
2018,1.4456214003644163e-08
2019,1.1224345897176136e-08
