year,exigences_NOUN égales_ADJ,exigences_NOUN légales_ADJ
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,1.4234775136401367e-08
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,2.3401267590372754e-09
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,0.0,0.0
1826,0.0,0.0
1827,0.0,0.0
1828,0.0,4.586150570418113e-09
1829,0.0,1.628903412154159e-08
1830,0.0,3.1310507520032616e-09
1831,0.0,1.7150327380477393e-08
1832,0.0,0.0
1833,0.0,0.0
1834,0.0,2.8003592777992026e-09
1835,0.0,1.0588323107185715e-08
1836,0.0,7.392825018825988e-09
1837,0.0,4.174734336004349e-09
1838,0.0,6.312161904276081e-10
1839,0.0,6.292327547896548e-09
1840,0.0,5.732719632334238e-09
1841,0.0,5.778493683550323e-09
1842,0.0,8.049918065466954e-09
1843,0.0,2.953455480181333e-09
1844,0.0,3.841992946007622e-09
1845,0.0,1.1160455670733427e-08
1846,0.0,8.781752214304106e-09
1847,0.0,1.1865092020002521e-08
1848,8.045221711050488e-10,1.206783295515379e-08
1849,0.0,2.76520690789539e-08
1850,0.0,4.752297222410107e-09
1851,0.0,1.0319102017319892e-08
1852,0.0,9.765818376195057e-09
1853,0.0,8.957897534855874e-09
1854,0.0,1.1950028522278444e-08
1855,0.0,2.7065379271107304e-08
1856,0.0,4.141751386299575e-09
1857,0.0,2.001418764052687e-08
1858,0.0,5.872411001917044e-09
1859,0.0,1.2221216039165483e-08
1860,0.0,1.0069804545764782e-08
1861,5.659156698811785e-09,1.8863854478468056e-08
1862,0.0,2.1686334505943705e-08
1863,0.0,1.1987090431375691e-08
1864,3.835782358407869e-09,1.3904711160250827e-08
1865,0.0,9.88437331983505e-09
1866,0.0,6.811858188626729e-09
1867,0.0,2.5719900875742496e-08
1868,0.0,2.5687345583946808e-08
1869,0.0,1.2697149998075474e-08
1870,0.0,2.5803219116937726e-08
1871,0.0,7.434824311758348e-09
1872,0.0,1.269941218851045e-08
1873,1.7958012854535355e-09,1.2570609442263958e-08
1874,3.5847653734322193e-09,5.377148060148329e-09
1875,0.0,6.293679799540541e-09
1876,6.04601479992084e-10,1.0278225381910033e-08
1877,0.0,7.421779191219002e-09
1878,0.0,9.662541877730746e-09
1879,0.0,9.163987790827832e-09
1880,0.0,1.8611753915820373e-08
1881,6.972507571312292e-10,1.6036766581351003e-08
1882,6.655385131892899e-10,1.1979693681496428e-08
1883,0.0,7.58320695126713e-09
1884,0.0,2.442627788923346e-08
1885,6.445635691854079e-10,1.8692343672910283e-08
1886,0.0,1.613365974151293e-08
1887,0.0,1.697520346510828e-08
1888,0.0,1.775372027168487e-08
1889,0.0,1.3783300722991498e-08
1890,0.0,2.4906668727453507e-08
1891,3.1871101313640793e-09,2.42220359325529e-08
1892,0.0,2.5074049503359674e-08
1893,0.0,3.263960834942736e-08
1894,0.0,2.9617234886814003e-08
1895,0.0,2.4074457982692365e-08
1896,0.0,1.3563166589847242e-08
1897,5.826713556089658e-10,2.6220211779559577e-08
1898,5.6583548957434e-10,4.639851169940812e-08
1899,0.0,3.758753308602536e-08
1900,5.191053142894475e-10,3.5299160261459406e-08
1901,5.588738916095792e-10,5.4769643154095604e-08
1902,0.0,4.321049618116746e-08
1903,5.400220270956879e-10,3.0781254878320397e-08
1904,0.0,3.493506284257819e-08
1905,1.0321518084666081e-09,3.818961857859904e-08
1906,2.0576738091193647e-09,3.240836221607424e-08
1907,5.142843373384665e-10,7.508551058688084e-08
1908,9.822778146428846e-10,5.598983676691205e-08
1909,1.6502950117569526e-09,4.34577707153494e-08
1910,4.275320542035388e-09,4.328762226446514e-08
1911,0.0,3.990280461607654e-08
1912,5.209421227725386e-10,4.428008182344456e-08
1913,0.0,3.712092677687906e-08
1914,0.0,2.74566485103378e-08
1915,0.0,2.4739600590351074e-08
1916,1.0987462051303964e-09,8.46034566848175e-08
1917,0.0,5.15421945124217e-08
1918,0.0,7.121553124989077e-08
1919,9.207848372660976e-10,2.6702760891339494e-08
1920,0.0,3.104615009519307e-08
1921,0.0,3.0290988883852066e-08
1922,1.4755870969551665e-09,2.87739485571592e-08
1923,1.0615948120573648e-09,3.6094224498128824e-08
1924,0.0,3.0939897754933554e-08
1925,0.0,4.179307566687385e-08
1926,1.1146138456652466e-09,3.901148559748435e-08
1927,3.3447675740205796e-09,2.8987985345452216e-08
1928,0.0,2.5137291359556002e-08
1929,1.1140406375176326e-09,3.8991423423340166e-08
1930,1.0503603542488804e-09,4.936693542845205e-08
1931,0.0,3.5356606531422585e-08
1932,0.0,3.287861005674131e-08
1933,0.0,3.785318369864399e-08
1934,0.0,4.073737258636356e-08
1935,0.0,5.0266791618014395e-08
1936,1.2124714565686645e-09,5.8198629915295896e-08
1937,0.0,2.6441348666139675e-08
1938,0.0,2.7226949583791793e-08
1939,0.0,6.117620188206274e-08
1940,0.0,5.832300686847702e-08
1941,0.0,4.132103725851266e-08
1942,0.0,3.3376331032286544e-08
1943,0.0,5.516146828199453e-08
1944,0.0,3.534504600111177e-08
1945,0.0,2.3963544037997053e-08
1946,0.0,4.1763314584386535e-08
1947,7.152522574216391e-09,4.768348449424309e-08
1948,1.0871887834440486e-09,5.544662795564648e-08
1949,0.0,9.326157623945619e-08
1950,0.0,7.763814124928103e-08
1951,2.1322803522849654e-09,6.290227361205325e-08
1952,0.0,4.8506098693223976e-08
1953,0.0,5.8178666773045506e-08
1954,1.9545072227344917e-09,5.961246785091134e-08
1955,0.0,5.9129330765017585e-08
1956,0.0,5.75595333618395e-08
1957,8.835037701437898e-10,6.007825703591152e-08
1958,0.0,7.031407278645929e-08
1959,0.0,5.5805383425422406e-08
1960,0.0,7.059249895746689e-08
1961,6.948159270159238e-10,8.268309414916075e-08
1962,3.170978146727066e-09,5.136984526643573e-08
1963,0.0,8.211887347897573e-08
1964,1.2167936658258327e-09,4.9280144354124644e-08
1965,0.0,6.949494846253401e-08
1966,0.0,5.206730369078372e-08
1967,4.930335584241163e-10,7.001076496315761e-08
1968,1.7965663401398047e-09,4.2668450106475575e-08
1969,0.0,3.9967467557744385e-08
1970,0.0,7.265985574322897e-08
1971,5.138397485282553e-10,4.419021948365298e-08
1972,0.0,5.23274970021248e-08
1973,1.6539611902288698e-09,5.8991279416886755e-08
1974,0.0,1.0069773570542395e-07
1975,1.7134440533084216e-09,8.224531455880424e-08
1976,1.142705374768127e-09,5.656391621755574e-08
1977,3.526069214387917e-09,6.405691976851813e-08
1978,5.940591352171509e-10,6.891086024030102e-08
1979,5.851973350345929e-10,7.900163723206788e-08
1980,1.7055452605774235e-09,6.651626283105116e-08
1981,1.2651099057237047e-09,7.211126695771952e-08
1982,0.0,7.573153115725262e-08
1983,3.157658134966823e-09,9.472974349389318e-08
1984,0.0,1.0786156079412024e-07
1985,0.0,1.058738196002551e-07
1986,1.1988970927134801e-09,7.85277596282441e-08
1987,6.110816852533674e-10,8.921792726823696e-08
1988,5.996553809062277e-10,8.635037573867521e-08
1989,5.488122178931576e-10,9.384689225733212e-08
1990,0.0,9.044760673759811e-08
1991,0.0,1.1019554335689463e-07
1992,0.0,9.86279979908744e-08
1993,0.0,7.145577285427862e-08
1994,0.0,9.758614527566323e-08
1995,0.0,1.0139982870027708e-07
1996,0.0,9.982232285210557e-08
1997,1.438468344439059e-09,1.2754419742577738e-07
1998,1.43043876743576e-09,1.072829078907489e-07
1999,4.570201161957499e-10,1.2568052909500693e-07
2000,0.0,1.135434080090647e-07
2001,4.3812117822561447e-10,1.2311204605763848e-07
2002,8.76244299341522e-10,1.5509523398904435e-07
2003,4.1669229178253886e-10,1.1584045767065732e-07
2004,8.809582507929292e-10,1.3831045087009386e-07
2005,3.602999676388663e-09,1.2295236162529477e-07
2006,8.235779835885637e-10,1.0335903510849676e-07
2007,1.1983438685803094e-09,1.282227977128514e-07
2008,4.257439678578834e-10,9.834685632537088e-08
2009,4.76819250749827e-10,1.320789335679251e-07
2010,4.723793023408973e-10,1.8328317263893723e-07
2011,3.82397197240536e-10,1.548708667975518e-07
2012,0.0,9.361695274545667e-08
2013,0.0,1.8547681257530257e-07
2014,4.330890368553497e-10,1.5006535369899154e-07
2015,0.0,1.8153752046057292e-07
2016,0.0,1.5017215615475976e-07
2017,2.515611330355938e-10,1.8565212056564917e-07
2018,0.0,1.5901835093146133e-07
2019,5.1019755087367e-10,1.497429851227139e-07
