year,tes_DET yeux_NOUN,tes_DET lieux_NOUN
1800,2.1034460431224034e-06,1.5720821977538435e-08
1801,3.2741260014290674e-06,2.1430642593855964e-08
1802,1.7746071989677148e-06,8.951360541686881e-09
1803,2.369662169598996e-06,1.755305234496518e-08
1804,2.911840383035269e-06,7.4155528384522995e-09
1805,2.430660359209469e-06,1.1371510622026904e-08
1806,2.0373401241613465e-06,3.1698359492793315e-08
1807,1.984327695936372e-06,1.9928686256776018e-08
1808,2.3499187165043622e-06,1.8128592405020072e-08
1809,1.5700262423479217e-06,1.5813213627424716e-08
1810,2.6420031247198494e-06,2.106114127542469e-08
1811,3.7581081642201752e-06,1.2535383842049441e-08
1812,1.62966418315591e-06,1.0668832928217853e-08
1813,2.8901204416342807e-06,2.0130190847567064e-08
1814,1.5638984933730171e-06,1.8880063290538374e-08
1815,1.3863729009244707e-06,1.618334155573109e-08
1816,1.068415379279486e-06,1.1588019432906549e-08
1817,2.1765090849612534e-06,2.0239354192597148e-08
1818,1.605782642855047e-06,9.536941902865692e-09
1819,2.169580014310668e-06,1.9666995143552413e-08
1820,3.0330725877547593e-06,1.7799721696576398e-08
1821,2.770092109471989e-06,1.6764530097468366e-08
1822,2.8432647667386846e-06,2.90742860897808e-08
1823,2.4222465242473845e-06,2.0753641694071234e-08
1824,2.584439556585494e-06,1.51580028528997e-08
1825,2.04374336476576e-06,1.0566531649658373e-08
1826,1.8435111428516393e-06,1.4092774947016551e-08
1827,1.4535639252244437e-06,1.2904182056239222e-08
1828,1.7464061983218926e-06,1.46756822805294e-08
1829,1.4197179680763838e-06,2.6576845446601993e-08
1830,2.147900886484422e-06,1.5655253093882493e-08
1831,1.941105139735555e-06,1.4032085715598441e-08
1832,2.231091976057087e-06,1.894195655882669e-08
1833,2.186989135566364e-06,1.6217079235048004e-08
1834,2.021859430101358e-06,1.773560920348416e-08
1835,1.7939645147180272e-06,1.4369867074037757e-08
1836,1.98194927492068e-06,1.6129800217701273e-08
1837,1.4722896750640757e-06,1.3915781416073969e-08
1838,1.5079754476232665e-06,1.0099458824797125e-08
1839,1.4640148791045249e-06,8.389769878824893e-09
1840,1.4484671453374176e-06,1.2739377108772487e-08
1841,1.727769614490171e-06,1.219904177673925e-08
1842,1.7267074241544833e-06,1.8112316091389857e-08
1843,1.5930938630503988e-06,1.594865928211675e-08
1844,1.4522733238209184e-06,1.0977122433253328e-08
1845,1.3732941113175912e-06,1.6740683173033233e-08
1846,1.3652697390398316e-06,1.1709002212256792e-08
1847,1.2587784326001383e-06,2.1033572217277197e-08
1848,1.0032391557501796e-06,1.448139919091318e-08
1849,1.198256327938907e-06,1.4245005397484078e-08
1850,1.1527715031434127e-06,1.1541293254424545e-08
1851,1.0622225588008405e-06,1.2253933423522767e-08
1852,1.2168209622132053e-06,1.7578472677470813e-08
1853,1.2630636234689518e-06,1.851298891963893e-08
1854,1.3628228074935578e-06,1.4028294526013951e-08
1855,1.934378531132097e-06,1.751289246954002e-08
1856,1.5821490819689643e-06,1.7602443391773193e-08
1857,1.8012768876474183e-06,1.2203773158692144e-08
1858,1.6707010175309733e-06,1.1255454956948796e-08
1859,1.6468088261945013e-06,9.675129142294736e-09
1860,1.9718508639243737e-06,6.865776031039772e-09
1861,2.1429339511769285e-06,1.3204698334767784e-08
1862,1.9219513234247643e-06,1.3553958871925786e-08
1863,1.675695322944648e-06,1.048870412745373e-08
1864,1.8790538618418395e-06,1.6302074357099627e-08
1865,1.613506277919896e-06,9.884373042279293e-09
1866,1.5331545739627472e-06,1.4596838959768377e-08
1867,1.3364642796886983e-06,1.2132028714972876e-08
1868,1.3080786409602752e-06,5.433861360870651e-09
1869,1.584213599414852e-06,7.813630631403612e-09
1870,1.1892417148828827e-06,6.880858549607183e-09
1871,1.235242944375159e-06,2.1242354542039266e-09
1872,1.2342618944671813e-06,4.23313739617015e-09
1873,1.0307899529493625e-06,8.380406590902112e-09
1874,1.0879763649995766e-06,9.559374403167453e-09
1875,1.3542854233605794e-06,1.544812339160373e-08
1876,1.3264956137959416e-06,7.255217537860403e-09
1877,1.5672323385729214e-06,4.329371083855449e-09
1878,1.169771493891858e-06,1.8117266020745149e-09
1879,1.2884567226478794e-06,7.331190543524713e-09
1880,1.3644341620988598e-06,7.059630879879819e-09
1881,1.1232710050990136e-06,4.8807553554297556e-09
1882,1.1547092952923776e-06,5.324307883469714e-09
1883,1.1438003824082443e-06,3.791603309100111e-09
1884,1.2747876994012586e-06,1.0562715146988921e-08
1885,1.0557951455325565e-06,9.66845359329227e-09
1886,1.182919916686842e-06,7.744156815814307e-09
1887,1.0896775037849693e-06,4.570247347235323e-09
1888,1.2795360859740867e-06,6.340614699951175e-09
1889,1.1715805641188126e-06,2.5060546970934183e-09
1890,1.1293207862195231e-06,5.243509293428872e-09
1891,1.1199504328374132e-06,3.824531802365527e-09
1892,1.2085691381003016e-06,4.387958663087943e-09
1893,1.1639407446750738e-06,3.079208221734575e-09
1894,1.1676752649236732e-06,5.041231654345779e-09
1895,1.1971024491685966e-06,7.824198844375019e-09
1896,1.243683428242548e-06,2.358811590497112e-09
1897,1.211956451641072e-06,9.322741689743452e-09
1898,1.105642489562797e-06,1.6975064687230201e-09
1899,1.2940061395738667e-06,8.844125432005967e-09
1900,1.3475973332788271e-06,4.671947717582725e-09
1901,1.1160711750335395e-06,4.470991132876634e-09
1902,1.0159377410445813e-06,2.455141867585553e-09
1903,1.3052332832330649e-06,1.1340462791054051e-08
1904,1.143182764451467e-06,6.449550227216605e-09
1905,1.3159935008388857e-06,2.0643036724443675e-09
1906,1.3282284214710671e-06,4.629765903985117e-09
1907,1.5675386748625897e-06,3.0857059130084963e-09
1908,1.4699786987648622e-06,4.911388851169818e-09
1909,1.725108404571074e-06,6.051082024338683e-09
1910,1.786549532312165e-06,3.206490406526541e-09
1911,1.5482288517887355e-06,6.384448969498635e-09
1912,1.7055644860874963e-06,4.688479104952847e-09
1913,1.5834727662422665e-06,3.71209285532359e-09
1914,1.4297547323849358e-06,2.678697486047099e-09
1915,9.153652058557782e-07,8.246533234057551e-09
1916,1.230595771062326e-06,4.394984820521586e-09
1917,1.49911026881e-06,6.57985488317081e-09
1918,1.6804568048200963e-06,5.743188147278033e-09
1919,1.729233972014299e-06,5.524709134618888e-09
1920,1.6143998209372512e-06,6.057785384427916e-09
1921,1.968157050669106e-06,5.300923311413186e-09
1922,1.8644043393578613e-06,5.902348387820666e-09
1923,2.4565303533563565e-06,6.369568872344189e-09
1924,2.4661677002768556e-06,3.867487219366694e-09
1925,2.1501436719972844e-06,1.3197813508725176e-08
1926,1.985127255466068e-06,8.916910987366578e-09
1927,1.925471096342335e-06,4.4596899506643695e-09
1928,1.6876263089216081e-06,5.713020723163709e-09
1929,1.7267630028072745e-06,4.4561625500705304e-09
1930,1.521972194495902e-06,5.2518016602221e-09
1931,1.3492536368175934e-06,7.983749661377715e-09
1932,1.2044530990351632e-06,3.2878609834696704e-09
1933,1.15280157331199e-06,4.588264879146209e-09
1934,1.3539186056732433e-06,4.7926320689839486e-09
1935,1.3560065923456932e-06,4.787313656606784e-09
1936,1.3228063977521742e-06,6.0623572828433225e-09
1937,1.2679256116143733e-06,5.0364472592434595e-09
1938,1.702332710351584e-06,2.5930428915188486e-09
1939,1.2005830001271534e-06,1.5294050470515685e-09
1940,1.1334949761021562e-06,7.607348528892999e-09
1941,1.9037191805182374e-06,1.1806010835613279e-08
1942,2.0389903596651493e-06,3.034211770724937e-09
1943,2.5780728378776985e-06,1.1612940831184915e-08
1944,2.339199596690378e-06,1.2852744646352221e-08
1945,2.1654329316334042e-06,8.714016175304096e-09
1946,2.241297778482476e-06,9.744772988540262e-09
1947,2.2292027921366753e-06,1.1920871401116528e-08
1948,1.9699860303035166e-06,1.7395020091015567e-08
1949,1.4588074179755495e-06,1.3743811200228606e-08
1950,2.323826507222293e-06,1.595304155443955e-08
1951,1.6034747716275888e-06,1.0661401539380222e-08
1952,1.7198575221755164e-06,1.1599284199803606e-08
1953,1.6613242053153954e-06,9.69644453618912e-09
1954,1.7522157236271596e-06,5.863521668203475e-09
1955,1.4885574586287476e-06,6.569925492527773e-09
1956,1.6230044508347419e-06,6.976913269340912e-09
1957,1.5620346829336995e-06,3.534015080575159e-09
1958,1.7156633447257263e-06,5.790570523078742e-09
1959,1.6695111355602421e-06,6.975672928177801e-09
1960,2.0181150119924496e-06,4.1525000660236344e-09
1961,1.852379227784695e-06,4.1688955620955426e-09
1962,2.083966847976626e-06,3.170978146727066e-09
1963,2.093061368668714e-06,1.939815863494232e-09
1964,2.0156187048314678e-06,6.083968440151466e-09
1965,1.934367304556872e-06,4.924839203113152e-09
1966,1.889378410169229e-06,3.877352328096606e-09
1967,2.326625292425888e-06,1.2325838905091757e-08
1968,2.7038324503791955e-06,4.940557407628887e-09
1969,1.8117071931555984e-06,7.266812457329408e-09
1970,1.8183358463375043e-06,4.138852427448825e-09
1971,2.4967473564174725e-06,3.596878239697787e-09
1972,1.6308737400549944e-06,4.6171320100540925e-09
1973,1.714055002821624e-06,6.064524049609332e-09
1974,1.4874011782239904e-06,1.6876715580593782e-09
1975,1.5917895694883555e-06,5.711480177694739e-09
1976,1.466662361337967e-06,4.570821443561357e-09
1977,1.4292333787579992e-06,3.526069214387917e-09
1978,1.9134644162477343e-06,1.0099005298691566e-08
1979,1.5800327588522123e-06,9.36315702748658e-09
1980,1.5622794222736047e-06,5.116635670709968e-09
1981,1.6788008849744074e-06,2.5302198669585607e-09
1982,1.7256856637004603e-06,3.1037510339615437e-09
1983,1.8428092545264008e-06,6.94684787472255e-09
1984,1.7576794704154963e-06,4.639206796497319e-09
1985,1.514115993472842e-06,7.218669662023558e-09
1986,1.7276106802910363e-06,7.193382389747427e-09
1987,1.5032609681497888e-06,3.666490056009053e-09
1988,1.3264377471955413e-06,3.597932174415064e-09
1989,1.5092335701183401e-06,1.1525056353711705e-08
1990,1.515269843821443e-06,5.448650919337439e-09
