year,tes_DET êtres_NOUN,tes_DET lettres_NOUN
1886,6.453463874400711e-10,9.809264905902282e-08
1887,6.528924623161458e-10,1.0054543686521811e-07
1888,1.268122939990235e-09,1.724647262779655e-07
1889,6.265136742733546e-10,9.397705313940463e-08
1890,0.0,1.1601263977256693e-07
1891,6.374220040683554e-10,9.752556540121304e-08
1892,6.268512375839919e-10,1.654887245017278e-07
1893,6.158416554491453e-10,9.976634729458311e-08
1894,0.0,1.777034044359027e-07
1895,0.0,1.8958635861210382e-07
1896,0.0,2.2231799268190855e-07
1897,1.1653427112179315e-09,1.643133160644794e-07
1898,0.0,1.8615986974168663e-07
1899,3.3165470370022376e-09,2.0617867590999595e-07
1900,5.191053142894475e-10,1.2302796248420123e-07
1901,8.38310842965484e-09,1.525725661921662e-07
1902,4.910283846193408e-10,1.360148594864441e-07
1903,0.0,1.5498632288668546e-07
1904,5.374625189347171e-10,1.5747651094244475e-07
1905,0.0,1.5327454666591578e-07
1906,5.144184522798412e-10,1.0185485493918733e-07
1907,0.0,1.7434238974711747e-07
1908,9.822778146428846e-10,2.57847925899668e-07
1909,1.1001967115120692e-09,2.7724956730423855e-07
1910,0.0,3.2171787534007734e-07
1911,1.0640748282497725e-09,1.9472568679734792e-07
1912,0.0,1.7347373382214926e-07
1913,1.060597942803554e-09,1.638623881583534e-07
1914,0.0,1.7679402858350457e-07
1915,0.0,1.7082104075694104e-07
1916,1.0987462051303964e-09,1.4723199770472206e-07
1917,2.1932848870420685e-09,2.138452736000218e-07
1918,1.1486376294556067e-09,1.4472834664047696e-07
1919,0.0,1.2338517052512543e-07
1920,2.2716695191604686e-09,1.0904013958423775e-07
1921,1.5145494858259667e-09,1.2646487990153332e-07
1922,7.377935484775833e-10,1.7928383522214375e-07
1923,1.0615948120573648e-09,2.0807257916644062e-07
1924,2.578324886925998e-09,2.9006155322086613e-07
1925,3.299453377181294e-09,2.4525936903607715e-07
1926,0.0,3.2435262586894e-07
1927,2.2298449753321847e-09,2.4639787588043305e-07
1928,2.2852082448565625e-09,2.1138176897750327e-07
1929,1.1140406375176326e-09,1.7267630303408055e-07
1930,0.0,2.111224244316645e-07
1931,1.1405356659111021e-09,1.4484802335346103e-07
1932,4.383814644626227e-09,1.2822658157496392e-07
1933,1.1470662197865522e-09,2.535016283555791e-07
1934,0.0,2.2525370191317506e-07
1935,1.196828414151696e-09,1.843115713384691e-07
1936,0.0,1.6853353024259832e-07
1937,0.0,1.4479786258903005e-07
1938,1.2965214457594243e-09,9.85356276572702e-08
1939,0.0,1.4070526521692273e-07
1940,5.0715658339584024e-09,1.0143131734530186e-07
1941,2.9515025978810172e-09,6.788455708672814e-08
1942,0.0,2.8521589956476134e-07
1943,5.806470415592457e-09,2.0032322911589517e-07
1944,3.2131861615880553e-09,1.4780656520940738e-07
1945,4.357008087652048e-09,1.5903079031431844e-07
1946,2.7842208538686464e-09,1.3503470608355883e-07
1947,1.1920870957027319e-09,4.005412641561179e-07
1948,2.174377566888097e-09,2.946281574267573e-07
1949,2.945102384188658e-09,2.022303762228006e-07
1950,3.190608444114673e-09,2.3291441531014812e-07
1951,1.0661401761424827e-09,2.1642645997577148e-07
1952,2.1089607837865287e-09,2.2987672687602156e-07
1953,1.0773827385790469e-09,1.648395513420553e-07
1954,9.772536113672459e-10,2.3551812144972928e-07
1955,0.0,1.5204684578051797e-07
1956,4.360570571293465e-09,1.6570168615004377e-07
1957,1.7670075402875796e-09,1.4666162950760508e-07
1958,2.4816730892496253e-09,1.7206266278435578e-07
1959,0.0,1.6819122761191352e-07
1960,2.0762500052562416e-09,1.6194749519193863e-07
1961,1.3896318540318475e-09,1.3548910471339326e-07
1962,1.2683912808952869e-09,2.1626070823010934e-07
1963,1.939815863494232e-09,1.4419299432244514e-07
1964,6.083968329129164e-10,2.2023965917661315e-07
1965,2.7360217424998723e-09,1.2257376830193678e-07
1966,5.539074754423723e-10,1.3404561038932172e-07
1967,1.4791006197611978e-09,2.716614972975151e-07
1968,1.7965663401398047e-09,1.9762229130915188e-07
1969,1.8167031212712459e-09,2.0528744615333494e-07
1970,4.5987250119061684e-10,1.126687603214549e-07
1971,2.5691987426412766e-09,1.8755151098837075e-07
1972,5.130146862875051e-10,1.1953241818574156e-07
1973,1.6539611902288698e-09,1.6815270975634178e-07
1974,5.625571675160757e-10,1.2038723534724127e-07
1975,1.7134440533084216e-09,1.0623353441374661e-07
1976,1.142705374768127e-09,1.4226682576445882e-07
1977,5.876781838942691e-10,1.1929866916560172e-07
1978,2.9702956760857546e-09,1.5980191392372944e-07
1979,5.851973350345929e-10,1.5858847468575021e-07
1980,5.685150683554241e-10,1.358751051672158e-07
1981,6.325549528618524e-10,1.1702266333735167e-07
1982,3.103751144983846e-09,1.222877938911182e-07
1983,2.5261264191556165e-09,1.275693820579349e-07
1984,5.799008495621649e-10,1.2989779207828178e-07
1985,0.0,2.322005357990875e-07
1986,1.7983456945813714e-09,1.1929026128010278e-07
1987,3.0554083707556856e-09,1.4299310802101672e-07
1988,1.798966087207532e-09,1.2113038971861556e-07
1989,1.0976244357863152e-09,1.531186057945888e-07
1990,1.634595292454577e-09,1.3403681076162854e-07
1991,5.861465202094962e-10,1.2719379532954989e-07
1992,5.509944167592096e-10,1.316876644397169e-07
1993,1.661762283333701e-09,1.8667129531024784e-07
1994,1.0549853213248639e-09,1.387305679223516e-07
1995,1.0844901643380922e-09,1.773141435346126e-07
1996,1.067618438099771e-09,1.414594450466211e-07
1997,9.58978896292706e-10,1.7069824231885633e-07
1998,2.3840645013706308e-09,2.3554557671001675e-07
1999,4.570201161957499e-10,1.2659457171437793e-07
2000,1.7672125984802278e-09,1.5949093112865853e-07
2001,1.7524846851468823e-09,2.0285010826626149e-07
2002,4.38122149670761e-10,1.7437261412567295e-07
2003,2.083461403401543e-09,1.95428685678678e-07
2004,3.0833537945085254e-09,2.7838280391989656e-07
2005,1.3511248786457486e-09,1.6934097957221894e-07
2006,3.294311934354255e-09,1.9436440545916867e-07
2007,3.1955835755326234e-09,1.7415931141684382e-07
2008,2.554463751636149e-09,1.8903032739103764e-07
2009,1.907277002999308e-09,1.9215815094675293e-07
2010,0.0,1.7619748293729032e-07
2011,1.1471915639660324e-09,1.365158031063629e-07
2012,2.7234021704458655e-09,2.4136152415588086e-07
2013,5.578250084070646e-10,1.9886462254703474e-07
2014,4.114345752981308e-09,2.572548808421615e-07
2015,2.438232948875907e-09,2.6377247444586693e-07
2016,3.5212781579474495e-09,2.2888307796287144e-07
2017,7.54683426862357e-10,1.9470831347234707e-07
2018,2.5814666515522333e-09,2.7415176850897893e-07
2019,4.5917777913295765e-09,2.43364238150523e-07
