year,ses_DET aides_NOUN,ses_DET laides_ADJ
1912,8.043346202413204e-07,2.0837684910901544e-09
1913,7.355246545159844e-07,1.060597942803554e-09
1914,6.978007016655852e-07,2.0090231700464756e-09
1915,7.504345265196832e-07,8.246533234057551e-09
1916,6.273840957859989e-07,0.0
1917,5.724473723933698e-07,1.0966424435210342e-09
1918,5.479001474739675e-07,1.1486376294556067e-09
1919,4.438183029975562e-07,0.0
1920,5.777612575030844e-07,7.572231730534895e-10
1921,5.399368845360186e-07,1.1359120755116692e-08
1922,4.589075910388374e-07,7.377935484775833e-10
1923,4.989495794305299e-07,4.246379248229459e-09
1924,4.82146755853563e-07,9.02413699321869e-09
1925,4.729216640519951e-07,2.1996355847875293e-09
1926,4.625647394007615e-07,1.1146138456652466e-09
1927,5.162091145649583e-07,0.0
1928,5.598760326464003e-07,1.1426041224282812e-09
1929,5.492220616076793e-07,2.2280812750352652e-09
1930,5.556406197371189e-07,1.0503603542488804e-09
1931,5.155221280972455e-07,0.0
1932,4.208461974464228e-07,7.6716757391182e-09
1933,5.482976366266712e-07,1.1470662197865522e-09
1934,4.6488530713872933e-07,0.0
1935,5.289981359624107e-07,5.98414207075848e-09
1936,5.165128555972842e-07,0.0
1937,5.011264780918623e-07,2.5182236296217297e-09
1938,6.573363826589684e-07,5.186085783037697e-09
1939,4.771743800091599e-07,4.588215141154706e-09
1940,3.727600943470577e-07,7.607348528892999e-09
1941,6.34573035895869e-07,0.0
1942,5.279528449975146e-07,0.0
1943,4.81937036056479e-07,2.9032352077962287e-09
1944,4.1128782868327107e-07,0.0
1945,6.905858040973101e-07,4.357008087652048e-09
1946,5.401388420978037e-07,1.3921104269343232e-09
1947,4.637218857794778e-07,0.0
1948,4.6857836633051875e-07,1.0871887834440486e-09
1949,4.358751564126351e-07,3.9268033269479474e-09
1950,3.8819068226558784e-07,2.1270722960764488e-09
1951,5.341362308008968e-07,3.1984206394497505e-09
1952,4.797885679863612e-07,0.0
1953,4.7620317111807253e-07,0.0
1954,4.759224943029494e-07,9.772536113672459e-10
1955,3.791785454509977e-07,0.0
1956,4.3780131786519405e-07,3.488456634670456e-09
1957,5.168496883811713e-07,0.0
1958,4.425650184103347e-07,8.272243445794913e-10
1959,4.4644308649921527e-07,0.0
1960,4.706166656376354e-07,4.152500121534786e-09
1961,4.6830594513380674e-07,6.948159270159238e-10
1962,4.6232861006245685e-07,3.170978146727066e-09
1963,4.1770704850563334e-07,2.5864212993553792e-09
1964,4.307449543716757e-07,1.8251904432275978e-09
1965,4.3119702297644835e-07,1.6416130677043839e-09
1966,4.2429312152592047e-07,1.6617224263271169e-09
1967,4.826798498669405e-07,1.9721342336964653e-09
1968,3.8266863811031726e-07,3.5931326802796093e-09
1969,4.2828774748926435e-07,9.083515606356229e-10
1970,3.697375019484639e-07,9.197450023812337e-10
1971,3.463279778515016e-07,3.083038491169532e-09
1972,2.8574916832724284e-07,1.5390440033513642e-09
1973,3.7930842200495363e-07,5.513203782392395e-10
1974,3.6003659786842945e-07,1.1251143350321513e-09
1975,3.2441208253075615e-07,0.0
1976,3.348126784707972e-07,0.0
1977,3.449670997746068e-07,1.1753563677885381e-09
1978,3.302968929475014e-07,2.3762365408686037e-09
1979,3.417552312257044e-07,1.1703946700691858e-09
1980,3.462256712438716e-07,1.1370301367108482e-09
1981,3.441099050149887e-07,6.325549528618524e-10
1982,3.2961836637923625e-07,0.0
1983,3.4355320721601856e-07,0.0
1984,3.5547920784750886e-07,5.799008495621649e-10
1985,3.1942614553415183e-07,0.0
1986,3.2130442795264e-07,5.994485463567401e-10
1987,3.5381628649133745e-07,1.2221633705067347e-09
1988,3.028259660808885e-07,1.1993107618124554e-09
1989,3.7428992172294784e-07,3.2928733073589456e-09
1990,3.132974364383756e-07,0.0
1991,3.030377557777797e-07,1.1722930404189924e-09
1992,3.339026113380328e-07,0.0
1993,3.3456812253973567e-07,5.539207426075166e-10
1994,2.932859066717697e-07,0.0
1995,2.797984581803803e-07,1.626735190995987e-09
1996,2.8131745199999614e-07,2.6690460952494277e-09
1997,3.140655966404893e-07,3.3564262480467733e-09
1998,3.2614003808717484e-07,4.768129224785866e-10
1999,3.285974661260127e-07,1.3710603763428253e-09
2000,3.393048206845606e-07,1.7672125984802278e-09
2001,3.570687461262878e-07,0.0
2002,3.465546329906033e-07,0.0
2003,3.575219800211471e-07,1.6667691671301554e-09
2004,3.6383576262899453e-07,4.404791253964646e-10
2005,3.6210145992754406e-07,4.5037495954858286e-10
2006,3.599035673929052e-07,8.235779835885637e-10
2007,3.2075670119979804e-07,0.0
2008,3.3420901512926093e-07,4.257439678578834e-10
2009,3.4998534115260327e-07,2.384096253749135e-09
2010,3.944367072961086e-07,4.723793023408973e-10
2011,3.5524699271149984e-07,7.64794394481072e-10
2012,3.921699107678478e-07,1.7021263287730903e-09
2013,4.1390616445369233e-07,1.3945624655065103e-09
2014,5.153759605747155e-07,2.1654451842767486e-10
2015,4.5838779172413524e-07,1.5516027351836215e-09
2016,5.534620548530711e-07,1.2428040818690533e-09
2017,2.968421295435064e-07,5.031222660711876e-10
2018,3.660519727333167e-07,2.581466596041082e-09
2019,3.6173006368045435e-07,5.1019755087367e-10
