year,sections_NOUN égales_ADJ,sections_NOUN légales_ADJ
1872,2.3584624031514068e-08,0.0
1873,3.95076291681562e-08,0.0
1874,3.644511537004291e-08,0.0
1875,2.9751941355016243e-08,0.0
1876,4.5949711591219966e-08,0.0
1877,2.535774612510977e-08,0.0
1878,3.140326043649111e-08,0.0
1879,2.6881030734671185e-08,4.27652757650776e-09
1880,3.2089232604448625e-08,0.0
1881,2.091752193678076e-08,0.0
1882,5.523969548448804e-08,0.0
1883,5.245051326596695e-08,6.319338941018771e-10
1884,4.8192386969958534e-08,6.601696966868076e-10
1885,5.285421167400273e-08,0.0
1886,2.19417763958063e-08,0.0
1887,1.7628096316002484e-08,0.0
1888,4.057993407968752e-08,6.340614699951175e-10
1889,4.1976417008982025e-08,0.0
1890,3.867087983167039e-08,0.0
1891,4.0157587477551715e-08,0.0
1892,2.1312942521944933e-08,0.0
1893,2.6481190573690583e-08,0.0
1894,5.041231432301174e-08,0.0
1895,2.5880042997528108e-08,0.0
1896,1.592197840238896e-08,0.0
1897,1.5149455023788505e-08,0.0
1898,1.4711722506888236e-08,0.0
1899,2.1557555740514545e-08,0.0
1900,2.3359739032002835e-08,0.0
1901,2.1237207548097103e-08,0.0
1902,4.615666782115113e-08,0.0
1903,1.7280704867062013e-08,0.0
1904,2.3110889202371254e-08,0.0
1905,3.973784501454247e-08,0.0
1906,1.4403716441790948e-08,0.0
1907,2.4171363577352167e-08,0.0
1908,1.7189861978295085e-08,0.0
1909,3.685659066832159e-08,0.0
1910,2.672075360976578e-08,0.0
1911,1.8621308939259507e-08,0.0
1912,1.5628263128064646e-08,0.0
1913,1.6439267724877027e-08,0.0
1914,2.0759905794420774e-08,0.0
1915,9.424609537234119e-09,0.0
1916,1.7579939282086343e-08,0.0
1917,2.8512703309502285e-08,0.0
1918,1.1486376294556067e-08,0.0
1919,2.762354434082681e-08,0.0
1920,1.0601124422748853e-08,0.0
1921,1.9689142760626055e-08,0.0
1922,2.7298360905092522e-08,0.0
1923,2.441668023323018e-08,0.0
1924,2.1915761649893284e-08,0.0
1925,1.7597084678300234e-08,0.0
1926,2.1177662290483568e-08,1.1146138456652466e-09
1927,7.804457524684949e-09,1.1149224876660924e-09
1928,5.713020723163709e-09,3.4278122562625413e-09
1929,5.570202965543558e-09,4.4561625500705304e-09
1930,1.3654684494213143e-08,0.0
1931,1.8248570654577634e-08,0.0
1932,2.1919072779041926e-08,0.0
1933,1.261772819560747e-08,0.0
1934,8.38710612072191e-09,0.0
1935,1.795242710045386e-08,0.0
1936,7.274828739411987e-09,0.0
1937,1.7627565185307503e-08,0.0
1938,1.2965214679638848e-08,0.0
1939,1.2235240376412548e-08,0.0
1940,1.2678914806940611e-08,0.0
1941,2.9515025978810172e-09,0.0
1942,1.517105907566929e-08,0.0
1943,1.4516175816936538e-08,0.0
1944,1.2852744646352221e-08,3.2131861615880553e-09
1945,1.5249527862692958e-08,0.0
1946,3.3410650246423756e-08,0.0
1947,1.3112957830685446e-08,0.0
1948,8.697510267552389e-09,0.0
1949,9.817008539414473e-09,0.0
1950,7.444753258312176e-09,0.0
1951,5.330700769690111e-09,0.0
1952,1.370824520563474e-08,0.0
1953,1.6160740301529586e-08,1.0773827385790469e-09
1954,1.5636057781875934e-08,9.772536113672459e-10
1955,1.5016972554349195e-08,0.0
1956,1.5698054411927842e-08,0.0
1957,8.835037590415595e-09,0.0
1958,8.272243334772611e-09,0.0
1959,1.2401196514133517e-08,2.325224457422337e-09
1960,1.591791587429725e-08,0.0
1961,1.945484662257968e-08,0.0
1962,8.244543714397423e-09,1.9025869768540815e-09
1963,1.8104948651398445e-08,1.2932106496776896e-09
1964,8.517555549758526e-09,0.0
1965,1.2038495533772675e-08,0.0
1966,9.970334780007306e-09,0.0
1967,8.381570104631919e-09,9.860671168482327e-10
1968,6.287982134978165e-09,0.0
1969,1.2262746373892242e-08,4.5417578031781147e-10
1970,1.0117195081704722e-08,1.3796175313274261e-09
1971,6.679916619845017e-09,0.0
1972,2.8215808356435446e-08,1.0260293725750103e-09
1973,1.2129047988196362e-08,1.102640756478479e-09
1974,7.313243344242437e-09,2.2502286700643026e-09
1975,9.138368284311582e-09,0.0
1976,1.314111219841152e-08,0.0
1977,5.876781727920388e-09,1.7630346071939584e-09
1978,5.940591130126904e-09,0.0
1979,9.948355028654987e-09,5.851973350345929e-10
1980,5.6851505725319385e-09,0.0
1981,9.488323904349727e-09,0.0
1982,6.2075020679230875e-09,0.0
1983,2.5261264191556165e-09,6.315316047889041e-10
1984,8.69851302098823e-09,0.0
1985,5.414002135495366e-09,0.0
1986,8.991728250862252e-09,0.0
1987,1.1610551631235921e-08,0.0
1988,4.797243047249822e-09,1.1993107618124554e-09
1989,1.1525056464734007e-08,5.488122178931576e-10
1990,9.80757164370516e-09,5.44865097484859e-10
1991,3.5168792322792797e-09,0.0
1992,9.91789939064347e-09,5.509944167592096e-10
1993,8.308811416668505e-09,0.0
1994,7.384897138251745e-09,0.0
1995,7.591431483433553e-09,0.0
1996,7.473328622609188e-09,0.0
1997,8.630809844589749e-09,0.0
1998,1.0489884516573511e-08,1.43043876743576e-09
1999,4.113180906983871e-09,0.0
2000,4.859834756842929e-09,0.0
2001,6.571817756650944e-09,8.762423564512289e-10
2002,5.257465574004527e-09,0.0
2003,1.6667691227212345e-08,2.5001538617175356e-09
2004,2.642874807889939e-09,0.0
2005,4.503749373441224e-09,3.1526248278623825e-09
2006,1.0294725072412803e-08,1.2353669198716943e-09
2007,5.991719120856942e-09,0.0
2008,8.089135583588813e-09,8.514879357157668e-10
2009,1.0013204487790972e-08,4.76819250749827e-10
2010,1.4171379625338432e-09,0.0
2011,4.971163480860241e-09,0.0
2012,2.7234021704458655e-09,3.404252713057332e-10
2013,2.7891249310130206e-09,0.0
2014,2.815078836704288e-09,0.0
2015,5.319781060109108e-09,0.0
2016,5.178350193091319e-09,0.0
2017,2.5156112748447867e-09,0.0
2018,3.3559066636712487e-09,0.0
2019,3.5713827450933877e-09,0.0
