year,très_ADV égal_ADJ,très_ADV légal_ADJ
1800,0.0,0.0
1801,0.0,0.0
1802,1.3427040812530322e-08,0.0
1803,7.801356893821776e-09,0.0
1804,9.887403784603066e-09,0.0
1805,8.528632911009026e-09,0.0
1806,2.881669125542885e-09,2.881669125542885e-09
1807,5.693910232196231e-09,0.0
1808,2.2660739951163578e-09,0.0
1809,0.0,1.3554183553310395e-08
1810,0.0,7.020380277111826e-09
1811,0.0,0.0
1812,0.0,0.0
1813,5.463909147351842e-08,2.8757416448144113e-09
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,4.6352077731626196e-09
1817,9.341240669868967e-09,0.0
1818,0.0,2.384235386898581e-08
1819,0.0,5.175524897538253e-09
1820,1.1866481131050932e-09,0.0
1821,7.88919063410276e-09,0.0
1822,1.303330066093622e-08,3.0076847679083585e-09
1823,0.0,0.0
1824,2.5263338088166165e-09,1.6842225392110777e-09
1825,0.0,6.163809906922779e-09
1826,1.7615968683770689e-09,5.284790383086602e-09
1827,1.1060727445055818e-08,3.6869092223668076e-09
1828,1.2841221419535032e-08,0.0
1829,6.001223074036943e-09,6.858540846366168e-09
1830,1.461157062010443e-08,1.461157062010443e-08
1831,0.0,0.0
1832,1.8941957335982806e-08,2.570694235259907e-08
1833,2.7800709290204395e-08,1.9692167896323554e-08
1834,6.534171426153534e-09,3.733812370398937e-09
1835,4.5378527602224494e-09,7.563087933704082e-10
1836,1.6129799718100912e-08,6.720750067579218e-10
1837,1.6003149028165353e-08,1.3915781860163179e-09
1838,3.1560809521380406e-09,3.1560809521380406e-09
1839,4.194885327990505e-09,4.894032734625853e-09
1840,1.2739377330817092e-09,3.821813088222825e-09
1841,3.852329122366882e-09,3.2102742686390684e-09
1842,2.0124795163667386e-09,2.683306021822318e-09
1843,4.7255288571079745e-09,8.269675610961258e-09
1844,1.4819115712327857e-08,4.390849017710252e-09
1845,7.812318791877715e-09,1.2834524554250493e-08
1846,8.196302303531411e-09,5.269050973311096e-09
1847,8.089835468183537e-09,7.011190739092399e-09
1848,0.0,2.413566457803995e-09
1849,9.217356655710773e-09,1.256912263158938e-08
1850,7.467895635215882e-09,4.752297222410107e-09
1851,1.0319102017319892e-08,6.449438760824933e-10
1852,1.9531636308300904e-09,1.9531636308300904e-09
1853,7.166318205520383e-09,0.0
1854,7.27393034694046e-09,8.832629738719788e-09
1855,1.8574279891936385e-08,0.0
1856,1.0354378465748937e-09,6.73034605824796e-09
1857,2.4407544874094356e-09,6.8341128311999455e-09
1858,1.468102750479261e-09,4.893676019968041e-10
1859,1.5276520048956854e-09,5.092173349652285e-10
1860,8.238931314963338e-09,4.57718396518203e-09
1861,2.357981809808507e-09,1.8863854922557266e-09
1862,2.710791813242963e-09,1.8071945051545413e-09
1863,1.4983863039219614e-09,5.9935452156878455e-09
1864,1.4384183844029508e-09,4.794727948009836e-10
1865,9.41368871743009e-10,0.0
1866,1.4596839292835284e-09,1.0217787504984699e-08
1867,3.88224918879132e-09,4.85281148598915e-10
1868,9.385760613156435e-09,9.87974813071446e-10
1869,1.4650557211837167e-08,0.0
1870,4.013834153937523e-09,5.734048791339319e-10
1871,4.248470908407853e-09,2.1242354542039266e-09
1872,6.047339295989218e-10,1.0280476914203973e-08
1873,7.183205141814142e-09,5.986004469882289e-10
1874,7.766991494406739e-09,1.1949218281515073e-09
1875,1.2587359599081083e-08,1.1443054281912168e-09
1876,8.464420275799966e-09,1.209202959984168e-09
1877,0.0,6.184815992682502e-10
1878,4.22736201599605e-09,0.0
1879,2.993569481191116e-08,3.665595160740054e-09
1880,1.3477476912271413e-08,1.4761046607247863e-08
1881,2.719277958362909e-08,1.743126887276958e-08
1882,1.6638463051776853e-08,7.986462158271479e-09
1883,1.579834751908038e-08,2.464542170343975e-08
1884,1.8484751507230612e-08,9.242375753615306e-09
1885,1.6758653131887513e-08,1.2891271161663553e-08
1886,1.613365974151293e-08,7.744156427236248e-09
1887,1.8933882017790893e-08,4.570247291724172e-09
1888,2.4728397107764977e-08,1.014498351992188e-08
1889,2.944614330147033e-08,1.566284169030041e-08
1890,2.5562107097698572e-08,8.520702365899524e-09
1891,2.2947192590550003e-08,1.9122659011827636e-09
1892,1.1283322720601063e-08,8.149066310636499e-09
1893,2.771287377356657e-08,6.774258043407144e-09
1894,1.449354058991048e-08,1.2603078580752936e-09
1895,1.9259566386153892e-08,6.6204757231957956e-09
1896,1.7101383420481397e-08,4.717623180994224e-09
1897,1.9228155068162778e-08,1.3984112534615178e-08
1898,5.6583546736987955e-09,7.921697076085366e-09
1899,1.326618814800895e-08,8.844125432005967e-09
1900,3.5818267463127995e-08,3.114631885736685e-09
1901,2.4031576728589243e-08,9.500856101851696e-09
1902,9.820567470342212e-09,6.874397495693074e-09
1903,1.3500550899436803e-08,8.100330184390714e-09
1904,3.278521276683932e-08,1.6123875568041512e-09
1905,1.3934049469810361e-08,9.805441791854719e-09
1906,3.2922780945909835e-08,8.745113966313056e-09
1907,1.542852956504248e-08,1.4399961223432456e-08
1908,1.6698722404839828e-08,4.911389073214423e-09
1909,1.7603147384193107e-08,7.701377313651392e-09
1910,3.099607326362275e-08,1.0153886620400954e-08
1911,1.2236860413850081e-08,4.788336838146279e-09
1912,1.8753915753677575e-08,9.376957876838787e-09
1913,1.8030165804816534e-08,1.3787773589513108e-08
1914,2.4777952134513725e-08,4.68772043404897e-09
1915,2.4739600590351074e-08,7.068456930880984e-09
1916,2.197492410260793e-09,6.592477230782379e-09
1917,1.4256351654751143e-08,0.0
1918,5.743188147278033e-09,4.594550517822427e-09
1919,7.366278698128781e-09,9.207848372660976e-10
1920,1.4387239843927091e-08,1.514446346106979e-09
1921,1.9689142760626055e-08,0.0
1922,1.696925089333945e-08,5.164555005876537e-09
1923,1.5923921736771263e-08,9.554353752605493e-09
1924,3.0939897754933554e-08,7.734974438733389e-09
1925,1.5397448649423495e-08,0.0
1926,8.916910765321973e-09,2.229227691330493e-09
1927,1.3379070296082318e-08,7.804457524684949e-09
1928,1.82816659588525e-08,2.2852082448565625e-09
1929,7.798284684668033e-09,5.570202965543558e-09
1930,6.302162347537887e-09,4.201441416995522e-09
1931,1.3686427990933225e-08,2.2810713318222042e-09
1932,8.767629289252454e-09,2.1919073223131136e-09
1933,1.0323596200123575e-08,3.4411986593596566e-09
1934,1.3179738189705859e-08,0.0
1935,5.98414207075848e-09,1.196828414151696e-09
1936,1.33371855781661e-08,0.0
1937,1.0072894518486919e-08,3.777335333410292e-09
1938,1.0372171566075394e-08,5.186085783037697e-09
1939,9.176430282309411e-09,9.176430282309411e-09
1940,2.5357829169792012e-09,2.5357829169792012e-09
1941,1.7709016475464523e-08,0.0
1942,1.2136847082899749e-08,6.068423541449874e-09
1943,3.4838823381733164e-08,5.806470415592457e-09
1944,1.927911696952833e-08,3.2131861615880553e-09
1945,1.089252066321933e-08,0.0
1946,1.2528993842408909e-08,1.3921104269343232e-09
1947,8.344609447874518e-09,7.152522574216391e-09
1948,2.174377566888097e-09,3.2615663503321457e-09
1949,1.9634017078828947e-08,1.9634016634739737e-09
1950,4.2541445921528975e-09,9.571825110299415e-09
1951,8.529121409139861e-09,6.396841278899501e-09
1952,6.326882129314981e-09,1.0544803918932644e-09
1953,8.619061908632375e-09,4.3095309543161875e-09
1954,7.818028890937967e-09,4.886268278880834e-09
1955,3.754243138587299e-09,9.385607846468247e-10
1956,1.657016923672927e-08,4.360570571293465e-09
1957,1.8553580005686854e-08,2.6505113659425206e-09
1958,1.2408365002158916e-08,1.6544486891589827e-09
1959,1.705164542897819e-08,6.975672928177801e-09
1960,1.7994166157109248e-08,1.3841666701708277e-09
1961,4.16889545107324e-09,4.86371165564492e-09
1962,1.0781326054143392e-08,3.170978146727066e-09
1963,4.526237162849611e-09,4.526237162849611e-09
1964,1.2167936880302932e-08,4.258777774879263e-09
1965,7.660860390501512e-09,2.73602163147757e-09
1966,7.200797291773142e-09,4.985167390003653e-09
1967,1.232583901611406e-08,3.451234853457663e-09
1968,1.0330256650092906e-08,3.1439910674890825e-09
1969,9.991866889436096e-09,6.8126366770115965e-09
1970,5.058597540852361e-09,4.1388523719376735e-09
1971,9.762954888969944e-09,6.679916619845017e-09
1972,6.156176013405457e-09,6.669190977248718e-09
1973,1.543697081274331e-08,1.4885650045926013e-08
1974,3.937900228123681e-09,3.937900228123681e-09
1975,5.140332159925265e-09,7.4249242310031605e-09
1976,1.4855169538918744e-08,8.570290255249802e-09
1977,2.3507127355770763e-09,4.7014254711541525e-09
1978,4.752473081737207e-09,4.158414057542359e-09
1979,8.777959692451986e-09,5.851973128301324e-09
1980,7.95921106799824e-09,5.116635559687666e-09
1981,3.1627747087981106e-09,7.590659656386833e-09
1982,4.345251713999687e-09,9.311253101884631e-09
1983,3.78918940668882e-09,1.0104505676622466e-08
1984,7.538710988796993e-09,1.3917620833581168e-08
1985,1.6242006850575308e-08,9.624892882698077e-09
1986,7.792831269171074e-09,8.991728250862252e-09
1987,6.721898593298192e-09,3.6664902225425067e-09
1988,7.195864348830128e-09,1.0194141530917022e-08
1989,7.134558721588746e-09,3.2928733073589456e-09
1990,2.724325431913144e-09,1.2531897297662908e-08
1991,4.10302547493302e-09,4.10302547493302e-09
1992,7.713921945651236e-09,5.509944056569793e-09
1993,6.647049133334804e-09,9.970573700002205e-09
1994,6.329911705904578e-09,8.967375286772494e-09
1995,4.337960657352369e-09,1.0302656505700725e-08
1996,1.6014276571496566e-09,9.60856638698715e-09
1997,4.794894259418925e-09,8.151320507465698e-09
1998,6.198567881199324e-09,8.582632382569955e-09
1999,5.484241505371301e-09,6.398281460207045e-09
2000,4.859834756842929e-09,4.418031274155965e-09
2001,2.6287270138425356e-09,9.20054432640427e-09
2002,4.81934359086722e-09,9.63868718173444e-09
2003,6.667076668520622e-09,7.083769126836614e-09
2004,3.9643119897903034e-09,1.1011977996133737e-08
2005,4.954124666056714e-09,9.007498746882447e-09
2006,6.1768350434476815e-09,1.0294725072412803e-08
2007,9.18730247434496e-09,1.1184542181297275e-08
2008,1.2772318758180745e-09,1.6178271167177627e-08
2009,9.53638501499654e-09,1.0490023072406984e-08
2010,2.3618964561933353e-09,1.9839930587295385e-08
2011,8.030340836739924e-09,1.873746313663105e-08
2012,7.148930780687124e-09,3.097870049373341e-08
2013,6.136075203500013e-09,2.2312999448104165e-08
2014,5.197068553286499e-09,2.7068065122648477e-08
2015,5.54143841924315e-09,2.8593822420930337e-08
2016,5.59261792432153e-09,2.1541936234825698e-08
2017,4.2765391228272165e-09,3.899197409396038e-08
2018,5.421080029321956e-09,3.7947561537521324e-08
2019,4.3366790158927415e-09,3.622402644509748e-08
