year,soyons_VERB à_ADP,soyons_VERB a_ADP,soyons_VERB là_ADV
1800,1.006132621661493e-07,0.0,0.0
1801,1.404897762569135e-07,0.0,0.0
1802,6.265952379180817e-08,2.2378401354217203e-09,0.0
1803,6.826187504138659e-08,0.0,0.0
1804,5.6852570651244605e-08,0.0,0.0
1805,7.96005732439653e-08,0.0,0.0
1806,1.0374008763136544e-07,0.0,0.0
1807,8.540865437112188e-08,0.0,2.8469551160981155e-09
1808,7.478043961839376e-08,0.0,2.2660739951163578e-09
1809,1.8072244145628247e-08,2.259030518203531e-09,0.0
1810,1.4040760731859336e-07,0.0,0.0
1811,6.016984244183732e-08,0.0,5.0141535368197765e-09
1812,6.134578978134186e-08,0.0,1.8670457180292033e-08
1813,6.901779880941206e-08,0.0,2.0130190847567064e-08
1814,6.608021863030444e-08,0.0,6.293354282149721e-09
1815,1.4565006800637548e-07,0.0,2.697223555614414e-09
1816,1.0892738089296472e-07,0.0,2.5493642752394408e-08
1817,9.65261524044081e-08,0.0,1.556873407970727e-09
1818,1.549753108065488e-07,1.1921177378582115e-09,1.1921177378582115e-09
1819,1.0144029172209912e-07,0.0,2.070210003424222e-09
1820,1.5545090015223195e-07,0.0,1.1866481131050932e-09
1821,1.6172840489048212e-07,0.0,5.9168927535324656e-09
1822,1.082766516447009e-07,2.0051231786055723e-09,7.017931125119503e-09
1823,1.1562743651438723e-07,0.0,0.0
1824,1.4568525230629348e-07,0.0,7.57900142644985e-09
1825,1.496925357002965e-07,0.0,2.1133063299316746e-08
1826,1.1362299545680798e-07,0.0,4.403992281964975e-09
1827,8.572063769918259e-08,0.0,8.295545583791863e-09
1828,7.704732729596486e-08,1.8344602503717056e-09,1.3758452155343548e-08
1829,9.516225607519857e-08,0.0,1.5431716349212365e-08
1830,1.252420318564873e-07,0.0,3.1310507520032616e-09
1831,7.951514824355854e-08,0.0,1.7150327380477393e-08
1832,1.6100663158269413e-07,2.705993873419743e-09,5.411987857861789e-09
1833,1.390035428983083e-07,0.0,5.791814139399776e-09
1834,1.2228235313216373e-07,0.0,6.534171426153534e-09
1835,2.079849110714349e-07,0.0,1.3613558280667348e-08
1836,1.0820407725375958e-07,6.720750067579218e-10,2.688300027031687e-09
1837,1.0436836284100082e-07,0.0,1.0436835840010872e-08
1838,1.0351945256559247e-07,0.0,1.2624323808552163e-09
1839,1.1396104238059479e-07,6.9914751765765e-10,1.0487213319976263e-08
1840,1.286677047129814e-07,0.0,5.732719632334238e-09
1841,1.207063142771858e-07,1.2841097074556274e-09,4.494383976094696e-09
1842,1.1471133420926094e-07,0.0,1.609983613093391e-08
1843,1.1400338273404031e-07,5.906911071384968e-10,5.906911182407271e-09
1844,1.1635750229999076e-07,1.6465684371524958e-09,6.586273748609983e-09
1845,1.4006372150987545e-07,5.580227946389016e-10,1.2834524554250493e-08
1846,1.1123552212666254e-07,5.854501328173001e-10,1.1709002656346001e-08
1847,8.521293626273518e-08,5.393223645455691e-10,1.1865092020002521e-08
1848,1.1182858283831365e-07,2.413566457803995e-09,9.65426583121598e-09
1849,8.128032469301161e-08,9.217356655710773e-09,1.6758829879393033e-09
1850,8.214685465190996e-08,0.0,2.0366988096043315e-09
1851,1.212494473712411e-07,6.449438760824933e-10,2.579775504329973e-09
1852,1.2890880429772267e-07,6.510545436100301e-10,7.161600201754936e-09
1853,1.3675724019890367e-07,1.1943863675867306e-09,6.569124799682413e-09
1854,1.044328561405905e-07,1.558699391779328e-09,1.1950028189211537e-08
1855,1.6026949367642374e-07,1.0613874223963649e-09,1.6451505047143655e-08
1856,1.299474492455488e-07,1.5531567143511893e-09,1.2425254325432178e-08
1857,1.386348515985958e-07,1.9526036343364694e-09,2.147863942258965e-08
1858,1.0570340380766652e-07,9.787352039936081e-10,1.8106600441214482e-08
1859,1.0897251101482652e-07,5.092173349652285e-10,1.4258085379026397e-08
1860,1.473853243894041e-07,4.577183909670879e-10,2.7463102986180488e-08
1861,1.2591622944313485e-07,1.8863854922557266e-09,1.9807048445841247e-08
1862,1.7032808763417506e-07,1.3553959066214816e-09,1.2198563104082183e-08
1863,1.2136928440042993e-07,4.994620828036034e-10,6.99246927027275e-09
1864,1.2418345063380798e-07,9.589455896019672e-10,2.1096802860220976e-08
1865,1.4120533098349597e-07,9.41368871743009e-10,6.589582213223366e-09
1866,1.5229368521829656e-07,3.4059290943133647e-09,1.4110277835044371e-08
1867,1.2277612881916866e-07,2.426405742994575e-09,1.455843445796745e-08
1868,1.338705901687831e-07,9.87974813071446e-10,2.371139617984852e-08
1869,1.3869195036875226e-07,4.883519144627257e-10,1.3673853382911716e-08
1870,1.1812140154887629e-07,0.0,8.027667863785837e-09
1871,1.2214354061512722e-07,0.0,1.5931766128574054e-08
1872,1.3001779342047826e-07,0.0,1.0885210732780592e-08
1873,1.2331169241264206e-07,5.387403856360606e-09,1.6760813181804224e-08
1874,8.842421683752377e-08,0.0,1.1351757200905865e-08
1875,1.0928116500608098e-07,1.1443054281912168e-09,1.659242854223919e-08
1876,1.094328672124334e-07,0.0,1.1487427897804992e-08
1877,9.648312904175782e-08,0.0,1.1751150719163661e-08
1878,1.1111923114981437e-07,6.039088673581716e-10,9.662541655686141e-09
1879,1.22797441992617e-07,6.10932526790009e-10,6.109325489944695e-09
1880,1.1359587581694086e-07,6.417846254436199e-10,2.4387815322768347e-08
1881,1.3875289517351064e-07,6.972507571312292e-10,1.9523021921319383e-08
1882,9.184431659647885e-08,6.655385131892899e-09,2.0631693242734173e-08
1883,1.1501196550689485e-07,6.319338941018771e-10,2.5277355319985872e-08
1884,1.254322450350287e-07,1.9805090900604227e-09,3.234831691401041e-08
1885,1.3664747111619135e-07,0.0,3.2228179347448815e-08
1886,1.2067977595009438e-07,1.936039106809062e-09,2.19417763958063e-08
1887,9.205783957355607e-08,6.528924623161458e-10,1.1295039570313747e-07
1888,9.70114062415206e-08,1.9021844099853524e-09,2.0924028065749667e-08
1889,1.0963988961165683e-07,1.2530273485467092e-09,1.0024218510817917e-08
1890,8.127439299343564e-08,1.9663159989136147e-09,1.5730528268864674e-08
1891,1.0326236488111817e-07,1.9122659011827636e-09,2.4222035377441387e-08
1892,1.3226560557910716e-07,0.0,2.7581454675740247e-08
1893,1.0099802971730298e-07,1.847525021858587e-09,3.017624039536315e-08
1894,9.263262712444487e-08,0.0,2.142523314319078e-08
1895,1.2518718328635714e-07,6.018614495673091e-10,5.055636265183239e-08
1896,1.0437741249091914e-07,5.89702897624278e-10,1.7101383809059456e-08
1897,1.1769961583141253e-07,0.0,1.8062811357744124e-08
1898,8.713866561649297e-08,0.0,2.7160103499568322e-08
1899,1.2271223504001227e-07,2.2110313580014918e-09,1.9899282222013426e-08
1900,9.91491164725744e-08,0.0,1.4015843596837385e-08
1901,7.600685258957185e-08,1.1177477832191585e-09,1.0618603829559703e-08
1902,8.101968340668009e-08,4.910283846193408e-10,2.1114219705964388e-08
1903,1.1448466619157216e-07,0.0,1.4580595175672784e-08
1904,1.1501697816385104e-07,5.374625189347171e-10,2.6335663427801137e-08
1905,1.0218302914921651e-07,1.0321518084666081e-09,1.3934049469810361e-08
1906,9.619625074286375e-08,0.0,1.800464577428329e-08
1907,9.925687471934452e-08,0.0,3.44570505461661e-08
1908,1.1197967308973489e-07,4.911389073214423e-10,1.964555629285769e-08
1909,1.2267193261195075e-07,0.0,2.2554033307642385e-08
1910,1.0100444747251913e-07,5.344150677544235e-10,1.9773357728958274e-08
1911,1.0853563459090054e-07,0.0,1.5961122201701983e-08
1912,1.192957466145117e-07,5.209421227725386e-10,1.8753915753677575e-08
1913,1.1507487984729892e-07,1.060597942803554e-09,1.8030165416238475e-08
1914,1.5804315234291266e-07,3.3483718020477227e-09,4.0180463956041024e-08
1915,1.3194453862830358e-07,2.3561523843085297e-09,4.947920118070215e-08
1916,1.3294828948851034e-07,0.0,3.955486249651585e-08
1917,1.3708029911185804e-07,2.1932848870420685e-09,2.8512703309502285e-08
1918,1.3439060175812756e-07,3.44591288836682e-09,5.972915850804839e-08
1919,1.1878124706043991e-07,1.8415696745321952e-09,2.6702760891339494e-08
1920,1.1585514680945153e-07,7.572231730534895e-10,2.4231141537711665e-08
1921,1.0374664216605822e-07,7.572747429129834e-10,3.559191341651058e-08
1922,1.0919344450854851e-07,7.377935484775833e-10,2.5822775029382683e-08
1923,1.0615948431436095e-07,2.1231896241147297e-09,2.3355085865262026e-08
1924,1.0957880625106498e-07,0.0,3.609654797287476e-08
1925,1.0998177790710884e-07,0.0,2.4195990988573612e-08
1926,1.3040981594603096e-07,1.1146138456652466e-09,2.0063049888108253e-08
1927,1.0145794959726118e-07,0.0,2.564321655018631e-08
1928,8.341010149237604e-08,0.0,1.3711249025050165e-08
1929,1.0249174042797904e-07,0.0,3.0079096546842266e-08
1930,1.0503603586897725e-07,0.0,1.7856125467119455e-08
1931,1.0264821082017761e-07,0.0,2.167017854048936e-08
1932,1.1726704141068467e-07,0.0,3.3974561830518724e-08
1933,8.717703536831323e-08,0.0,1.7205993074753678e-08
1934,1.2700474982807464e-07,0.0,1.677421224144382e-08
1935,8.138432860960165e-08,0.0,1.6755597798123745e-08
1936,8.487300195980652e-08,0.0,2.667437248859983e-08
1937,8.68787117802583e-08,0.0,1.6368453148452033e-08
1938,1.1150084122668602e-07,0.0,2.074434313215079e-08
1939,1.0552894824655823e-07,0.0,3.8235125288110794e-08
1940,1.0650288562175092e-07,0.0,2.5357829613881222e-08
1941,8.264207496111453e-08,2.9515025978810172e-09,2.9515025090631752e-08
1942,9.102635578628337e-08,0.0,2.730790527039062e-08
1943,8.709705712206528e-08,0.0,2.0322646676618206e-08
1944,1.0603514510876266e-07,0.0,2.8918675454292497e-08
