year,soyons_VERB à_ADP,soyons_VERB a_ADP,soyons_VERB là_ADV
1945,1.5249528617644614e-07,0.0,3.921307367704685e-08
1946,8.352662383970255e-08,1.3921104269343232e-09,2.7842208538686464e-08
1947,1.2874540633589504e-07,1.1920870957027319e-09,2.1457568166738383e-08
1948,1.1850358005993655e-07,0.0,2.283096534050344e-08
1949,1.1289559864735565e-07,9.817008317369869e-10,1.9634016079628225e-08
1950,1.318784812465168e-07,1.0635361480382244e-09,2.552486688678357e-08
1951,1.0874629829960014e-07,0.0,2.7719645245838365e-08
1952,1.381369303388169e-07,0.0,2.003512733494972e-08
1953,9.480968143904533e-08,1.0773827385790469e-09,2.5857186614075545e-08
1954,1.2117944137024494e-07,0.0,3.8112890621277984e-08
1955,6.382213513234092e-08,0.0,2.3464020060259827e-08
1956,1.0552581120037985e-07,8.72114158667614e-10,5.319896345667985e-08
1957,1.2280702610389937e-07,0.0,3.6223653410161205e-08
1958,1.2739254229288122e-07,0.0,2.6471179026543723e-08
1959,9.22338975195558e-08,0.0,2.1702094343822864e-08
1960,7.12845822925523e-08,0.0,2.8375417571169237e-08
1961,1.0213794321423109e-07,1.3896318540318475e-09,6.253343548534573e-08
1962,8.62506071008795e-08,6.341956404476434e-10,3.5514957419380266e-08
1963,8.341209056794696e-08,1.2932106496776896e-09,3.8796319823397596e-08
1964,1.0586104948195896e-07,0.0,5.840609762497451e-08
1965,1.1819613954244801e-07,1.0944086747954884e-09,2.5718604135249734e-08
1966,8.80712889284041e-08,5.539074754423723e-10,3.877352161563152e-08
1967,1.0304401421024068e-07,0.0,2.810291277466348e-08
1968,9.476887541381984e-08,4.4914158503495116e-10,4.0422743152745966e-08
1969,9.94644984153581e-08,4.5417578031781147e-10,2.2708789515490935e-08
1970,9.059488237372904e-08,0.0,3.632992928714884e-08
1971,1.109893879025492e-07,5.138397485282553e-10,2.6205826841874114e-08
1972,8.20823486957778e-08,1.0260293725750103e-09,2.8215807912346236e-08
1973,8.324937694759171e-08,1.6539611902288698e-09,3.0873940848330506e-08
1974,6.975709088141713e-08,0.0,2.3627400480563665e-08
1975,9.595286876162845e-08,5.711480177694739e-10,3.084199207137317e-08
1976,7.770396409645386e-08,5.713526873840635e-10,2.1140049710766107e-08
1977,7.522280887073407e-08,0.0,3.878676013702176e-08
1978,7.603957175028597e-08,0.0,3.861384301195869e-08
1979,7.373486710093857e-08,0.0,2.3407892513205297e-08
1980,7.73180501845161e-08,0.0,2.5014662341504845e-08
1981,6.894849335914444e-08,6.325549528618524e-10,3.0995192190630405e-08
1982,7.945602886749725e-08,0.0,2.6071509395819703e-08
1983,8.778289029010011e-08,0.0,2.5261264524623073e-08
1984,7.364740994830754e-08,0.0,2.899504308873091e-08
1985,9.324114813580309e-08,0.0,1.744511812784566e-08
1986,8.81189392565318e-08,0.0,2.8773531113301942e-08
1987,8.249602778676035e-08,0.0,2.5054349706010726e-08
1988,7.195864482056891e-08,0.0,1.9788627569905515e-08
1989,7.957777503619923e-08,0.0,3.2928733517678666e-08
1990,7.846057237248516e-08,0.0,3.3236769780842224e-08
1991,7.561290171764767e-08,5.861465202094962e-10,2.6376593353916178e-08
1992,6.281336339952759e-08,0.0,2.2039776448323778e-08
1993,7.200969465159801e-08,0.0,2.7696037907531945e-08
1994,8.703629084116926e-08,0.0,4.219941351912837e-08
1995,9.10971715839537e-08,0.0,2.7112253775385398e-08
1996,7.953757474865597e-08,1.067618438099771e-09,2.3487604750016544e-08
1997,7.767729215402142e-08,2.3974471297094624e-09,2.6371919759071716e-08
1998,8.201182133404927e-08,0.0,3.0992839628041224e-08
1999,8.22636216923911e-08,9.140402323914998e-10,2.9249287436527993e-08
2000,8.92442357791623e-08,0.0,2.2973763336153752e-08
2001,7.272811863856532e-08,4.3812117822561447e-10,2.2782300490575835e-08
2002,8.236696169561242e-08,0.0,3.6364138367162013e-08
2003,8.542191842764169e-08,0.0,3.083523125724241e-08
2004,8.677438634308032e-08,0.0,2.070251881036711e-08
2005,7.656374556574974e-08,4.5037495954858286e-10,2.071724858332402e-08
2006,1.0047651599620622e-07,0.0,3.3766696105885785e-08
2007,9.626695396391938e-08,0.0,2.9159699377334647e-08
2008,9.153495561520231e-08,0.0,2.7673358049540298e-08
2009,8.344337065757657e-08,0.0,4.100645645266354e-08
2010,1.2281861661023186e-07,0.0,3.779034296602646e-08
2011,1.1357197005068542e-07,0.0,4.588766500113195e-08
2012,1.2051054865125366e-07,0.0,5.514889306335036e-08
2013,1.4475559151350126e-07,5.578250084070646e-10,5.2714464127134875e-08
2014,1.5266388553314414e-07,0.0,5.6951208304845125e-08
2015,1.5759851557106686e-07,0.0,5.497106841945154e-08
2016,1.878705475633069e-07,0.0,5.5097644058310635e-08
2017,1.879161599660506e-07,0.0,5.987154827469254e-08
2018,1.7760491299867454e-07,0.0,6.092261317647285e-08
2019,1.6862029195152672e-07,0.0,6.275430142199667e-08
