year,ces_DET ivres_ADJ,ces_DET livres_NOUN
1856,1.0354378465748937e-09,4.722114468336258e-06
1857,0.0,4.366998084037732e-06
1858,0.0,3.998622720047251e-06
1859,0.0,4.24534487919459e-06
1860,9.154367819341758e-10,4.396385286042914e-06
1861,0.0,4.231162774814834e-06
1862,0.0,3.6645387488931647e-06
1863,0.0,4.121561042680355e-06
1864,0.0,4.620200009242126e-06
1865,2.3534221238463715e-09,3.91844783820261e-06
1866,0.0,4.0078054119874196e-06
1867,0.0,3.5042150816622097e-06
1868,0.0,3.5853606057401066e-06
1869,9.767038289254515e-10,3.580596340313491e-06
1870,0.0,3.7271316220000017e-06
1871,0.0,2.577759756761111e-06
1872,0.0,3.4155372965471997e-06
1873,0.0,2.8864512469084502e-06
1874,0.0,2.8827490261562616e-06
1875,5.721527140956084e-10,3.142834881231238e-06
1876,1.813804439976252e-09,3.7140668762702944e-06
1877,0.0,3.1258059376426672e-06
1878,0.0,3.493612734217777e-06
1879,0.0,3.7535693646617574e-06
1880,0.0,3.498367956211723e-06
1881,0.0,3.238729764376558e-06
1882,0.0,3.3383411555121256e-06
1883,0.0,3.3726312551607407e-06
1884,0.0,3.1054382230166766e-06
1885,1.2891271383708158e-09,2.791604785556956e-06
1886,0.0,2.8943785217450113e-06
1887,0.0,2.606999554899403e-06
1888,0.0,2.8145989148242734e-06
1889,0.0,2.823697032638961e-06
1890,0.0,2.8858963023736806e-06
1891,0.0,2.7817095951121473e-06
1892,0.0,2.8302333987539896e-06
1893,0.0,2.8889132046572286e-06
1894,6.301539290376468e-10,2.69075733427826e-06
1895,0.0,2.6048563555036708e-06
1896,5.89702897624278e-10,2.51272395956903e-06
1897,0.0,2.454794492123824e-06
1898,0.0,2.4947686760867782e-06
1899,5.527578395003729e-10,2.8455974412366913e-06
1900,0.0,2.450177108315188e-06
1901,0.0,2.4909008313755976e-06
1902,0.0,2.3377861122497734e-06
1903,0.0,2.338835361825886e-06
1904,0.0,2.416968914786821e-06
1905,0.0,2.4818091226563865e-06
1906,0.0,2.43319930248731e-06
1907,5.142843373384665e-10,2.6254216010102027e-06
1908,0.0,2.6678665889789954e-06
1909,0.0,2.557407277947732e-06
1910,0.0,2.7709420873378576e-06
1911,0.0,2.644225943981837e-06
1912,0.0,2.406231608631515e-06
1913,0.0,2.6567978794744818e-06
1914,0.0,2.6284719893965303e-06
1915,0.0,1.8967026349514526e-06
1916,0.0,2.155740001619222e-06
1917,1.0966424435210342e-09,2.3731342047028647e-06
1918,1.1486376294556067e-09,2.1916006076594385e-06
1919,9.207848372660976e-10,2.3397142250303204e-06
1920,7.572231730534895e-10,2.8108124805470425e-06
1921,7.572747429129834e-10,2.2968142960877458e-06
1922,0.0,2.549076812741191e-06
1923,0.0,2.900277069173285e-06
1924,0.0,2.699506200798396e-06
1925,0.0,2.7792396153358823e-06
1926,0.0,2.6572393103663217e-06
1927,0.0,2.817409017197292e-06
1928,0.0,2.5640037595309195e-06
1929,0.0,2.675925625084119e-06
1930,0.0,2.8632823152463516e-06
1931,0.0,2.5319891712172193e-06
1932,0.0,2.682894553629467e-06
1933,0.0,2.5051927057262446e-06
1934,0.0,2.4082976910477782e-06
1935,0.0,2.513339623533284e-06
1936,0.0,2.3812938358958036e-06
1937,0.0,2.2198140321449955e-06
1938,0.0,2.3246630487250286e-06
1939,0.0,2.01881469052978e-06
1940,0.0,2.0032684986404092e-06
1941,0.0,2.2962689278926973e-06
1942,0.0,1.9722376087827342e-06
1943,2.9032352077962287e-09,2.6012987923706987e-06
1944,0.0,2.3938237223575243e-06
1945,0.0,2.2438591251727757e-06
1946,0.0,2.3359613052775785e-06
1947,0.0,2.814517721105858e-06
1948,0.0,2.0406533352002043e-06
1949,0.0,2.1342176559357995e-06
1950,0.0,2.441879033199257e-06
1951,0.0,2.0395261941530407e-06
1952,0.0,2.110015248746322e-06
1953,0.0,2.1159797398695446e-06
1954,9.772536113672459e-10,2.2232518723797057e-06
1955,0.0,2.2318975396729e-06
1956,8.72114158667614e-10,2.159354603570307e-06
1957,0.0,2.0762338479585196e-06
1958,0.0,1.9555584067632026e-06
1959,0.0,2.22756497336718e-06
1960,0.0,2.155839542439253e-06
1961,0.0,2.310957768258959e-06
1962,0.0,2.3268637452389385e-06
1963,6.466053248388448e-10,2.0801293612038307e-06
1964,3.6503808864551957e-09,2.5862948405119823e-06
1965,0.0,2.667621053831226e-06
1966,0.0,2.2865300479679718e-06
1967,9.860671168482327e-10,2.474042332778481e-06
1968,8.982831700699023e-10,2.5327094235194636e-06
1969,4.5417578031781147e-10,2.0819417514417182e-06
1970,0.0,2.4906694733317636e-06
1971,0.0,2.6082506181523968e-06
1972,0.0,2.195702778706732e-06
1973,0.0,2.1848826925463527e-06
1974,0.0,2.0713355226575914e-06
1975,0.0,1.9436167448816377e-06
1976,0.0,1.982593845539782e-06
1977,0.0,2.018674539527865e-06
1978,0.0,2.161187101279438e-06
1979,0.0,2.221409069136371e-06
1980,0.0,2.247908593489001e-06
1981,0.0,2.224063198497106e-06
1982,0.0,2.3681620042736995e-06
1983,0.0,2.3619283098241795e-06
1984,0.0,2.1270762999847648e-06
1985,0.0,2.3111774396511464e-06
1986,0.0,2.129840714459874e-06
1987,0.0,2.385662826398516e-06
1988,0.0,2.2403124670944408e-06
1989,0.0,2.4405678686889587e-06
1990,0.0,2.2121522711415764e-06
1991,0.0,2.329932485167774e-06
1992,0.0,2.244200191015011e-06
1993,0.0,2.3973690392864455e-06
1994,0.0,2.193314456278017e-06
1995,0.0,2.208021943062022e-06
1996,0.0,2.27776391881207e-06
1997,0.0,2.1701692283215834e-06
1998,0.0,2.241974300432048e-06
1999,0.0,2.2138054696085874e-06
2000,0.0,2.312839512796927e-06
2001,8.762423564512289e-10,2.127078287728068e-06
2002,0.0,2.2664059073917997e-06
2003,0.0,2.4180653550587294e-06
2004,4.404791253964646e-10,2.259217465550023e-06
2005,4.5037495954858286e-10,2.2964619716958623e-06
2006,0.0,2.3661396095775444e-06
2007,0.0,2.274057113282879e-06
2008,0.0,2.047402787752617e-06
2009,0.0,2.0889451395333936e-06
2010,9.447586046817946e-10,1.959429404507773e-06
2011,0.0,1.7735582176214848e-06
2012,0.0,1.9268070072797627e-06
2013,0.0,1.881264810599248e-06
2014,2.1654451842767486e-10,1.970988197541601e-06
2015,2.2165753954528356e-10,1.9694272772596833e-06
2016,0.0,2.0508337845726032e-06
2017,2.515611330355938e-10,1.7068422319965748e-06
2018,2.5814667070633845e-10,2.005541491101326e-06
2019,0.0,2.085687587971563e-06
