year,serez_VERB également_ADV,serez_VERB légalement_ADV
1800,2.2009151834367913e-08,0.0
1801,2.1430643926123594e-08,0.0
1802,4.475680270843441e-09,0.0
1803,3.900678446910888e-09,0.0
1804,9.887403784603066e-09,0.0
1805,2.842877755426798e-08,0.0
1806,2.881669125542885e-09,0.0
1807,5.693910232196231e-09,0.0
1808,2.039466551195801e-08,0.0
1809,0.0,0.0
1810,4.680253518074551e-09,0.0
1811,1.504245972228091e-08,0.0
1812,2.400487453257938e-08,0.0
1813,1.7254450312975678e-08,0.0
1814,0.0,0.0
1815,2.966945977789237e-08,0.0
1816,9.270415546325239e-09,4.6352077731626196e-09
1817,4.514932783195036e-08,3.113746815941454e-09
1818,4.172412104708201e-08,4.768470951432846e-09
1819,3.726378139390363e-08,1.1386155129855524e-08
1820,4.865257352548724e-08,0.0
1821,3.0570614484304315e-08,6.903041693817613e-09
1822,3.208197085768916e-08,3.0076847679083585e-09
1823,1.7788837070042973e-08,0.0
1824,2.189489300974401e-08,8.421112696055388e-10
1825,6.163809906922779e-09,1.7610886082763955e-09
1826,9.688783109140786e-09,5.284790383086602e-09
1827,2.3964910056406552e-08,5.530363722527909e-09
1828,1.7427371545863934e-08,1.8344602503717056e-09
1829,1.1145129263923081e-08,1.1145129263923081e-08
1830,8.349468672008697e-09,2.0873671680021744e-09
1831,4.989185953263586e-08,1.5591206103948707e-09
1832,2.705993873419743e-09,1.3529969367098715e-09
1833,3.01174338801502e-08,0.0
1834,1.3068342852307069e-08,0.0
1835,1.1344631900556124e-08,5.294161553592858e-09
1836,1.8818100855355624e-08,3.36037508930076e-09
1837,7.653680356156656e-09,0.0
1838,2.5879863585487328e-08,3.1560809521380406e-09
1839,6.9914749545318955e-09,6.9914751765765e-10
1840,1.6561189752906103e-08,0.0
1841,8.346713542550788e-09,0.0
1842,1.2074877098200432e-08,0.0
1843,2.1855571574747046e-08,0.0
1844,2.305195678786731e-08,0.0
1845,1.2834524554250493e-08,0.0
1846,1.6392604607062822e-08,0.0
1847,2.1033571329098777e-08,1.0786447290911383e-09
1848,3.861706332486392e-08,0.0
1849,1.508294644736452e-08,8.379414939696517e-10
1850,8.82569484161877e-09,0.0
1851,9.674158363282004e-09,0.0
1852,5.859490670445666e-09,6.510545436100301e-10
1853,5.3747388761848924e-09,0.0
1854,5.195664343204953e-09,0.0
1855,1.326734277995456e-08,2.653468555990912e-09
1856,2.5885946719483854e-09,0.0
1857,1.122747050885664e-08,2.4407544874094356e-09
1858,1.7127865348243176e-08,0.0
1859,1.1202780925145817e-08,0.0
1860,6.408057640072684e-09,9.154367819341758e-10
1861,1.131831339762357e-08,0.0
1862,2.2589931703009825e-08,0.0
1863,8.990317823531768e-09,9.989241656072068e-10
1864,9.589456340108882e-09,0.0
1865,7.0602665935837194e-09,0.0
1866,1.6056523222118813e-08,0.0
1867,5.338092634588065e-09,9.7056229719783e-10
1868,3.951899252285784e-09,1.4819622196071691e-09
1869,1.3185501579471293e-08,0.0
1870,7.454262984651905e-09,1.1468097582678638e-09
1871,1.4869648623516696e-08,0.0
1872,1.5723081503438152e-08,0.0
1873,1.1373408881354408e-08,0.0
1874,5.974609251779839e-09,0.0
1875,6.293679799540541e-09,1.1443054281912168e-09
1876,6.650616057868319e-09,6.04601479992084e-10
1877,1.855444864418132e-08,6.184815992682502e-10
1878,1.8117265909722846e-08,0.0
1879,3.0546627449723474e-09,6.109325489944695e-09
1880,9.626769603698904e-09,0.0
1881,1.673401861523871e-08,0.0
1882,7.320923423037584e-09,0.0
1883,8.847074184359371e-09,0.0
1884,8.582206056928499e-09,0.0
1885,1.4180398189012067e-08,0.0
1886,1.7424351739236954e-08,0.0
1887,5.876032105334161e-09,0.0
1888,5.07249175996094e-09,0.0
1889,1.0650732740202784e-08,0.0
1890,1.6385966361553983e-08,0.0
1891,1.4023283867459213e-08,0.0
1892,9.402768341715273e-09,0.0
1893,7.390100087434348e-09,0.0
1894,1.2603078580752936e-08,0.0
1895,7.22233739480771e-09,0.0
1896,5.307326134129653e-09,0.0
1897,2.9133566670225264e-09,0.0
1898,8.487532454637403e-09,2.26334195829736e-09
1899,7.738609753005221e-09,0.0
1900,9.34389543516545e-09,0.0
1901,6.147612641171918e-09,0.0
1902,6.38336894454028e-09,0.0
1903,1.4040573148577096e-08,0.0
1904,1.8811189050893518e-08,0.0
1905,6.192911072844254e-09,1.0321518084666081e-09
1906,5.658602919567102e-09,0.0
1907,9.257117739025489e-09,5.142843373384665e-10
1908,3.929111258571538e-09,0.0
1909,7.151278680339601e-09,0.0
1910,1.6032452032632705e-09,0.0
1911,5.852411444351446e-09,0.0
1912,5.730363294986773e-09,0.0
1913,8.484783542428431e-09,0.0
1914,3.3483718020477227e-09,0.0
1915,2.3561523843085297e-09,0.0
1916,5.493730803607377e-09,0.0
1917,0.0,0.0
1918,1.1486376294556067e-09,0.0
1919,8.287063479883727e-09,0.0
1920,1.665890891899835e-08,0.0
1921,5.300923255902035e-09,0.0
1922,2.951174193910333e-09,7.377935484775833e-10
1923,0.0,0.0
1924,3.867487219366694e-09,0.0
1925,3.299453377181294e-09,0.0
1926,4.458455382660986e-09,0.0
1927,1.1149224876660924e-09,0.0
1928,4.570416489713125e-09,1.1426041224282812e-09
1929,7.798284684668033e-09,0.0
1930,2.100720708497761e-09,1.0503603542488804e-09
1931,3.4216069977333063e-09,0.0
1932,9.863582839386709e-09,0.0
1933,5.735331320977366e-09,0.0
1934,9.585264137967897e-09,0.0
1935,2.393656828303392e-09,0.0
1936,8.487299751891442e-09,1.2124714565686645e-09
1937,1.0072894518486919e-08,0.0
1938,2.5930428915188486e-09,0.0
1939,7.647025235257843e-09,0.0
1940,1.0143131667916805e-08,0.0
1941,2.9515025978810172e-09,0.0
1942,0.0,0.0
1943,2.9032352077962287e-09,0.0
1944,1.6065930807940276e-08,0.0
1945,6.535512131478072e-09,0.0
1946,2.7842208538686464e-09,0.0
1947,5.960435700558264e-09,0.0
1948,4.348755133776194e-09,0.0
1949,9.817008539414473e-09,0.0
1950,1.1698897850465073e-08,0.0
1951,1.1727541604500402e-08,0.0
1952,1.4762725264461096e-08,0.0
1953,9.69644453618912e-09,0.0
1954,1.172704333640695e-08,9.772536113672459e-10
1955,1.1262729415761896e-08,0.0
1956,1.5698054411927842e-08,0.0
1957,5.301022731885041e-09,0.0
1958,6.617794756635931e-09,0.0
1959,9.300897829689347e-09,0.0
1960,1.1073333361366622e-08,6.920833350854139e-10
1961,1.80652133252579e-08,1.3896318540318475e-09
1962,6.341956293454132e-09,0.0
1963,7.1126584622049904e-09,0.0
1964,4.867174663303331e-09,1.2167936658258327e-09
1965,2.188817349590977e-09,0.0
1966,6.092982118843793e-09,5.539074754423723e-10
1967,4.930335695263466e-09,4.930335584241163e-10
1968,3.1439910674890825e-09,1.7965663401398047e-09
1969,9.991866889436096e-09,0.0
1970,9.197449912790034e-09,0.0
1971,9.762954888969944e-09,5.138397485282553e-10
1972,9.234264020108185e-09,0.0
1973,4.9618833486420044e-09,0.0
1974,5.06301445213353e-09,0.0
1975,7.4249242310031605e-09,0.0
1976,8.570290255249802e-09,0.0
1977,4.11374712072643e-09,0.0
1978,2.970295565063452e-09,0.0
1979,1.345953837272873e-08,0.0
1980,9.664756106531058e-09,0.0
1981,1.3283654176632353e-08,0.0
1982,8.069752865935698e-09,0.0
1983,9.47297440490047e-09,0.0
1984,1.1018116197192285e-08,0.0
1985,3.0077789148208467e-09,0.0
1986,7.1933827783254856e-09,0.0
1987,1.1610551631235921e-08,0.0
1988,1.4391728697660255e-08,0.0
1989,9.878619700032232e-09,0.0
1990,1.198703181159999e-08,0.0
1991,1.1722930182145319e-08,0.0
1992,9.91789939064347e-09,0.0
1993,1.2186256448387667e-08,5.539207426075166e-10
1994,7.912389854425328e-09,2.637463358823311e-09
1995,1.4640617607142303e-08,0.0
1996,1.975094043871195e-08,0.0
1997,6.7128524960935465e-09,0.0
1998,6.675381136744818e-09,0.0
1999,8.683382013430219e-09,0.0
2000,2.4299172451947015e-08,8.836062992401139e-10
2001,1.4019877703219663e-08,0.0
2002,3.1544793444027164e-08,2.1906108038649563e-09
2003,2.1667998950647416e-08,1.6667691671301554e-09
2004,7.928623979580607e-09,4.404791253964646e-10
2005,2.657212228029948e-08,4.5037495954858286e-10
2006,1.6883348052942893e-08,0.0
2007,2.995859560428471e-08,1.1983438685803094e-09
2008,1.4901038625225738e-08,2.9802078582719105e-09
2009,2.1933685090402832e-08,1.430457752249481e-09
