year,difficultés_NOUN égales_ADJ,difficultés_NOUN légales_ADJ
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,2.4616241489638924e-08
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,4.518061036407062e-09,0.0
1810,7.020380277111826e-09,0.0
1811,0.0,2.5070767684098882e-09
1812,0.0,0.0
1813,2.0130190847567064e-08,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,2.3176038865813098e-09
1817,0.0,0.0
1818,2.5034472272977837e-08,1.0729059418679299e-08
1819,1.035105001712111e-09,0.0
1820,1.1866481131050932e-09,1.1866481131050932e-09
1821,9.86148829262845e-10,0.0
1822,1.0025615893027862e-09,4.010246357211145e-09
1823,0.0,0.0
1824,3.3684450784221553e-09,3.3684450784221553e-09
1825,5.283265824829186e-09,0.0
1826,7.927186018719112e-09,9.688783109140786e-09
1827,1.8434546111834038e-09,0.0
1828,0.0,0.0
1829,6.001223074036943e-09,3.429270423183084e-09
1830,0.0,3.1310507520032616e-09
1831,9.354723218280014e-09,1.5591206103948707e-09
1832,0.0,0.0
1833,8.108539617524002e-09,1.1583628500844156e-09
1834,0.0,3.733812370398937e-09
1835,0.0,4.5378527602224494e-09
1836,6.720750067579218e-10,0.0
1837,0.0,4.87052354003481e-09
1838,0.0,1.0730675015224733e-08
1839,7.690622361167243e-09,1.3982949909063791e-08
1840,6.3696887764308485e-09,1.7198159341091923e-08
1841,1.2841097074556274e-09,7.0626033910059505e-09
1842,1.341653010911159e-08,6.708265054555795e-09
1843,1.1813822142769936e-09,1.4767278067040479e-08
1844,7.683985892015244e-09,3.787107161201675e-08
1845,2.7901139176833567e-09,1.8414752389617206e-08
1846,5.854501328173001e-09,1.1709002656346001e-08
1847,7.011190739092399e-09,1.5640349459999925e-08
1848,0.0,6.43617736884039e-09
1849,2.262441967104678e-08,7.54147322368226e-09
1850,2.7155984128057753e-09,4.073397619208663e-09
1851,0.0,5.159551008659946e-09
1852,5.859490670445666e-09,1.3672145193766028e-08
1853,6.569124799682413e-09,1.5527023222716707e-08
1854,1.0391328908454511e-09,1.454786069388092e-08
1855,4.776243400783642e-09,1.326734277995456e-08
1856,3.1063134287023786e-09,1.9673318973900678e-08
1857,4.881509085841174e-10,1.2691923956253959e-08
1858,4.893676019968041e-10,2.397901255335455e-08
1859,1.5276520048956854e-09,1.323965115318515e-08
1860,7.781213007262977e-09,5.034902272882391e-09
1861,2.8295783494058924e-09,3.065376574795664e-08
1862,1.3553959066214816e-09,1.626475132354699e-08
1863,7.991393324857654e-09,1.897955925755923e-08
1864,1.4384183844029508e-09,1.342523781033833e-08
1865,7.530950973944073e-09,9.88437331983505e-09
1866,1.9462451650298362e-09,2.238181906477621e-08
1867,3.88224918879132e-09,2.91168689159349e-08
1868,0.0,2.6181332657415624e-08
1869,8.30198221279943e-09,2.6859355628516823e-08
1870,0.0,2.064257564882155e-08
1871,2.1242354542039266e-09,1.4869648623516696e-08
1872,1.2094678591978436e-09,3.688877114882416e-08
1873,2.9930022904522957e-09,1.1373408881354408e-08
1874,3.5847653734322193e-09,1.6728906260254917e-08
1875,5.149374260327022e-09,1.7736734747586524e-08
1876,1.813804439976252e-09,1.874264654588842e-08
1877,1.2369631985365004e-09,2.4739264858908427e-08
1878,3.6234530931267273e-09,9.662541877730746e-09
1879,0.0,1.8938909107646396e-08
1880,0.0,8.984985200299889e-09
1881,3.4862537301449947e-09,2.7890029619115353e-08
1882,9.983077475794744e-09,2.1962771157291172e-08
1883,1.2638677882037541e-09,2.464542259161817e-08
1884,7.922036360241691e-09,3.102797485610154e-08
1885,5.156508553483263e-09,2.127059772760731e-08
1886,2.5813855497602844e-09,3.1621972595985426e-08
1887,2.6115698492645834e-09,1.8933881240634776e-08
1888,6.974675947901687e-09,1.775372027168487e-08
1889,0.0,2.4434033463194282e-08
1890,6.554386478008212e-10,2.8839300725280737e-08
1891,1.2748440081367107e-09,1.9122660788184476e-08
1892,3.1342561879199593e-09,3.008885940403161e-08
1893,0.0,1.847524983000781e-08
1894,0.0,1.2603078580752936e-08
1895,6.018614495673091e-10,2.5278181325916194e-08
1896,3.5382172747233653e-09,1.8870492723976895e-08
1897,1.7480140668268973e-09,1.2818770045441852e-08
1898,2.26334195829736e-09,2.6028432742464247e-08
1899,4.9748205555033564e-09,1.879376654301268e-08
1900,2.07642125715779e-09,3.010810800674335e-08
1901,1.1177477832191585e-09,2.179608138419553e-08
1902,8.347482705062248e-09,2.3569363016839873e-08
1903,4.320176216765503e-09,1.4580594509538969e-08
1904,1.6123875568041512e-09,1.3974025492302644e-08
1905,5.676835002077496e-09,1.5998353308788182e-08
1906,5.658602919567102e-09,3.9095802151223324e-08
1907,1.542852956504248e-08,2.8285639330771772e-08
1908,5.893666887857307e-09,2.2101250607420297e-08
1909,9.901770070541716e-09,7.151278680339601e-09
1910,5.878565634276356e-09,1.4429206940391737e-08
1911,2.128149656499545e-09,1.3300935464144459e-08
1912,5.2094213387476884e-09,2.1879568379290504e-08
1913,1.590896969716482e-09,1.6439267724877027e-08
1914,1.3393487430235496e-09,1.4732836561837104e-08
1915,4.712304768617059e-09,1.767114277129167e-08
1916,0.0,8.789969641043172e-09
1917,3.289927441585405e-09,4.386569774084137e-09
1918,6.89182577673364e-09,4.479686577241182e-08
1919,2.762354567309444e-09,2.3019620654096684e-08
1920,0.0,1.2872794385998532e-08
1921,7.572747762196741e-09,1.3630945261411398e-08
1922,5.164555005876537e-09,5.164555005876537e-09
1923,4.246379248229459e-09,9.554353752605493e-09
1924,9.02413699321869e-09,1.0313299547703991e-08
1925,9.898360353588487e-09,1.8696902470694e-08
1926,2.229227691330493e-09,1.2260752080273107e-08
1927,3.3447675740205796e-09,2.5643217327342427e-08
1928,3.4278122562625413e-09,1.8281665847830197e-08
1929,5.570202965543558e-09,8.912325100141061e-09
1930,5.2518016602221e-09,1.1553964007759987e-08
1931,2.2810713318222042e-09,9.124285327288817e-09
1932,3.287861094491973e-09,8.767629289252454e-09
1933,4.588264879146209e-09,1.7205993074753678e-08
1934,0.0,1.0783422155213884e-08
1935,0.0,1.3165112555668657e-08
1936,3.6374143697059935e-09,7.274828739411987e-09
1937,5.0364472592434595e-09,7.55467088886519e-09
1938,2.5930428915188486e-09,1.4261735792331365e-08
1939,1.5294050470515685e-09,1.070583532936098e-08
1940,0.0,2.5357829169792012e-09
1941,2.9515025978810172e-09,2.9515025978810172e-09
1942,0.0,1.517105907566929e-08
1943,0.0,1.1612940831184915e-08
1944,0.0,3.2131861615880553e-09
1945,0.0,8.714016175304096e-09
1946,0.0,4.1763312808029696e-09
1947,2.3841741914054637e-09,1.1920870957027319e-09
1948,1.0871887834440486e-09,6.523132700664291e-09
1949,2.945102384188658e-09,8.835307485632882e-09
1950,5.317680518146517e-09,2.9779013033248702e-08
1951,3.1984206394497505e-09,1.4925962688039363e-08
1952,1.0544803918932644e-09,3.1634410646574906e-09
1953,5.386913581872932e-09,7.54167928107563e-09
1954,2.9317608341017376e-09,1.9545072227344917e-09
1955,9.385607846468247e-10,8.447047505910632e-09
1956,0.0,9.593255967388359e-09
1957,3.534015080575159e-09,1.4136060322300636e-08
1958,2.4816730892496253e-09,1.3235589513271862e-08
1959,3.100299128533379e-09,9.300897829689347e-09
1960,0.0,8.304999910002664e-09
1961,6.948159270159238e-10,1.111705483225478e-08
1962,2.5367825617905737e-09,1.0147130247162295e-08
1963,1.2932106496776896e-09,1.0992290633282664e-08
1964,1.8251904432275978e-09,5.475571551727398e-09
1965,4.377634699181954e-09,7.1136563306595235e-09
1966,2.769537488234164e-09,1.495550172592175e-08
1967,3.944268467392931e-09,5.916402479044791e-09
1968,0.0,8.982831367632116e-09
1969,0.0,1.2262745902047456e-08
1970,1.3796175313274261e-09,5.058597540852361e-09
1971,1.541519245584766e-09,1.0276794526475896e-08
1972,1.0260293725750103e-09,4.104117490300041e-09
1973,1.102640756478479e-09,4.410563025913916e-09
1974,1.1251143350321513e-09,7.875800511758513e-09
1975,3.4268881066168433e-09,5.140332159925265e-09
1976,0.0,7.427584769459372e-09
1977,0.0,8.815172591880582e-09
1978,1.7821774056514528e-09,8.31682822610702e-09
1979,1.7555920051037788e-09,6.437170796402825e-09
1980,0.0,4.548120546843393e-09
1981,1.8976649140967083e-09,9.488323904349727e-09
1982,3.1037510339615437e-09,6.2075020679230875e-09
1983,6.315316047889041e-10,1.89459470334441e-09
1984,1.1598016991243298e-09,7.538710988796993e-09
1985,2.4062232206745193e-09,6.015557829641693e-09
1986,0.0,6.593933843390687e-09
1987,6.110816852533674e-10,6.721898593298192e-09
1988,0.0,6.596209300990807e-09
1989,0.0,1.8110802857407293e-08
1990,5.44865097484859e-10,8.172976073694826e-09
1991,0.0,2.9307325455363298e-09
1992,5.509944167592096e-10,1.1570882918476855e-08
1993,5.539207426075166e-10,7.20096987594232e-09
1994,5.274926606624319e-10,7.384897027229442e-09
1995,5.422450821690461e-10,3.795715741716776e-09
1996,5.338092190498855e-10,3.736664311304594e-09
1997,0.0,7.192341833217597e-09
1998,3.337690568372409e-09,3.814503490850996e-09
1999,9.140402323914998e-10,6.8553016596695215e-09
2000,0.0,6.185244316725402e-09
2001,0.0,6.133696661692056e-09
2002,4.38122149670761e-10,4.81934359086722e-09
2003,4.1669229178253886e-10,5.000307723435071e-09
2004,8.809582507929292e-10,7.488145215006625e-09
2005,4.053374524914943e-09,9.908249332113428e-09
2006,0.0,1.0294725072412803e-08
2007,0.0,5.592271368204393e-09
2008,2.554463751636149e-09,4.257439734089985e-09
2009,0.0,8.105927484791664e-09
2010,4.723793023408973e-10,5.196172381261022e-09
2011,3.82397197240536e-10,5.353560705856353e-09
2012,6.808505426114664e-10,1.2255309989051e-08
2013,8.367375126105969e-10,9.483025031897796e-09
2014,1.0827225782605865e-09,6.063246349441442e-09
2015,6.649726325136385e-10,5.984753581600444e-09
2016,4.1426800878596737e-10,4.971216327476213e-09
2017,1.509366853724714e-09,3.5218559180094644e-09
2018,2.5814667070633845e-10,4.64663996169179e-09
2019,0.0,2.806086474294034e-09
