year,moins_ADV égaux_ADJ,moins_ADV egaux_ADJ,moins_ADV légaux_ADJ
1800,1.320549074534938e-07,0.0,0.0
1801,1.2144030847593967e-07,0.0,0.0
1802,1.1189200677108602e-07,0.0,0.0
1803,7.021220937986072e-08,0.0,0.0
1804,6.921182915675672e-08,0.0,0.0
1805,1.9331568523739406e-07,0.0,0.0
1806,1.3255677799861587e-07,0.0,0.0
1807,7.971474502710407e-08,0.0,0.0
1808,5.891792298484688e-08,0.0,0.0
1809,4.969867006821005e-08,0.0,0.0
1810,3.042164919975221e-08,0.0,0.0
1811,3.760615285841595e-08,0.0,0.0
1812,7.20146218213813e-08,0.0,0.0
1813,1.4953856464217097e-07,0.0,0.0
1814,9.125363931161701e-08,0.0,0.0
1815,1.2137506644194218e-07,0.0,0.0
1816,4.8669683394564345e-08,0.0,0.0
1817,1.0119676829845048e-07,1.556873407970727e-09,0.0
1818,7.987188865854478e-08,0.0,0.0
1819,4.45095160728215e-08,0.0,0.0
1820,1.18664814863223e-07,0.0,0.0
1821,7.297501269931672e-08,0.0,0.0
1822,9.624591257306747e-08,0.0,0.0
1823,6.720227219148e-08,0.0,7.906149512848515e-09
1824,4.7158231097910175e-08,8.421112696055388e-10,1.6842225392110777e-09
1825,8.189061873054015e-08,0.0,0.0
1826,6.34174881497529e-08,0.0,2.642395191543301e-09
1827,1.0599863742299931e-07,0.0,0.0
1828,5.228211819030548e-08,0.0,1.8344602503717056e-09
1829,1.1745251526917855e-07,0.0,7.715858174606183e-09
1830,6.366470017837855e-08,0.0,1.6698937344017395e-08
1831,1.0446107978623331e-07,0.0,1.2472964883158966e-08
1832,1.0012177398266431e-07,0.0,0.0
1833,8.108539617524002e-08,0.0,0.0
1834,6.534171603789218e-08,0.0,9.334530925997342e-10
1835,6.882410019670715e-08,1.5126175867408165e-09,0.0
1836,6.98957975941994e-08,1.3441500135158435e-09,0.0
1837,8.071153700939249e-08,0.0,0.0
1838,9.341999884782126e-08,0.0,6.312161904276081e-10
1839,6.85164565084051e-08,0.0,5.5931801412612e-09
1840,8.981260890550402e-08,0.0,7.0066574764382494e-09
1841,8.988767774553708e-08,0.0,1.926164561183441e-09
1842,7.71450459069456e-08,0.0,0.0
1843,9.037574244530333e-08,0.0,5.906911071384968e-10
1844,1.1416207712500182e-07,0.0,5.488561272137815e-10
1845,1.244390830379416e-07,5.580227946389016e-10,1.1160455892778032e-09
1846,1.094791741707013e-07,1.1709002656346001e-09,1.7563503984519002e-09
1847,9.006683399093163e-08,0.0,3.235934187273415e-09
1848,9.654266364123032e-08,0.0,6.43617736884039e-09
1849,6.535943697372204e-08,0.0,0.0
1850,8.078905011643656e-08,0.0,2.0366988096043315e-09
1851,1.2189438791665452e-07,0.0,8.384270167027807e-09
1852,9.700712411131462e-08,0.0,3.2552727180501506e-09
1853,8.121827477225452e-08,0.0,7.763511611358354e-09
1854,1.0703068653583614e-07,1.558699391779328e-09,1.558699391779328e-09
1855,7.323573214534917e-08,0.0,5.306937111981824e-10
1856,6.057311452423164e-08,5.177189232874468e-10,5.177189232874468e-10
1857,6.541222319356166e-08,0.0,5.857811125054013e-09
1858,8.221375935590913e-08,0.0,5.3830437884982985e-09
1859,9.776972831332387e-08,0.0,1.5276519604867644e-08
1860,7.872756668803049e-08,4.577183909670879e-10,1.8308735638683515e-09
1861,1.188422871223338e-07,0.0,4.715963619617014e-09
1862,8.222735203844422e-08,0.0,3.6143890103090826e-09
1863,9.09020982930997e-08,0.0,3.995696662428827e-09
1864,8.582563282288902e-08,4.794727948009836e-10,5.753673537611803e-09
1865,1.0684536988492255e-07,4.706844358715045e-10,8.47231973466478e-09
1866,9.196008221579177e-08,0.0,7.298419202328432e-09
1867,6.357183224281471e-08,0.0,1.552899675516528e-08
1868,1.0423134000348e-07,4.93987406535723e-10,1.975949626142892e-09
1869,1.015771999846038e-07,0.0,6.8369265804335555e-09
1870,5.5620272831902184e-08,0.0,3.4404292748035914e-09
1871,1.083360103848463e-07,0.0,9.559059321873065e-09
1872,1.1610891448299299e-07,0.0,4.23313739617015e-09
1873,9.338167217265436e-08,0.0,5.986004469882289e-10
1874,9.678866774720518e-08,0.0,1.7923826867161097e-09
1875,8.238998816523235e-08,0.0,1.716458086775674e-09
1876,1.0882826728675354e-07,0.0,1.209202959984168e-09
1877,9.091679231687522e-08,6.184815992682502e-10,2.4739263970730008e-09
1878,7.790424660925055e-08,0.0,6.039088673581716e-10
1879,8.919614913338592e-08,0.0,4.27652757650776e-09
1880,1.0910338943403985e-07,0.0,4.492492600149944e-09
1881,8.227559078477498e-08,0.0,2.7890030285249168e-09
1882,1.124760089510346e-07,0.0,9.983077475794744e-09
