year,tels_ADJ yeux_NOUN,tels_ADJ lieux_NOUN
1900,1.6092265298084385e-08,4.464305547458025e-08
1901,1.2295225282343836e-08,2.9620316865930363e-08
1902,4.910283735171106e-09,1.2275709337927765e-08
1903,1.3500550899436803e-08,5.508224631967096e-08
1904,1.0749250378694342e-08,6.342057901065346e-08
1905,1.8062657147766004e-08,3.8705692873008957e-08
1906,1.2860461140462576e-08,5.6071609577657e-08
1907,1.6457098794830927e-08,3.7028470956101955e-08
1908,3.3397444809679655e-08,3.388858615949175e-08
1909,2.0903737407707013e-08,5.886052534265218e-08
1910,3.046165986120286e-08,2.404867771588215e-08
1911,1.8621308939259507e-08,2.8730021028877673e-08
1912,2.7088990606216612e-08,4.115442919783163e-08
1913,1.6969567084856862e-08,3.8711824856818566e-08
1914,1.0045115850232378e-08,3.9510787530616653e-08
1915,3.534228465440492e-09,5.654765544704787e-08
1916,1.9777431248257926e-08,5.8233549538044826e-08
1917,2.9609346086090227e-08,8.005489604556715e-08
1918,1.722956355365568e-08,6.891825421462272e-08
1919,1.9336480860943084e-08,1.0773182879120213e-07
1920,1.2872794385998532e-08,9.313845339420368e-08
1921,2.574734203619755e-08,7.951384617399526e-08
1922,3.9840852394945614e-08,7.082817887749115e-08
1923,2.441668023323018e-08,4.989495749896378e-08
1924,2.836157442231979e-08,7.86389122708897e-08
1925,2.4195990988573612e-08,5.939016034517408e-08
1926,1.671920735191179e-08,6.35329868714507e-08
1927,2.3413372574054847e-08,3.6792442870137165e-08
1928,1.4853853258500749e-08,5.0274582719112004e-08
1929,2.6736975300423182e-08,5.681607362362229e-08
1930,2.10072066408884e-08,5.461873797685257e-08
1931,1.1405356659111021e-08,1.094914239274658e-07
1932,2.4110979879310435e-08,5.370172928564898e-08
1933,1.7205993074753678e-08,5.5059178549754506e-08
1934,2.2765002327673756e-08,4.193552882725271e-08
1935,1.0771455727365264e-08,5.984141893122796e-08
1936,2.424942913137329e-08,5.456121598967911e-08
1937,1.1332006444320086e-08,4.658713592675667e-08
1938,1.2965214679638848e-08,6.612259539906518e-08
1939,1.988226472349197e-08,1.5294050470515685e-08
1940,2.2822046474857416e-08,4.3108308034334186e-08
1941,1.1806010391524069e-08,6.788455664263893e-08
1942,1.2136847082899749e-08,4.8547388331598995e-08
1943,1.1612940831184915e-08,5.2258233296242906e-08
1944,2.5705489292704442e-08,8.032965581605822e-08
1945,2.3963544037997053e-08,1.0456819410364915e-07
1946,2.7842208538686464e-08,5.986074569364064e-08
1947,2.26496545963073e-08,5.4836007734593295e-08
1948,1.7395020535104777e-08,5.3272248834446145e-08
1949,3.043272656100271e-08,5.4975245689092844e-08
1950,6.381216888229346e-09,5.424034199563721e-08
1951,2.1322803078760444e-08,5.437314953837813e-08
1952,1.8980646387944944e-08,4.428817490520487e-08
1953,9.69644453618912e-09,5.925604895651304e-08
1954,3.322662323057557e-08,4.69081733456278e-08
1955,1.8771215692936494e-08,4.035811329572425e-08
1956,1.4825940475304833e-08,4.7094165012140365e-08
1957,1.6786572132332367e-08,3.3573144264664734e-08
1958,1.6544486669545222e-08,7.114129374485856e-08
1959,1.007597205671118e-08,5.658045765244424e-08
1960,1.9378333604436193e-08,5.4674583083169637e-08
1961,2.709782087606527e-08,5.002674541287888e-08
1962,1.6489087428794846e-08,4.756467220090599e-08
1963,2.2631185814248056e-08,5.108181966306802e-08
1964,1.6426714211092985e-08,6.023128662491217e-08
1965,1.7510538796727815e-08,4.81539821350907e-08
1966,1.6617224929404983e-08,5.0405581930590415e-08
1967,1.9721342781053863e-08,6.360132687177611e-08
1968,1.6169096284102125e-08,5.88375463905777e-08
1969,1.544197658631674e-08,8.402251694406004e-08
1970,1.5175793066646293e-08,7.7718453894704e-08
1971,1.284599360218408e-08,5.806389324902739e-08
1972,1.898154344814884e-08,5.7457643976022155e-08
1973,8.269805285010534e-09,5.843995865006946e-08
1974,1.0688586016271984e-08,5.5693160305736455e-08
1975,9.138368284311582e-09,6.682432029947449e-08
1976,1.199840671262109e-08,5.713526718409412e-08
1977,9.990529292736028e-09,6.28815683967332e-08
1978,1.0099005187669263e-08,5.8217796805593025e-08
1979,8.777959692451986e-09,5.442335293537326e-08
1980,7.390696055153967e-09,5.344041653643217e-08
1981,1.4548763971333756e-08,6.388805218193738e-08
1982,1.3035754697909852e-08,8.318053090761168e-08
1983,1.515675762675528e-08,7.199460583251494e-08
1984,1.2177918229383522e-08,7.190770645593147e-08
1985,1.2031115659283387e-08,6.737425195524338e-08
1986,1.2588419195935785e-08,7.49310657965907e-08
1987,7.944062296871834e-09,8.249602956311719e-08
1988,1.2592763276586538e-08,8.39517539930057e-08
1989,1.0427432250992297e-08,8.232183290601824e-08
1990,1.6345952147389653e-08,8.281949703814462e-08
1991,8.20605094986604e-09,8.030207254705601e-08
1992,1.322386644631024e-08,8.59551292364813e-08
1993,1.4401939196773128e-08,1.1410767086772466e-07
1994,1.2659823411809157e-08,1.0391605087534117e-07
1995,1.1929391696696712e-08,1.0519554649590646e-07
1996,2.3487604750016544e-08,1.11566123450757e-07
1997,1.7741109914481967e-08,1.0213125278824009e-07
1998,1.6688451509594415e-08,1.1634235619339961e-07
1999,1.2339542720951613e-08,1.0785674930957612e-07
2000,1.4579503826439577e-08,1.3254094710646314e-07
2001,9.638665865452367e-09,1.3275071353291423e-07
2002,8.762443215459825e-09,1.2048359110394813e-07
2003,1.7084383685528337e-08,1.31258076407903e-07
2004,7.928623979580607e-09,1.206912827456108e-07
2005,9.007498746882447e-09,1.5042523671127128e-07
2006,1.6471560115860484e-08,1.2230132995227905e-07
2007,1.757570977645173e-08,1.026581202268062e-07
2008,1.6178271167177627e-08,1.0388152560381059e-07
2009,1.43045770784056e-08,1.0537705463775637e-07
2010,1.2281861749841028e-08,9.589300020707014e-08
2011,2.600300952337875e-08,9.21577267831708e-08
2012,3.43829533733242e-08,9.531907352311464e-08
2013,3.3190588055731496e-08,1.1770107732900215e-07
2014,3.291476602385046e-08,9.376377363423671e-08
2015,4.0563328695952805e-08,8.844136090147003e-08
2016,3.50056481579486e-08,7.953946123961941e-08
2017,3.8740413543791874e-08,8.5027664908921e-08
2018,3.5624239558273985e-08,8.802801687579631e-08
2019,3.3162841361900064e-08,7.295825099618014e-08
