year,plus_ADV eu_VERB,plus_ADV lu_VERB
1855,9.579021025274415e-07,3.1841622671890946e-09
1856,1.029225245474663e-06,0.0
1857,1.1129840231660637e-06,3.905207268672939e-09
1858,9.753096037456999e-07,0.0
1859,1.0403309715911746e-06,0.0
1860,9.364918014398427e-07,9.154367819341758e-10
1861,1.0096878213516902e-06,1.4147891747029462e-09
1862,9.415483646080247e-07,4.066187830886747e-09
1863,9.734516197568155e-07,2.4973103585068657e-09
1864,1.0706627335821395e-06,7.1920918109924514e-09
1865,9.907906814987655e-07,4.706844358715045e-10
1866,1.105467276829586e-06,1.9462451650298362e-09
1867,1.0472367648617364e-06,2.91168689159349e-09
1868,9.138767040894891e-07,0.0
1869,1.0338410447729984e-06,0.0
1870,1.1043778158636997e-06,1.0321287824410774e-08
1871,1.0674283430489595e-06,0.0
1872,1.0679601700758212e-06,0.0
1873,9.691341347206617e-07,2.3944017879529156e-09
1874,1.093950913855224e-06,0.0
1875,1.0052723382614204e-06,3.432916173551348e-09
1876,8.651847451801586e-07,6.04601479992084e-10
1877,9.029831176121661e-07,0.0
1878,1.0417428484288394e-06,6.039088673581716e-10
1879,9.243408953807375e-07,6.10932526790009e-10
1880,1.019795718093519e-06,6.417846254436199e-10
1881,9.55233531385602e-07,0.0
1882,9.284262318942638e-07,0.0
1883,1.0351077435188927e-06,5.687405213450347e-09
1884,9.612070925868466e-07,0.0
1885,9.301052159571555e-07,5.80107206715752e-09
1886,9.62856802289025e-07,6.453463874400711e-10
1887,1.016553596855374e-06,5.223139698529167e-09
1888,1.0614188568069949e-06,1.9021844099853524e-09
1889,1.0387597058070241e-06,0.0
1890,9.294120104641479e-07,0.0
1891,1.0491966122572194e-06,1.9122659011827636e-09
1892,9.734999366628472e-07,2.5074049503359674e-09
1893,9.915050895870081e-07,0.0
1894,1.0271509154335945e-06,1.8904617871129403e-09
1895,1.0027011967395083e-06,6.018614495673091e-10
1896,1.0490814474906074e-06,0.0
1897,1.0097694485011743e-06,0.0
1898,9.738029120853753e-07,4.52668391659472e-09
1899,1.0143106692339643e-06,1.1055156790007459e-08
1900,1.0106980425916845e-06,0.0
1901,9.590276022208855e-07,6.147612641171918e-09
1902,8.023403665902151e-07,1.4730852093691738e-09
1903,9.099371141019219e-07,1.6200660812870638e-09
1904,1.0088170938615804e-06,6.987012746151322e-09
1905,9.862210390565451e-07,1.0321518084666081e-09
1906,9.064053188012622e-07,3.0865106026567446e-09
1907,8.938261544244597e-07,1.028568674676933e-09
1908,9.130272360380332e-07,3.929111258571538e-09
1909,9.285660098612425e-07,6.0510818578052294e-09
1910,9.27744565615285e-07,2.137660271017694e-09
1911,8.108250426630548e-07,4.788336838146279e-09
1912,8.882063298187859e-07,3.646594803896619e-09
1913,9.248414016838069e-07,5.302989602995467e-09
1914,8.123150223582343e-07,3.3483718020477227e-09
1915,9.318582669948228e-07,2.3561523843085297e-09
1916,1.0449076626173337e-06,0.0
1917,1.0944492032649578e-06,9.869782324756216e-09
1918,1.010801156553498e-06,1.1486376294556067e-09
1919,9.419628668183577e-07,1.8415696745321952e-09
1920,8.041710088946274e-07,3.786115865267448e-09
1921,9.208461051457562e-07,6.058197943303867e-09
1922,8.809254836705804e-07,3.6889677978990676e-09
1923,8.981091923487838e-07,0.0
1924,9.320644380750309e-07,3.867487219366694e-09
1925,9.249467893823748e-07,1.0998177923937646e-09
1926,8.816595595817489e-07,4.458455382660986e-09
1927,1.0379928880865918e-06,0.0
1928,1.0786183111122227e-06,1.1426041224282812e-09
1929,9.580749065207783e-07,1.6710609784809094e-08
1930,8.717991022422211e-07,0.0
1931,8.474179935546999e-07,0.0
1932,7.923745215521194e-07,2.1919073223131136e-09
1933,8.006522307368868e-07,0.0
1934,8.554848136554938e-07,3.5944740517379614e-09
1935,7.851194254726579e-07,3.590485242455088e-09
1936,7.105082886482705e-07,2.424942913137329e-09
1937,8.083497959887609e-07,2.5182236296217297e-09
1938,6.923424393789901e-07,2.5930428915188486e-09
1939,8.029376772356045e-07,1.5294050470515685e-09
1940,8.494872645314899e-07,0.0
1941,7.614876835759787e-07,0.0
1942,8.617161597612721e-07,0.0
1943,7.432282131958345e-07,2.9032352077962287e-09
1944,8.354284091183217e-07,0.0
1945,9.062576964424807e-07,2.178504043826024e-09
1946,7.684449769840285e-07,0.0
1947,7.915458581919665e-07,5.960435700558264e-09
1948,7.153702199502732e-07,4.348755133776194e-09
1949,7.735802682873327e-07,9.817008317369869e-10
1950,6.806631063227542e-07,6.381216888229346e-09
1951,8.347877837877604e-07,4.264560704569931e-09
1952,7.634437793058169e-07,5.272402070488624e-09
1953,7.767929446345079e-07,1.0773827385790469e-09
1954,7.036226179479854e-07,7.818028890937967e-09
1955,6.128801715021837e-07,1.3139850985055546e-08
1956,6.93330775902723e-07,4.360570571293465e-09
1957,6.705793680339411e-07,1.5903067307476704e-08
1958,7.808997679603635e-07,1.6544486891589827e-09
1959,6.20834896380984e-07,2.325224457422337e-09
1960,5.993441618556972e-07,3.460416619915918e-09
1961,6.100484029047948e-07,7.64297514166401e-09
1962,6.811260959693755e-07,1.4586500007851555e-08
1963,6.685899052172317e-07,1.939815863494232e-09
1964,6.120471880421974e-07,2.4335873316516654e-09
1965,5.898862696085416e-07,9.302473458205895e-09
1966,6.259154474719253e-07,4.431259803538978e-09
1967,6.97642462910153e-07,4.930335695263466e-09
1968,6.108325578679796e-07,6.287982134978165e-09
1969,6.222207957762294e-07,5.904285060864822e-09
1970,6.258864573283063e-07,9.197449912790034e-09
1971,5.70875954508665e-07,5.138397263237948e-09
1972,5.812456151943479e-07,3.5911027485013847e-09
1973,5.34229457116453e-07,1.1577728109557484e-08
1974,4.98988185881899e-07,2.2502286700643026e-09
1975,4.86046985770372e-07,3.4268881066168433e-09
1976,5.302152885633404e-07,6.2848797277581525e-09
1977,4.871852183896408e-07,2.938390863960194e-09
1978,5.150492938810203e-07,5.346532105932056e-09
1979,5.489151249093993e-07,1.1118749476679568e-08
1980,5.764742923020094e-07,1.0233271119375331e-08
1981,5.256531494524097e-07,8.855769451088236e-09
1982,5.79780703446886e-07,3.1037510339615437e-09
1983,5.658523036800034e-07,5.052252838311233e-09
1984,5.369881819206057e-07,6.958810416790584e-09
1985,5.317753561939753e-07,1.142956040922627e-08
1986,6.084403025852225e-07,9.591176741707841e-09
1987,5.542510734812822e-07,5.49973533381376e-09
1988,5.378908554121153e-07,1.9188972188999287e-08
1989,5.866802439413732e-07,5.488121956886971e-09
1990,5.230704687164689e-07,6.538381391862913e-09
1991,5.193257948121754e-07,7.033758464558559e-09
1992,5.317095883583534e-07,8.815910668147353e-09
1993,5.566903382714372e-07,1.2740176913439427e-08
1994,5.248551815384417e-07,8.439882570598911e-09
1995,5.595969128080469e-07,6.506940763983948e-09
1996,5.439516144178924e-07,1.2277611816102763e-08
1997,5.259999511508795e-07,1.054876808126437e-08
1998,5.559638793783961e-07,4.7681290027412615e-09
1999,5.900129735891824e-07,5.484241505371301e-09
2000,5.597646008936863e-07,4.418031274155965e-09
2001,5.331934858077148e-07,4.8193329327261836e-09
2002,5.910267759645649e-07,4.81934359086722e-09
2003,5.767021207248035e-07,1.3334153337041244e-08
2004,5.796705409011338e-07,1.0571499231559756e-08
2005,6.516925736832491e-07,1.306087415997581e-08
2006,6.242721042326593e-07,1.1118302722934459e-08
2007,7.114168170119228e-07,7.589511241690161e-09
2008,7.510123509746336e-07,1.0217855006544596e-08
2009,8.558905619793222e-07,9.53638501499654e-09
2010,1.012308871395362e-06,5.196172381261022e-09
2011,9.647881142882397e-07,8.030340836739924e-09
2012,1.13191401851509e-06,5.446804340891731e-09
2013,1.2679362271228456e-06,5.29933741333366e-09
2014,1.3300164027896244e-06,7.57905826986871e-09
2015,1.2559115702970303e-06,5.984753581600444e-09
2016,1.2599961110026925e-06,4.971216327476213e-09
2017,1.3410724477580516e-06,3.018733707449428e-09
2018,1.380826574859384e-06,2.8396134332808742e-09
2019,1.3622274082081276e-06,7.652963596171958e-09
