year,efforts_NOUN égaux_ADJ,efforts_NOUN légaux_ADJ
1983,1.89459470334441e-09,1.2630632095778083e-09
1984,5.799008495621649e-10,0.0
1985,1.2031116103372597e-09,0.0
1986,2.997242676272549e-09,0.0
1987,0.0,0.0
1988,5.996553809062277e-10,0.0
1989,1.0976244357863152e-09,1.0976244357863152e-09
1990,0.0,5.44865097484859e-10
1991,5.861465202094962e-10,1.1722930404189924e-09
1992,0.0,1.65298330578878e-09
1993,1.1078414852150331e-09,1.1078414852150331e-09
1994,1.0549853213248639e-09,1.5824779264761446e-09
1995,1.626735190995987e-09,0.0
1996,5.338092190498855e-10,2.135236876199542e-09
1997,0.0,4.79489448146353e-10
1998,4.768129224785866e-10,4.768129224785866e-10
1999,9.140402323914998e-10,0.0
2000,2.2090156370779823e-09,0.0
2001,0.0,0.0
2002,0.0,4.38122149670761e-10
2003,1.2500769308587678e-09,0.0
2004,2.2023955992267474e-09,0.0
2005,0.0,0.0
2006,0.0,2.8825228870488218e-09
2007,3.994479469415779e-10,7.988958938831558e-10
2008,4.257439678578834e-10,0.0
2009,9.53638501499654e-10,0.0
2010,1.4171379625338432e-09,4.723793023408973e-10
2011,7.64794394481072e-10,3.82397197240536e-10
2012,0.0,0.0
2013,8.367375126105969e-10,0.0
2014,1.0827225782605865e-09,4.330890368553497e-10
2015,1.329945265027277e-09,0.0
2016,2.4856081637381067e-09,4.1426800878596737e-10
2017,7.54683426862357e-10,7.54683426862357e-10
2018,1.5488800242380307e-09,2.5814667070633845e-10
2019,1.2754939326953263e-09,2.55098775436835e-10
