year,efforts_NOUN égaux_ADJ,efforts_NOUN légaux_ADJ
1800,6.60274537267469e-08,0.0
1801,9.524730337773235e-09,0.0
1802,5.147032311469957e-08,0.0
1803,2.9255089017965474e-08,0.0
1804,2.7190360185613827e-08,0.0
1805,2.842877711017877e-09,0.0
1806,2.305335300434308e-08,0.0
1807,1.9928686256776018e-08,0.0
1808,2.039466551195801e-08,0.0
1809,1.581321384946932e-08,0.0
1810,4.680253518074551e-09,0.0
1811,1.504245972228091e-08,0.0
1812,1.8670457180292033e-08,0.0
1813,4.026038169513413e-08,0.0
1814,4.405347908686963e-08,0.0
1815,5.394447111228828e-09,0.0
1816,4.6352077731626196e-09,0.0
1817,0.0,0.0
1818,2.1458118837358597e-08,0.0
1819,1.1386155129855524e-08,0.0
1820,1.779972080839798e-08,0.0
1821,3.155676253641104e-08,0.0
1822,1.5038423839541792e-08,0.0
1823,2.9648061783404955e-09,0.0
1824,2.5263338088166165e-08,0.0
1825,2.641632912414593e-09,1.2327619813845558e-08
1826,1.145037931138404e-08,0.0
1827,9.217273055917019e-10,0.0
1828,2.7516904310687096e-09,0.0
1829,1.1145129263923081e-08,0.0
1830,5.218417697960831e-09,0.0
1831,1.091384405071949e-08,0.0
1832,1.2176972319366541e-08,0.0
1833,1.50587169400751e-08,0.0
1834,8.401078055442213e-09,1.8669061851994684e-09
1835,9.075705520444899e-09,7.563087933704082e-10
1836,1.1425274948351216e-08,0.0
1837,4.87052354003481e-09,0.0
1838,9.468243078458727e-09,0.0
1839,1.6080392128969834e-08,0.0
1840,2.5478754661634184e-09,1.9109065441114126e-09
1841,7.704658244733764e-09,0.0
1842,1.408735705865638e-08,0.0
1843,1.0041748765843295e-08,1.1813822142769936e-09
1844,2.7991662321369404e-08,0.0
1845,2.4553003186156275e-08,0.0
1846,5.269050973311096e-09,0.0
1847,5.9325460100012606e-09,0.0
1848,1.126331028444838e-08,0.0
1849,6.703531951757213e-09,8.379414939696517e-10
1850,1.9009188889640427e-08,0.0
1851,3.418202609850596e-08,2.579775504329973e-09
1852,9.765818376195057e-09,0.0
1853,2.388772735173461e-08,4.777545470346922e-09
1854,2.182179059673217e-08,0.0
1855,1.9104973603134567e-08,2.1227748447927297e-09
1856,6.212626857404757e-09,0.0
1857,9.763017949637742e-09,1.9526036343364694e-09
1858,1.2234189661342043e-08,0.0
1859,1.018434669930457e-09,0.0
1860,7.781213007262977e-09,1.373155145145688e-09
1861,1.5562680033553988e-08,0.0
1862,2.5752521892741242e-08,0.0
1863,1.1487627737949424e-08,0.0
1864,2.6371003158942585e-08,0.0
1865,8.47231973466478e-09,0.0
1866,8.75810357570117e-09,0.0
1867,9.7056229719783e-09,0.0
1868,1.1855697756857353e-08,0.0
1869,1.5627261262807224e-08,0.0
1870,3.55511033944822e-08,1.1468097582678638e-09
1871,2.8677177965619194e-08,0.0
1872,6.652073114565837e-09,0.0
1873,2.993002112816612e-08,1.1972008939764578e-09
1874,1.4936523129449597e-08,0.0
1875,2.0025344937835143e-08,0.0
1876,2.3579458385825092e-08,0.0
1877,7.421779191219002e-09,0.0
1878,7.2469061862534545e-09,0.0
1879,4.887460214320072e-09,0.0
1880,2.3104245627791897e-08,0.0
1881,2.719277958362909e-08,6.972507571312292e-10
1882,9.983077475794744e-09,0.0
1883,1.516641390253426e-08,0.0
1884,9.242375753615306e-09,6.601696966868076e-10
1885,2.127059772760731e-08,0.0
1886,2.0005737511041843e-08,0.0
1887,7.1818169189441505e-09,0.0
1888,1.6485598663962264e-08,6.340614699951175e-10
1889,2.8193115397812107e-08,0.0
1890,6.554386366985909e-09,0.0
1891,1.3385862196457765e-08,0.0
1892,1.6298132621272998e-08,6.268512375839919e-10
1893,1.4164357686752282e-08,0.0
1894,3.843938856107343e-08,5.041231432301174e-09
1895,2.347259631108045e-08,1.2037228991346183e-09
1896,1.6511680911435178e-08,0.0
1897,5.826713334045053e-09,0.0
1898,9.05336783318944e-09,5.6583548957434e-10
1899,2.4874102777516782e-08,5.527578395003729e-10
1900,1.972600216504361e-08,0.0
1901,1.900171220370339e-08,0.0
1902,2.9461702411026636e-08,0.0
1903,1.3500550899436803e-08,5.400220270956879e-10
1904,1.1286712897629059e-08,0.0
1905,1.186974607492175e-08,1.5482277682110634e-09
1906,1.4403716441790948e-08,1.5432553013283723e-09
1907,8.742834012309686e-09,0.0
1908,1.7680999775393502e-08,1.964555629285769e-09
1909,8.251475058784763e-09,0.0
1910,1.5498036631811374e-08,1.068830135508847e-09
1911,1.0108711201439746e-08,5.320374141248863e-10
1912,1.2502610502451716e-08,0.0
1913,1.5378670781274195e-08,5.30298971401777e-10
1914,1.0045115850232378e-08,6.696743715117748e-10
1915,1.295883844676382e-08,0.0
1916,1.538244731591476e-08,2.197492410260793e-09
1917,1.5352993543160665e-08,0.0
1918,2.756730310693456e-08,0.0
1919,0.0,0.0
1920,7.572231730534895e-09,0.0
1921,9.844571380313027e-09,0.0
1922,1.8444838545406128e-08,1.4755870969551665e-09
1923,4.246379248229459e-09,0.0
1924,1.289162443462999e-09,0.0
1925,6.598906754362588e-09,0.0
1926,7.802296586589819e-09,0.0
1927,1.2264147031260109e-08,1.1149224876660924e-09
1928,3.4278122562625413e-09,1.1426041224282812e-09
1929,1.3368487650211591e-08,1.1140406375176326e-09
1930,6.302162347537887e-09,2.100720708497761e-09
1931,2.2810713318222042e-09,2.2810713318222042e-09
1932,6.575722188983946e-09,0.0
1933,1.1470662197865522e-09,0.0
1934,1.0783422155213884e-08,0.0
1935,8.377798899061872e-09,0.0
1936,6.0623572828433225e-09,3.6374143697059935e-09
1937,1.2591118148108649e-09,0.0
1938,6.482607339819424e-09,0.0
1939,1.5294050470515685e-09,0.0
1940,1.2678914806940611e-08,0.0
1941,5.9030051957620344e-09,0.0
1942,0.0,0.0
1943,2.0322646676618206e-08,0.0
1944,3.2131861615880553e-09,0.0
1945,2.178504043826024e-09,0.0
1946,5.568441707737293e-09,2.7842208538686464e-09
1947,9.536696765621855e-09,0.0
1948,1.0871887834440486e-09,0.0
1949,7.853606653895895e-09,9.817008317369869e-10
1950,1.4889506516624351e-08,0.0
1951,1.5992101864981123e-08,0.0
1952,7.381362632230548e-09,0.0
1953,8.619061908632375e-09,1.0773827385790469e-09
1954,6.840775057526116e-09,0.0
1955,6.569925492527773e-09,0.0
1956,7.849027205963921e-09,1.744228317335228e-09
1957,6.184526224473075e-09,0.0
1958,7.445019267748876e-09,4.1361216673863055e-09
1959,3.100299128533379e-09,7.750747821333448e-10
1960,2.7683333403416555e-09,0.0
1961,1.3896318540318475e-09,0.0
1962,4.43936931660005e-09,2.5367825617905737e-09
1963,3.2330267352165265e-09,0.0
1964,4.258777774879263e-09,1.2167936658258327e-09
1965,1.0944086747954884e-09,2.73602163147757e-09
1966,4.985167390003653e-09,0.0
1967,2.9582012395223956e-09,9.860671168482327e-10
1968,3.1439910674890825e-09,0.0
1969,4.995933444718048e-09,9.083515606356229e-10
1970,1.8394900047624674e-09,2.2993624781975086e-09
1971,3.5968783507200897e-09,5.138397485282553e-10
1972,4.6171320100540925e-09,5.130146862875051e-10
1973,0.0,0.0
1974,5.625571675160757e-10,2.2502286700643026e-09
1975,1.1422960355389478e-09,5.711480177694739e-10
1976,3.4281160132820787e-09,5.713526873840635e-10
1977,1.1753563677885381e-09,0.0
1978,1.1881182704343018e-09,1.1881182704343018e-09
1979,5.851973350345929e-10,0.0
1980,1.7055452605774235e-09,5.685150683554241e-10
1981,6.325549528618524e-10,0.0
1982,3.7245013739806154e-09,6.207502289967692e-10
