year,motifs_NOUN égaux_ADJ,motifs_NOUN légaux_ADJ
1800,0.0,0.0
1801,4.7623651688866175e-09,0.0
1802,0.0,0.0
1803,2.145373123596528e-08,0.0
1804,0.0,0.0
1805,1.1371510844071508e-08,0.0
1806,0.0,0.0
1807,2.8469551160981155e-09,2.8469551160981155e-09
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,4.680253518074551e-09
1811,0.0,0.0
1812,0.0,0.0
1813,5.751483289628823e-09,2.8757416448144113e-09
1814,0.0,4.090680150170556e-08
1815,1.3486118000116676e-08,4.8550024445148665e-08
1816,9.270415546325239e-09,6.952811659743929e-09
1817,1.0898113522728181e-08,7.784366928831332e-09
1818,3.5763532135746345e-09,2.6226590676969863e-08
1819,1.449147024601416e-08,3.1053151161586356e-09
1820,8.306536791735653e-09,2.1359666035891678e-08
1821,5.9168927535324656e-09,2.465372084259343e-08
1822,4.010246357211145e-09,6.015369535816717e-09
1823,2.9648061783404955e-09,9.882686669016039e-09
1824,4.210556348027694e-09,5.894778887238772e-09
1825,6.163809906922779e-09,1.4088708866211164e-08
1826,7.0463874735082754e-09,7.0463874735082754e-09
1827,1.1982455028203276e-08,1.1060727445055818e-08
1828,9.172301251858528e-10,7.337841001486822e-09
1829,6.858540846366168e-09,1.714635211591542e-09
1830,9.39315203396518e-09,3.1310507520032616e-09
1831,1.5591206103948707e-09,6.236482441579483e-09
1832,5.411987746839486e-09,1.7588959622116818e-08
1833,0.0,2.89590715851773e-08
1834,1.120143711119681e-08,2.5203233278148218e-08
1835,7.563087933704082e-09,2.0420337421001022e-08
1836,0.0,1.68018754465038e-08
1837,1.2524203896191466e-08,1.3219993100221927e-08
1838,1.0730675015224733e-08,3.787297142565649e-09
1839,9.088918062616358e-09,1.4682098203877558e-08
1840,6.369688665408546e-10,2.293087852933695e-08
1841,1.2841097074556274e-09,1.4125206782011901e-08
1842,4.695785538189057e-09,1.408735705865638e-08
1843,1.594865928211675e-08,1.7130041385371442e-08
1844,3.841992946007622e-09,8.781698035420504e-09
1845,5.580227835366713e-09,2.1204865419122143e-08
1846,2.9272506640865004e-09,1.0538101946622191e-08
1847,2.1572894581822766e-09,2.2112217834546755e-08
1848,3.218088684420195e-09,2.011305433313737e-08
1849,8.379414939696517e-10,1.5920887719289567e-08
1850,7.467895635215882e-09,1.4935791270431764e-08
1851,2.7087642351375507e-08,1.4188765717904062e-08
1852,5.859490670445666e-09,2.3437962681782665e-08
1853,3.5831591027601917e-09,1.3735443005202796e-08
1854,1.558699391779328e-09,1.506742641765868e-08
1855,9.021793090369101e-09,9.021793090369101e-09
1856,4.141751386299575e-09,3.209857268871019e-08
1857,3.4170564155999728e-09,2.0990489346672803e-08
1858,1.9574704079872163e-09,1.6149130033227266e-08
1859,7.638259802433822e-09,1.7313389832906978e-08
1860,1.8308735638683515e-09,1.4189270203246451e-08
1861,1.8863854922557266e-09,2.4994607272788016e-08
1862,1.3553959066214816e-09,1.1746764450037972e-08
1863,0.0,2.0477944673302773e-08
1864,2.8768367688059016e-09,1.1986819536957682e-08
1865,1.4120533631256649e-09,5.177528628053096e-09
1866,9.731225825149181e-10,8.75810357570117e-09
1867,4.85281148598915e-10,2.0867089389753346e-08
1868,1.975949626142892e-09,1.3831646938911035e-08
1869,1.953407657850903e-09,4.3463320054115684e-08
1870,3.4404292748035914e-09,1.6055335727571673e-08
1871,3.18635318130589e-09,1.1683295220166201e-08
1872,5.442605477412599e-09,2.6003558417642125e-08
1873,5.387403856360606e-09,3.6514628654060743e-08
1874,1.7923826867161097e-09,2.7483201492373155e-08
1875,0.0,1.4875970677508121e-08
1876,0.0,2.478866001354163e-08
1877,8.040260901509555e-09,1.4225077116236662e-08
1878,3.0195443923020093e-09,1.5701630218245555e-08
1879,0.0,1.3440515367335593e-08
1880,1.2835692508872398e-09,2.759673911612026e-08
1881,6.972507571312292e-10,2.091752193678076e-08
1882,2.6621540527571597e-09,1.1979693681496428e-08
1883,6.319338829996468e-09,2.5909288936531993e-08
1884,0.0,1.7824582698722224e-08
1885,6.445635691854079e-10,1.353583467533781e-08
1886,3.2267319927115068e-09,1.7424351739236954e-08
1887,0.0,1.4363633837888301e-08
1888,6.340614699951175e-10,1.3315291091942072e-08
1889,0.0,8.771191772893872e-09
1890,6.554386478008212e-10,9.831579994568074e-09
1891,1.2748440081367107e-09,1.0836174402228949e-08
1892,0.0,2.0686091062316336e-08
1893,6.158416554491453e-10,9.23762488724833e-09
1894,1.8904617871129403e-09,1.9534771134033235e-08
1895,6.018614495673091e-10,2.5278181325916194e-08
1896,1.179405795248556e-09,2.240870955461105e-08
1897,1.7480140668268973e-09,2.4472196713531957e-08
1898,0.0,2.546259736391221e-08
1899,1.1055156790007459e-09,7.185851913504848e-09
1900,5.191053142894475e-10,2.6474371694895638e-08
1901,8.38310842965484e-09,2.738482018926902e-08
1902,1.9641135384773634e-09,9.329538919189417e-09
1903,2.1600881083827517e-09,2.1060859722865644e-08
1904,9.13686282189019e-09,2.6873125946735854e-08
1905,5.160758931310738e-09,9.805441791854719e-09
1906,5.144184522798412e-10,3.858138342138773e-08
1907,1.0285686968813934e-08,1.1828539925318182e-08
1908,1.4734167219643268e-09,2.0136695866312948e-08
1909,1.1001967115120692e-09,1.870334465081669e-08
1910,2.67207544979442e-09,2.5651922808123118e-08
1911,3.1922244847493175e-09,1.5429085564733214e-08
1912,3.125652625612929e-09,1.614920641657136e-08
1913,5.30298971401777e-10,1.0605979205990934e-08
1914,4.68772043404897e-09,1.6072185360371805e-08
1915,0.0,1.5314990164938536e-08
1916,1.0987462051303964e-09,6.592477230782379e-09
1917,4.386569774084137e-09,8.773139548168274e-09
1918,0.0,4.594550517822427e-09
1919,8.287063479883727e-09,2.762354567309444e-09
1920,4.543339038320937e-09,1.0601124422748853e-08
1921,7.572747429129834e-10,1.5902768879527684e-08
1922,3.6889677978990676e-09,1.1066903560230656e-08
1923,5.307974060286824e-09,7.431163684401554e-09
1924,7.734974438733389e-09,1.1602462102189293e-08
1925,1.0998177923937646e-09,8.798542339150117e-09
1926,0.0,1.3375366592072169e-08
1927,3.3447675740205796e-09,1.7838759802657478e-08
1928,0.0,1.0283437212876834e-08
1929,3.342121912552898e-09,2.1166771446701205e-08
1930,2.100720708497761e-09,1.6805765667982087e-08
1931,1.1405356659111021e-09,4.219981875053236e-08
1932,3.287861094491973e-09,1.0959536500543265e-08
1933,4.588264879146209e-09,1.8353059516584835e-08
1934,0.0,1.1981580172459871e-08
1935,1.196828414151696e-09,8.377798899061872e-09
1936,2.424942913137329e-09,1.9399543305098632e-08
1937,0.0,1.2591118370153254e-08
1938,3.8895642262559704e-09,2.463390735840676e-08
1939,1.5294050470515685e-09,1.8352861452797242e-08
1940,0.0,1.2678914806940611e-08
1941,0.0,0.0
1942,0.0,6.068423541449874e-09
1943,2.9032352077962287e-09,8.709705845433291e-09
1944,0.0,2.8918675454292497e-08
1945,6.535512131478072e-09,1.3071024262956144e-08
1946,8.352662561605939e-09,1.1136883415474585e-08
1947,3.5762612871081956e-09,5.960435700558264e-09
1948,6.523132700664291e-09,1.522064252412747e-08
1949,4.908504269707237e-09,8.835307596655184e-09
1950,8.508289184305795e-09,3.190608444114673e-09
1951,3.1984206394497505e-09,2.5587365115598004e-08
1952,0.0,2.2144087452602434e-08
1953,3.232148326759443e-09,1.2928593307037772e-08
1954,9.772536113672459e-10,7.818028890937967e-09
1955,2.815682353940474e-09,1.5016972554349195e-08
1956,2.616342476002842e-09,6.976913269340912e-09
1957,1.7670075402875796e-09,2.3854602293482685e-08
1958,4.9633461784992505e-09,1.8198935525237658e-08
1959,3.100299128533379e-09,1.0851046838844525e-08
1960,2.7683333403416555e-09,2.4222916228389124e-08
1961,6.25334317660986e-09,1.459113452284555e-08
1962,3.170978146727066e-09,1.4586500007851555e-08
1963,3.879631726988464e-09,1.4871922360271128e-08
1964,2.4335873316516654e-09,1.2776333768727e-08
1965,3.830430195250756e-09,1.91521518644322e-08
1966,2.769537488234164e-09,8.30861190959098e-09
1967,1.9721342336964653e-09,1.1339771788243524e-08
1968,3.1439910674890825e-09,2.8295920273535557e-08
1969,1.8167031212712459e-09,2.0892086283197386e-08
1970,2.7592350626548523e-09,1.4256047897731605e-08
1971,1.0276794970565106e-09,9.762954888969944e-09
1972,1.5390440033513642e-09,1.8468528706350185e-08
1973,1.102640756478479e-09,1.4334330278309437e-08
1974,2.2502286700643026e-09,3.150320099232218e-08
1975,5.711480177694739e-10,1.3707551982378163e-08
1976,5.713526873840635e-10,1.1427053858703573e-08
1977,5.876781838942691e-10,7.052138428775834e-09
1978,2.3762365408686037e-09,2.0198009820227014e-08
1979,2.925986564150662e-09,2.3993091513574427e-08
1980,1.7055452605774235e-09,1.876099742226245e-08
1981,1.2651099057237047e-09,2.909752883084593e-08
1982,1.2415004579935385e-09,2.483000827169235e-08
1983,6.315316269933646e-09,2.0209011353244932e-08
1984,0.0,3.1894545948762953e-08
1985,1.8046674155058895e-09,1.564045071233977e-08
1986,5.994485463567401e-10,9.591176741707841e-09
1987,0.0,7.944061963804927e-09
1988,2.398621523624911e-09,8.395175166153734e-09
1989,0.0,2.0854864501984594e-08
1990,1.6345953479657283e-09,4.90378582185258e-09
1991,5.861465202094962e-10,1.934283544446913e-08
1992,5.509944167592096e-10,1.1019888113139586e-08
1993,3.877445031719162e-09,7.200969598386564e-09
1994,1.0549853213248639e-09,7.912389854425328e-09
1995,2.7112254663563817e-09,1.4098372025372896e-08
1996,2.135236876199542e-09,1.441284935843612e-08
1997,1.438468344439059e-09,1.1028257529410723e-08
1998,6.198567881199324e-09,1.5258013519314773e-08
1999,4.570201106446348e-09,1.5995704316651427e-08
2000,0.0,1.4137700787841823e-08
2001,4.381211837767296e-09,1.0514908055370142e-08
2002,3.9430991805033955e-09,1.6648641576466616e-08
2003,2.5001538617175356e-09,1.7917768602160322e-08
2004,3.0833537945085254e-09,2.5107310008820605e-08
2005,4.954124666056714e-09,7.656374201303606e-09
2006,8.235779835885637e-10,8.64756888319107e-09
2007,1.5977917877663117e-09,3.1955835755326234e-09
2008,3.8316958494988285e-09,7.663391338175174e-09
2009,0.0,2.860915504498962e-09
2010,9.447586046817946e-10,8.502827608669605e-09
2011,7.64794394481072e-10,9.559929708968795e-09
2012,3.404252713057332e-10,6.808505315092361e-09
2013,1.1156500168141292e-09,1.059867482666732e-08
2014,1.0827225782605865e-09,1.3425760059249114e-08
2015,8.866301581811342e-10,8.644644111654998e-09
2016,1.2428040818690533e-09,6.8354220061905835e-09
2017,1.2578056374223934e-09,9.559323110863716e-09
2018,7.744400121190154e-10,8.776987137082415e-09
2019,1.02039510174734e-09,1.5050828139351324e-08
