year,tarifs_NOUN égaux_ADJ,tarifs_NOUN légaux_ADJ
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,8.540865792383556e-09
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,2.384235475716423e-09
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,0.0,0.0
1826,0.0,0.0
1827,0.0,0.0
1828,0.0,0.0
1829,6.858540846366168e-09,1.714635211591542e-09
1830,0.0,1.0436835840010872e-09
1831,0.0,1.4032085715598441e-08
1832,0.0,0.0
1833,0.0,0.0
1834,0.0,1.8669061851994684e-09
1835,0.0,0.0
1836,0.0,6.720750067579218e-10
1837,0.0,6.957890930081589e-10
1838,0.0,0.0
1839,0.0,6.9914751765765e-10
1840,3.821813088222825e-09,1.1465439264668476e-08
1841,5.1364388298225094e-09,2.5682194149112547e-09
1842,1.341653010911159e-09,9.391571076378114e-09
1843,2.953455480181333e-09,9.451057714215949e-09
1844,1.6465684371524958e-09,2.360081374774836e-08
1845,8.37034175305007e-09,4.0177642546268544e-08
1846,0.0,2.517435504501009e-08
1847,2.1572894581822766e-09,1.294373674909366e-08
1848,1.6090443422100975e-09,8.04522137798358e-09
1849,0.0,4.1897072478036534e-09
1850,4.073397619208663e-09,8.146795238417326e-09
1851,2.579775504329973e-09,2.579775504329973e-08
1852,3.906327261660181e-09,1.3672145193766028e-08
1853,0.0,1.0749477752369785e-08
1854,0.0,1.558699302961486e-08
1855,1.0613874223963649e-09,3.92713346286655e-08
1856,0.0,4.6076984006049315e-08
1857,0.0,1.8549734193129552e-08
1858,4.893676019968041e-10,1.6149130033227266e-08
1859,0.0,7.638259802433822e-09
1860,0.0,1.1442959468865865e-08
1861,4.715963730639317e-10,3.772770984511453e-09
1862,0.0,1.671654992208005e-08
1863,0.0,1.0988165932701577e-08
1864,0.0,1.965838514195184e-08
1865,4.706844358715045e-10,1.553258677233771e-08
1866,1.4596839292835284e-09,1.3137154475373336e-08
1867,0.0,3.0572714138088486e-08
1868,1.975949626142892e-09,3.45791177913668e-08
1869,4.883519144627257e-10,3.2231226132495294e-08
1870,7.454262984651905e-09,8.601072742919769e-09
1871,0.0,1.0621177271019633e-09
1872,5.442605477412599e-09,5.442605477412599e-09
1873,5.986004469882289e-10,4.190203295451056e-09
1874,1.7923826867161097e-09,5.974608974224083e-09
1875,0.0,7.437985338754061e-09
1876,0.0,1.269663130187837e-08
1877,7.421779191219002e-09,1.1751150275074451e-08
1878,0.0,6.039088784604019e-09
1879,1.221865053580018e-09,2.9935693590665835e-08
1880,0.0,4.4283138267431355e-08
1881,4.183504653809678e-09,2.7192779805673695e-08
1882,7.320923423037584e-09,3.1945848633085916e-08
1883,0.0,2.780509184008295e-08
1884,3.9610181801208455e-09,3.3668655419205606e-08
1885,7.090199094506033e-09,9.668453704314572e-09
1886,5.162771099520569e-09,1.613365974151293e-08
1887,7.1818169189441505e-09,1.828098916689669e-08
1888,5.706553452000662e-09,1.0779044989916997e-08
1889,3.132568426877924e-09,2.694008721659813e-08
1890,5.243509182406569e-09,3.8015443237782165e-08
1891,4.461953917456185e-09,5.354344878583106e-08
1892,6.268512375839919e-09,1.7551833764173352e-08
1893,9.23762488724833e-09,1.3548516086814288e-08
1894,1.8904617871129403e-09,1.7014155417882648e-08
1895,1.2037228991346183e-09,1.3240952112525406e-08
1896,5.89702897624278e-10,3.184395541699914e-08
1897,4.078699600285063e-09,2.855089675790623e-08
1898,4.52668391659472e-09,3.847681329105512e-08
1899,8.844125432005967e-09,1.7688250864011934e-08
1900,2.595526460424935e-09,2.491705508589348e-08
1901,2.235495566438317e-09,1.5089595573059e-08
1902,1.4730852093691738e-09,9.329538919189417e-09
1903,2.1600881083827517e-09,2.052083791781456e-08
1904,8.061937784020756e-09,1.7198801494089366e-08
1905,5.676835002077496e-09,9.289366442732927e-09
1906,1.388929860013377e-08,8.230695236477459e-09
1907,6.685696440911215e-09,3.0857059740707626e-08
1908,1.1296195090437777e-08,4.076453063994734e-08
1909,8.251475058784763e-09,2.695482004266836e-08
1910,4.275320542035388e-09,5.7716828205656157e-08
1911,5.320374141248863e-10,2.6601870928288918e-08
1912,4.688478938419394e-09,4.219631222213138e-08
1913,7.954484182448596e-09,1.484837142129436e-08
1914,7.366418142140674e-09,1.339348720819089e-08
1915,0.0,3.534228465440492e-09
1916,1.0987462051303964e-09,1.2086208478478966e-08
1917,5.483212106582869e-09,4.605898240583883e-08
1918,1.1486376294556067e-08,1.722956355365568e-08
1919,1.012863304339362e-08,1.3811772170413406e-08
1920,7.572231730534895e-10,6.057785384427916e-09
1921,7.572747429129834e-10,2.801916487715772e-08
1922,7.377935484775833e-10,1.1804696775641332e-08
1923,0.0,1.8047112249064412e-08
1924,9.02413699321869e-09,3.0939897754933554e-08
1925,2.1996355847875293e-09,1.6497267552040284e-08
1926,0.0,5.684530801630672e-08
1927,4.4596899506643695e-09,3.344767507407198e-08
1928,3.4278122562625413e-09,2.2852082448565625e-08
1929,1.3368487650211591e-08,1.0026365515614089e-08
1930,6.302162347537887e-09,1.7856125467119455e-08
1931,5.7026783295555106e-09,1.8248570654577634e-08
1932,0.0,1.753525868952721e-08
1933,2.2941324395731044e-09,1.0323596200123575e-08
1934,0.0,4.7926320689839486e-09
1935,0.0,1.555876849579363e-08
1936,2.424942913137329e-09,9.699771652549316e-09
1937,1.2591118148108649e-09,6.295559185076627e-09
1938,6.482607339819424e-09,9.075650453382877e-09
1939,1.5294050470515685e-09,2.141167065872196e-08
1940,2.5357829169792012e-09,2.2822046474857416e-08
1941,0.0,5.9030051957620344e-09
1942,0.0,2.1239483061208375e-08
1943,0.0,1.1612940831184915e-08
1944,3.2131861615880553e-09,1.2852744646352221e-08
1945,2.178504043826024e-09,6.535512131478072e-09
1946,2.7842208538686464e-09,9.744772988540262e-09
1947,8.344609447874518e-09,9.536696765621855e-09
1948,3.696441908118686e-08,1.195907639583993e-08
1949,1.3743811422273211e-08,7.853606653895895e-09
1950,4.2541445921528975e-09,4.2541445921528975e-09
1951,1.0661401761424827e-09,8.529121520162164e-09
1952,1.0544804140977249e-08,1.0544804140977249e-08
1953,5.386913581872932e-09,2.1547654327491728e-08
1954,3.9090144454689835e-09,1.8567819282111486e-08
1955,9.385607846468247e-10,1.783265446420046e-08
1956,3.488456634670456e-09,2.3547082506070183e-08
1957,0.0,2.5621609722747962e-08
1958,9.099467845885556e-09,1.1581140491045971e-08
1959,2.325224457422337e-09,1.4726420971555854e-08
1960,2.7683333403416555e-09,8.305000243069571e-09
1961,5.55852741612739e-09,6.25334317660986e-09
1962,5.0735651235811474e-09,1.5220695814832652e-08
1963,3.879631726988464e-09,7.759263453976928e-09
1964,6.083968329129164e-10,1.216793682479178e-08
1965,3.830430195250756e-09,9.302473735761652e-09
1966,0.0,7.200797291773142e-09
1967,4.437302081328198e-09,8.381570104631919e-09
1968,1.7965663401398047e-09,1.122853987567396e-08
1969,3.6334062425424918e-09,2.5433843475752838e-08
1970,3.219107425067591e-09,1.241655755990223e-08
1971,3.083038491169532e-09,1.644287195290417e-08
1972,5.130146973897354e-09,9.747279428040656e-09
1973,2.205281512956958e-09,1.1026407342740185e-08
1974,3.3753431161187564e-09,1.012602890426706e-08
1975,2.2845920710778955e-09,1.770558810676448e-08
1976,0.0,5.142174241967723e-09
1977,5.876781838942691e-10,1.23412418062685e-08
1978,1.7821774056514528e-09,4.158414057542359e-09
1979,1.7555920051037788e-09,5.266775904289034e-09
1980,1.7055452605774235e-09,1.4212877097463661e-08
1981,2.5302198114474095e-09,1.0120879245789638e-08
1982,3.1037510339615437e-09,1.3035754697909852e-08
1983,4.4207211225000265e-09,9.47297440490047e-09
1984,5.799008495621649e-10,8.69851302098823e-09
1985,1.8046674155058895e-09,1.142956040922627e-08
1986,5.994485463567401e-10,5.994485352545098e-09
1987,2.4443267410134695e-09,6.110816741511371e-09
1988,2.99827696004229e-09,5.396898483667201e-09
1989,4.939309850016116e-09,8.780995486290522e-09
1990,5.44865097484859e-10,7.628111475810329e-09
1991,1.7584396161396398e-09,1.1722930404189924e-09
1992,5.509944167592096e-10,2.2039776670368383e-09
1993,0.0,1.1632335983335906e-08
1994,1.5824779264761446e-09,3.6924485691258724e-09
1995,3.253470381991974e-09,5.422450821690461e-10
1996,2.135236876199542e-09,0.0
1997,9.58978896292706e-10,4.315404922294874e-09
1998,4.768129224785866e-10,6.198567881199324e-09
1999,4.570201161957499e-10,1.8280804647829996e-09
2000,8.836062992401139e-10,0.0
2001,4.3812117822561447e-10,4.3812117822561447e-10
2002,8.76244299341522e-10,4.38122149670761e-10
2003,1.6667691671301554e-09,1.6667691671301554e-09
2004,8.809582507929292e-10,2.2023955992267474e-09
2005,1.3511248786457486e-09,3.1526248278623825e-09
2006,1.2353669198716943e-09,0.0
2007,3.994479469415779e-10,1.997239706952314e-09
2008,0.0,8.514879357157668e-10
2009,9.53638501499654e-10,4.76819250749827e-10
2010,0.0,4.723793023408973e-10
2011,0.0,0.0
2012,6.808505426114664e-10,1.3617010852229328e-09
2013,5.578250084070646e-10,2.5102124823206395e-09
2014,8.661780737106994e-10,2.3819897165822113e-09
2015,1.10828768384863e-09,8.866301581811342e-10
2016,4.1426800878596737e-10,8.285360175719347e-10
2017,0.0,1.2578056374223934e-09
2018,2.5814667070633845e-10,2.5814667070633845e-10
2019,1.7856913725466939e-09,1.02039510174734e-09
