year,qualités_NOUN égales_ADJ,qualités_NOUN légales_ADJ
1800,2.2009151834367913e-08,6.288328968651058e-09
1801,3.095537337571841e-08,0.0
1802,4.475680270843441e-09,0.0
1803,2.9255089017965474e-08,0.0
1804,2.9662210465630778e-08,7.4155526164076946e-09
1805,4.5486043376286034e-08,0.0
1806,3.7461699520235925e-08,0.0
1807,1.1387820464392462e-08,0.0
1808,0.0,4.5321479902327155e-09
1809,2.9367397402779716e-08,0.0
1810,4.680253518074551e-09,0.0
1811,7.521229861140455e-09,0.0
1812,0.0,0.0
1813,8.627225156487839e-09,0.0
1814,3.776012391654149e-08,0.0
1815,2.697223555614414e-09,0.0
1816,2.0858434979231788e-08,9.270415546325239e-09
1817,1.0898113522728181e-08,9.341240669868967e-09
1818,1.3113295338484932e-08,2.384235475716423e-09
1819,2.2772310259711048e-08,1.035105001712111e-09
1820,0.0,0.0
1821,8.875339574387908e-09,8.875339574387908e-09
1822,3.8097340393505874e-08,1.0025615893027862e-08
1823,2.2730180404550993e-08,9.882686891060644e-10
1824,7.57900142644985e-09,1.6842225392110777e-09
1825,1.0566531649658373e-08,8.805443041381977e-10
1826,2.3781558056157337e-08,0.0
1827,2.3043183361437514e-08,6.452091305675367e-09
1828,3.393751413227619e-08,8.255071293206129e-09
1829,2.3147574523818548e-08,0.0
1830,6.262101504006523e-09,2.6092090266160994e-08
1831,2.0268567268999504e-08,0.0
1832,3.2471927369215337e-08,1.8941957335982806e-08
1833,1.9692167896323554e-08,5.791814139399776e-09
1834,2.0535967593104942e-08,1.213489042584115e-08
1835,1.285724948729694e-08,3.781543966852041e-09
1836,2.755507466645213e-08,2.688300027031687e-09
1837,2.365682938432201e-08,6.957890930081589e-10
1838,1.199310784016916e-08,0.0
1839,2.027527834513876e-08,1.3283802502428443e-08
1840,1.9746034141121527e-08,3.1848443882154243e-09
1841,3.852328944731198e-08,1.2841097074556274e-09
1842,8.049918065466954e-09,9.391571076378114e-09
1843,1.9492807368237663e-08,1.7720733769266417e-09
1844,2.195424464446205e-08,1.2074834465636286e-08
1845,9.48638767539478e-09,5.580227835366713e-09
1846,2.2247105491146613e-08,5.269050973311096e-09
1847,1.0247124926365814e-08,5.9325460100012606e-09
1848,2.494018680465615e-08,8.04522137798358e-09
1849,1.75967720394965e-08,2.513824481908955e-09
1850,1.1541293254424545e-08,5.431196825611551e-09
1851,2.192809134271556e-08,3.8696632564949596e-09
1852,3.190167419120371e-08,1.1067927019325907e-08
1853,6.569124799682413e-09,1.1346670270029335e-08
1854,2.286092382064453e-08,5.7152309551611324e-09
1855,3.343370380548549e-08,5.306937111981824e-10
1856,1.5531567143511893e-08,2.5885946719483854e-09
1857,1.2203773103180993e-08,4.393358121745905e-09
1858,2.0553439838977283e-08,1.3212924976357954e-08
1859,2.34239969643113e-08,6.619825576592575e-09
1860,1.6477862629926676e-08,3.661747127736703e-09
1861,3.301174444914068e-08,6.13075279431996e-09
1862,2.891511208247266e-08,3.162590411776023e-09
1863,1.5982786649715308e-08,5.9935452156878455e-09
1864,7.671564716815737e-09,3.3563094525845827e-09
1865,1.9298061815220535e-08,0.0
1866,1.9462451206209153e-08,9.731225825149181e-10
1867,3.0572714138088486e-08,2.91168689159349e-09
1868,2.5687345583946808e-08,2.4699371437009177e-09
1869,1.2697149998075474e-08,1.953407657850903e-09
1870,2.6376625328339287e-08,2.8670243956696595e-09
1871,1.6993883633631413e-08,1.0621177271019633e-09
1872,9.071008832961525e-09,4.8378714367913744e-09
1873,1.97538145840781e-08,5.387403856360606e-09
1874,1.1351757756017378e-08,1.1949218281515073e-09
1875,2.0025344937835143e-08,2.2886108563824337e-09
1876,3.023007266733657e-08,8.464420275799966e-09
1877,1.6699003069220453e-08,4.9478527941460015e-09
1878,2.294853729267743e-08,7.850815109122777e-09
1879,1.8327975581655664e-08,1.832797580370027e-09
1880,1.2193908105473383e-08,0.0
1881,6.9725074602899895e-09,7.669758161910067e-09
1882,2.0631693686823382e-08,1.3310770263785798e-09
1883,8.21514056781325e-09,1.0110942305630033e-08
1884,1.650424152899177e-08,2.6406787867472303e-09
1885,3.0294486919046903e-08,5.80107206715752e-09
1886,2.3877817056927597e-08,2.5813855497602844e-09
1887,1.5016526688782506e-08,9.793386546164129e-09
1888,2.028996703984376e-08,6.340614699951175e-10
1889,1.628935564212952e-08,3.132568426877924e-09
1890,2.818386235503567e-08,3.9326319978272295e-09
1891,2.2309770031370135e-08,5.099376032546843e-09
1892,1.7551833764173352e-08,3.384996816180319e-08
1893,1.7859408174558666e-08,7.390100087434348e-09
1894,1.9534772022211655e-08,7.561847148451761e-09
1895,1.0833506536300774e-08,0.0
1896,2.181900704556483e-08,1.179405795248556e-09
1897,1.5149455023788505e-08,1.7480140668268973e-09
1898,2.4330926606808134e-08,1.5220975058127806e-07
1899,2.3768587098516036e-08,4.4220627160029835e-09
1900,2.595526638060619e-08,2.595526460424935e-09
1901,1.900171220370339e-08,2.235495566438317e-09
1902,1.6694965410124496e-08,1.4239823542538943e-08
1903,1.674068350610014e-08,5.400220270956879e-10
1904,2.9022976022474722e-08,5.374625189347171e-09
1905,1.3934049469810361e-08,3.096455536422127e-09
1906,1.4918134283448126e-08,1.5432553013283723e-09
1907,2.1599941391059474e-08,5.65712765521198e-09
1908,1.1787333775714615e-08,4.4202499438483756e-09
1909,1.870334465081669e-08,2.7504918342913243e-09
1910,1.8170112525695004e-08,6.412980813053082e-09
1911,2.500575924102577e-08,3.1922244847493175e-09
1912,2.0837685354990754e-08,3.646594803896619e-09
1913,4.5075413623862914e-08,5.302989602995467e-09
1914,2.5447626228469744e-08,9.37544086809794e-09
1915,5.890380805340101e-08,0.0
1916,4.0653610255958483e-08,0.0
1917,2.631941953268324e-08,1.0966424435210342e-09
1918,2.756730310693456e-08,4.594550517822427e-09
1919,1.8415697411455767e-08,7.366278698128781e-09
1920,1.514446346106979e-08,7.572231730534895e-09
1921,2.9533714140939082e-08,3.7863738810983705e-09
1922,3.32007097370024e-08,2.2133805899215986e-09
1923,2.1231896241147297e-08,3.1847844361720945e-09
1924,1.5469948877466777e-08,0.0
1925,1.8696901804560184e-08,0.0
1926,2.0063049888108253e-08,2.229227691330493e-09
1927,1.8953683067479687e-08,2.2298449753321847e-09
1928,2.399468712610542e-08,3.4278122562625413e-09
1929,2.0052731031228177e-08,1.1140406375176326e-09
1930,2.8359728787563654e-08,2.100720708497761e-09
1931,3.193499864551086e-08,1.1405356659111021e-09
1932,2.9590749406338546e-08,2.1919073223131136e-09
1933,1.605892663292252e-08,2.2941324395731044e-09
1934,1.3179738189705859e-08,0.0
1935,4.6676309040094566e-08,0.0
1936,1.8187071404440758e-08,0.0
1937,1.510934133364117e-08,0.0
1938,1.0372171566075394e-08,2.5930428915188486e-09
1939,2.9058696782158222e-08,0.0
1940,5.0715658339584024e-09,0.0
1941,0.0,2.9515025978810172e-09
1942,3.6410540360520827e-08,0.0
1943,5.806470415592457e-09,0.0
1944,3.2131861615880553e-09,6.4263723231761105e-09
1945,1.3071024262956144e-08,0.0
1946,6.960552134671616e-09,0.0
1947,1.7881307101674793e-08,0.0
1948,3.152847583010043e-08,2.174377566888097e-09
1949,1.1780409536754632e-08,7.853606653895895e-09
1950,1.2762433776458693e-08,1.0635361480382244e-09
1951,1.5992101864981123e-08,0.0
1952,2.6362009464264702e-08,2.1089607837865287e-09
1953,3.016671712430252e-08,4.3095309543161875e-09
1954,2.247683283940205e-08,0.0
1955,1.783265446420046e-08,0.0
1956,3.488456634670456e-09,3.488456634670456e-09
1957,1.5903067307476704e-08,0.0
1958,1.2408365002158916e-08,1.6544486891589827e-09
1959,1.1626121398933265e-08,7.750747821333448e-10
1960,4.844583401109048e-09,2.076250060767393e-09
1961,1.111705483225478e-08,0.0
1962,1.77574772664002e-08,0.0
1963,1.4225316924409981e-08,6.466053248388448e-10
1964,8.517555549758526e-09,6.083968329129164e-10
1965,1.3132904541635071e-08,5.472043373977442e-10
1966,1.7171132071780448e-08,5.539074754423723e-10
1967,1.035370456037299e-08,2.9582012395223956e-09
1968,7.186265360559219e-09,4.4914158503495116e-10
1969,1.544197658631674e-08,3.1792304344691047e-09
1970,7.3579600190498695e-09,2.7592350626548523e-09
1971,1.284599360218408e-08,5.138397485282553e-10
1972,1.487742551375959e-08,0.0
1973,1.3783009400469837e-08,0.0
1974,7.313243344242437e-09,1.1251143350321513e-09
1975,7.996072248772634e-09,1.1422960355389478e-09
1976,6.2848797277581525e-09,0.0
1977,7.052138428775834e-09,5.876781838942691e-10
1978,2.3762365408686037e-09,0.0
1979,2.925986564150662e-09,0.0
1980,9.664756106531058e-09,5.685150683554241e-10
1981,6.958104314946922e-09,0.0
1982,8.069752865935698e-09,0.0
1983,5.68378455412244e-09,1.2630632095778083e-09
1984,6.378909400694965e-09,1.1598016991243298e-09
1985,8.421781494405423e-09,0.0
1986,3.5966913891627428e-09,2.3977941854269602e-09
1987,1.588812459374367e-08,0.0
1988,9.594486094499644e-09,5.996553809062277e-10
1989,6.585746614717891e-09,0.0
1990,7.628111475810329e-09,1.089730194969718e-09
1991,2.9307325455363298e-09,0.0
1992,1.1570882918476855e-08,0.0
1993,9.970573700002205e-09,0.0
1994,5.802419433820205e-09,0.0
1995,8.133675954979935e-09,0.0
1996,4.804283193493575e-09,2.6690460952494277e-09
1997,2.3974471297094624e-09,0.0
1998,1.1920323395031573e-08,9.536258449571733e-10
1999,5.0272213059088244e-09,4.570201161957499e-10
2000,5.3016377954406835e-09,0.0
2001,7.886181485616817e-09,8.762423564512289e-10
2002,8.762443215459825e-09,1.752488598683044e-09
2003,2.9168460979889232e-09,0.0
2004,1.4095332012686868e-08,4.404791253964646e-10
2005,5.404499514582994e-09,2.251874686720612e-09
2006,5.7650457740976435e-09,4.1178899179428186e-10
2007,2.7961355453243186e-09,3.994479469415779e-10
2008,5.960415716543821e-09,1.7029758714315335e-09
2009,5.245011536203492e-09,0.0
2010,8.97520635589899e-09,2.3618964561933353e-09
2011,5.353560705856353e-09,0.0
2012,4.765953853791416e-09,3.404252713057332e-10
2013,7.2517249982695375e-09,2.789125042035323e-10
2014,3.681256854903836e-09,6.496335691608124e-10
2015,4.876465897751814e-09,1.10828768384863e-09
2016,5.178350193091319e-09,6.214020409345267e-10
2017,3.773417134311785e-09,5.031222660711876e-10
2018,5.162933192082164e-09,2.5814667070633845e-10
2019,4.08158040698936e-09,1.02039510174734e-09
