year,serions_VERB à_ADP,serions_VERB a_ADP,serions_VERB là_ADV
1839,1.097661623816748e-07,0.0,6.9914751765765e-10
1840,1.0892167523479657e-07,0.0,2.5478754661634184e-09
1841,9.566617364953345e-08,0.0,8.346713542550788e-09
1842,1.1605298766426131e-07,6.708265054555795e-10,1.2074877098200432e-08
1843,9.096643083239542e-08,5.906911071384968e-10,3.5441467538532834e-09
1844,8.617040947456189e-08,5.488561272137815e-10,0.0
1845,6.975285060661918e-08,0.0,1.674068439427856e-09
1846,8.430481557297753e-08,3.5127007969038004e-09,5.854501328173001e-10
1847,9.276344314912421e-08,5.393223645455691e-10,5.393223645455691e-10
1848,1.0378335701943797e-07,0.0,5.63165514222419e-09
1849,8.547003460535052e-08,0.0,1.005529792763582e-08
1850,1.222019250235462e-07,6.788996032014438e-10,1.8330290174617403e-08
1851,9.609663464971163e-08,1.2898877521649865e-09,1.2253933867611977e-08
1852,5.989701890030119e-08,1.9531636308300904e-09,1.6927417689771573e-08
1853,7.226037723739864e-08,0.0,1.2541057081705276e-08
1854,1.1534375232713501e-07,1.558699391779328e-09,8.313063126763609e-09
1855,9.923972754677379e-08,0.0,1.5920811335945473e-09
1856,9.836659842221707e-08,5.177189232874468e-10,3.1063134287023786e-09
1857,7.56633937726292e-08,4.881509085841174e-10,6.345961978126979e-09
1858,7.634134391309999e-08,4.893676019968041e-10,5.3830437884982985e-09
1859,9.82789458703337e-08,0.0,2.036869339860914e-09
1860,8.650877703075821e-08,9.154367819341758e-10,1.1442959468865865e-08
1861,8.960331143725853e-08,4.715963730639317e-10,1.1789909493131745e-08
1862,1.0075109457829967e-07,4.517986262886353e-10,1.8071945717679228e-08
1863,8.9903174682604e-08,0.0,1.4983863039219614e-08
1864,5.9454627887589595e-08,0.0,1.2466292886870178e-08
1865,9.649031085245952e-08,4.706844358715045e-10,8.47231973466478e-09
1866,1.0850316556343387e-07,4.865612912574591e-10,1.3137154475373336e-08
1867,8.492420278116697e-08,4.85281148598915e-10,8.73506067478047e-09
1868,7.903798859842937e-08,0.0,1.0373735648272486e-08
1869,9.474027251599182e-08,9.767038289254515e-10,9.767038733343725e-09
1870,8.715754518107133e-08,2.8670243956696595e-09,5.734048791339319e-09
1871,6.903765381593985e-08,1.0621177271019633e-09,1.1683295220166201e-08
1872,1.1550417866601492e-07,1.2094678591978436e-09,1.3908880269752899e-08
1873,8.61984617017697e-08,5.986004469882289e-10,1.5563610844537834e-08
1874,1.0395820027042646e-07,5.974609140757536e-10,2.9873046258899194e-09
1875,1.1671915700617319e-07,5.721527140956084e-10,1.2587359599081083e-08
1876,1.1910648822777148e-07,3.02300739996042e-09,1.813804395567331e-08
1877,8.287653230354408e-08,0.0,1.0514186854493346e-08
1878,1.008527803492143e-07,0.0,5.435179861734696e-09
1879,1.0569132768978307e-07,6.10932526790009e-10,7.94212251520321e-09
1880,6.867095692086878e-08,6.417846254436199e-10,1.6686399817444908e-08
1881,1.0946836681569039e-07,1.3945015142624584e-09,1.5339516323820135e-08
1882,9.583754945197143e-08,0.0,1.7304001787010748e-08
1883,8.341527291122475e-08,6.319338941018771e-10,3.791603475633565e-09
1884,9.04432511106279e-08,0.0,9.242375753615306e-09
1885,7.670306700902074e-08,1.2891271383708158e-09,1.2246707647989297e-08
1886,6.453463896605172e-08,6.453463874400711e-10,1.871504551331782e-08
1887,9.140494228176976e-08,0.0,2.8074376601239237e-08
1888,8.750048152705858e-08,0.0,5.07249175996094e-09
1889,7.643466659601472e-08,0.0,1.1277245803853475e-08
1890,6.292211196523567e-08,0.0,5.898947996740844e-09
1891,5.16311828846483e-08,6.374220040683554e-10,4.461953917456185e-09
1892,6.958048714977849e-08,0.0,1.191017329205124e-08
1893,8.129109829724257e-08,1.2316833108982905e-09,1.539604177480669e-08
1894,6.742646974089439e-08,6.301539290376468e-10,4.411077725308132e-09
1895,9.328852712542357e-08,1.2037228991346183e-09,3.611168697403855e-09
1896,6.191880430606034e-08,2.948514543632541e-09,2.358811590497112e-09
1897,8.157398667663074e-08,5.826713556089658e-10,5.2440420894583895e-09
1898,6.903192684148962e-08,1.13167097914868e-09,2.3765091228256097e-08
1899,8.733573508834525e-08,1.1055156790007459e-09,1.1607914629507832e-08
1900,8.305684673359792e-08,0.0,6.748368974740515e-09
1901,7.824234415920728e-08,1.1177477832191585e-09,3.912117296778206e-09
1902,6.186957790532688e-08,9.820567692386817e-10,4.419255628107521e-09
1903,9.018367563840002e-08,0.0,1.3500550899436803e-08
1904,6.449550227216605e-08,1.0749250378694342e-09,8.061937784020756e-09
1905,9.805442147126087e-08,5.160759042333041e-10,9.805441791854719e-09
1906,6.12157933232993e-08,0.0,8.230695236477459e-09
1907,6.222840198688573e-08,0.0,1.2342823652033985e-08
1908,6.483033843096564e-08,1.4734167219643268e-09,2.701263923654551e-08
1909,7.701377313651392e-08,0.0,7.151278680339601e-09
1910,1.122271626741167e-07,0.0,2.0842188419578633e-08
1911,7.288912229341804e-08,5.320374141248863e-10,1.1172785363555704e-08
1912,6.251305251225858e-08,2.0837684910901544e-09,8.335073964360618e-09
1913,8.007514651353631e-08,0.0,1.0605979205990934e-08
1914,7.969124737883249e-08,0.0,9.37544086809794e-09
1915,1.2134184146361804e-07,0.0,1.4136913861761968e-08
1916,1.4063951425669075e-07,4.394984820521586e-09,8.789969641043172e-09
1917,1.1514745779095392e-07,2.1932848870420685e-09,3.947912929902486e-08
1918,1.0108011139209339e-07,0.0,8.040463406189247e-09
1919,8.01082791213048e-08,2.762354567309444e-09,1.5653341733923298e-08
1920,7.117898093156327e-08,0.0,9.843901693784574e-09
1921,1.0980483722278223e-07,0.0,1.6660044011018726e-08
1922,9.22241909506738e-08,0.0,1.8444838545406128e-08
1923,6.475728042687479e-08,0.0,8.492758496458919e-09
1924,7.477142105472012e-08,0.0,3.738571052736006e-08
1925,6.268961527666761e-08,0.0,2.4195990988573612e-08
1926,7.57937428375044e-08,0.0,1.5604593173179637e-08
1927,6.689534615134107e-08,0.0,2.6758140592164636e-08
1928,7.426926629250374e-08,0.0,1.1426041446327417e-08
1929,9.803557787790851e-08,0.0,5.570202965543558e-09
1930,7.247486166761519e-08,0.0,1.05036033204442e-08
1931,1.0835088914973312e-07,0.0,4.5621426636444085e-09
1932,8.219652158913959e-08,0.0,1.2055489939655217e-08
1933,6.53827711971644e-08,0.0,1.3764794637438627e-08
1934,8.626737724171107e-08,0.0,1.4377896206951846e-08
1935,8.856530087086867e-08,0.0,1.795242710045386e-08
1936,6.547345776652946e-08,0.0,1.091224355320719e-08
1937,6.925115059175369e-08,1.2591118148108649e-09,1.510934133364117e-08
1938,5.704694316932546e-08,0.0,2.074434313215079e-08
1939,9.482311469355409e-08,3.058810094103137e-09,1.070583532936098e-08
1940,5.0715659227762444e-08,0.0,1.5214697057785997e-08
1941,1.0625409174735978e-07,0.0,0.0
1942,5.461581054078124e-08,0.0,9.102635090130207e-09
1943,8.129058670647282e-08,0.0,1.1612940831184915e-08
1944,5.7837350908584995e-08,0.0,1.927911696952833e-08
1945,7.406913482554955e-08,0.0,8.714016175304096e-09
1946,7.517396483081029e-08,0.0,2.3665876369705074e-08
1947,1.001353169272079e-07,0.0,2.1457568166738383e-08
1948,8.480072466454658e-08,0.0,1.7395020535104777e-08
1949,7.068246077324147e-08,0.0,7.853606653895895e-09
1950,7.232046073113452e-08,0.0,1.4889506516624351e-08
1951,9.808489664919762e-08,0.0,1.0661401539380222e-08
1952,6.85412260281737e-08,0.0,4.2179215675730575e-09
1953,6.141081598798337e-08,0.0,1.6160740301529586e-08
1954,8.306655985279576e-08,0.0,7.818028890937967e-09
1955,5.631364530245264e-08,0.0,1.5016972554349195e-08
1956,8.895564462818584e-08,0.0,1.3081712602058815e-08
1957,6.979679767482594e-08,8.835037701437898e-10,1.0602045463770082e-08
1958,8.851300492551673e-08,0.0,9.926692356998501e-09
1959,5.115493451057773e-08,0.0,1.1626121398933265e-08
1960,5.813500081330858e-08,0.0,1.3841666479663672e-08
1961,7.504011989567516e-08,3.47407969059077e-09,2.292892631317045e-08
1962,7.927445722089033e-08,6.341956404476434e-10,1.8391673961559718e-08
1963,6.336732383260824e-08,2.5864212993553792e-09,6.466053470433053e-09
1964,5.536411151751963e-08,2.4335873316516654e-09,1.8251904876365188e-08
1965,7.223097497899289e-08,5.472043373977442e-10,1.4774516721161035e-08
1966,6.5361085432869e-08,5.539074754423723e-10,2.1048483844765542e-08
1967,7.39550358730412e-08,9.860671168482327e-10,1.3804939413830652e-08
1968,7.231179210975824e-08,0.0,2.0660513300185812e-08
1969,8.220581548812333e-08,9.083515606356229e-10,1.4987801222332564e-08
1970,7.08203629073978e-08,4.5987250119061684e-10,1.1496812390987543e-08
1971,6.114692752134943e-08,0.0,1.798439086542203e-08
1972,4.15541911991113e-08,0.0,8.721249500354133e-09
1973,4.686223320504723e-08,0.0,9.37244681864513e-09
1974,4.106667361725158e-08,1.1251143350321513e-09,8.438357568252286e-09
1975,5.711480355330423e-08,5.711480177694739e-10,1.0851811893530794e-08
1976,5.484985621251326e-08,0.0,9.141642998145016e-09
1977,5.876781727920388e-08,0.0,1.057820764316375e-08
1978,5.643561706847322e-08,0.0,1.9603952239322098e-08
1979,7.49052588844279e-08,2.3407893401383717e-09,1.8141117053005473e-08
1980,5.1166356485055076e-08,0.0,1.193881615790815e-08
1981,4.8706731092806876e-08,0.0,1.3916208629893845e-08
1982,4.903926864585628e-08,0.0,1.4898005495922462e-08
1983,6.315315914662278e-08,0.0,1.0736036948344463e-08
1984,5.219107634957254e-08,0.0,2.0296528902008504e-08
1985,6.196025026383722e-08,0.0,1.8648229627160617e-08
1986,5.514926471050785e-08,5.994485463567401e-10,1.7983456501724504e-08
1987,5.7441678080749625e-08,0.0,1.4665960890170027e-08
1988,4.8572086797094016e-08,5.996553809062277e-10,1.4391728697660255e-08
1989,6.530865448439727e-08,0.0,1.3720305780395847e-08
1990,5.612110598463005e-08,0.0,1.1442167213715493e-08
1991,5.4511627212150415e-08,0.0,1.641210189973208e-08
1992,6.005839026101967e-08,0.0,9.91789939064347e-09
1993,5.539207492688547e-08,5.539207426075166e-10,1.772546376344053e-08
1994,5.6969206241319625e-08,1.5824779264761446e-09,1.4242301560329906e-08
1995,5.856247042856921e-08,0.0,2.331653803366862e-08
1996,5.5516160557544936e-08,0.0,9.60856638698715e-09
1997,7.048495120898224e-08,0.0,1.2946214766884623e-08
1998,5.4833485307881347e-08,0.0,1.8118891276230897e-08
1999,4.707307255102933e-08,4.570201161957499e-10,2.559312584082818e-08
2000,5.169096795043515e-08,0.0,2.0322945104567225e-08
2001,5.7393872765487686e-08,2.190605918883648e-09,2.1029816110740285e-08
2002,5.958461102295587e-08,4.38122149670761e-10,1.5772396722013582e-08
2003,5.54200738633881e-08,4.1669229178253886e-10,2.2084691408963408e-08
2004,6.386947148939726e-08,4.404791253964646e-10,2.2023955992267474e-08
2005,5.17931191268417e-08,4.5037495954858286e-10,1.5763124139311913e-08
2006,5.641509304155079e-08,0.0,2.0589450144825605e-08
2007,6.750670422661642e-08,0.0,1.5977917655618512e-08
2008,7.407945190607279e-08,0.0,1.4901038625225738e-08
2009,6.818515174700224e-08,0.0,2.1933685090402832e-08
2010,8.597303491342245e-08,4.723793023408973e-10,3.023227534981743e-08
2011,8.718656374639977e-08,7.64794394481072e-10,2.6767803973370974e-08
2012,1.119999168963659e-07,3.404252713057332e-10,3.029784778618705e-08
2013,1.1881672890012851e-07,0.0,4.295252509223246e-08
2014,1.323086991078526e-07,0.0,4.2659269894329555e-08
2015,1.1858678305998183e-07,0.0,2.9258794498332463e-08
2016,1.2863021936482255e-07,0.0,3.604131748602413e-08
2017,1.1068689786952746e-07,0.0,3.848885299362337e-08
2018,1.2081264344487863e-07,0.0,5.0854893629548314e-08
2019,1.173454364788995e-07,0.0,3.596892739210489e-08
