year,mêmes_ADJ yeux_NOUN,mêmes_ADJ lieux_NOUN
1927,2.475127871548466e-07,2.753858439064061e-07
1928,2.2395040844003233e-07,3.233569714211626e-07
1929,2.2726429449448915e-07,3.854580654660822e-07
1930,2.0587063431776187e-07,3.266620751674054e-07
1931,1.7336142832391488e-07,3.1250678489413986e-07
1932,1.6877686448424356e-07,2.9042772098364367e-07
1933,1.6403046743107552e-07,3.108549435637542e-07
1934,1.6654396972626273e-07,2.971431740661501e-07
1935,1.6875280550721072e-07,2.9441977744681935e-07
1936,2.0612014850485139e-07,3.2130492400028743e-07
1937,1.523525270386017e-07,2.744863820680621e-07
1938,1.8799561019022804e-07,2.891242729674559e-07
1939,1.758815812991088e-07,3.0588100230488635e-07
1940,1.1918179865233469e-07,3.37259137950241e-07
1941,2.0070217487955233e-07,2.5678073711787874e-07
1942,2.306000936869168e-07,3.823106737854687e-07
1943,1.9741999324196513e-07,4.4129174625595624e-07
1944,2.570548929270444e-07,3.2774499914012267e-07
1945,2.483494654370588e-07,3.33311106714973e-07
1946,2.9512742116821755e-07,4.078883648617193e-07
1947,2.0503898667811882e-07,3.3616856853768695e-07
1948,2.413559059277759e-07,3.587722972042684e-07
1949,1.7572445187852281e-07,3.5341230386620737e-07
1950,2.063260069462558e-07,3.2225145218944817e-07
1951,2.1855873910681112e-07,4.2112537812499795e-07
1952,1.4657277347396303e-07,3.2161651120077295e-07
1953,2.0362533348361467e-07,3.5014937793675927e-07
1954,2.1401854155556066e-07,3.234709424759785e-07
1955,2.0929905986122321e-07,2.449643545787694e-07
1956,2.0058625693764043e-07,3.1308897519011225e-07
1957,2.2794397125380783e-07,2.942067567346385e-07
1958,2.250050243901569e-07,3.002824371378665e-07
1959,1.898933277288961e-07,3.2165604579859064e-07
1960,2.1246958681331307e-07,3.218187600850797e-07
1961,2.008018071819606e-07,3.0085530511314573e-07
1962,1.9660065220250544e-07,3.215371862097527e-07
1963,2.2049241010790865e-07,2.9097239462316793e-07
1964,1.8921141986538714e-07,3.711220699642581e-07
1965,1.8604947626954527e-07,3.097176488608966e-07
1966,2.3651848835015699e-07,3.013256559825095e-07
1967,2.3024666973014973e-07,3.4709563578871894e-07
1968,2.3310448682423157e-07,3.233819541037519e-07
1969,1.6304910843700782e-07,4.0830403236213897e-07
1970,1.7107257122006558e-07,3.5180246982235985e-07
1971,1.7470551938458811e-07,3.2731591659285186e-07
1972,1.564694827038693e-07,3.3910271213244414e-07
1973,1.4830517613972916e-07,2.8999451728850545e-07
1974,1.4457718577887135e-07,2.914046035584761e-07
1975,1.4735618947270268e-07,3.3183698633365566e-07
1976,1.3655329667017213e-07,3.365267389199289e-07
1977,1.3516597618945525e-07,3.279244253917568e-07
1978,1.4138606729829917e-07,3.84950311627108e-07
1979,1.462993282075331e-07,3.271253206094116e-07
1980,1.7169155341889564e-07,3.2291654861182906e-07
1981,1.505480753394295e-07,3.599237743401318e-07
1982,1.5084231108630775e-07,3.7431237842611154e-07
1983,1.5346218162903824e-07,3.416585911963921e-07
1984,1.7107075223066204e-07,4.169487226590718e-07
1985,1.4557650729329907e-07,3.639412682332477e-07
1986,1.654478012369509e-07,3.764536984363076e-07
1987,1.6743638298066799e-07,4.0820256685947243e-07
1988,1.4091901334722934e-07,3.771832268739672e-07
1989,1.7013178421620978e-07,4.028281637147302e-07
1990,1.4929304370525642e-07,3.6996340213590884e-07
1991,1.4653663527042227e-07,3.53446353074105e-07
1992,1.7025728027419973e-07,4.2151071966145537e-07
1993,1.5897525429409143e-07,4.519993126450572e-07
1994,1.5824780064122024e-07,4.151367249960458e-07
1995,1.4694842320750467e-07,4.5114791191736003e-07
1996,1.5320324564527255e-07,4.195740359591582e-07
1997,1.2610571786808578e-07,4.5072007992530416e-07
1998,1.3827575173763762e-07,4.7252160584321246e-07
1999,1.1608310757083018e-07,4.547350158645713e-07
2000,1.391679944617863e-07,4.0866791550797643e-07
2001,1.296838689768265e-07,4.5608413756781374e-07
2002,1.5860021562730253e-07,4.2804535382856557e-07
2003,1.4375883949924173e-07,4.433605909071048e-07
2004,1.5196529545846715e-07,4.4136007204542693e-07
2005,1.3376136109854997e-07,4.2740583694467205e-07
2006,1.8159894921154773e-07,4.4761463868780993e-07
2007,2.3167980600646843e-07,4.913209750156966e-07
2008,2.3756513201078633e-07,4.5043711338621506e-07
2009,3.0182658861122036e-07,4.367664416804473e-07
2010,3.764862981370243e-07,3.821548659743712e-07
2011,4.0228184161605895e-07,3.166248916386394e-07
2012,5.211911116020929e-07,3.2851039577508345e-07
2013,5.762332193626207e-07,3.0931397532185656e-07
2014,6.056750407879008e-07,3.2308443564943445e-07
2015,5.97810355884576e-07,3.626317379712418e-07
2016,6.000672101436066e-07,3.3534996646267246e-07
2017,6.25884126748133e-07,2.548314341765945e-07
2018,7.132592259040393e-07,2.700214167816739e-07
2019,6.303490636128117e-07,3.390262861557858e-07
