year,soyons_VERB également_ADV,soyons_VERB légalement_ADV
1909,5.5009836685826485e-09,0.0
1910,3.206490406526541e-09,0.0
1911,4.2562992019767876e-09,0.0
1912,2.1879568379290504e-08,0.0
1913,1.590896969716482e-09,6.363587878865928e-09
1914,3.3483718020477227e-09,6.696743715117748e-10
1915,5.890381071793627e-09,0.0
1916,5.493731025651982e-09,0.0
1917,8.773139548168274e-09,0.0
1918,2.2972752589112133e-09,0.0
1919,0.0,0.0
1920,1.514446346106979e-09,0.0
1921,5.300923311413186e-09,0.0
1922,3.6889677978990676e-09,0.0
1923,1.6985516548828627e-08,0.0
1924,6.445812328337297e-09,0.0
1925,1.0998178368026856e-08,0.0
1926,6.687682962969177e-09,0.0
1927,7.804457524684949e-09,0.0
1928,3.4278123672848437e-09,0.0
1929,1.1140406375176326e-09,0.0
1930,5.251801771244402e-09,0.0
1931,6.843213995466613e-09,0.0
1932,2.1919073223131136e-09,0.0
1933,3.4411986593596566e-09,0.0
1934,1.0783422155213884e-08,0.0
1935,4.787313656606784e-09,0.0
1936,1.2124714565686645e-09,0.0
1937,6.295559185076627e-09,0.0
1938,3.8895642262559704e-09,0.0
1939,0.0,0.0
1940,0.0,0.0
1941,0.0,0.0
1942,0.0,0.0
1943,5.806470415592457e-09,0.0
1944,3.2131861615880553e-09,0.0
1945,2.178504043826024e-09,0.0
1946,4.1763312808029696e-09,0.0
1947,2.3841741914054637e-09,0.0
1948,7.61032148410834e-09,0.0
1949,2.9451024952109606e-09,0.0
1950,4.2541445921528975e-09,0.0
1951,7.462981344019681e-09,0.0
1952,4.2179215675730575e-09,0.0
1953,6.464296653518886e-09,0.0
1954,4.886268056836229e-09,0.0
1955,4.6928039232341234e-09,0.0
1956,2.616342476002842e-09,0.0
1957,5.301022731885041e-09,0.0
1958,8.272243445794913e-10,8.272243445794913e-10
1959,1.5501495642666896e-09,0.0
1960,7.61291657491725e-09,0.0
1961,1.3896318540318475e-09,0.0
1962,5.7077609305622445e-09,0.0
1963,4.526237162849611e-09,6.466053248388448e-10
1964,6.6923653285755336e-09,0.0
1965,1.6416130677043839e-09,0.0
1966,3.3234448526542337e-09,0.0
1967,6.4094360374689074e-09,0.0
1968,1.4372530610096135e-08,0.0
1969,3.1792304344691047e-09,4.5417578031781147e-10
1970,7.357960130072172e-09,0.0
1971,3.083038491169532e-09,0.0
1972,3.078088173236182e-09,0.0
1973,0.0,5.513203782392395e-10
1974,5.625571564138454e-09,0.0
1975,6.8537762132336866e-09,0.0
1976,2.856763492431469e-09,5.713526873840635e-10
1977,4.11374712072643e-09,0.0
1978,1.0693064544931019e-08,0.0
1979,1.7555920051037788e-09,0.0
1980,5.685150683554241e-09,0.0
1981,4.427884781055269e-09,0.0
1982,2.483000915987077e-09,6.207502289967692e-10
1983,5.683784332077835e-09,0.0
1984,2.8995041922996734e-09,0.0
1985,1.8046674155058895e-09,6.015558051686298e-10
1986,7.792831269171074e-09,0.0
1987,5.49973533381376e-09,0.0
1988,5.99655392008458e-09,0.0
1989,2.1952488715726304e-09,0.0
1990,6.538381058796006e-09,5.44865097484859e-10
1991,1.1722930404189924e-09,0.0
1992,7.162927584403178e-09,0.0
1993,4.431365774326679e-09,0.0
1994,9.494868002946077e-09,0.0
1995,6.506941208073158e-09,0.0
1996,4.270473752399084e-09,5.338092190498855e-10
1997,8.151320729510303e-09,4.79489448146353e-10
1998,6.6753808036779105e-09,0.0
1999,1.3710603763428253e-09,0.0
2000,2.6508188977203417e-09,0.0
2001,4.381211921034023e-09,0.0
2002,4.38122149670761e-09,0.0
2003,2.9168460979889232e-09,0.0
2004,2.2023956547378987e-09,0.0
2005,6.7556245042510454e-09,0.0
2006,1.0294725072412803e-08,0.0
2007,2.796135656346621e-09,0.0
2008,5.5346713878634546e-09,0.0
2009,2.384096253749135e-09,1.430457752249481e-09
2010,7.085689646135762e-09,1.8895172093635892e-09
2011,8.03034105878453e-09,1.529588788962144e-09
2012,9.19148224198807e-09,0.0
2013,5.578250195092949e-09,8.367375126105969e-10
2014,6.063246571486047e-09,8.661780737106994e-10
2015,5.984753581600444e-09,0.0
2016,5.59261836841074e-09,1.0356699942093428e-09
2017,6.289028409156572e-09,7.54683426862357e-10
2018,6.711813549387102e-09,0.0
2019,5.61217305961037e-09,7.65296326310505e-10
