year,suis_VERB également_ADV,suis_VERB egalement_ADV,suis_VERB légalement_ADV
1898,1.5334141778566845e-07,0.0,1.6975064687230201e-09
1899,1.6527459933968203e-07,0.0,1.6582735185011188e-09
1900,1.437921781644036e-07,0.0,2.595526460424935e-09
1901,1.6877991981800733e-07,0.0,3.353243460679778e-09
1902,1.4583542906621005e-07,0.0,4.910283846193408e-10
1903,1.6362668020519777e-07,1.0800440541913758e-09,1.6200660812870638e-09
1904,1.6285113701997034e-07,0.0,1.0749250378694342e-09
1905,1.5791923146935005e-07,5.160759042333041e-10,5.160759042333041e-10
1906,1.2397484283610538e-07,0.0,2.0576738091193647e-09
1907,1.9028520625852252e-07,5.142843373384665e-10,0.0
1908,1.6551381065710302e-07,2.4556945366072114e-09,9.822778146428846e-10
1909,1.435756757928175e-07,5.500983557560346e-10,1.1001967115120692e-09
1910,1.8009787083883566e-07,0.0,4.809735720812114e-09
1911,1.8355291331317858e-07,5.320374141248863e-10,1.5961122423746588e-09
1912,1.7243183947357466e-07,5.209421227725386e-10,4.688478938419394e-09
1913,1.3257474051897589e-07,5.30298971401777e-10,1.590896969716482e-09
1914,1.3996194070386991e-07,0.0,1.3393487430235496e-09
1915,1.1427339074998599e-07,0.0,0.0
1916,1.69206913369635e-07,1.0987462051303964e-09,0.0
1917,1.294038014520993e-07,0.0,1.0966424435210342e-09
1918,1.4243106249978155e-07,0.0,1.1486376294556067e-09
1919,1.4548400883995782e-07,9.207848372660976e-10,9.207848372660976e-10
1920,1.499301873764125e-07,0.0,0.0
1921,1.3176580182516773e-07,0.0,0.0
1922,1.3206503979290574e-07,0.0,0.0
1923,1.677319829695989e-07,1.0615948120573648e-09,0.0
1924,1.675911107668071e-07,0.0,0.0
1925,1.6937194402544264e-07,0.0,0.0
1926,2.1066202293695824e-07,1.1146138456652466e-09,1.1146138456652466e-09
1927,1.6723836893106636e-07,2.2298449753321847e-09,0.0
1928,1.7824623910200899e-07,0.0,3.4278122562625413e-09
1929,1.7490438608547265e-07,0.0,1.1140406375176326e-09
1930,1.5335261593918403e-07,1.0503603542488804e-09,1.0503603542488804e-09
1931,1.505507043475518e-07,0.0,1.1405356659111021e-09
1932,1.7206473046371684e-07,0.0,1.0959536611565568e-09
1933,1.9614832069692056e-07,0.0,1.1470662197865522e-09
1934,1.701384348962165e-07,0.0,1.1981580172459871e-09
1935,1.2207650001982984e-07,0.0,0.0
1936,1.4185916086262296e-07,3.6374143697059935e-09,1.2124714565686645e-08
1937,1.8760765385650302e-07,2.5182236296217297e-09,1.2591118148108649e-09
1938,1.5169301548212388e-07,1.2965214457594243e-09,0.0
1939,1.7282276587593515e-07,1.5294050470515685e-09,0.0
1940,9.63597486247636e-08,0.0,0.0
1941,1.0330258959356797e-07,0.0,2.9515025978810172e-09
1942,8.799214157306778e-08,0.0,1.2136847082899749e-08
1943,1.4225852851268428e-07,0.0,5.806470415592457e-09
1944,9.639558129492798e-08,0.0,6.4263723231761105e-09
1945,1.808158316407571e-07,4.357008087652048e-09,4.357008087652048e-09
1946,1.9489546332351892e-07,0.0,1.3921104269343232e-09
1947,1.7523680639897066e-07,0.0,0.0
1948,2.011299216064799e-07,0.0,1.0871887834440486e-09
1949,2.1106568226514355e-07,0.0,9.817008317369869e-10
1950,2.1483430145963212e-07,0.0,1.0635361480382244e-09
1951,2.9958539471408585e-07,1.0661401761424827e-09,1.0661401761424827e-09
1952,1.898064709848768e-07,0.0,2.1089607837865287e-09
1953,2.2625037843226892e-07,0.0,6.464296653518886e-09
1954,2.1206403744145064e-07,0.0,1.9545072227344917e-09
1955,1.7175662492263655e-07,2.815682353940474e-09,8.447047505910632e-09
1956,1.9448145849310094e-07,0.0,2.616342476002842e-09
1957,1.837687904071572e-07,8.835037701437898e-10,1.7670075402875796e-09
1958,1.7868045176783198e-07,0.0,4.1361216673863055e-09
1959,1.922185504099616e-07,3.100299128533379e-09,2.325224457422337e-09
1960,1.584870830129148e-07,0.0,2.7683333403416555e-09
1961,1.5911284378944401e-07,0.0,2.779263708063695e-09
1962,1.9279546847883466e-07,0.0,6.341956404476434e-10
1963,1.6165132876722055e-07,0.0,1.2932106496776896e-09
1964,2.0928851540702453e-07,6.083968329129164e-10,2.4335873316516654e-09
1965,1.8112463351371844e-07,4.377634699181954e-09,0.0
1966,1.7281912789712806e-07,2.769537488234164e-09,5.539074754423723e-10
1967,1.8439455118368642e-07,4.930335584241163e-10,9.860671168482327e-10
1968,1.967240166322881e-07,8.982831700699023e-10,4.4914158503495116e-10
1969,2.1073756784062425e-07,4.5417578031781147e-10,9.083515606356229e-10
1970,2.3177574348665075e-07,9.197450023812337e-10,2.2993624781975086e-09
1971,2.1632654068071133e-07,5.138397485282553e-10,5.138397485282553e-10
1972,1.8314624128379364e-07,0.0,1.5390440033513642e-09
1973,2.1942551597931015e-07,0.0,5.513203782392395e-10
1974,2.3064843901465792e-07,1.1251143350321513e-09,5.625571675160757e-10
1975,1.9247687532697455e-07,2.8557400888473694e-09,5.711480177694739e-10
1976,2.1482861711774603e-07,0.0,0.0
1977,2.2214234718376247e-07,1.1753563677885381e-09,2.3507127355770763e-09
1978,1.6871278774033271e-07,5.940591352171509e-10,1.7821774056514528e-09
1979,1.831667617580024e-07,1.1703946700691858e-09,1.1703946700691858e-09
1980,2.694761462862516e-07,3.411090521154847e-09,0.0
1981,2.2961744150507002e-07,1.2651099057237047e-09,2.5302198114474095e-09
1982,2.464378496824793e-07,6.207502289967692e-10,1.8622506869903077e-09
1983,2.702955157474207e-07,5.052252838311233e-09,0.0
1984,2.690740075195208e-07,1.739702604197646e-09,2.3196033982486597e-09
1985,2.586689902273065e-07,0.0,6.015558051686298e-10
1986,2.997242631863628e-07,1.7983456945813714e-09,1.7983456945813714e-09
1987,2.3832186002437084e-07,6.110816852533674e-10,4.888653482026939e-09
1988,2.4825732225508546e-07,5.996553809062277e-10,5.996553809062277e-10
1989,2.925169155787444e-07,1.0976244357863152e-09,1.0976244357863152e-09
1990,2.5172766981995665e-07,1.089730194969718e-09,1.089730194969718e-09
1991,2.778334646791336e-07,0.0,3.5168792322792797e-09
1992,2.0276594625556754e-07,0.0,1.1019888335184191e-09
1993,2.287692666413932e-07,3.877445031719162e-09,4.4313659408601325e-09
1994,3.3917777386704984e-07,1.5824779264761446e-09,1.0549853213248639e-09
1995,2.765449949038157e-07,5.422450821690461e-10,7.0491861237087505e-09
1996,2.3807891125215974e-07,5.338092190498855e-10,1.067618438099771e-09
1997,2.992014174196811e-07,1.438468344439059e-09,2.3974471297094624e-09
1998,2.713065612169885e-07,3.337690568372409e-09,9.536258449571733e-10
1999,2.6278655695932684e-07,9.140402323914998e-10,2.7421207526856506e-09
2000,2.394573073161155e-07,8.836062992401139e-10,8.836062992401139e-10
2001,2.909124532379792e-07,1.3143635069212678e-09,2.190605918883648e-09
2002,2.808363035455841e-07,4.38122149670761e-10,0.0
2003,2.704333041947393e-07,8.333845835650777e-10,4.166922806803086e-09
2004,3.1802593980501115e-07,8.809582507929292e-10,1.3214374039449694e-09
2005,2.6752272219709994e-07,4.5037495954858286e-10,1.3511248786457486e-09
2006,3.2448971865051135e-07,4.1178899179428186e-10,2.4707338397433887e-09
2007,3.3553627076798875e-07,7.988958938831558e-10,5.991719120856942e-09
2008,3.001495088028605e-07,0.0,5.960415716543821e-09
2009,3.452171313256258e-07,4.76819250749827e-10,5.245011536203492e-09
2010,4.095528538528015e-07,0.0,6.613310343794865e-09
2011,4.4740471594195697e-07,0.0,6.500752380844688e-09
2012,4.6025496658330667e-07,3.404252713057332e-10,8.510632198976964e-09
2013,5.31607213360985e-07,0.0,6.693900100884775e-09
2014,5.374635065891198e-07,0.0,8.012147389990787e-09
2015,5.299831968841318e-07,2.2165753954528356e-10,7.314698624583116e-09
2016,5.319201363818138e-07,0.0,7.45682449121432e-09
2017,6.243747066037031e-07,0.0,7.798394818792076e-09
2018,6.724720833517495e-07,0.0,9.551427204712581e-09
2019,6.260124223445018e-07,0.0,1.020395146156261e-08
