year,devoirs_NOUN égaux_ADJ,devoirs_NOUN légaux_ADJ
1800,3.144164484325529e-09,9.432493897065797e-09
1801,0.0,0.0
1802,2.2378401354217203e-09,0.0
1803,1.950339223455444e-09,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,2.881669125542885e-09
1807,0.0,1.1387820464392462e-08
1808,1.5862518409903714e-08,0.0
1809,2.710836710662079e-08,0.0
1810,0.0,0.0
1811,7.521229861140455e-09,0.0
1812,5.3344164641089264e-09,0.0
1813,0.0,0.0
1814,0.0,3.1466771410748606e-09
1815,0.0,0.0
1816,2.3176038865813098e-09,0.0
1817,0.0,0.0
1818,1.3113295338484932e-08,0.0
1819,8.280840013696888e-09,1.035105001712111e-09
1820,1.0679833017945839e-08,0.0
1821,1.577838126820552e-08,2.9584463767662328e-09
1822,1.0025615893027862e-09,1.0025615893027862e-09
1823,0.0,9.882686891060644e-10
1824,0.0,4.210556348027694e-09
1825,3.522177216552791e-09,9.68598712347557e-09
1826,9.688783109140786e-09,1.3211976401805714e-08
1827,1.474763688946723e-08,2.7651818612639545e-09
1828,0.0,5.503380862137419e-09
1829,2.571952872898464e-09,4.286587973467704e-09
1830,5.218417697960831e-09,1.6698937344017395e-08
1831,1.091384405071949e-08,7.795603274018958e-09
1832,1.3529969367098715e-09,2.1647950987357945e-08
1833,8.108539617524002e-09,3.01174338801502e-08
1834,0.0,6.534171426153534e-09
1835,0.0,2.2689263801112247e-09
1836,8.064899859050456e-09,6.720750067579218e-10
1837,2.0873671680021744e-09,9.74104708006962e-09
1838,7.574594285131298e-09,9.468243078458727e-09
1839,1.1885507689157748e-08,2.027527834513876e-08
1840,5.095750932326837e-09,1.3376346252869098e-08
1841,9.630822361827995e-09,1.6693427085101575e-08
1842,1.341653010911159e-09,2.2808102073668124e-08
1843,1.1813821920725331e-08,1.7130041385371442e-08
1844,8.232841963717874e-09,1.0428266250528395e-08
1845,9.48638767539478e-09,1.2834524554250493e-08
1846,1.1709002656346001e-08,8.196302303531411e-09
1847,8.629157832729106e-09,5.3932236454556914e-09
1848,2.494018680465615e-08,8.84974404868899e-09
1849,7.54147322368226e-09,5.02764896381791e-09
1850,2.4440385715251978e-08,2.7155984128057753e-09
1851,8.384270167027807e-09,1.7413483988093503e-08
1852,6.510545436100301e-10,1.1067927019325907e-08
1853,4.777545470346922e-09,8.957897534855874e-09
1854,3.117398783558656e-09,8.832629738719788e-09
1855,5.306937111981824e-09,7.429711956774554e-09
1856,1.5531567143511893e-09,2.329735160344626e-08
1857,4.881509085841174e-10,7.322263684272912e-09
1858,8.808616946964776e-09,1.6149130033227266e-08
1859,5.092173349652285e-09,2.0877910955618972e-08
1860,1.2816115280145368e-08,2.1055045706930287e-08
1861,7.545541969022906e-09,1.131831339762357e-08
1862,2.891511208247266e-08,8.584174260306554e-09
1863,1.3485475847119233e-08,3.446288232566985e-08
1864,1.4863656971897399e-08,1.582260189536555e-08
1865,1.3179164426446732e-08,1.1296426905005319e-08
1866,7.298419202328432e-09,1.8002767276925624e-08
1867,1.552899675516528e-08,2.0867089389753346e-08
1868,9.385760613156435e-09,1.975949714960734e-08
1869,1.6115613732381462e-08,1.904572499711321e-08
1870,2.6376625328339287e-08,1.1468097582678638e-08
1871,5.098165090089424e-08,1.3807530230280918e-08
1872,2.8422494580127022e-08,1.1489944995446422e-08
1873,1.3767810003173508e-08,1.5563610844537834e-08
1874,7.766991494406739e-09,1.0156835372754358e-08
1875,2.2886108563824337e-09,9.154443425529735e-09
1876,1.0278225381910033e-08,1.0278225381910033e-08
1877,8.040260901509555e-09,1.608052180301911e-08
1878,1.8117265465633636e-09,4.1065803202400275e-08
1879,1.0996785704264767e-08,1.2829582729523281e-08
1880,9.626769603698904e-09,2.1820676820993867e-08
1881,7.669758161910067e-09,8.367009307619355e-09
1882,5.989846840748214e-09,1.5307385581309063e-08
1883,7.58320695126713e-09,8.847074184359371e-09
1884,1.4523733327109767e-08,2.3105940272216685e-08
1885,5.156508553483263e-09,7.7347630522695e-09
1886,5.162771099520569e-09,1.097088819790315e-08
1887,5.876032105334161e-09,1.9586773092328258e-08
1888,1.7119660356001987e-08,6.340614699951175e-09
1889,7.51816386923565e-09,8.771191772893872e-09
1890,1.3764211992395303e-08,2.2284913470116408e-08
1891,2.6134301833735663e-08,1.529812720946211e-08
1892,1.7551833764173352e-08,7.522214851007902e-09
1893,7.390100087434348e-09,1.6627724974682678e-08
1894,1.3863386882917439e-08,1.071261657159539e-08
1895,1.5046536461227333e-08,3.189865793729041e-08
1896,3.184395680477792e-08,1.8870492723976895e-08
1897,1.4566784223291052e-08,2.2141511735185304e-08
1898,8.487532454637403e-09,1.2448380992680086e-08
1899,1.6582735185011188e-08,9.39688327150634e-09
1900,1.4015843596837385e-08,6.22926377147337e-09
1901,2.0678333711998675e-08,1.0618603774048552e-08
1902,6.874397495693074e-09,1.6694965410124496e-08
1903,1.674068350610014e-08,9.720396931811592e-09
1904,1.5586412160928376e-08,8.599400302955473e-09
1905,1.651442893546573e-08,1.5482276793932215e-08
1906,1.18316245689698e-08,3.7038127231880935e-08
1907,6.685696440911215e-09,1.5942815068115124e-08
1908,1.8663278922304016e-08,1.1296195090437777e-08
1909,1.0451868703853506e-08,1.1001967337165297e-08
1910,2.137660359835536e-08,8.550641084070776e-09
1911,1.5961122201701983e-08,1.3300935464144459e-08
1912,1.6670147928721235e-08,1.614920641657136e-08
1913,1.2727175757731857e-08,1.2196876397752021e-08
1914,2.5447626228469744e-08,1.4063162190325329e-08
1915,2.1205371680821372e-08,9.424609537234119e-09
1916,2.4172416956957932e-08,1.2086208478478966e-08
1917,1.6449636319748606e-08,7.676496771580332e-09
1918,5.398596769623509e-08,4.5945505178224266e-08
1919,3.314825391953491e-08,1.1970202606903513e-08
1920,3.48322650722821e-08,1.0601124422748853e-08
1921,1.438822039290244e-08,1.6660044011018726e-08
1922,1.4018077365562931e-08,8.115729421831475e-09
1923,1.1677542488541803e-08,2.1231896241147297e-08
1924,5.156649773851996e-09,1.2891624656674594e-08
1925,3.409435223034052e-08,1.3197813508725176e-08
1926,1.114613823460786e-08,3.343841648018042e-09
1927,1.4493992672726108e-08,4.4596899506643695e-09
1928,1.7139061725401916e-08,6.8556245125250825e-09
1929,1.2254447234738564e-08,7.798284684668033e-09
1930,7.352522590764465e-09,1.470504518152893e-08
1931,2.2810713318222042e-08,9.124285327288817e-09
1932,3.06867029564728e-08,8.767629289252454e-09
1933,2.6382522833046096e-08,2.064719240024715e-08
1934,9.585264137967897e-09,1.3179738189705859e-08
1935,9.574627313213568e-09,5.98414207075848e-09
1936,1.576212937948185e-08,8.487299751891442e-09
1937,1.6368453259474336e-08,2.5182236296217297e-09
1938,9.075650453382877e-09,2.5930428915188486e-09
1939,9.176430282309411e-09,0.0
1940,1.7750480196809804e-08,5.0715658339584024e-09
1941,0.0,2.9515025978810172e-09
1942,1.2136847082899749e-08,3.034211770724937e-09
1943,2.9032352077962287e-09,5.806470415592457e-09
1944,9.639558484764166e-09,0.0
1945,1.9606536838523425e-08,4.357008087652048e-09
1946,1.5313215584455975e-08,4.1763312808029696e-09
1947,9.536696765621855e-09,3.5762612871081956e-09
1948,2.6092530802657166e-08,5.435944139264848e-09
1949,1.1780409536754632e-08,8.835307596655184e-09
1950,1.3825969702452312e-08,0.0
1951,2.9851925376078725e-08,0.0
1952,1.2653764258629963e-08,5.272402070488624e-09
1953,2.0470272588113403e-08,4.3095309543161875e-09
1954,1.9545073115523337e-08,6.840775057526116e-09
1955,4.6928039232341234e-09,3.754243138587299e-09
1956,6.976913269340912e-09,6.976913269340912e-09
1957,8.835037590415595e-09,7.068030161150318e-09
1958,1.0753916868111446e-08,9.926692356998501e-09
1959,1.3951345856355601e-08,2.325224457422337e-09
1960,1.4533750203327145e-08,1.2457499920515147e-08
1961,1.80652133252579e-08,6.94815938118154e-09
1962,2.72704117065814e-08,8.8787386332001e-09
1963,1.681173777967615e-08,4.526237162849611e-09
1964,2.798625509115027e-08,1.034274621503073e-08
1965,2.407699106754535e-08,2.188817349590977e-09
1966,1.606331601067268e-08,3.3234448526542337e-09
1967,7.888536934785861e-09,7.888536934785861e-09
1968,1.7965662735264232e-08,4.491415683816058e-09
1969,1.6350327314285096e-08,6.358460868938209e-09
1970,2.115413444414571e-08,7.817832603507213e-09
1971,2.1581270104320538e-08,4.1107179882260425e-09
1972,1.3338381954497436e-08,5.130146973897354e-09
1973,1.4885650045926013e-08,7.718485406371656e-09
1974,3.54411007208455e-08,1.1813700240281833e-08
1975,2.3988217634496323e-08,2.2845920710778955e-09
1976,1.3712464053128315e-08,2.285410749536254e-09
1977,1.5867311020656416e-08,3.526069214387917e-09
1978,1.1881182260253809e-08,4.752473081737207e-09
1979,1.9311512389208474e-08,1.0533551808578068e-08
1980,1.3075846183596695e-08,3.97960553399912e-09
1981,7.590659656386833e-09,8.223214109648325e-09
1982,1.3035754697909852e-08,8.069752865935698e-09
1983,1.1999100379966876e-08,9.47297440490047e-09
1984,1.797692661398287e-08,4.059305780401701e-09
1985,1.2632671797518924e-08,6.015557829641693e-09
1986,1.0790073723399018e-08,2.997242676272549e-09
1987,8.555143260480236e-09,3.0554083707556856e-09
1988,1.5591039570495013e-08,1.0194141530917022e-08
1989,6.585746614717891e-09,8.232182935330457e-09
1990,1.5256222951620657e-08,7.628111475810329e-09
1991,5.8614650910726596e-09,6.4476117778156095e-09
1992,1.4325855168806356e-08,1.65298330578878e-09
1993,6.647049133334804e-09,4.985286850001103e-09
1994,1.476979427650349e-08,1.476979427650349e-08
1995,1.3556126887692699e-08,5.964695848348356e-09
1996,5.3380921904988554e-09,7.473328622609188e-09
1997,1.1507746755512471e-08,6.7128524960935465e-09
1998,6.675381136744818e-09,5.2449422582867555e-09
1999,1.3253583119876566e-08,5.0272213059088244e-09
2000,9.277866475088103e-09,7.068850393920911e-09
2001,1.3143635513301888e-08,9.20054432640427e-09
2002,1.0076809608960957e-08,8.324320788233308e-09
2003,1.583430631058036e-08,8.333845613606172e-09
2004,1.2773894830786503e-08,1.6738207264666016e-08
2005,1.5312748402607212e-08,7.656374201303606e-09
2006,1.070651389767363e-08,9.059357708451898e-09
2007,6.7906151812735516e-09,4.7933754743212376e-09
2008,1.0217855006544596e-08,5.108927503272298e-09
2009,5.245011536203492e-09,5.245011536203492e-09
2010,9.919965293647692e-09,8.030448306328708e-09
2011,5.7359579308524644e-09,3.4415748029203996e-09
2012,8.510632198976964e-09,3.4042526575461807e-09
2013,8.367375237128272e-09,9.483025031897796e-09
2014,7.145969149746634e-09,2.165445156521173e-09
2015,1.0196246513771712e-08,5.984753581600444e-09
2016,7.2496901815100045e-09,6.006886099640951e-09
2017,3.5218559180094644e-09,8.804639684001359e-09
2018,5.937373259712331e-09,9.035133530232997e-09
2019,6.632568272380013e-09,5.612172948588068e-09
