year,lots_NOUN égaux_ADJ,lots_NOUN egaux_ADJ
1849,8.798385664476882e-08,0.0
1850,1.0998173394227706e-07,0.0
1851,9.674158008010636e-08,0.0
1852,6.640756566866912e-08,0.0
1853,5.4941772020811186e-08,0.0
1854,6.754363823802123e-08,0.0
1855,7.429711956774554e-08,0.0
1856,1.4651445212621184e-07,2.5885946719483854e-09
1857,6.638852312335075e-08,0.0
1858,5.1872966366772744e-08,0.0
1859,7.994712092340706e-08,0.0
1860,2.5174511364411956e-08,0.0
1861,9.47908702642053e-08,0.0
1862,6.551080389272101e-08,0.0
1863,3.596127129412707e-08,0.0
1864,3.5960461275408306e-08,0.0
1865,7.436813831418476e-08,0.0
1866,7.97960524323571e-08,4.865612912574591e-10
1867,4.901339423213358e-08,0.0
1868,3.853101659956337e-08,0.0
1869,4.6393431318847433e-08,4.883519144627257e-10
1870,2.981705193860762e-08,0.0
1871,8.390730243945654e-08,0.0
1872,5.503078881474721e-08,0.0
1873,8.500126114086015e-08,0.0
1874,6.333085877940903e-08,5.974609140757536e-10
1875,4.3483606049221635e-08,0.0
1876,4.897271921322499e-08,0.0
1877,5.566334237983028e-08,0.0
1878,3.563062378475479e-08,0.0
1879,4.3376211067425174e-08,0.0
1880,6.482024872411785e-08,0.0
1881,4.044054335849978e-08,0.0
1882,4.6587697255517924e-08,0.0
1883,7.64639978001469e-08,0.0
1884,7.525934364593923e-08,6.601696966868076e-10
1885,4.5119449509911647e-08,0.0
1886,4.001147502208369e-08,0.0
1887,6.398346386049525e-08,6.528924623161458e-10
1888,7.355112785489837e-08,0.0
1889,6.265136676120164e-08,0.0
1890,6.685473863399238e-08,0.0
1891,7.64906431527379e-08,1.2748440081367107e-09
1892,6.83267842305213e-08,6.268512375839919e-10
1893,6.466337509891673e-08,0.0
1894,7.435816229417469e-08,0.0
1895,6.078800396380757e-08,0.0
1896,4.422771837653272e-08,0.0
1897,7.283392022827684e-08,5.826713556089658e-10
1898,9.675786571960998e-08,0.0
1899,5.417026827103655e-08,0.0
1900,4.464305547458025e-08,0.0
1901,3.7444550571308355e-08,0.0
1902,4.910283735171106e-08,0.0
1903,5.94024243127933e-08,0.0
1904,3.171028950532673e-08,0.0
1905,7.121847289681682e-08,0.0
1906,4.83553357355504e-08,0.0
1907,6.634267890603951e-08,0.0
1908,5.402527847309102e-08,0.0
1909,3.795678793494517e-08,0.0
1910,5.183825990684454e-08,0.0
1911,6.916486228192298e-08,1.0640748282497725e-09
1912,4.167537070998151e-08,0.0
1913,3.6590627416899224e-08,5.30298971401777e-10
1914,9.040603998755614e-08,1.3393487430235496e-09
1915,1.4136913861761968e-08,0.0
1916,5.383856560570166e-08,1.0987462051303964e-09
1917,2.8512703309502285e-08,0.0
1918,4.135095466040184e-08,0.0
1919,2.9465114792515124e-08,9.207848372660976e-10
1920,2.7260034229925623e-08,0.0
1921,3.256281289054641e-08,0.0
1922,4.869437475463201e-08,0.0
1923,2.653987074552333e-08,0.0
1924,2.5783249313349188e-08,0.0
1925,5.719052609265418e-08,0.0
1926,3.343841470382358e-08,0.0
1927,3.7907366134959375e-08,0.0
1928,5.713020456710183e-08,0.0
1929,4.0105462062456354e-08,0.0
1930,4.3064773080914165e-08,0.0
1931,3.193499864551086e-08,0.0
1932,4.603005265835236e-08,0.0
1933,3.0970788600370724e-08,0.0
1934,3.9539216345474415e-08,1.1981580172459871e-09
1935,5.864459140525469e-08,0.0
1936,7.032334536916096e-08,0.0
1937,2.895957251780601e-08,0.0
1938,6.352954784460962e-08,0.0
1939,4.282334131744392e-08,0.0
1940,2.7893612752905028e-08,0.0
1941,5.9030050181263505e-08,0.0
1942,2.4273694165799498e-08,0.0
1943,2.700008678857557e-07,2.9032352077962287e-09
1944,1.4138018400444707e-07,0.0
1945,2.832055301382752e-08,0.0
1946,4.454753366189834e-08,0.0
1947,3.814678706248742e-08,0.0
1948,5.870819563824625e-08,0.0
1949,4.319483792869505e-08,0.0
1950,4.5732054587688253e-08,0.0
1951,5.010858927789741e-08,0.0
1952,8.752187596883232e-08,0.0
1953,8.619061730996691e-08,0.0
1954,2.443134050622575e-08,9.772536113672459e-10
1955,4.6928040120519654e-08,9.385607846468247e-10
1956,5.145473380707699e-08,0.0
1957,4.4175187952077977e-08,0.0
1958,2.6471179026543723e-08,0.0
1959,6.200598079431074e-08,0.0
1960,6.574791910907152e-08,0.0
1961,7.851419780990909e-08,0.0
1962,7.10299090656008e-08,0.0
1963,6.013429754148092e-08,0.0
1964,4.623815996751546e-08,6.083968329129164e-10
1965,3.009623839034248e-08,0.0
1966,2.99110034518435e-08,0.0
1967,3.303324902503846e-08,0.0
1968,3.09907690621003e-08,1.3474247273492779e-09
1969,2.634219598007803e-08,0.0
1970,3.2650948611490094e-08,0.0
1971,3.3913423180820246e-08,0.0
1972,2.4111690422046195e-08,5.130146862875051e-10
1973,2.4809416743210022e-08,0.0
1974,2.700274492895005e-08,0.0
1975,2.2845920710778955e-08,0.0
1976,2.0568696967870892e-08,0.0
1977,2.703319701424789e-08,5.876781838942691e-10
1978,2.316830638449119e-08,0.0
1979,2.57486831856113e-08,0.0
1980,2.4446148216838992e-08,0.0
1981,1.771153890217647e-08,0.0
1982,3.1037512115972277e-08,0.0
1983,3.6628833299801045e-08,0.0
1984,2.3196033538397387e-08,0.0
1985,1.7445119127046382e-08,0.0
1986,1.6784559520033326e-08,0.0
1987,2.627651163322753e-08,0.0
1988,3.47800117594943e-08,0.0
1989,2.6342986458871565e-08,0.0
1990,3.160217687536715e-08,0.0
1991,1.52398094144246e-08,0.0
1992,1.5427843891302473e-08,0.0
1993,1.938722604677423e-08,0.0
1994,2.004472143823932e-08,0.0
1995,2.1689803730851054e-08,0.0
1996,1.0676184380997711e-08,0.0
1997,1.2946214766884623e-08,0.0
1998,1.5734826774860267e-08,0.0
1999,2.696418732739403e-08,0.0
2000,2.0322945104567225e-08,0.0
2001,1.5334240544007116e-08,0.0
2002,1.0514931148009055e-08,0.0
2003,2.1667998950647416e-08,0.0
2004,1.1011977996133737e-08,0.0
2005,1.6663873836364473e-08,0.0
2006,1.4000825387938676e-08,0.0
2007,1.7975157362570826e-08,0.0
2008,1.0217855006544596e-08,0.0
2009,1.2397300963584712e-08,0.0
2010,1.1337103700270745e-08,0.0
2011,4.971163480860241e-09,0.0
2012,4.085103366691101e-09,0.0
2013,1.2829975304384789e-08,0.0
2014,1.0610681222544827e-08,0.0
2015,1.3077794847049518e-08,0.0
2016,1.4706514228635115e-08,0.0
2017,1.0817128526241504e-08,0.0
2018,9.551427204712581e-09,0.0
2019,1.224474122096808e-08,0.0
