year,positions_NOUN égales_ADJ,positions_NOUN légales_ADJ
1800,0.0,0.0
1801,0.0,0.0
1802,2.2378401354217203e-08,0.0
1803,0.0,0.0
1804,2.4718509461507665e-09,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,2.2660739951163578e-09,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,2.6672082320544632e-09
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,1.5568733857662664e-08,0.0
1818,0.0,1.1921177378582115e-09
1819,0.0,0.0
1820,3.5599443393152796e-09,1.1866481131050932e-09
1821,2.9584463767662328e-09,9.86148829262845e-10
1822,0.0,1.1028177482330648e-08
1823,4.941343334508019e-09,9.882686891060644e-10
1824,0.0,8.421112696055388e-10
1825,0.0,0.0
1826,0.0,2.642395191543301e-09
1827,0.0,9.217273055917019e-10
1828,0.0,0.0
1829,0.0,2.571952872898464e-09
1830,2.0873671680021744e-09,1.0436835840010872e-09
1831,0.0,6.236482441579483e-09
1832,1.3529969367098715e-09,0.0
1833,0.0,3.4750886612755494e-09
1834,0.0,0.0
1835,0.0,3.025235173481633e-09
1836,5.376600054063374e-09,4.704525213838906e-09
1837,0.0,6.957890930081589e-10
1838,3.787297142565649e-09,5.680945491803868e-09
1839,6.9914751765765e-10,2.0974426639952526e-09
1840,5.095750932326837e-09,0.0
1841,8.346713542550788e-09,1.926164561183441e-09
1842,4.695785538189057e-09,2.0124795163667386e-09
1843,2.953455480181333e-09,2.953455480181333e-09
1844,5.488561272137815e-10,6.037417232818143e-09
1845,3.9061593959388574e-09,6.138250796539069e-09
1846,1.1709002656346001e-09,7.610851504580296e-09
1847,5.393223645455691e-10,5.393223645455691e-10
1848,1.6090443422100975e-09,0.0
1849,0.0,5.02764896381791e-09
1850,6.1100964288129944e-09,6.788996032014438e-10
1851,0.0,3.8696632564949596e-09
1852,0.0,2.6042181744401205e-09
1853,7.763511611358354e-09,3.5831591027601917e-09
1854,6.234797567117312e-09,1.558699391779328e-09
1855,8.491099379170919e-09,1.5920811335945473e-09
1856,1.5531567143511893e-09,3.1063134287023786e-09
1857,0.0,1.4644527812635033e-09
1858,3.9149408159744326e-09,2.4468380654951716e-09
1859,7.129042689513199e-09,2.036869339860914e-09
1860,4.577183909670879e-10,4.119465657481669e-09
1861,0.0,4.715963730639317e-10
1862,1.8071945051545413e-09,2.710791813242963e-09
1863,9.989241656072068e-10,1.9978483312144135e-09
1864,4.794727948009836e-10,3.835782358407869e-09
1865,4.706844358715045e-10,1.882737743486018e-09
1866,3.4059290943133647e-09,2.432806400776144e-09
1867,4.85281148598915e-09,5.82337378318698e-09
1868,0.0,1.4819622196071691e-09
1869,0.0,9.767038289254515e-10
1870,1.1468097582678638e-09,3.4404292748035914e-09
1871,0.0,1.0621177271019633e-09
1872,0.0,5.442605477412599e-09
1873,1.7958012854535355e-09,5.986004469882289e-10
1874,2.3898436563030145e-09,1.7923826867161097e-09
1875,1.716458086775674e-09,5.149374260327022e-09
1876,3.02300739996042e-09,1.813804439976252e-09
1877,3.710889595609501e-09,3.710889595609501e-09
1878,0.0,1.8117265465633636e-09
1879,0.0,4.27652757650776e-09
1880,0.0,1.0910338410496934e-08
1881,1.3945015142624584e-09,6.2752567586699115e-09
1882,3.9932310791357395e-09,5.989846840748214e-09
1883,1.8958017378167824e-09,3.159669414998234e-09
1884,0.0,6.601696966868076e-09
1885,5.80107206715752e-09,5.80107206715752e-09
1886,3.872078213618124e-09,3.872078213618124e-09
1887,0.0,3.9173548849191775e-09
1888,0.0,1.3315291091942072e-08
1889,0.0,1.8795409673089125e-09
1890,0.0,3.9326319978272295e-09
1891,3.1871101313640793e-09,6.374220040683554e-10
1892,6.268512375839919e-10,7.522214851007902e-09
1893,0.0,6.15841644346915e-09
1894,1.2603078580752936e-09,6.301539290376468e-09
1895,0.0,3.611168697403855e-09
1896,0.0,5.897029087265082e-09
1897,5.826713556089658e-10,1.7480140668268973e-09
1898,1.13167097914868e-09,3.960848538042683e-09
1899,5.527578395003729e-10,1.6582735185011188e-09
1900,2.07642125715779e-09,4.671947717582725e-09
1901,3.353243460679778e-09,7.265360757457984e-09
1902,1.4730852093691738e-09,4.419255628107521e-09
1903,0.0,1.0260418292773466e-08
1904,0.0,3.2247751136083025e-09
1905,0.0,1.5482277682110634e-09
1906,1.5432553013283723e-09,3.0865106026567446e-09
1907,2.057137349353866e-09,8.742834012309686e-09
1908,0.0,5.893666887857307e-09
1909,0.0,7.701377313651392e-09
1910,0.0,3.740905363258662e-09
1911,0.0,4.25629931299909e-09
1912,0.0,2.6047106693738442e-09
1913,5.30298971401777e-10,7.954484182448596e-09
1914,0.0,4.68772043404897e-09
1915,0.0,8.246533234057551e-09
1916,0.0,9.888715624128963e-09
1917,0.0,6.57985488317081e-09
1918,0.0,8.040463406189247e-09
1919,0.0,4.603924352863942e-09
1920,0.0,9.843901693784574e-09
1921,0.0,4.543648568500203e-09
1922,2.951174193910333e-09,2.951174193910333e-09
1923,4.246379248229459e-09,4.246379248229459e-09
1924,0.0,7.734974438733389e-09
1925,0.0,5.499089184013428e-09
1926,0.0,7.802296586589819e-09
1927,0.0,4.4596899506643695e-09
1928,0.0,4.570416489713125e-09
1929,0.0,3.342121912552898e-09
1930,0.0,7.352522590764465e-09
1931,0.0,5.7026783295555106e-09
1932,0.0,5.4797681947604815e-09
1933,0.0,3.4411986593596566e-09
1934,0.0,7.188948103475923e-09
1935,0.0,5.98414207075848e-09
1936,1.2124714565686645e-09,6.0623572828433225e-09
1937,1.2591118148108649e-09,7.554670666820584e-09
1938,0.0,1.9447821131279852e-08
1939,0.0,1.070583532936098e-08
1940,0.0,5.0715658339584024e-09
1941,0.0,2.9515025978810172e-09
1942,0.0,6.068423541449874e-09
1943,0.0,8.709705845433291e-09
1944,0.0,0.0
1945,0.0,8.714016175304096e-09
1946,0.0,4.1763312808029696e-09
1947,1.1920870957027319e-09,7.152522574216391e-09
1948,0.0,4.348755133776194e-09
1949,9.817008317369869e-10,8.835307596655184e-09
1950,0.0,4.2541445921528975e-09
1951,1.0661401761424827e-09,3.1984206394497505e-09
1952,0.0,1.7926167217297007e-08
1953,0.0,6.464296653518886e-09
1954,0.0,1.9545072227344917e-09
1955,0.0,6.569925492527773e-09
1956,0.0,8.72114114258693e-09
1957,8.835037701437898e-10,8.835037590415595e-09
1958,0.0,1.6544486891589827e-09
1959,7.750747821333448e-10,6.975672928177801e-09
1960,0.0,4.844583401109048e-09
1961,6.948159270159238e-10,7.64297514166401e-09
1962,0.0,8.244543714397423e-09
1963,6.466053248388448e-10,3.879631726988464e-09
1964,1.2167936658258327e-09,3.6503808864551957e-09
1965,5.472043373977442e-10,7.660860390501512e-09
1966,5.539074754423723e-10,4.431259803538978e-09
1967,1.4791006197611978e-09,6.409436092980059e-09
1968,8.982831700699023e-10,2.245707841908029e-09
1969,9.083515606356229e-10,1.3625273131978588e-09
1970,2.7592350626548523e-09,6.898087434592526e-09
1971,3.083038491169532e-09,5.138397263237948e-09
1972,2.565073486948677e-09,7.69522046084603e-09
1973,5.513203782392395e-10,4.9618833486420044e-09
1974,1.6876715580593782e-09,1.2376257352286757e-08
1975,3.4268881066168433e-09,5.140332159925265e-09
1976,2.285410749536254e-09,3.4281160132820787e-09
1977,0.0,8.22749424145286e-09
1978,1.7821774056514528e-09,4.158414057542359e-09
1979,5.851973350345929e-10,2.925986564150662e-09
1980,1.7055452605774235e-09,3.97960553399912e-09
1981,1.2651099057237047e-09,5.060439622894819e-09
1982,0.0,1.2415004579935385e-09
1983,0.0,3.78918940668882e-09
1984,5.799008495621649e-10,5.799008384599347e-09
1985,0.0,2.4062232206745193e-09
1986,1.1988970927134801e-09,2.3977941854269602e-09
1987,1.8332451112712533e-09,3.0554083707556856e-09
1988,1.1993107618124554e-09,2.398621523624911e-09
1989,3.2928733073589456e-09,2.7440609784434855e-09
1990,1.089730194969718e-09,3.814055737905164e-09
1991,0.0,1.1722930404189924e-09
1992,4.958949695321735e-09,3.30596661157756e-09
1993,4.4313659408601325e-09,1.1078414852150331e-09
1994,1.0549853213248639e-09,8.439882570598911e-09
1995,3.253470381991974e-09,2.1689803286761844e-09
1996,5.338092190498855e-10,2.135236876199542e-09
1997,1.438468344439059e-09,9.58978896292706e-10
1998,1.43043876743576e-09,2.3840645013706308e-09
1999,3.656160929565999e-09,7.769341614505265e-09
2000,4.4180314962005696e-10,8.836062992401139e-10
2001,0.0,4.3812117822561447e-10
2002,4.381221607729913e-09,4.381221607729913e-09
2003,8.333845835650777e-10,1.6667691671301554e-09
2004,1.7619165015858584e-09,1.3214374039449694e-09
2005,1.3511248786457486e-09,1.3511248786457486e-09
2006,4.117890028965121e-09,4.1178899179428186e-10
2007,0.0,1.5977917877663117e-09
2008,2.554463751636149e-09,1.7029758714315335e-09
2009,1.907277002999308e-09,4.291373478793048e-09
2010,9.447586046817946e-10,2.8342759250676863e-09
2011,1.529588788962144e-09,1.1471915639660324e-09
2012,0.0,3.063827413996023e-09
2013,1.3945624655065103e-09,2.2313000336282585e-09
2014,1.0827225782605865e-09,1.0827225782605865e-09
2015,8.866301581811342e-10,2.2165753954528356e-10
2016,6.214020409345267e-10,1.86420612280358e-09
2017,5.031222660711876e-10,2.515611330355938e-10
2018,2.5814667070633845e-10,1.0325866828253538e-09
2019,1.02039510174734e-09,2.55098775436835e-10
