year,contraintes_NOUN égales_ADJ,contraintes_NOUN légales_ADJ
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,2.2378401354217203e-09
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,8.528632911009026e-09
1806,0.0,4.610670600868616e-08
1807,0.0,3.4163463169534225e-08
1808,0.0,1.3596443970698147e-08
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,5.0141535368197765e-09
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,6.952811659743929e-09
1817,0.0,4.670620334934483e-09
1818,0.0,3.5763532135746345e-09
1819,0.0,1.035105001712111e-09
1820,0.0,2.1359666035891678e-08
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,2.5263338088166165e-09
1825,0.0,0.0
1826,0.0,1.76159691278599e-08
1827,0.0,0.0
1828,0.0,1.8344602503717056e-09
1829,0.0,5.143905745796928e-09
1830,0.0,5.218417697960831e-09
1831,0.0,0.0
1832,0.0,6.764984572527055e-09
1833,0.0,0.0
1834,0.0,1.120143711119681e-08
1835,0.0,0.0
1836,0.0,1.3441500135158435e-09
1837,0.0,4.87052354003481e-09
1838,0.0,0.0
1839,0.0,1.6080392239992136e-08
1840,0.0,1.2739377330817092e-09
1841,0.0,0.0
1842,0.0,3.3541325272778977e-09
1843,0.0,5.31621990873532e-09
1844,0.0,5.488561272137815e-10
1845,0.0,1.1718478631905782e-08
1846,0.0,8.781752214304106e-09
1847,0.0,9.707802561820245e-09
1848,0.0,2.896279838182636e-08
1849,0.0,3.3517659758786067e-09
1850,0.0,2.0366988096043315e-09
1851,0.0,5.159551008659946e-09
1852,0.0,6.510545436100301e-10
1853,0.0,5.971931837933653e-09
1854,0.0,5.195664343204953e-09
1855,0.0,5.306937111981824e-09
1856,0.0,0.0
1857,0.0,4.393358121745905e-09
1858,0.0,1.9574704079872163e-09
1859,0.0,0.0
1860,0.0,9.154367819341758e-10
1861,0.0,1.5091083938045813e-08
1862,0.0,5.421583626485926e-09
1863,0.0,2.9967726078439227e-09
1864,0.0,2.3973640850272204e-09
1865,0.0,3.765475486972036e-09
1866,0.0,3.8924903300596725e-09
1867,0.0,0.0
1868,0.0,1.4819622196071691e-09
1869,0.0,4.395167341186834e-09
1870,0.0,5.734048791339319e-09
1871,0.0,1.0621176826930423e-08
1872,0.0,4.23313739617015e-09
1873,0.0,0.0
1874,0.0,7.766991494406739e-09
1875,0.0,4.005069165202713e-09
1876,0.0,4.232210137899983e-09
1877,0.0,2.1646856751544874e-08
1878,0.0,1.3889904337816006e-08
1879,0.0,9.163987790827832e-09
1880,0.0,2.5671385017744797e-09
1881,0.0,0.0
1882,0.0,1.3310770263785798e-09
1883,0.0,1.3902545781263598e-08
1884,0.0,3.9610181801208455e-09
1885,0.0,5.80107206715752e-09
1886,0.0,2.5813855497602844e-09
1887,0.0,1.4363633837888301e-08
1888,0.0,6.340614699951175e-10
1889,0.0,8.14467782106476e-09
1890,0.0,1.7696843102044113e-08
1891,0.0,3.1871101313640793e-09
1892,0.0,4.387958441043338e-09
1893,0.0,6.774258043407144e-09
1894,0.0,9.452309157609307e-09
1895,0.0,1.625025980445116e-08
1896,0.0,5.897029087265082e-09
1897,0.0,2.9133566670225264e-09
1898,0.0,3.3950129374460403e-09
1899,0.0,2.2110313580014918e-09
1900,0.0,7.26747462209687e-09
1901,0.0,1.676621685930968e-08
1902,0.0,1.0311596021495006e-08
1903,0.0,5.940242076007962e-09
1904,0.0,1.289910045443321e-08
1905,0.0,9.805441791854719e-09
1906,0.0,7.716276506641861e-09
1907,0.0,9.771402353919711e-09
1908,0.0,4.4202499438483756e-09
1909,0.0,5.5009836685826485e-09
1910,0.0,2.67207544979442e-09
1911,0.0,5.852411444351446e-09
1912,0.0,9.376957876838787e-09
1913,0.0,1.3257474229533273e-08
1914,0.0,1.3393487430235496e-09
1915,0.0,9.424609537234119e-09
1916,3.2962386153911893e-09,1.0987462051303964e-09
1917,0.0,5.483212106582869e-09
1918,0.0,4.594550517822427e-09
1919,1.8415696745321952e-09,2.762354567309444e-09
1920,0.0,6.057785384427916e-09
1921,0.0,3.7863738810983705e-09
1922,0.0,1.1804696775641332e-08
1923,0.0,8.492758496458919e-09
1924,0.0,6.445812328337297e-09
1925,0.0,7.698724324711748e-09
1926,2.229227691330493e-09,1.0031524944054127e-08
1927,0.0,1.1149224654616319e-08
1928,0.0,9.14083297942625e-09
1929,0.0,7.798284684668033e-09
1930,0.0,4.201441416995522e-09
1931,0.0,1.596749932275543e-08
1932,0.0,2.1919073223131136e-09
1933,3.4411986593596566e-09,1.1470662197865522e-09
1934,0.0,1.677421224144382e-08
1935,1.196828414151696e-09,8.377798899061872e-09
1936,1.2124714565686645e-09,1.9399543305098632e-08
1937,3.777335333410292e-09,6.295559185076627e-09
1938,0.0,7.779128452511941e-09
1939,0.0,7.647025235257843e-09
1940,2.5357829169792012e-09,1.2678914806940611e-08
1941,0.0,2.066051862925633e-08
1942,0.0,9.102635090130207e-09
1943,0.0,2.9032352077962287e-09
1944,0.0,1.6065930807940276e-08
1945,0.0,1.5249527862692958e-08
1946,1.3921104269343232e-09,6.960552134671616e-09
1947,4.7683483828109274e-09,5.960435700558264e-09
1948,7.610321262063735e-09,1.3046265401328583e-08
1949,5.890204768377316e-09,3.6322930441201606e-08
1950,3.190608444114673e-09,5.317680518146517e-09
1951,0.0,6.396841278899501e-09
1952,2.1089607837865287e-09,5.272402070488624e-09
1953,0.0,1.2928593307037772e-08
1954,4.886268278880834e-09,6.840775057526116e-09
1955,9.385607846468247e-09,1.407841132561316e-08
1956,1.2209598665435806e-08,6.976913269340912e-09
1957,2.6505113659425206e-09,5.301022731885041e-09
1958,4.9633461784992505e-09,1.1581140491045971e-08
1959,2.325224457422337e-09,1.5501495198577686e-08
1960,5.536666680683311e-09,1.314958364417862e-08
1961,3.47407969059077e-09,3.47407969059077e-09
1962,7.610347907416326e-09,1.3952304200870458e-08
1963,6.466053248388448e-10,1.0992290633282664e-08
1964,6.083968329129164e-10,1.034274621503073e-08
1965,3.2832261354087677e-09,6.5664522708175355e-09
1966,4.431259803538978e-09,1.8278946356531378e-08
1967,6.902469706915326e-09,1.3804939413830652e-08
1968,3.1439910674890825e-09,1.6169096284102125e-08
1969,4.5417578031781147e-10,1.7258680234943924e-08
1970,4.598724956395017e-09,2.2073879835105004e-08
1971,3.5968783507200897e-09,2.5691987426412766e-08
1972,2.565073486948677e-09,3.539801196605907e-08
1973,4.9618833486420044e-09,1.8193572870472963e-08
1974,2.812785782069227e-09,2.1377172032543967e-08
1975,2.8557400888473694e-09,3.198428855100133e-08
1976,4.570821499072508e-09,3.142439725101198e-08
1977,4.11374712072643e-09,3.819908195312749e-08
1978,4.158414057542359e-09,2.9108898402796513e-08
1979,5.851973350345929e-10,3.394144487689488e-08
1980,2.8425752862659692e-09,4.77552646316326e-08
1981,6.325549528618524e-10,6.515316197663878e-08
1982,2.483000915987077e-09,5.648827050563909e-08
1983,1.2630632095778083e-09,5.5574780333245144e-08
1984,1.739702604197646e-09,6.26292913086246e-08
1985,2.4062232206745193e-09,6.617113579299172e-08
1986,2.997242676272549e-09,5.514926743055426e-08
1987,1.8332451112712533e-09,5.744167880239459e-08
1988,1.798966087207532e-09,6.176450284556267e-08
1989,1.0976244357863152e-09,6.695509113807674e-08
1990,1.6345953479657283e-09,6.538380858955861e-08
1991,0.0,7.268216811739947e-08
1992,2.2039776670368383e-09,6.722132073200271e-08
1993,2.2156829704300662e-09,6.425480886251833e-08
1994,2.637463358823311e-09,7.648643668423105e-08
1995,2.7112254663563817e-09,7.103410837316915e-08
1996,1.6014276571496566e-09,1.0729565480538383e-07
1997,2.3974471297094624e-09,7.863626594328821e-08
1998,9.536258449571733e-10,8.91640163924734e-08
1999,9.140402323914998e-10,8.13495791840424e-08
2000,1.3254094488601709e-09,7.466473161965581e-08
2001,1.7524847129024579e-09,8.105242041422933e-08
2002,3.9430991805033955e-09,7.62332534876009e-08
2003,4.166922806803086e-09,1.0875668765564228e-07
2004,3.0833537945085254e-09,1.1672697031173129e-07
2005,2.702249757291497e-09,8.602161827298005e-08
2006,4.1178899179428186e-10,1.0171187836416351e-07
2007,2.3966877371606188e-09,1.102476332448532e-07
2008,4.257439678578834e-10,1.0686173634866236e-07
2009,4.76819250749827e-10,8.439700649454096e-08
2010,9.447586046817946e-10,1.086472405376071e-07
2011,1.1471915639660324e-09,1.2313189290402704e-07
2012,1.0212758416727752e-09,1.00765879196274e-07
2013,2.789125042035323e-10,1.0626566737670373e-07
2014,2.1654451842767486e-10,8.510199500655347e-08
2015,2.2165753954528356e-10,7.824510994680622e-08
2016,8.285360175719347e-10,8.741054724481501e-08
2017,5.031222660711876e-10,8.829795616893676e-08
2018,0.0,7.847658511916933e-08
2019,2.55098775436835e-10,6.964196908043618e-08
