year,ces_DET eaux_NOUN,ces_DET lots_NOUN
1897,2.7915785665300064e-06,2.8492629766674327e-07
1898,2.7675014280248433e-06,2.732985358022688e-07
1899,2.9848924043562874e-06,3.1064991823370747e-07
1900,2.9080280512516765e-06,2.3463560694381158e-07
1901,2.5568481589743897e-06,2.3025604001247757e-07
1902,2.4934422242495202e-06,2.2390893938961653e-07
1903,3.43129988777946e-06,2.991721927969593e-07
1904,2.6733385709576396e-06,2.219720176555029e-07
1905,2.7976474541446805e-06,2.1984833153965155e-07
1906,3.0885684054737794e-06,2.5978132356385686e-07
1907,2.3749649642468285e-06,2.69999283375455e-07
1908,2.5421349789667147e-06,2.9615675956051746e-07
1909,2.4836941747707897e-06,3.2675841055151977e-07
1910,3.2572597774560563e-06,2.5277832449432935e-07
1911,2.4878068813904974e-06,2.6548666909320673e-07
1912,2.426548405765061e-06,4.1258616079176136e-07
1913,2.496117161854272e-06,2.6302829247981663e-07
1914,2.4161852252291283e-06,2.785845332198278e-07
1915,2.4197685775106947e-06,3.145463480791477e-07
1916,1.8436961539691765e-06,3.17537663718781e-07
1917,1.8083634216736755e-06,4.112409044410015e-07
1918,1.6138358915895878e-06,2.400652689971139e-07
1919,1.8047382468466822e-06,2.7715622863411227e-07
1920,1.7431277967716596e-06,2.5518420798675834e-07
1921,1.7886829937197035e-06,2.839780322005936e-07
1922,1.8894892406251529e-06,2.9069066087572537e-07
1923,2.1380519683589227e-06,2.0807257605781615e-07
1924,2.1993111829488043e-06,2.591216521352635e-07
1925,2.2469277496384166e-06,2.0236647557680953e-07
1926,1.992929526295484e-06,2.4855889435571044e-07
1927,2.012435089682185e-06,2.062606654362753e-07
1928,1.9767051071539754e-06,2.7765280563585293e-07
1929,1.8615619410411455e-06,2.6848378809063433e-07
1930,1.9463176670342364e-06,2.478850404941113e-07
1931,1.933207926185787e-06,1.9617212920763905e-07
1932,2.095463457862934e-06,2.1261501714775477e-07
1933,2.1289549181346956e-06,2.3056030684642792e-07
1934,1.7157622664853989e-06,2.1207397082889656e-07
1935,1.6827407449682141e-06,2.932229499208461e-07
1936,1.7495963220426347e-06,2.315820424314552e-07
1937,1.7186875993502326e-06,1.7753476910797872e-07
1938,1.7127047868825684e-06,1.7632691395874645e-07
1939,1.9224621610192116e-06,1.88116814570094e-07
1940,1.856193136973161e-06,2.0286263691104978e-07
1941,1.6705504322089837e-06,1.9479916701925504e-07
1942,1.7325349119801103e-06,3.0038697218515154e-07
1943,1.6083923242149467e-06,2.148394040446533e-07
1944,1.542329385983976e-06,1.9600435585687137e-07
1945,1.1959987205045763e-06,1.786373289291987e-07
1946,1.364268172210359e-06,1.6705324412669142e-07
1947,1.2528835497960245e-06,1.859655931468751e-07
1948,1.5111924085431383e-06,1.6416551318343409e-07
1949,1.4607708038738565e-06,1.855414559770452e-07
1950,1.54531807083913e-06,2.350414938234735e-07
1951,1.6077394207059115e-06,1.8657453360049203e-07
1952,1.7936711174115771e-06,2.1616847689642782e-07
1953,1.7475147728873708e-06,2.2625037132684156e-07
1954,1.6183320070695117e-06,2.0131423994484976e-07
1955,1.7269518082230206e-06,2.008520088025989e-07
1956,1.370091368357862e-06,1.8139974145015003e-07
1957,1.803231185704135e-06,2.1027389074390612e-07
1958,1.6221869429955404e-06,1.7454434342312197e-07
1959,1.6276570136142254e-06,2.1857109544498599e-07
1960,1.5073575383439675e-06,1.5779500017742976e-07
1961,1.483432058080325e-06,1.959380959704049e-07
1962,1.490993952302233e-06,1.9152708041758615e-07
1963,1.3889081884599364e-06,2.942054315724363e-07
1964,1.3494241386524664e-06,1.8069385809837968e-07
1965,1.313837643124316e-06,1.745581812429009e-07
1966,1.270663730679189e-06,1.7669647967011315e-07
1967,1.4095829925508951e-06,1.5629164273889273e-07
1968,1.3034089221264367e-06,1.3653904495924962e-07
1969,1.3575314454783438e-06,1.7031591070804097e-07
1970,1.6265690021555201e-06,1.3566238799000985e-07
1971,1.172582244635123e-06,1.4284745297743484e-07
1972,1.2240530224971735e-06,1.5236535588769584e-07
1973,1.139579254072487e-06,1.8800024648157887e-07
1974,1.3748897487175782e-06,1.665169264697397e-07
1975,1.2885099351933604e-06,1.8162506876251427e-07
1976,1.20098334832619e-06,1.325538221408351e-07
1977,1.1935744339552912e-06,1.5397168340314238e-07
1978,1.1625737812437364e-06,1.6039596495431852e-07
1979,1.0919782198470784e-06,1.5917366980033876e-07
1980,1.2041149375363602e-06,1.466768821956066e-07
1981,1.1234175900654009e-06,1.1449244752270715e-07
1982,1.1937027153408053e-06,1.3159904810322587e-07
1983,9.997145085094417e-07,1.4146307769635769e-07
1984,1.1151493026773096e-06,1.7455016276812785e-07
1985,1.13333112494729e-06,1.1249093567755608e-07
1986,9.878911768623766e-07,1.0909963776839504e-07
1987,9.820082667033603e-07,1.509371809760296e-07
1988,8.239265198994872e-07,1.42717984985552e-07
1989,1.0564635175569492e-06,1.179946274021404e-07
1990,1.007455573187599e-06,1.3076762606090142e-07
1991,8.674968583477494e-07,1.2777993951829103e-07
1992,9.080387783910737e-07,1.487684890832952e-07
1993,8.818418422151808e-07,1.0856846532902864e-07
1994,9.632016144678346e-07,1.1921333786801824e-07
1995,8.50782512884507e-07,1.4206820964091094e-07
1996,8.220661911195748e-07,1.3238468454801477e-07
1997,7.216316006974921e-07,1.1124155463448915e-07
1998,7.776818620186532e-07,1.196800454295044e-07
1999,8.628539731603269e-07,1.1196992488748947e-07
2000,9.255775808014732e-07,1.0249832804731795e-07
2001,7.272811615166574e-07,9.507229314920096e-08
2002,7.29911484143031e-07,8.67481819710747e-08
2003,7.550464431460568e-07,1.1084014950313303e-07
2004,6.87587913716925e-07,1.3038181911895208e-07
2005,7.305082050379497e-07,9.592987026962874e-08
2006,7.655157219232933e-07,8.729926648243236e-08
2007,7.014305865027382e-07,9.067468731416284e-08
2008,7.518638440728864e-07,7.493094056343352e-08
2009,7.762617286743989e-07,6.580105615938692e-08
2010,9.041339552595673e-07,6.56607195281822e-08
2011,8.932798465366432e-07,4.932923802769551e-08
2012,9.821269344456596e-07,4.799996400350892e-08
2013,8.863839155992537e-07,6.331313961993601e-08
2014,1.0214405179453934e-06,5.110450596035321e-08
2015,9.730766024063087e-07,6.095582349985307e-08
2016,1.2668315463315594e-06,6.421154097324688e-08
2017,9.199590635944332e-07,5.7859061541876144e-08
2018,9.626289099173846e-07,4.67245468982469e-08
2019,9.295799188180354e-07,5.510133593844557e-08
