year,pressions_NOUN égales_ADJ,pressions_NOUN légales_ADJ
1865,1.7886009118228685e-08,0.0
1866,1.9462451206209153e-08,0.0
1867,4.998396008204509e-08,0.0
1868,3.655506830568811e-08,0.0
1869,6.495080384638641e-08,0.0
1870,6.82351810610271e-08,0.0
1871,8.496941461544338e-08,0.0
1872,3.809823923006661e-08,0.0
1873,5.147963832996538e-08,0.0
1874,2.9873046258899194e-08,0.0
1875,5.378235456987568e-08,0.0
1876,4.897271921322499e-08,0.0
1877,4.762308236649915e-08,0.0
1878,4.7104890654736664e-08,0.0
1879,1.7717043832021773e-08,0.0
1880,3.401458670282409e-08,0.0
1881,4.6018548971460405e-08,0.0
1882,5.257754409626614e-08,0.0
1883,4.3603439081607576e-08,0.0
1884,4.2250860587955685e-08,0.0
1885,4.963139588198828e-08,0.0
1886,3.743009102663564e-08,0.0
1887,4.570247114088488e-08,0.0
1888,4.628648753168818e-08,0.0
1889,3.257871128425904e-08,0.0
1890,5.440140782297931e-08,0.0
1891,4.079500826037474e-08,0.0
1892,3.008885940403161e-08,0.0
1893,2.278614097406262e-08,0.0
1894,5.1672621736997826e-08,0.0
1895,2.7083764564395096e-08,0.0
1896,2.5357223876198987e-08,0.0
1897,1.6897470089816125e-08,0.0
1898,1.640922953072277e-08,0.0
1899,2.9296165493519766e-08,0.0
1900,3.841379481173135e-08,0.0
1901,3.073806453812722e-08,0.0
1902,8.003762985708818e-08,0.0
1903,3.94216073118514e-08,0.0
1904,4.245953988402107e-08,0.0
1905,2.9932401446330914e-08,0.0
1906,1.3374879870298173e-08,0.0
1907,2.5199932807140613e-08,0.0
1908,1.620758460774141e-08,3.929111258571538e-09
1909,2.475442606453271e-08,0.0
1910,2.5651923252212327e-08,1.6032452032632705e-09
1911,1.649316061502759e-08,0.0
1912,4.167537070998151e-08,0.0
1913,3.340883480973389e-08,0.0
1914,1.875088173619588e-08,0.0
1915,1.5314990164938536e-08,0.0
1916,8.789969641043172e-09,0.0
1917,2.1932848870420685e-09,0.0
1918,1.2635013924011673e-08,0.0
1919,2.9465114792515124e-08,0.0
1920,1.1358347151713133e-08,0.0
1921,2.6504615391331754e-08,0.0
1922,5.75478971143184e-08,0.0
1923,2.441668023323018e-08,3.1847844361720945e-09
1924,2.4494086758863887e-08,0.0
1925,1.4297631523163545e-08,0.0
1926,1.89484357093761e-08,1.1146138456652466e-09
1927,2.2298449309232637e-08,0.0
1928,2.8565102283550914e-08,0.0
1929,1.7824650200282122e-08,0.0
1930,3.991369368350206e-08,0.0
1931,4.5621426636444085e-08,0.0
1932,1.0082773371777876e-07,0.0
1933,8.02946331646126e-09,0.0
1934,3.5944740517379614e-09,0.0
1935,3.590485242455088e-09,0.0
1936,2.9099314957647948e-08,0.0
1937,1.7627565185307503e-08,0.0
1938,1.9447821131279852e-08,0.0
1939,2.4470480752825097e-08,0.0
1940,3.0429394115571995e-08,2.5357829169792012e-09
1941,1.4757512545315876e-08,0.0
1942,3.034211770724937e-09,0.0
1943,1.7419411690866582e-08,0.0
1944,1.927911696952833e-08,0.0
1945,2.3963544037997053e-08,0.0
1946,1.2528993842408909e-08,0.0
1947,5.960435700558264e-09,0.0
1948,1.6307831529616124e-08,2.174377566888097e-09
1949,7.853606653895895e-09,0.0
1950,2.0207187034770868e-08,2.1270722960764488e-09
1951,1.8124383771578323e-08,4.264560704569931e-09
1952,2.5307528517259925e-08,0.0
1953,1.2928593307037772e-08,0.0
1954,1.4658803948464083e-08,0.0
1955,2.1586897602787758e-08,0.0
1956,1.744228228517386e-08,2.616342476002842e-09
1957,1.501956425897788e-08,0.0
1958,1.9853384713997002e-08,8.272243445794913e-10
1959,4.650448914844674e-09,1.5501495642666896e-09
1960,1.7302083321624195e-08,6.920833350854139e-10
1961,1.320150300188061e-08,6.948159270159238e-10
1962,1.585489073363533e-08,6.976152100435229e-09
1963,1.5518526907953856e-08,3.2330267352165265e-09
1964,8.517555549758526e-09,1.8251904432275978e-09
1965,7.660860390501512e-09,1.6416130677043839e-09
1966,1.8832853498906843e-08,0.0
1967,1.1832804958089582e-08,4.930335584241163e-10
1968,8.084548142051062e-09,0.0
1969,8.629339909305145e-09,2.2708788183223305e-09
1970,7.3579600190498695e-09,3.6789800095249348e-09
1971,9.762954888969944e-09,5.138397485282553e-10
1972,1.5390440033513642e-09,0.0
1973,2.7566018356850464e-09,0.0
1974,7.313243344242437e-09,2.812785782069227e-09
1975,7.996072248772634e-09,3.4268881066168433e-09
1976,2.285410749536254e-09,1.142705374768127e-09
1977,7.052138428775834e-09,2.3507127355770763e-09
1978,1.1881182704343018e-09,2.3762365408686037e-09
1979,5.266775904289034e-09,2.925986564150662e-09
1980,2.2740602734216964e-09,5.116635559687666e-09
1981,1.8976649140967083e-09,2.5302198114474095e-09
1982,3.1037510339615437e-09,2.483000915987077e-09
1983,6.315316047889041e-10,5.052252838311233e-09
1984,2.8995041922996734e-09,5.799008495621649e-10
1985,2.4062232206745193e-09,6.015558051686298e-10
1986,0.0,5.994485463567401e-10
1987,1.2221633705067347e-09,6.110816852533674e-10
1988,7.195864348830128e-09,0.0
1989,5.488122178931576e-10,2.7440609784434855e-09
1990,2.179460389939436e-09,0.0
1991,0.0,5.861465202094962e-10
1992,1.65298330578878e-09,3.30596661157756e-09
1993,2.2156829704300662e-09,5.539207426075166e-10
1994,3.164955852952289e-09,5.274926606624319e-10
1995,1.626735190995987e-09,1.0844901643380922e-09
1996,0.0,1.067618438099771e-09
1997,9.58978896292706e-10,9.58978896292706e-10
1998,3.814503379828693e-09,4.768129224785866e-10
1999,2.285100553223174e-09,4.570201161957499e-10
2000,8.836062992401139e-10,1.7672125984802278e-09
2001,3.5049694258049158e-09,6.571817756650944e-09
2002,0.0,0.0
2003,2.083461403401543e-09,1.6667691671301554e-09
2004,0.0,3.523833003171717e-09
2005,2.251874686720612e-09,1.3511248786457486e-09
2006,1.2353669198716943e-09,8.235779835885637e-10
2007,3.994479469415779e-10,1.997239706952314e-09
2008,0.0,4.257439734089985e-09
2009,4.76819250749827e-10,4.76819250749827e-10
2010,1.4171379625338432e-09,2.8342759250676863e-09
2011,1.1471915639660324e-09,1.911985902935953e-09
2012,2.7234021704458655e-09,3.404252713057332e-10
2013,1.3945624655065103e-09,1.1156500168141292e-09
2014,8.661780737106994e-10,8.661780737106994e-10
2015,1.10828768384863e-09,6.649726325136385e-10
2016,2.278474076078396e-09,2.0713399884186856e-09
2017,0.0,5.031222660711876e-10
2018,2.5814667070633845e-10,5.162933414126769e-10
2019,1.53059265262101e-09,2.04079020349468e-09
