year,situations_NOUN égales_ADJ,situations_NOUN légales_ADJ
1908,4.4202499438483756e-09,3.437972351250096e-09
1909,5.500983557560346e-10,6.60118004702781e-09
1910,5.344150677544235e-10,1.8170112525695004e-08
1911,1.5961122423746588e-09,1.4897047151407605e-08
1912,3.646594803896619e-09,3.646594803896619e-09
1913,5.30298971401777e-10,1.1666577037772186e-08
1914,0.0,3.214437072074361e-08
1915,0.0,3.534228465440492e-09
1916,5.493730803607377e-09,6.592477230782379e-09
1917,0.0,1.0966424213165737e-08
1918,3.44591288836682e-09,1.033773866510046e-08
1919,0.0,1.2890987832747669e-08
1920,1.514446346106979e-09,1.590168707821249e-08
1921,7.572747429129834e-10,4.240738604721628e-08
1922,1.4755870969551665e-09,8.115729421831475e-09
1923,3.1847844361720945e-09,5.4141334970836397e-08
1924,1.289162443462999e-09,9.02413699321869e-09
1925,5.499089184013428e-09,3.8493624288094e-08
1926,4.458455382660986e-09,5.57306911730393e-09
1927,6.689535148041159e-09,1.3379070296082318e-08
1928,1.4853853258500749e-08,4.570416489713125e-09
1929,4.4561625500705304e-09,1.3368487650211591e-08
1930,3.1510811737689437e-09,5.2518016602221e-09
1931,4.5621426636444085e-09,2.2810713318222042e-09
1932,4.383814644626227e-09,1.3151444377967891e-08
1933,6.882397318719313e-09,2.2941324395731044e-09
1934,3.5944740517379614e-09,2.156684431042777e-08
1935,2.393656828303392e-09,1.4361940969820353e-08
1936,1.2124714565686645e-09,1.6974599503782883e-08
1937,0.0,1.510934133364117e-08
1938,1.2965214679638848e-08,5.186085783037697e-09
1939,0.0,1.5294050470515685e-09
1940,0.0,1.5214697057785997e-08
1941,0.0,0.0
1942,3.034211770724937e-09,9.102635090130207e-09
1943,0.0,8.709705845433291e-09
1944,0.0,9.639558484764166e-09
1945,0.0,4.357008087652048e-09
1946,2.7842208538686464e-09,1.3921104269343232e-09
1947,2.3841741914054637e-09,0.0
1948,5.435944139264848e-09,8.697510267552389e-09
1949,1.9634016634739737e-09,3.9268033269479474e-09
1950,0.0,1.1698897850465073e-08
1951,4.264560704569931e-09,3.1984206394497505e-09
1952,7.381362632230548e-09,1.0544804140977249e-08
1953,1.0773827385790469e-09,1.508335856215126e-08
1954,5.863521668203475e-09,8.795282724349818e-09
1955,9.385607846468247e-10,8.447047505910632e-09
1956,4.360570571293465e-09,2.441919733087161e-08
1957,8.835037701437898e-10,1.236905244894615e-08
1958,8.272243445794913e-10,1.6544486891589827e-09
1959,1.5501495642666896e-09,1.5501495198577686e-08
1960,1.3841666701708277e-09,2.7683333403416555e-09
1961,0.0,7.64297514166401e-09
1962,1.9025869768540815e-09,9.512934440181198e-09
1963,2.5864212993553792e-09,7.759263453976928e-09
1964,6.083968329129164e-10,6.6923653285755336e-09
1965,2.188817349590977e-09,8.755269398363907e-09
1966,1.6617224263271169e-09,9.970334780007306e-09
1967,4.930335584241163e-10,9.860671390526932e-09
1968,4.4914158503495116e-10,4.940557296606585e-09
1969,1.8167031212712459e-09,2.2708788183223305e-09
1970,1.8394900047624674e-09,2.2993624781975086e-09
1971,4.1107179882260425e-09,8.221435976452085e-09
1972,5.130146862875051e-10,9.747279428040656e-09
1973,1.6539611902288698e-09,3.859242703185828e-09
1974,5.625571564138454e-09,1.012602890426706e-08
1975,2.2845920710778955e-09,1.0851811893530794e-08
1976,0.0,5.713526984862938e-09
1977,2.3507127355770763e-09,6.464460078348111e-09
1978,5.940591352171509e-10,1.7821774056514528e-09
1979,1.1703946700691858e-09,1.1118749476679568e-08
1980,2.2740602734216964e-09,9.096241093686785e-09
1981,0.0,3.795329828193417e-09
1982,5.586751949948621e-09,6.828252629986764e-09
1983,4.4207211225000265e-09,1.3893695083311286e-08
1984,2.3196033982486597e-09,1.681712546997005e-08
1985,3.0077789148208467e-09,1.5038894574104233e-08
1986,1.1988970927134801e-09,1.4386765556650971e-08
1987,1.2221633705067347e-09,1.099947066762752e-08
1988,5.996553809062277e-10,1.679035044332977e-08
1989,1.0976244357863152e-09,2.1952488715726304e-09
1990,2.724325431913144e-09,5.448650863826288e-09
1991,1.7584396161396398e-09,1.3481369798284959e-08
1992,3.856960972825618e-09,7.162927584403178e-09
1993,1.1078414852150331e-09,7.200969598386564e-09
1994,1.5824779264761446e-09,5.274926717646622e-09
1995,1.626735190995987e-09,7.591431483433553e-09
1996,5.3380921904988554e-09,3.736664311304594e-09
1997,4.315404922294874e-09,7.192341833217597e-09
1998,6.675381136744818e-09,4.7681290027412615e-09
1999,7.312321859131998e-09,1.2339542720951613e-08
2000,3.5344251969604557e-09,7.068850393920911e-09
2001,3.5049694258049158e-09,8.324302136486494e-09
2002,3.9430991805033955e-09,1.0076809608960957e-08
2003,4.166922806803086e-09,7.91715315529018e-09
2004,1.7619165015858584e-09,6.607186797680242e-09
2005,4.053374524914943e-09,1.4862373554080932e-08
2006,4.941467679486777e-09,3.706100981659688e-09
2007,3.595031605740928e-09,3.1955835755326234e-09
2008,3.8316958494988285e-09,4.6831836186811415e-09
2009,1.907277002999308e-09,1.907277002999308e-09
2010,9.447586046817946e-10,3.3066551718974324e-09
2011,7.64794394481072e-10,3.059177577924288e-09
2012,2.382976926895708e-09,2.7234021704458655e-09
2013,1.6734750252211938e-09,1.0877587719448911e-08
2014,2.165445156521173e-09,9.961047986450922e-09
2015,3.768178213903184e-09,3.546520632724537e-09
2016,2.0713399884186856e-09,9.735297901158901e-09
2017,2.7671724911471074e-09,4.024978128569501e-09
2018,3.3559066636712487e-09,9.29327992338358e-09
2019,2.2958890344426663e-09,5.101975730781305e-09
